structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.35656323076726154	-35.775345587819594	C9H6O4	[M + H]+	ILEDWLMCKZNDJK	InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H	Esculatin	C1=CC(=O)OC2=CC(=C(C=C21)O)O	1.1659261	5281416	HMDB:(30819);SuperNatural:(SN00156834 SN00000754);ZINC bio:(ZINC00057908);additional;MeSH:(5281416);Plantcyc:(CPD-8097);PubMed;NORMAN:(NS00004806);COCONUT:(CNP0009576 CNP0026503 CNP0093325 CNP0171720 CNP0386988);KNApSAcK:(2471);Natural Products:(UNPD155340);database;PubChem:(5281416);CHEBI:(490095);PubChem class - bio and metabolites;KEGG:(C09263);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8097)	68807485822
2	1	N/A	-53.43576869472957	C9H6O4	[M + H]+	ATEFPOUAMCWAQS	InChI=1S/C9H6O4/c10-6-3-1-5-2-4-7(11)13-9(5)8(6)12/h1-4,10,12H	daphnetin	C1=CC(=C(C2=C1C=CC(=O)O2)O)O	1.20000005	5280569	HMDB:(130547);SuperNatural:(SN00000611);ZINC bio:(ZINC00057753);additional;MeSH:(5280569);Plantcyc:(CPD-14427);PubMed;NORMAN:(NS00001177);COCONUT:(CNP0205963);KNApSAcK:(2462);Natural Products:(UNPD178828);database;PubChem:(5280569);CHEBI:(17313);PubChem class - bio and metabolites;KEGG:(C03093);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-14427)	68807485822
3	1	N/A	-53.8023769081009	C9H6O4	[M + H]+	KIQQFVJHWNCGAU	InChI=1S/C9H6O4/c10-5-3-7(11)6-1-2-9(12)13-8(6)4-5/h1-4,10-11H	5,7-Dihydroxycoumarin	C1=CC(=O)OC2=CC(=CC(=C21)O)O	1.20000005	5324654	HMDB:(136739);SuperNatural:(SN00396032);ZINC bio:(ZINC06093474);additional;PubMed;COCONUT:(CNP0302708);KNApSAcK:(29555);Natural Products:(UNPD59074);database;PubChem:(5324654);PubChem class - bio and metabolites;Biocyc:(CPD-19824);KEGG Mine	77329901658
4	1	N/A	-61.88104010032355	C9H6O4	[M + H]+	CYSRKZFPSNZSCS	InChI=1S/C9H6O4/c10-5-1-2-6-7(11)4-9(12)13-8(6)3-5/h1-4,10-11H	Oprea1_416006	C1=CC2=C(C=C1O)OC(=O)C=C2O	0.899999976	54679630	COCONUT:(CNP0176546 CNP0322727);HMDB:(32951);database;PubChem:(54679630);SuperNatural:(SN00019779);ZINC bio:(ZINC13130109);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77396992074
5	1	N/A	-64.78478972477619	C9H6O4	[M + H]+	GLEMZFGSPKRSOO	InChI=1S/C9H6O4/c10-6-2-1-5-3-7(11)9(12)13-8(5)4-6/h1-4,10-11H	3,7-Dihydroxycoumarin	C1=CC2=C(C=C1O)OC(=O)C(=C2)O	1.1435529	6918810;101526786	COCONUT:(CNP0410081);HMDB:(141198);Natural Products:(UNPD66150);database;PubChem:(6918810 101526786);SuperNatural:(SN00286130);PubChem class - bio and metabolites;KEGG Mine	77329367050
6	1	N/A	-92.80860288644577	C9H6O4	[M + H]+	WWGFXSLWIRYIBP	InChI=1S/C9H6O4/c10-6-3-4-13-9-5(6)1-2-7(11)8(9)12/h1-4,11-12H	null	C1=CC(=C(C2=C1C(=O)C=CO2)O)O	0.800000012	21853376	COCONUT:(CNP0121065);Natural Products:(UNPD208501);database;PubChem:(21853376)	68721606658
7	1	N/A	-93.04082736940939	C9H6O4	[M + H]+	MKMBENZACCCGKI	InChI=1S/C9H6O4/c10-6-2-3-7(11)9-5(6)1-4-8(12)13-9/h1-4,10-11H	2H-1-Benzopyran-2-one, 5,8-dihydroxy-	C1=CC(=O)OC2=C(C=CC(=C21)O)O	1.20000005	71356338	COCONUT:(CNP0254075);MeSH:(71356338);Natural Products:(UNPD111010);database;PubChem:(71356338);PubMed	68721606726
8	1	N/A	-103.10385606992496	C9H6O4	[M + H]+	RBROKQGKQQOCNC	InChI=1S/C9H6O4/c10-6-1-2-13-9-4-8(12)7(11)3-5(6)9/h1-4,11-12H	null	C1=COC2=CC(=C(C=C2C1=O)O)O	0.959551513	12087626	COCONUT:(CNP0422825);Natural Products:(UNPD189049);database;PubChem:(12087626);SuperNatural:(SN00301132)	68722655234
9	1	N/A	-106.64706083210562	C9H6O4	[M + H]+	NYCXYKOXLNBYID	InChI=1S/C9H6O4/c10-5-3-7(12)9-6(11)1-2-13-8(9)4-5/h1-4,10,12H	5,7-Dihydroxychromone	C1=COC2=CC(=CC(=C2C1=O)O)O	1.39999998	5281343	HMDB:(32950);SuperNatural:(SN00157821);ZINC bio:(ZINC06119185);MeSH:(5281343);PubMed;COCONUT:(CNP0097168 CNP0323885);KNApSAcK:(2422);Natural Products:(UNPD8600);database;PubChem:(5281343);CHEBI:(2007);PubChem class - bio and metabolites;KEGG:(C09001)	68739441022
10	1	N/A	-116.92609697159597	C9H6O4	[M + H]+	YBGKGTOOPNQOKH	InChI=1S/C9H6O4/c10-6-3-1-2-5-7(11)4-8(12)13-9(5)6/h1-4,10-11H	null	C1=CC2=C(C(=C1)O)OC(=O)C=C2O	0.899999976	54719604	COCONUT:(CNP0298146);Natural Products:(UNPD53948);database;PubChem:(54719604);KEGG Mine	77311541250
11	1	N/A	-120.13489102012484	C9H6O4	[M + H]+	UCRGNGLRQIWOTB	InChI=1S/C9H6O4/c10-8-5-3-4-13-7(5)2-1-6(8)9(11)12/h1-4,10H,(H,11,12)	null	C1=CC2=C(C=CO2)C(=C1C(=O)O)O	2.0	82410240	COCONUT:(CNP0196554);Natural Products:(UNPD115942);database;PubChem:(82410240);SuperNatural:(SN00264132);ZINC bio:(ZINC14443344)	68722663426
12	1	N/A	-125.56606633807311	C9H6O4	[M + H]+	ZZYLCDXPJISRAD	InChI=1S/C9H6O4/c10-5-1-2-6-8(3-5)13-4-7(11)9(6)12/h1-4,10-11H	null	C1=CC2=C(C=C1O)OC=C(C2=O)O	0.937178373	57401583	COCONUT:(CNP0158307);Natural Products:(UNPD173984);database;PubChem:(57401583);SuperNatural:(SN00241396);CHEBI:(69203);PubMed	68722655330
13	1	N/A	-132.91184868388262	C9H6O4	[M + H]+	QTWUWCFGWYYRRL	InChI=1S/C9H6O4/c10-8(11)5-1-2-7-6(3-5)4-13-9(7)12/h1-3H,4H2,(H,10,11)	5-carbophthalide	C1C2=C(C=CC(=C2)C(=O)O)C(=O)O1	0.954588294	78517;40425436	PubChem:(78517 40425436);NORMAN:(NS00031735);database	68719738882
14	1	N/A	-146.76490366522515	C9H6O4	[M + H]+	NTJTXGBCDNPQIV	InChI=1S/C9H6O4/c10-5-8(11)6-1-3-7(4-2-6)9(12)13/h1-5H,(H,12,13)	4-Carboxyphenylglyoxal	C1=CC(=CC=C1C(=O)C=O)C(=O)O	0.746477067	193553	MeSH:(193553);database;PubChem:(193553);PubMed	68719476806
15	1	N/A	-176.40189372926346	C9H6O4	[M + H]+	BVNXSQRWQGKXQJ	InChI=1S/C9H6O4/c10-5-8(11)6-3-1-2-4-7(6)9(12)13/h1-5H,(H,12,13)	null	C1=CC=C(C(=C1)C(=O)C=O)C(=O)O	0.746477067	53849631	database;PubChem:(53849631);PubMed;KEGG Mine	77309411394
16	1	N/A	-199.1415112267047	C9H6O4	[M + H]+	UOEUZFYSJCPDRP	InChI=1S/C9H6O4/c10-9-7-5(3-11-9)1-2-6-8(7)13-4-12-6/h1-2H,3-4H2	null	C1C2=C(C3=C(C=C2)OCO3)C(=O)O1	1.20000005	11137680	COCONUT:(CNP0135440);Natural Products:(UNPD19707);database;PubChem:(11137680)	68721606658
17	1	N/A	-259.00397349403784	C9H6O4	[M + H]+	QPYQKHOKNCVKGE	InChI=1S/C9H6O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5H,(H,12,13)	Caffeoquinone	C1=CC(=O)C(=O)C=C1C=CC(=O)O	-0.100000001	10176360;25202744;25245497;25245498	COCONUT:(CNP0001461 CNP0081893);database;PubChem:(10176360 25202744 25245497 25245498);CHEBI:(133316);KEGG:(C16828);Plantcyc:(CPD-8094);PubMed;Biocyc:(CPD-8094)	68721707362
18	1	N/A	-286.29291979010645	C9H6O4	[M + H]+	PCQIYGYYRHCWAI	InChI=1S/C9H6O4/c10-5-3-11-6-1-2-7-9(8(5)6)13-4-12-7/h1-2H,3-4H2	null	C1C(=O)C2=C(O1)C=CC3=C2OCO3	1.29999995	129984043	COCONUT:(CNP0352770);Natural Products:(UNPD117052);database;PubChem:(129984043);SuperNatural:(SN00247874)	68722655234
19	1	N/A	-314.5874958009813	C9H6O4	[M + H]+	FEMOMIGRRWSMCU	InChI=1S/C9H6O4/c10-7-5-3-1-2-4-6(5)8(11)9(7,12)13/h1-4,12-13H	zlchem 153	C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O	0.100000001	10236;134859893	NORMAN:(NS00022220);COCONUT:(CNP0082308);database;PubChem:(10236 134859893);SuperNatural:(SN00118430);CHEBI:(86374);ZINC bio:(ZINC00388306);MeSH:(10236);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-9188)	68790003814
