structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3212865472480302	-206.91562382104493	C18H23NO2	[M - H]-	LOUOCBKBIWBTTR	InChI=1S/C18H23NO2/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19(15)21/h8-14,21H,2-7H2,1H3	null	CCCCCCCC=CC1=CC(=O)C2=CC=CC=C2N1O	5.4000001	85960509;129626647	COCONUT:(CNP0081756);database;PubChem:(85960509 129626647);CHEBI:(137441)	68721573922
2	1	N/A	-226.9071313689688	C18H23NO2	[M - H]-	LSCSUEAXTUGLRK	InChI=1S/C18H23NO2/c1-14(20)9-5-3-2-4-6-10-15-13-18(21)16-11-7-8-12-17(16)19-15/h7-8,11-13H,2-6,9-10H2,1H3,(H,19,21)	null	CC(=O)CCCCCCCC1=CC(=O)C2=CC=CC=C2N1	3.79999995	23757217	COCONUT:(CNP0140384);KNApSAcK:(26380);Natural Products:(UNPD191490);database;PubChem:(23757217)	68721606674
3	1	N/A	-255.54981886722317	C18H23NO2	[M - H]-	PZDNYMGJYBHSNN	InChI=1S/C18H23NO2/c1-3-4-5-6-7-8-12-16-14(2)18(20)15-11-9-10-13-17(15)19(16)21/h7-11,13,20H,3-6,12H2,1-2H3	null	CCCCCC=CCc1c(C)c(O)c2ccccc2[n+]1[O-]	5.016679768691725	""	""	0
4	1	N/A	-283.7565817196503	C18H23NO2	[M - H]-	KYRRXOVGYOKMQX	InChI=1S/C18H23NO2/c1-13(2)6-8-15-4-3-5-17-16(10-19-18(15)17)9-7-14(11-20)12-21/h3-7,10,19-21H,8-9,11-12H2,1-2H3	null	CC(=CCC1=C2C(=CC=C1)C(=CN2)CC=C(CO)CO)C	3.4000001	102442725	COCONUT:(CNP0257254);Natural Products:(UNPD227942);database;PubChem:(102442725)	68721606658
5	1	N/A	-289.5298603175861	C18H23NO2	[M - H]-	VUPGYGJDPXEHAE	InChI=1S/C18H23NO2/c1-17(2,20)10-9-15-13(11-16-18(3,4)21-16)12-7-5-6-8-14(12)19-15/h5-10,16,19-20H,11H2,1-4H3	null	CC1(C(O1)CC2=C(NC3=CC=CC=C32)C=CC(C)(C)O)C	3.0	10356609	COCONUT:(CNP0112400);Natural Products:(UNPD29776);database;PubChem:(10356609)	68721606658
6	1	N/A	-296.27621023417595	C18H23NO2	[M - H]-	BDCXIQBZUKFYBG	InChI=1S/C18H23NO2/c1-17(2)15(20-17)8-11-5-6-14-13(7-11)12(10-19-14)9-16-18(3,4)21-16/h5-7,10,15-16,19H,8-9H2,1-4H3	1H-Indole, 3,5-bis[(3,3-dimethyloxiranyl)methyl]-	CC1(C(O1)CC2=CC3=C(C=C2)NC=C3CC4C(O4)(C)C)C	3.20000005	11778693	COCONUT:(CNP0228773);Natural Products:(UNPD178885 UNPD154831);database;PubChem:(11778693)	68721606658
7	1	N/A	-301.53371527488144	C18H23NO2	[M - H]-	WUDTVBZELAVDGQ	InChI=1S/C18H23NO2/c1-17(2)15(20-17)8-11-5-6-13-12(10-19-14(13)7-11)9-16-18(3,4)21-16/h5-7,10,15-16,19H,8-9H2,1-4H3	null	CC1(C(O1)CC2=CC3=C(C=C2)C(=CN3)CC4C(O4)(C)C)C	3.20000005	10334141;15765757;85113696	COCONUT:(CNP0150658);Natural Products:(UNPD181020 UNPD8768);database;PubChem:(10334141 15765757 85113696)	68721606658
8	1	N/A	-313.40012650611806	C18H23NO2	[M - H]-	LFUSPXMHTMBJNP	InChI=1S/C18H23NO2/c1-14(19-13-15-7-5-4-6-8-15)11-16-9-10-17(20-2)18(12-16)21-3/h4-10,12,14,19H,11,13H2,1-3H3	N-benzyl-1-(3,4-dimethoxyphenyl)propan-2-amine	CC(CC1=CC(=C(C=C1)OC)OC)NCC2=CC=CC=C2	3.9968574	410200;36689299;40618784	PubChem:(410200 36689299 40618784);database	68719476738
9	1	N/A	-329.64145440737417	C18H23NO2	[M - H]-	FVINVHIYNUTXPB	InChI=1S/C18H23NO2/c1-6-17(4,5)18(10-9-12(2)3)14-8-7-13(20)11-15(14)19-16(18)21/h6-9,11,20H,1,10H2,2-5H3,(H,19,21)	null	C=CC(C)(C)C1(CC=C(C)C)C(=O)Nc2cc(O)ccc21	4.028296182968013	""	""	0
10	1	N/A	-339.31360638716325	C18H23NO2	[M - H]-	OAXQKMWMVBGUJZ	InChI=1S/C18H23NO2/c1-19-12-4-5-13-21-18-7-3-2-6-16(18)14-15-8-10-17(20)11-9-15/h2-3,6-11,19-20H,4-5,12-14H2,1H3	4-[2-(4-Hydroxybenzyl)phenoxy]-N-methylbutylamine	CNCCCCOC1=CC=CC=C1CC2=CC=C(C=C2)O	3.70000005	127964	MeSH:(127964);database;PubChem:(127964);PubMed	68719476806
11	1	N/A	-353.5192973120223	C18H23NO2	[M - H]-	XGVSTWLICQYKIZ	InChI=1S/C18H23NO2/c1-17(2,20)8-7-12-5-6-15-14(9-12)13(11-19-15)10-16-18(3,4)21-16/h5-9,11,16,19-20H,10H2,1-4H3	null	CC1(C(O1)CC2=CNC3=C2C=C(C=C3)C=CC(C)(C)O)C	3.0	10062490	COCONUT:(CNP0252963);Natural Products:(UNPD132806 UNPD228483);database;PubChem:(10062490)	68721606658
12	1	N/A	-358.9023640101354	C18H23NO2	[M - H]-	RTTRQKKYMPTVOO	InChI=1S/C18H23NO2/c1-17(2,20)8-7-12-5-6-14-13(11-19-15(14)9-12)10-16-18(3,4)21-16/h5-9,11,16,19-20H,10H2,1-4H3	null	CC1(C(O1)CC2=CNC3=C2C=CC(=C3)C=CC(C)(C)O)C	3.0	15765758;101682302	COCONUT:(CNP0103579);Natural Products:(UNPD87297 UNPD48978);database;PubChem:(15765758 101682302)	68721606658
13	1	N/A	-361.0868821673136	C18H23NO2	[M - H]-	HEFPHRMJPGVGHY	InChI=1S/C18H23NO2/c1-14-8-9-18(10-15(14)2)21-13-17(20)12-19-11-16-6-4-3-5-7-16/h3-10,17,19-20H,11-13H2,1-2H3	Oprea1_403667	CC1=C(C=C(C=C1)OCC(CNCC2=CC=CC=C2)O)C	3.0999999	2796006;25272495;25272497	NORMAN:(NS00016330);database;PubChem:(2796006 25272495 25272497);PubMed	68719738946
14	1	N/A	-381.6602261161089	C18H23NO2	[M - H]-	XLJMBRPBVDJBPJ	InChI=1S/C18H23NO2/c1-18-9-8-14-13-5-3-12(20)10-11(13)2-4-15(14)16(18)6-7-17(18)19-21/h3,5,10,14-16,20-21H,2,4,6-9H2,1H3	17-hydroxyimino-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-ol	CC12CCC3C(C1CCC2=NO)CCC4=C3C=CC(=C4)O	4.0255599	3759241;5915023;7722710;9900504;11873009;11873010;11873011;11873012;11914206;11914207;11923551;11923552;16396257;25423905;25423908;71964364;98656838;98656839;126961527	COCONUT:(CNP0321777);Natural Products:(UNPD83195);database;PubChem:(3759241 5915023 7722710 9900504 11873009 11873010 11873011 11873012 11914206 11914207 11923551 11923552 16396257 25423905 25423908 71964364 98656838 98656839 126961527);SuperNatural:(SN00086216 SN00086215 SN00086214 SN00086213);ZINC bio:(ZINC12657941 ZINC12657944 ZINC12657946 ZINC12657948 ZINC15204619 ZINC15204620);PubMed	68722663490
15	1	N/A	-387.03916786504044	C18H23NO2	[M - H]-	UGZFBZMADDXZRA	InChI=1S/C18H23NO2/c1-2-3-4-5-8-14-11-12-18(16(20)13-14)21-17-10-7-6-9-15(17)19/h6-7,9-13,20H,2-5,8,19H2,1H3	2-(2-aminophenoxy)-5-hexylphenol	CCCCCCC1=CC(=C(C=C1)OC2=CC=CC=C2N)O	5.4000001	44450094	database;PubChem:(44450094);PubMed;PubChem class - bio and metabolites	68736254018
16	1	N/A	-390.96760178935335	C18H23NO2	[M - H]-	DUQBGCPHFYMBQE	InChI=1S/C18H23NO2/c1-12(2)13(3)4-5-14-6-7-15-10-16(18(20)21)8-9-17(15)19-11-14/h6,8-10,19H,4-5,7,11H2,1-3H3,(H,20,21)	null	CC(C)=C(C)CCC1=CCc2cc(C(=O)O)ccc2NC1	4.306070458778477	""	""	0
17	1	N/A	-452.5366643686283	C18H23NO2	[M - H]-	YZVDZYQLCWDXCS	InChI=1S/C18H23NO2/c1-4-6-12-18(13-7-5-2)16(21-3)14-10-8-9-11-15(14)19-17(18)20/h4-5,8-11,16H,1-2,6-7,12-13H2,3H3,(H,19,20)	Atanine	COC1C2=CC=CC=C2NC(=O)C1(CCC=C)CCC=C	3.29999995	5316878	COCONUT:(CNP0311283);Natural Products:(UNPD69367);database;PubChem:(5316878);SuperNatural:(SN00361863 SN00160182);PubMed	68722655298
18	1	N/A	-460.7515231928651	C18H23NO2	[M - H]-	HUGUEKHNJYELQB	InChI=1S/C18H23NO2/c1-13(2)11-17(20)19-10-8-14-5-6-16-15(12-14)7-9-18(3,4)21-16/h5-7,9,11-12H,8,10H2,1-4H3,(H,19,20)	null	CC(=CC(=O)NCCC1=CC2=C(C=C1)OC(C=C2)(C)C)C	3.9000001	15693444	COCONUT:(CNP0176313);Natural Products:(UNPD72874);database;PubChem:(15693444)	68721606658
19	1	N/A	-482.25215971634435	C18H23NO2	[M - H]-	XMSSICJSZNPVFX	InChI=1S/C18H23NO2/c1-15-9-7-8-12-17(15)18(16-10-5-4-6-11-16)21-14-13-19(2,3)20/h4-12,18H,13-14H2,1-3H3	Orphenadrine N-oxide	CC1=CC=CC=C1C(C2=CC=CC=C2)OCC[N+](C)(C)[O-]	3.17121887	34520;71751343;92169799;92169798	PubChem:(34520 71751343 92169799 92169798);database;PubChem class - safety and toxic	68786585602
20	1	N/A	-482.54383223715456	C18H23NO2	[M - H]-	NDYPFWPCXATQQP	InChI=1S/C18H23NO2/c1-12(13-6-3-2-4-7-13)19-18(21)16-10-14-8-5-9-15(11-16)17(14)20/h2-4,6-7,12,14-16H,5,8-11H2,1H3,(H,19,21)	Ambcb7939537	CC(C1=CC=CC=C1)NC(=O)C2CC3CCCC(C2)C3=O	2.70000005	2304375;2969415;5663985	database;PubChem:(2304375 2969415 5663985);PubMed;CHEBI:(117198)	68719476834
21	1	N/A	-484.98584425809736	C18H23NO2	[M - H]-	OCUKPFWNSAAHRP	InChI=1S/C18H23NO2/c1-18(12-20-2)9-5-10-19-11-8-14-13-6-3-4-7-15(13)21-16(14)17(18)19/h3-4,6-7,17H,5,8-12H2,1-2H3	null	CC1(CCCN2C1C3=C(CC2)C4=CC=CC=C4O3)COC	3.29999995	10149432;10214798;10214799;68816042;71301276	COCONUT:(CNP0186220);MeSH:(71301276);database;PubChem:(10149432 10214798 10214799 68816042 71301276);PubMed;PubChem class - drug	68755128390
22	1	N/A	-503.02688187669594	C18H23NO2	[M - H]-	FWXCNFQLKQCXQP	InChI=1S/C18H23NO2/c1-20-15-5-3-13-7-9-19-10-8-14-4-6-16(21-2)12-18(14,19)17(13)11-15/h3-6,11,14,16H,7-10,12H2,1-2H3	Isococculidine	COC1CC23C(CCN2CCC4=C3C=C(C=C4)OC)C=C1	2.5	442300;3042685;3488097	COCONUT:(CNP0192994 CNP0308194);KNApSAcK:(1871);Natural Products:(UNPD89711 UNPD65725);database;PubChem:(442300 3042685 3488097);SuperNatural:(SN00158737 SN00226796 SN00385293);CHEBI:(5999);KEGG:(C09546);PubChem class - safety and toxic	68789764402
23	1	N/A	-510.66104603442176	C18H23NO2	[M - H]-	YEFFVIUQXXNVGG	InChI=1S/C18H23NO2/c1-4-5-9-19-10-8-18(21)15-12-14(20)7-6-13(15)11-16(19)17(18,2)3/h1,6-7,12,16,20-21H,5,8-11H2,2-3H3	Butinazocine	CC1(C2CC3=C(C1(CCN2CCC#C)O)C=C(C=C3)O)C	2.5999999	189903;76972783;76972784	PubChem:(189903 76972783 76972784);database	68719476738
24	1	N/A	-524.3556505789878	C18H23NO2	[M - H]-	ZJIQUKCYEXAGJX	InChI=1S/C18H23NO2/c1-20-15-5-3-13-7-9-19-10-8-14-4-6-16(21-2)12-18(14,19)17(13)11-15/h3-5,11,16H,6-10,12H2,1-2H3	null	COC1CC=C2CCN3C2(C1)C4=C(CC3)C=CC(=C4)OC	2.29999995	72945082	COCONUT:(CNP0224379);KNApSAcK:(25802);Natural Products:(UNPD10372);database;PubChem:(72945082);SuperNatural:(SN00326992);MeSH:(72945082);PubMed	68722655318
25	1	N/A	-537.6004917187868	C18H23NO2	[M - H]-	BYHFAHBQZDFLOS	InChI=1S/C18H23NO2/c1-18-9-7-15-14-6-5-13(20)11-12(14)8-10-19(15)16(18)3-2-4-17(18)21/h5-6,11,15-16,20H,2-4,7-10H2,1H3	null	CC12CCC3C4=C(CCN3C1CCCC2=O)C=C(C=C4)O	3.28857946	""	COCONUT:(CNP0194296);Natural Products:(UNPD113439);database;SuperNatural:(SN00242114)	68722655232
26	1	N/A	-561.3229410433781	C18H23NO2	[M - H]-	ZZOIDXABHPNSHY	InChI=1S/C18H23NO2/c1-19-9-7-13-3-5-15(20)11-17(13)18(19)12-16(21-2)6-4-14(18)8-10-19/h3-5,11,16H,6-10,12H2,1-2H3/p+1	Erythrinanium, 1,6-didehydro-15-hydroxy-3-methoxy-9-methyl-, (3beta)-	C[N+]12CCC3=CCC(CC31C4=C(CC2)C=CC(=C4)O)OC	2.0	156796	COCONUT:(CNP0318360);KNApSAcK:(26000);Natural Products:(UNPD25643);PubChem:(156796);SuperNatural:(SN00365569)	3178514
27	1	N/A	-570.6022889800684	C18H23NO2	[M - H]-	HQBZLVPZOGIAIQ	InChI=1S/C18H23NO2/c1-11-16-17(21)14-6-5-13(20)9-15(14)18(11,2)7-8-19(16)10-12-3-4-12/h5-6,9,11-12,16,20H,3-4,7-8,10H2,1-2H3	Ketazocina	CC1C2C(=O)C3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O	3.5	71426;3054741;12940550;12940551;23724935;44380980;49823840;49868151;50909104;58958831;71167643;70992597;92849961;98175218;101614510;118123851;130386967	MeSH:(71426 3054741 23724935);database;PubChem:(71426 3054741 12940550 12940551 23724935 44380980 49823840 49868151 50909104 58958831 71167643 70992597 92849961 98175218 101614510 118123851 130386967);PubMed	68719476806
