structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.378532771387256	-30.263149782869316	C9H9NO4	[M - H]-	GEFDRROBUCULOD	InChI=1S/C9H9NO4/c1-5(11)10-6-2-3-8(12)7(4-6)9(13)14/h2-4,12H,1H3,(H,10,11)(H,13,14)	Oprea1_150410	CC(=O)NC1=CC(=C(C=C1)O)C(=O)O	0.371426016	65512;46779947;49849536;54694282;121225490;138396183	NORMAN:(NS00004335);COCONUT:(CNP0139597);HMDB:(60602);database;PubChem:(65512 46779947 49849536 54694282 121225490 138396183);CHEBI:(89810);additional;MeSH:(65512);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(CPD-21054)	68789487726
2	1	N/A	-67.31145774645907	C9H9NO4	[M - H]-	BXBFVCYLJXGOGI	InChI=1S/C9H9NO4/c1-5(11)10-7-4-6(9(13)14)2-3-8(7)12/h2-4,12H,1H3,(H,10,11)(H,13,14)	ACMC-20ltsx	CC(=O)NC1=C(C=CC(=C1)C(=O)O)O	0.371426016	53985849;90657256	COCONUT:(CNP0291450);database;PubChem:(53985849 90657256);PubMed;CHEBI:(140603 140533);Biocyc:(CPD-14877 SMA-0000573)	68721576034
3	1	N/A	-69.88587567428661	C9H9NO4	[M - H]-	YBTVSGCNBZPRBD	InChI=1S/C9H9NO4/c1-5(11)10-6-2-3-7(9(13)14)8(12)4-6/h2-4,12H,1H3,(H,10,11)(H,13,14)	N-Acetyl-pas	CC(=O)NC1=CC(=C(C=C1)C(=O)O)O	0.371426016	65509;54703377	NORMAN:(NS00015169);database;PubChem:(65509 54703377);CHEBI:(63817 63816);ZINC bio:(ZINC00394086);MeSH:(65509);PubChem class - safety and toxic;PubMed	68786856038
4	1	N/A	-107.14384222410361	C9H9NO4	[M - H]-	VZOPVJNBOQOLPN	InChI=1S/C9H9NO4/c11-9(12)6-3-7-1-4-8(5-2-7)10(13)14/h1-2,4-5H,3,6H2,(H,11,12)	Oprea1_686058	C1=CC(=CC=C1CCC(=O)O)[N+](=O)[O-]	1.86918294	85526;6923582	database;PubChem:(85526 6923582);CHEBI:(90321);ZINC bio:(ZINC00084189);PubChem class - safety and toxic;Training Set;PubMed	68786610274
5	1	N/A	-110.71565968172642	C9H9NO4	[M - H]-	HODIZPWEHTVDMN	InChI=1S/C9H9NO4/c1-5(11)10-7-2-6(9(13)14)3-8(12)4-7/h2-4,12H,1H3,(H,10,11)(H,13,14)	null	CC(=O)NC1=CC(=CC(=C1)C(=O)O)O	0.371426016	86105781	COCONUT:(CNP0190641);Natural Products:(UNPD264);database;PubChem:(86105781);SuperNatural:(SN00306020)	68722655234
6	1	N/A	-115.88780296318825	C9H9NO4	[M - H]-	ZGIBSKHPEMBBCT	InChI=1S/C9H9NO4/c1-6(11)10-14-8-5-3-2-4-7(8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)	2-acetamidooxybenzoic acid	CC(=O)NOC1=CC=CC=C1C(=O)O	0.730326593	19086689	PubChem:(19086689);database	68719476738
7	1	N/A	-122.1296049345434	C9H9NO4	[M - H]-	ONJSZLXSECQROL	InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)	Salicylurate	C1=CC=C(C(=C1)C(=O)NCC(=O)O)O	0.177492395	10253;6927357;71749068;100964228	HMDB:(840);SuperNatural:(SN00274680);ZINC bio:(ZINC00125017);additional;MeSH:(10253);PubMed;NORMAN:(NS00006840);COCONUT:(CNP0159089);Natural Products:(UNPD173246);database;PubChem:(10253 6927357 71749068 100964228);CHEBI:(9008 132923);PubChem class - bio and metabolites;KEGG:(C07588);PubChem class - safety and toxic;YMDB:(1569);Training Set	68807418222
8	1	N/A	-131.78897080338547	C9H9NO4	[M - H]-	GCWCVCCEIQXUQU	InChI=1S/C9H9NO4/c11-7(10-8(12)9(13)14)6-4-2-1-3-5-6/h1-5,8,12H,(H,10,11)(H,13,14)	a-Hydroxyhippuric acid	C1=CC=C(C=C1)C(=O)NC(C(=O)O)O	0.200000003	719596;719598;450272;6927039;6927040	HMDB:(2404);SuperNatural:(SN00216198);ZINC bio:(ZINC00119971 ZINC00119975);MeSH:(450272);PubMed;NORMAN:(NS00014792);COCONUT:(CNP0032416);database;PubChem:(719596 719598 450272 6927039 6927040);CHEBI:(68451);PubChem class - bio and metabolites;Training Set;KEGG Mine	77329621102
9	1	N/A	-137.38577324080606	C9H9NO4	[M - H]-	PNKIVCMRLDCYJE	InChI=1S/C9H9NO4/c1-5(11)14-8-3-2-6(10)4-7(8)9(12)13/h2-4H,10H2,1H3,(H,12,13)	Benzoic acid, 2-(acetyloxy)-5-amino-	CC(=O)OC1=C(C=C(C=C1)N)C(=O)O	0.621303976	13140652	MeSH:(13140652);database;PubChem:(13140652);PubMed	68719476806
10	1	N/A	-139.56975079647958	C9H9NO4	[M - H]-	OARKUZWAGHQLSL	InChI=1S/C9H9NO4/c11-9(12)6-5-7-3-1-2-4-8(7)10(13)14/h1-4H,5-6H2,(H,11,12)	Oprea1_619844	C1=CC=C(C(=C1)CCC(=O)O)[N+](=O)[O-]	1.5	74818;7053822	NORMAN:(NS00026495);COCONUT:(CNP0191361);database;PubChem:(74818 7053822);SuperNatural:(SN00124252);ZINC bio:(ZINC03845796);PubMed	68722892866
11	1	N/A	-140.76311348083973	C9H9NO4	[M - H]-	XDOFWFNMYJRHEW	InChI=1S/C9H9NO4/c11-7-3-1-2-6(4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)	3-Hydroxyhippurate	C1=CC(=CC(=C1)O)C(=O)NCC(=O)O	0.177492395	450268;20849243	HMDB:(6116);ZINC bio:(ZINC06534965);MeSH:(450268);PubMed;COCONUT:(CNP0348907);Natural Products:(UNPD16108);database;PubChem:(450268 20849243);CHEBI:(133607 70824);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	77395452014
