structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2587253035449205	-47.531328241611085	C15H14O3	[M + H]+	CWPGNVFCJOPXFB	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,16H,8H2,1-2H3	lapachol	CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C	2.79999995	3884	SuperNatural:(SN00005896 SN00226520);additional;MeSH:(3884);PubMed;NORMAN:(NS00015820 NS00021374);COCONUT:(CNP0037764 CNP0076389 CNP0230294);KNApSAcK:(2835);Natural Products:(UNPD168068);database;PubChem:(3884);CHEBI:(6377);KEGG:(C10366);PubChem class - safety and toxic;Training Set	68790567286
2	1	N/A	-64.09320299038254	C15H14O3	[M + H]+	QZPQTZZNNJUOLS	InChI=1S/C15H14O3/c1-15(2)8-7-11-13(17)12(16)9-5-3-4-6-10(9)14(11)18-15/h3-6H,7-8H2,1-2H3	|A-lapachone	CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C	2.20000005	3885	SuperNatural:(SN00002185);ZINC bio:(ZINC01531790);additional;MeSH:(3885);PubMed;NORMAN:(NS00018342);COCONUT:(CNP0206923);KNApSAcK:(2836);Natural Products:(UNPD106015);database;PubChem:(3885);CHEBI:(10429);PubChem class - bio and metabolites;KEGG:(C10367);PubChem class - drug	68773781878
3	1	N/A	-75.25181702895925	C15H14O3	[M + H]+	PJWHOPKRRBUSDH	InChI=1S/C15H14O3/c1-15(2)8-7-11-12(16)9-5-3-4-6-10(9)13(17)14(11)18-15/h3-6H,7-8H2,1-2H3	alpha-Lapachone	CC1(CCC2=C(O1)C(=O)C3=CC=CC=C3C2=O)C	2.5999999	72732	NORMAN:(NS00015823);COCONUT:(CNP0215210);KNApSAcK:(42221);Natural Products:(UNPD27800);database;PubChem:(72732);SuperNatural:(SN00156325);ZINC bio:(ZINC01628348);additional;MeSH:(72732);Training Set;PubMed	68723466326
4	1	N/A	-81.3365400972904	C15H14O3	[M + H]+	CIEYTVIYYGTCCI	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,18H,8H2,1-2H3	null	CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O	2.8811138358611967	""	""	0
5	1	N/A	-105.3307051171824	C15H14O3	[M + H]+	GAQRLJKQPBBUSK	InChI=1S/C15H14O3/c1-15(2)7-11-13(17)12(16)9-5-3-4-6-10(9)14(11)18-8-15/h3-6H,7-8H2,1-2H3	Rhinacanthone	CC1(CC2=C(C3=CC=CC=C3C(=O)C2=O)OC1)C	2.4000001	196964	COCONUT:(CNP0317566);KNApSAcK:(41108);Natural Products:(UNPD77534);database;PubChem:(196964);SuperNatural:(SN00290121);MeSH:(196964);PubMed	68722655318
6	1	N/A	-108.71278656231003	C15H14O3	[M + H]+	MWCRMRYQUDIAHU	InChI=1S/C15H14O3/c1-8(2)9(3)12-13(16)10-6-4-5-7-11(10)14(17)15(12)18/h4-7,18H,1-3H3	null	CC(C)=C(C)C1=C(O)C(=O)c2ccccc2C1=O	2.7801511460763932	""	""	0
7	1	N/A	-114.73407475014967	C15H14O3	[M + H]+	ULXYWPKYMYLJBG	InChI=1S/C15H14O3/c1-15(2)7-11-12(16)9-5-3-4-6-10(9)13(17)14(11)18-8-15/h3-6H,7-8H2,1-2H3	Naphthopyran der.	CC1(CC2=C(C(=O)C3=CC=CC=C3C2=O)OC1)C	2.9000001	178515	COCONUT:(CNP0362847);Natural Products:(UNPD90061);database;PubChem:(178515);SuperNatural:(SN00353785);PubMed	68722655298
8	1	N/A	-118.77425444721813	C15H14O3	[M + H]+	XSEDQXODSZOFLR	InChI=1S/C15H14O3/c1-15(2)11(16)7-10-12(15)14(18)9-6-4-3-5-8(9)13(10)17/h3-6,11,16H,7H2,1-2H3	null	CC1(C(CC2=C1C(=O)C3=CC=CC=C3C2=O)O)C	2.15078735	""	COCONUT:(CNP0203203);Natural Products:(UNPD225342);database	68721606656
9	1	N/A	-121.05056610071703	C15H14O3	[M + H]+	WRHNDZLGEDCHHD	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-9,16H,1-2H3	Isolapachol	CC(C)C=CC1=C(C2=CC=CC=C2C(=O)C1=O)O	2.5999999	260639;5376552;98509034	COCONUT:(CNP0121340);database;PubChem:(260639 5376552 98509034);PubMed	68721573954
10	1	N/A	-127.48450137616969	C15H14O3	[M + H]+	NKUYBNCXFLAOEC	InChI=1S/C15H14O3/c1-4-15(2,3)11-12(16)9-7-5-6-8-10(9)13(17)14(11)18/h4-8,18H,1H2,2-3H3	null	C=CC(C)(C)C1=C(O)C(=O)c2ccccc2C1=O	2.6902187937621185	""	""	0
11	1	N/A	-135.73379065157954	C15H14O3	[M + H]+	KBTHDLHMTHCIHG	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,12H,8H2,1-2H3	null	CC(=CCC1C(=O)C2=CC=CC=C2C(=O)C1=O)C	2.9000001	44483359	database;PubChem:(44483359);PubMed;KEGG Mine	77309411394
12	1	N/A	-168.44204515623463	C15H14O3	[M + H]+	WGENOABUKBFVAA	InChI=1S/C15H14O3/c1-8-15(2,3)11-13(17)12(16)9-6-4-5-7-10(9)14(11)18-8/h4-8H,1-3H3	Dunnione	CC1C(C2=C(O1)C3=CC=CC=C3C(=O)C2=O)(C)C	2.5	262097;53322969	NORMAN:(NS00054624);COCONUT:(CNP0220462);KNApSAcK:(2819);Natural Products:(UNPD80150 UNPD143867);database;PubChem:(262097 53322969);SuperNatural:(SN00303913 SN00257146);CHEBI:(70154 4723);MeSH:(262097);KEGG:(C10337);PubMed	68722917750
13	1	N/A	-173.17969193870917	C15H14O3	[M + H]+	SYWTYRLIJCHSLJ	InChI=1S/C15H14O3/c1-7-4-5-10-8(2)6-18-15-9(3)13(16)14(17)11(7)12(10)15/h4-5,8H,6H2,1-3H3	Mansonone E	CC1COC2=C(C(=O)C(=O)C3=C(C=CC1=C32)C)C	2.29999995	94303;139071911	COCONUT:(CNP0133604);KNApSAcK:(20121);Natural Products:(UNPD213063 UNPD136255);database;PubChem:(94303 139071911);SuperNatural:(SN00315118 SN00157788);MeSH:(94303);PubMed	68722655318
14	1	N/A	-179.58707648013305	C15H14O3	[M + H]+	XWPLFOWMVZGBOX	InChI=1S/C15H14O3/c1-8-15(2,3)11-12(16)9-6-4-5-7-10(9)13(17)14(11)18-8/h4-8H,1-3H3	dl-.alpha.-Dunnione	CC1C(C2=C(O1)C(=O)C3=CC=CC=C3C2=O)(C)C	3.0	262098;51354251;92151541	COCONUT:(CNP0314007);Natural Products:(UNPD38002 UNPD164347);database;PubChem:(262098 51354251 92151541);SuperNatural:(SN00312389 SN00311653);CHEBI:(70155);PubMed	68722655330
15	1	N/A	-199.6759981011585	C15H14O3	[M + H]+	IAKJWTWZFAUOIR	InChI=1S/C15H14O3/c1-4-5-6-7-9-12-10-8-11-13(17-2)14(12)15(16)18-3/h8,10-11H,9H2,1-3H3	null	CC#CC#CCC1=C(C(=CC=C1)OC)C(=O)OC	3.20000005	15559375	COCONUT:(CNP0338089);Natural Products:(UNPD150275);database;PubChem:(15559375)	68721606658
16	1	N/A	-201.9380121086594	C15H14O3	[M + H]+	AJPHRWUGXPZXBM	InChI=1S/C15H14O3/c1-9(2)7-8-15-13(17)11-6-4-3-5-10(11)12(16)14(15)18-15/h3-7,14H,8H2,1-2H3	null	CC(=CCC12C(O1)C(=O)C3=CC=CC=C3C2=O)C	2.79999995	44576050;57383996;70691962	COCONUT:(CNP0303948);Natural Products:(UNPD60570);database;PubChem:(44576050 57383996 70691962);SuperNatural:(SN00335658);PubMed;KEGG Mine	77312589890
17	1	N/A	-218.82680118201895	C15H14O3	[M + H]+	COXYBORHISYFMV	InChI=1S/C15H14O3/c16-12-7-4-8-13(17)15(12)14(18)10-9-11-5-2-1-3-6-11/h1-8,16-17H,9-10H2	null	C1=CC=C(C=C1)CCC(=O)C2=C(C=CC=C2O)O	3.29999995	10657779	COCONUT:(CNP0294376);Natural Products:(UNPD92447);database;PubChem:(10657779)	68721606658
