structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.20156102333441214	-30.916125111737244	C15H10O4	[M + H]+	TZRNJQYCOSMOJS	InChI=1S/C15H10O4/c16-12-6-11-10(9-4-2-1-3-5-9)7-15(18)19-14(11)8-13(12)17/h1-8,16-17H	Nordalbergin	C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=C(C=C23)O)O	2.4000001	5320203	COCONUT:(CNP0157559);KNApSAcK:(10195);Natural Products:(UNPD174617);database;PubChem:(5320203);SuperNatural:(SN00001273);ZINC bio:(ZINC00186764);additional;MeSH:(5320203);Training Set;PubMed;KEGG Mine	77313138774
2	1	N/A	-38.79955002188456	C15H10O4	[M + H]+	JRVIIPJSVKTPBK	InChI=1S/C15H10O4/c16-12-7-6-10-11(9-4-2-1-3-5-9)8-13(17)19-15(10)14(12)18/h1-8,16,18H	Oprea1_803491	C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O	2.4000001	5413034	COCONUT:(CNP0343584);KNApSAcK:(35794);database;PubChem:(5413034);SuperNatural:(SN00045268);ZINC bio:(ZINC00406883);PubChem class - bio and metabolites;MeSH:(5413034);PubChem class - safety and toxic;PubMed	68806516822
3	1	N/A	-42.21478857513308	C15H10O4	[M + H]+	ZQSIJRDFPHDXIC	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H	daidzein	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	2.5	5281708;10587403;12241084;12241085;10038069;11666028;11777207;46704425;86289348;90873552;91577564;101430397;101430398;101430399;131869353	HMDB:(3312);SuperNatural:(SN00024337);ZINC bio:(ZINC18847034);additional;MeSH:(5281708);Plantcyc:(DAIDZEIN);PubMed;NORMAN:(NS00010903);COCONUT:(CNP0158422 CNP0190002);KNApSAcK:(9380);Natural Products:(UNPD117319);database;PubChem:(5281708 10587403 12241084 12241085 10038069 11666028 11777207 46704425 86289348 90873552 91577564 101430397 101430398 101430399 131869353);CHEBI:(77764 28197);PubChem class - bio and metabolites;KEGG:(C10208);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(DAIDZEIN)	68841040254
4	1	N/A	-42.56553552059279	C15H10O4	[M + H]+	DYARIVMCYYQNNQ	InChI=1S/C15H10O4/c16-10-3-1-2-9(6-10)14-8-13(18)12-5-4-11(17)7-15(12)19-14/h1-8,16-17H	Spectrum4_001270	C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O	2.65774155	5391140	COCONUT:(CNP0047765);HMDB:(133314);database;PubChem:(5391140);SuperNatural:(SN00000330);ZINC bio:(ZINC00038935);additional;PubChem class - bio and metabolites;Training Set;PubMed;KEGG Mine	77329883210
5	1	N/A	-44.9965950643316	C15H10O4	[M + H]+	LCAWNFIFMLXZPQ	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)14-8-13(18)12-6-5-11(17)7-15(12)19-14/h1-8,16-17H	Spectrum4_001280	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O	2.65774155	5282073;101383056	SuperNatural:(SN00000543);ZINC bio:(ZINC00057658);additional;MeSH:(5282073);PubMed;COCONUT:(CNP0259111);KNApSAcK:(3800);Natural Products:(UNPD164445);database;PubChem:(5282073 101383056);CHEBI:(29503);KEGG:(C12123);PubChem class - safety and toxic	68790296950
6	1	N/A	-53.83382579440868	C15H10O4	[M + H]+	COCYGNDCWFKTMF	InChI=1S/C15H10O4/c16-11-7-6-10-12(17)8-13(19-15(10)14(11)18)9-4-2-1-3-5-9/h1-8,16,18H	Spectrum_001087	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O	2.65774155	1880;134820127	SuperNatural:(SN00000542);ZINC bio:(ZINC00057657);additional;MeSH:(1880);PubMed;NORMAN:(NS00009738);COCONUT:(CNP0112221);Natural Products:(UNPD30129);database;PubChem:(1880 134820127);CHEBI:(140464);PubChem class - safety and toxic;Biocyc:(CPD-21292);KEGG Mine	77380495462
7	1	N/A	-54.62279883909902	C15H10O4	[M + H]+	SRNPMQHYWVKBAV	InChI=1S/C15H10O4/c16-11-6-5-9(7-13(11)18)15-8-12(17)10-3-1-2-4-14(10)19-15/h1-8,16,18H	Oprea1_301189	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O	2.65774155	145726	COCONUT:(CNP0268131);Natural Products:(UNPD168773);database;PubChem:(145726);SuperNatural:(SN00000544);ZINC bio:(ZINC00057659);additional;PubChem class - bio and metabolites;MeSH:(145726);Training Set;PubMed	68739981382
8	1	N/A	-55.78841044834413	C15H10O4	[M + H]+	HUQKUJNSVHEHIH	InChI=1S/C15H10O4/c16-10-6-12(17)15-11(9-4-2-1-3-5-9)8-14(18)19-13(15)7-10/h1-8,16-17H	Serratin	C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=CC(=C23)O)O	2.4000001	5398649	COCONUT:(CNP0141924);KNApSAcK:(10196);Natural Products:(UNPD88323);database;PubChem:(5398649);SuperNatural:(SN00075890);ZINC bio:(ZINC06116679);MeSH:(5398649);PubChem class - safety and toxic;Training Set;PubMed	68789788758
9	1	N/A	-58.50329957735334	C15H10O4	[M + H]+	NUGPQONICGTVNA	InChI=1S/C15H10O4/c16-9-5-6-11-13(18)8-15(19-14(11)7-9)10-3-1-2-4-12(10)17/h1-8,16-17H	7-hydroxy-2-(2-hydroxyphenyl)chromen-4-one	C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O	2.65774155	5391149	COCONUT:(CNP0299185);Natural Products:(UNPD55005);database;PubChem:(5391149);SuperNatural:(SN00000351);CHEBI:(94071);ZINC bio:(ZINC00039290);additional;Training Set;PubMed;KEGG Mine	77313138786
10	1	N/A	-60.38361745472784	C15H10O4	[M + H]+	GSAOUZGPXSGVRS	InChI=1S/C15H10O4/c16-11-7-14(9-4-2-1-3-5-9)19-15-8-13(18)12(17)6-10(11)15/h1-8,17-18H	6,7-dihydroxyflavone	C1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3O2)O)O	2.65774155	5353357	HMDB:(130927);SuperNatural:(SN00005763);ZINC bio:(ZINC03871176);additional;MeSH:(5353357);PubMed;NORMAN:(NS00006964);COCONUT:(CNP0144713);Natural Products:(UNPD141550);database;PubChem:(5353357);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	77397286990
