structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.30857422549688723	-109.82075156829002	C26H36O8	[M + Na]+	MAYOCSMGZOMXFS	InChI=1S/C26H36O8/c1-12-16-10-17(30)20-25(7)9-8-18(32-13(2)27)24(5,6)21(25)19(31)23(34-15(4)29)26(20,11-16)22(12)33-14(3)28/h16,18-23,31H,1,8-11H2,2-7H3	null	CC(=O)OC1CCC2(C(C1(C)C)C(C(C34C2C(=O)CC(C3)C(=C)C4OC(=O)C)OC(=O)C)O)C	2.14700198	""	COCONUT:(CNP0189075);Natural Products:(UNPD148568);database;SuperNatural:(SN00229754)	68722655232
2	1	N/A	-122.05983783956472	C26H36O8	[M + Na]+	OQXJKHGIAZCMBX	InChI=1S/C26H36O8/c1-12-18(30)9-10-26(8)21(12)22(32-14(3)27)17-11-19(31)13(2)20(25(17,6)7)23(33-15(4)28)24(26)34-16(5)29/h17-18,21-24,30H,1,9-11H2,2-8H3	Taxinine A	CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)CC1=O)OC(=O)C)O)C)OC(=O)C)OC(=O)C	1.79999995	5321703;10863720;11081282;101938626	COCONUT:(CNP0240628);KNApSAcK:(33406);database;PubChem:(5321703 10863720 11081282 101938626);additional;MeSH:(11081282);PubMed	68722098262
3	1	N/A	-123.34758423497324	C26H36O8	[M + Na]+	QEMZXZKSAIPCKG	InChI=1S/C26H36O8/c1-12-16-10-17(30)20-25(7)9-8-18(32-13(2)27)24(5,6)21(25)19(33-14(3)28)23(34-15(4)29)26(20,11-16)22(12)31/h16-21,23,30H,1,8-11H2,2-7H3	Dawoensin A	CC(=O)OC1CCC2(C3C(CC4CC3(C(C(C2C1(C)C)OC(=O)C)OC(=O)C)C(=O)C4=C)O)C	2.5999999	10412708	COCONUT:(CNP0311500);KNApSAcK:(43441);Natural Products:(UNPD41313);database;PubChem:(10412708);SuperNatural:(SN00378961);PubMed	68722655314
4	1	N/A	-128.23654304642065	C26H36O8	[M + Na]+	IDEKYYMMXFJXAX	InChI=1S/C26H36O8/c1-12-16-8-9-18-25(7)11-17(32-13(2)27)23(34-15(4)29)24(5,6)19(25)10-20(33-14(3)28)26(18,21(12)30)22(16)31/h16-20,22-23,31H,1,8-11H2,2-7H3	null	CC(=O)OC1CC2C(C(C(CC2(C3C14C(C(CC3)C(=C)C4=O)O)C)OC(=O)C)OC(=O)C)(C)C	2.57836461	""	COCONUT:(CNP0230390);Natural Products:(UNPD141879);database;SuperNatural:(SN00287948)	68722655232
5	1	N/A	-128.73303074576478	C26H36O8	[M + Na]+	UUUYXKIXDUNIEG	InChI=1S/C26H36O8/c1-12-16-8-9-18-25(7)11-17(32-13(2)27)23(34-15(4)29)24(5,6)19(25)10-20(30)26(18,21(12)31)22(16)33-14(3)28/h16-20,22-23,30H,1,8-11H2,2-7H3	null	CC(=O)OC1CC2(C3CCC4C(C3(C(CC2C(C1OC(=O)C)(C)C)O)C(=O)C4=C)OC(=O)C)C	2.57836461	""	COCONUT:(CNP0280203);Natural Products:(UNPD54872);database;SuperNatural:(SN00241422)	68722655232
6	1	N/A	-132.78476891832713	C26H36O8	[M + Na]+	IGIRRJKMVYDPHK	InChI=1S/C26H36O8/c1-12-16-8-9-17-25(7)18(10-21(34-15(4)29)26(17,22(12)30)23(16)31)24(5,6)19(32-13(2)27)11-20(25)33-14(3)28/h16-21,23,31H,1,8-11H2,2-7H3	null	CC(=O)OC1CC2C(C(CC(C2(C3C14C(C(CC3)C(=C)C4=O)O)C)OC(=O)C)OC(=O)C)(C)C	2.79999995	101324736	COCONUT:(CNP0106213);Natural Products:(UNPD72294 UNPD42996);database;PubChem:(101324736);SuperNatural:(SN00244735 SN00354036)	68722655234
7	1	N/A	-133.28751152885883	C26H36O8	[M + Na]+	GVJWSIBVKQDNPN	InChI=1S/C26H36O8/c1-12-11-13-23(4)10-9-14(27)22(2,3)16(23)15(28)18(29)25(13,6)17-19(30)34-26(7,21(32)33-8)20(31)24(12,17)5/h13,15-18,28-29H,1,9-11H2,2-8H3	null	C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3[C@@H](O)[C@@H](O)[C@]2(C)[C@@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C	2.316369593396584	""	""	0
8	1	N/A	-133.7633392131388	C26H36O8	[M + Na]+	NRJCBPQELYLDFN	InChI=1S/C26H36O8/c1-12-18-9-17-10-19(30)13(2)22(25(17,6)7)23(33-15(4)28)24(34-16(5)29)26(18,8)21(11-20(12)31)32-14(3)27/h17-18,20-21,23-24,31H,1,9-11H2,2-8H3	null	CC1=C2C(C(C3(C(CC(C2(C)C)CC1=O)C(=C)C(CC3OC(=O)C)O)C)OC(=O)C)OC(=O)C	2.0	5321741;10814443	COCONUT:(CNP0090921);KNApSAcK:(36222);database;PubChem:(5321741 10814443);SuperNatural:(SN00160636)	68722622482
9	1	N/A	-134.73578912637817	C26H36O8	[M + Na]+	VTAYJHOHGSJXDY	InChI=1S/C26H36O8/c1-12-16-8-17(32-13(2)27)22-25(7)18(24(5,6)19(30)10-21(25)33-14(3)28)9-20(31)26(22,11-16)23(12)34-15(4)29/h16-19,21-23,30H,1,8-11H2,2-7H3	tenuifolin C	CC(=O)OC1CC2CC3(C1C4(C(CC(C(C4CC3=O)(C)C)O)OC(=O)C)C)C(C2=C)OC(=O)C	1.79999995	71579050	COCONUT:(CNP0212094);Natural Products:(UNPD212890);database;PubChem:(71579050);PubMed	68721606722
10	1	N/A	-137.6779079562168	C26H36O8	[M + Na]+	QKHLDQYQFFOBAK	InChI=1S/C26H36O8/c1-12-16-8-17(32-13(2)27)22-25(7)18(24(5,6)19(30)10-20(25)33-14(3)28)9-21(34-15(4)29)26(22,11-16)23(12)31/h16-22,30H,1,8-11H2,2-7H3	null	CC(=O)OC1CC2CC3(C1C4(C(CC3OC(=O)C)C(C(CC4OC(=O)C)O)(C)C)C)C(=O)C2=C	2.5999999	10928875;10254404;59284315;137325870	COCONUT:(CNP0180566);KNApSAcK:(45203);Natural Products:(UNPD155531);database;PubChem:(10928875 10254404 59284315 137325870);SuperNatural:(SN00325313);PubMed	68722655314
