structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2601456370529252	-21.587796273970127	C12H8O4	[M + H]+	BGEBZHIAGXMEMV	InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3	Heraclin	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3	2.29999995	2355	HMDB:(30637);SuperNatural:(SN00000593);ZINC bio:(ZINC00057731);additional;HSDB:(484-20-8);MeSH:(2355);Plantcyc:(5-METHOXYFURANOCOUMARIN);PubMed;NORMAN:(NS00015832);COCONUT:(CNP0211069 CNP0418822);KNApSAcK:(575);Natural Products:(UNPD12397);database;PubChem:(2355);CHEBI:(18293);PubChem class - bio and metabolites;KEGG:(C01557);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5-METHOXYFURANOCOUMARIN)	68841040766
2	1	N/A	-23.606153883180546	C12H8O4	[M + H]+	QXKHYNVANLEOEG	InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3	Ammoidin	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	2.20345449	4114;21856574;71750058;75125731;102061416	HMDB:(14693);SuperNatural:(SN00003074);ZINC bio:(ZINC02548959);additional;HSDB:(298-81-7);MeSH:(4114);PubMed;NORMAN:(NS00004875);COCONUT:(CNP0100468 CNP0214931);KNApSAcK:(576);Natural Products:(UNPD134852);database;PubChem:(4114 21856574 71750058 75125731 102061416);CHEBI:(18358);PubChem class - bio and metabolites;KEGG:(C01864);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-13042)	68840909694
3	1	N/A	-33.99500760329013	C12H8O4	[M + H]+	AJSPSRWWZBBIOR	InChI=1S/C12H8O4/c1-14-9-6-10-8(4-5-15-10)12-7(9)2-3-11(13)16-12/h2-6H,1H3	Isobergapten	COC1=C2C=CC(=O)OC2=C3C=COC3=C1	2.20345449	68082	COCONUT:(CNP0140046);KNApSAcK:(37321);Natural Products:(UNPD87675);database;PubChem:(68082);SuperNatural:(SN00002602);CHEBI:(81487);ZINC bio:(ZINC01846642);additional;KEGG:(C18082);PubChem class - safety and toxic;PubMed	68790296946
4	1	N/A	-44.17938998220682	C12H8O4	[M + H]+	DLCJNIBLOSKIQW	InChI=1S/C12H8O4/c1-14-9-6-7-2-3-10(13)16-11(7)8-4-5-15-12(8)9/h2-6H,1H3	Sphondin	COC1=C2C(=C3C(=C1)C=CC(=O)O3)C=CO2	2.20345449	108104	SuperNatural:(SN00003391);ZINC bio:(ZINC03197732);additional;MeSH:(108104);PubMed;COCONUT:(CNP0120434);Natural Products:(UNPD161473);database;PubChem:(108104);CHEBI:(81486);PubChem class - bio and metabolites;KEGG:(C18081);PubChem class - safety and toxic;Biocyc:(CPD-9837)	68807076198
5	1	N/A	-75.46940811138292	C12H8O4	[M + H]+	TWFNIHHXHBZIFK	InChI=1S/C12H8O4/c1-14-10-6-7-2-3-9-8(4-5-15-9)11(7)16-12(10)13/h2-6H,1H3	null	COC1=CC2=C(C3=C(C=C2)OC=C3)OC1=O	2.5	12466133	COCONUT:(CNP0150632);Natural Products:(UNPD25662);database;PubChem:(12466133);SuperNatural:(SN00307008)	68722655234
6	1	N/A	-87.79420639319797	C12H8O4	[M + H]+	ZRSSNKQAHFVTPW	InChI=1S/C12H8O4/c1-14-11-6-15-10-5-9-7(4-8(10)11)2-3-12(13)16-9/h2-6H,1H3	null	COC1=COC2=C1C=C3C=CC(=O)OC3=C2	2.29999995	12896811	COCONUT:(CNP0223249);Natural Products:(UNPD216017);database;PubChem:(12896811)	68721606658
7	1	N/A	-99.30304110076602	C12H8O4	[M + H]+	KEENTAGJAUYRBY	InChI=1S/C12H8O4/c1-14-9-6-7-4-5-15-11(7)8-2-3-10(13)16-12(8)9/h2-6H,1H3	null	COC1=C2C(=C3C(=C1)C=CO3)C=CC(=O)O2	2.29999995	11009342	COCONUT:(CNP0193671);Natural Products:(UNPD208532);database;PubChem:(11009342)	68721606658
8	1	N/A	-99.58079927684133	C12H8O4	[M + H]+	XNJXARQRJIOYLC	InChI=1S/C12H8O4/c1-6-4-8(13)11-10(16-6)5-9-7(12(11)14)2-3-15-9/h2-5,14H,1H3	Norvisnagin	CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C=CO3	2.5	612239	COCONUT:(CNP0308393);Natural Products:(UNPD65905);database;PubChem:(612239);CHEBI:(81362);ZINC bio:(ZINC14883344);KEGG:(C17843)	68721615138
9	1	N/A	-100.93615700084331	C12H8O4	[M + H]+	SQBBOVROCFXYBN	InChI=1S/C12H8O4/c1-14-11-5-8-4-7-2-3-15-9(7)6-10(8)16-12(11)13/h2-6H,1H3	7H-Furo[3,2-g][1]benzopyran-7-one, 6-methoxy-	COC1=CC2=C(C=C3C(=C2)C=CO3)OC1=O	2.5	13187206	COCONUT:(CNP0287640);Natural Products:(UNPD44347);database;PubChem:(13187206);PubMed	68721606722
10	1	N/A	-174.70323748086838	C12H8O4	[M + H]+	QJTOJIHPAGBWAT	InChI=1S/C12H8O4/c13-11(14)9-4-2-1-3-7-8(9)5-6-10(7)12(15)16/h1-6H,(H,13,14)(H,15,16)	null	C1=CC=C(C2=CC=C(C2=C1)C(=O)O)C(=O)O	2.0	85646908	COCONUT:(CNP0235680);Natural Products:(UNPD102980);database;PubChem:(85646908);SuperNatural:(SN00226677)	68722655234
