,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Deoxynortrichoharzin,C24H36O6,CC[C@@H](C)[C@H]1C=C[C@H]2[C@H](O)[C@H](OC(=O)/C=C(\C)CC(=O)O)C[C@@H](C)[C@@H]2[C@@]1(C)C(C)=O,FUTZVCABGNACKX-QKIFKDKCSA-N,NPA012790,0.9999999999997294,0.9999999986241414,0.9999999990368178
1,"4,18-diacetylpusillatetrol",C24H36O6,CC(=O)OCC1(C)C(O)CCC2(C)C1CC(O)C13C=CC(C)(CCC21)C3OC(C)=O,KWCBIWIJIRPENS-UHFFFAOYSA-N,PMHub:MS000060795,0.9999999999997294,0.9691575275520168,0.9784102692863306
2,,C24H36O6,CC(=O)OCC1=COC(OC(C)=O)C1C1(C)CCC2C(C)(C)CCCC2(C)C1C=O,DZBCZSZEQBKIOE-UHFFFAOYSA-N,PMHub:MS000098817,0.9999999999997294,0.9684114776501981,0.9778880343550576
3,Shahamin C,C24H36O6,C=C1CCCC(C)(C)C2CCC(C)(C3COC(=O)C(OC(C)=O)C3COC(C)=O)C12,NVMIJLBYBUHQPS-UHFFFAOYSA-N,PMHub:MS000234178,0.9999999999997294,0.9651790230535243,0.9756253161373858
4,"casebalansin B|ent-2beta-hydroxy-3,4-dihydro-4alpha-isozuelanin|rel-(2R,4R,5S,8R,9R,10S,18R,19R)-18,19-diacetoxy-18,19-epoxycleroda-13(16),14-dien-2-ol",C24H36O6,C=CC(=C)CCC1(C)C(C)CCC23C(OC(C)=O)OC(OC(C)=O)C2CC(O)CC13,CCKRIICYFGYUQF-UHFFFAOYSA-N,PMHub:MS000053334,0.9999999999997294,0.9576914234182725,0.9703839963927094
5,"Di-Ac-7alpha-7,17-Dihydroxy-16-spongianone",C24H36O6,CC(=O)OCC12C(OC(C)=O)CC3C(C)(C)CCCC3(C)C1CCC1C(=O)OCC12,CGAMRRDIOTZYSI-UHFFFAOYSA-N,PMHub:MS000071613,0.9999999999997294,0.9523834381146535,0.9666684066801763
6,"7,18-diacetylisopusillatetrol",C24H36O6,CC(=O)OCC1(C)C(O)CCC2(C)C1CC(OC(C)=O)C13C=CC(C)(CCC21)C3O,NGWAHQUSLVTZPB-UHFFFAOYSA-N,PMHub:MS000105064,0.9999999999997294,0.9522638965279232,0.966584727569465
7,"3,7-diacetylisopusillatetrol",C24H36O6,CC(=O)OC1CCC2(C)C(CC(OC(C)=O)C34C=CC(C)(CCC23)C4O)C1(C)CO,FDAKRKVGKKAZEK-UHFFFAOYSA-N,PMHub:MS000222325,0.9999999999997294,0.9521193599874387,0.9664835519911259
8,Melissoidesin F,C24H36O6,C=C1C2CC(O)C3C4(C)CCC(OC(C)=O)C(C)(C)C4C(OC(C)=O)CC3(C2)C1O,ASAPVQRSVCXVGY-UHFFFAOYSA-N,PMHub:MS000170975,0.9999999999997294,0.947794479427539,0.9634561355991962
9,Not named,C24H36O6,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)[C@H](O)C2=C[C@@H](O)[C@H](C)[C@H](CC[C@@H]3CC=CC(=O)O3)[C@H]21,SUFMCVCPZXZQLY-RZAPNLABSA-N,NPA021952,0.9999999999997294,0.947431163572746,0.963201814500841
10,Polyrhaphin A,C24H36O6,C=C1CCCC(C)(C)C2CCC(C)(C(COC(C)=O)C3COC(=O)C3OC(C)=O)C12,QFFIZAQCLHVQCV-UHFFFAOYSA-N,PMHub:MS000037535,0.9999999999997294,0.9423597900892263,0.9596518530623772
11,"9alpha,14alpha-Diacetoxy-2beta,3alpha-dihydroxy-1(15),8(19)-trinervitadiene",C24H36O6,C=C1C(OC(C)=O)CCC(C)CC(OC(C)=O)C2=C(C)C3C1CCC3(C)C(O)C2O,DUKWBKXNUBUWDR-UHFFFAOYSA-N,PMHub:MS000170732,0.9999999999997294,0.9369932242007689,0.9558952569404571
12,"9,20-Di-Ac-(2beta,3alpha,9beta)-1(15),8(19)-Trinervitadiene-2,3,9,20-tetrol|9beta,20-diacetoxy-2beta,3alpha-dihydroxy-1(15),8(19)-trinervitadiene",C24H36O6,C=C1C(OC(C)=O)CCC(COC(C)=O)CCC2=C(C)C3C1CCC3(C)C(O)C2O,BCTPKOITQICOHI-UHFFFAOYSA-N,PMHub:MS000034382,0.9999999999997294,0.936028143834074,0.9552197006837706
13,"Leucanthol-7,18-diacetat",C24H36O6,C=C1C2CCC3C4(C)CCC(O)C(C)(COC(C)=O)C4CC(OC(C)=O)C3(C2)C1O,BMNBLKHUKKBBIQ-UHFFFAOYSA-N,PMHub:MS000035340,0.9999999999997294,0.9342439242590013,0.9539707469812198
14,"ent-3beta,19-diacetoxy-12beta,15alpha-dihydroxykaur-16-ene",C24H36O6,C=C1C2CC3(CCC4C(C)(COC(C)=O)C(OC(C)=O)CCC4(C)C3CC2O)C1O,PPABMVIJUMVEGI-UHFFFAOYSA-N,PMHub:MS000168173,0.9999999999997294,0.9320080268264903,0.952405618778462
15,Trinulactone B,C24H36O6,CO[C@H]1OC(=O)C(O)=C1[C@H]1C(C)=CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@@](C)(CO)[C@@H]3CC[C@]12C,KFXUSJYJSAQEDZ-DKGBTENXSA-N,NPA028260,0.9999999999997294,0.9295125677345568,0.9506587974141085
16,palmonine E,C24H36O6,CC(=O)OC1(C)CCC(=O)C(C)=CC2OC1C1C(C(C)C)CCC(C)(OC(C)=O)C21,NOLWVVAWLQNHLJ-UHFFFAOYSA-N,PMHub:MS000067026,0.9999999999997294,0.9277193319453745,0.949403532361681
17,"2beta,3alpha-Diacetoxy-11beta,14alpha-dihydroxy-1(15),8(19)-trinervitadiene",C24H36O6,C=C1CCC(O)C(C)CC(O)C2=C(C)C3C1CCC3(C)C(OC(C)=O)C2OC(C)=O,OSPQDQWXSIAPRT-UHFFFAOYSA-N,PMHub:MS000160067,0.9999999999997294,0.9264419564938272,0.948509369545598
18,Hamachilobene B,C24H36O6,C=CC1(C)CCC2C(C)(O1)C(=O)C(OC(C)=O)C1C(C)(C)C(OC(C)=O)CCC21C,NTWNEDDMBHPYAY-UHFFFAOYSA-N,PMHub:MS000090237,0.9999999999997294,0.9256377468325303,0.9479464227826899
19,AGN-PC-03DKHQ,C24H36O6,CC(=O)OCC1(O)CC23CCC4C(C)(COC(C)=O)C(=O)CCC4(C)C2CCC1C3,YXNJBOPJNBXMGA-UHFFFAOYSA-N,PMHub:MS000054631,0.9999999999997294,0.9235464464627713,0.9464825125238587
20,"Butanoic acid,(2S,2aR,3R,5aR,6R,9S,9aS,9bS,12R)-decahydro-12-hydroxy-3,6,9-trimethyl-13-methylene-7-oxo-2,9-pentano-2H-furo[2,3,4-ef][3]benzoxepin-3-ylester",C24H36O6,C=C1CC2OC3C4C(CCC(C)(OC(=O)CCC)C24)C(C)C(=O)OC3(C)CCC1O,UCDUEWRTJNDUNP-UHFFFAOYSA-N,PMHub:MS000107509,0.9999999999997294,0.9204548686408947,0.9443184080485449
21,,C24H36O6,CC(=O)OCC=C(CCC1(C)C(C(=O)O)CCC2(C)C(C)=CCCC21)COC(C)=O,BKCYJXFNFNVGFG-UHFFFAOYSA-N,PMHub:MS000050513,0.9999999999997294,0.9187452449955678,0.9431216714968162
22,Dahliane H,C24H36O6,CC(=O)O[C@H]1[C@@H](O)[C@@H]2[C@H]3OCC4=C3[C@@](C)(CC[C@@H]4OC(C)=O)CC[C@]2(C)[C@H]1C(C)C,QKQWYCCVHVFKEM-WADRPXCBSA-N,NPA026924,0.9999999999997294,0.9176132942091363,0.9423293059463143
23,"amijidictyol|amijiol-7,10-diacetate",C24H36O6,C=C1CCC(O)C2(C)CC(OC(C)=O)C3=C(C(C)C)C(OC(C)=O)CC3(C)CC12O,DORGIYVIWZRBKW-UHFFFAOYSA-N,PMHub:MS000087005,0.9999999999997294,0.9171426409169517,0.9419998486417851
24,"7alpha,18-diacetoxy,9beta,13beta-epidioxiabiet-8(14)-ene",C24H36O6,CC(=O)OC[C@]1(C)CCC[C@@]2(C)C1C[C@@H](OC(C)=O)C1=C[C@@]3(C(C)C)CC[C@]12OO3,VORHAOSDGGICSS-LZUZQQKBSA-N,NANPDB:2414,0.9999999999997294,0.9156762902706307,0.9409734031893602
25,14-deacetoxycalicophirin A|astrogorgin I,C24H36O6,CC(=O)OC(C)(C)C1CC2OC2(C)C2C3CC(C)=CCCC(C)(OC(C)=O)C(O3)C12,VWYLGNWNHGWSTB-UHFFFAOYSA-N,PMHub:MS000154307,0.9999999999997294,0.9155305190166488,0.9408713633115731
26,,C24H36O6,CC(=O)OCC(C)C1(O)CCC2(C)CC(OC(C)=O)C3(C)CC(=O)C4(C)CC4C3C21,FWLYMJIZCBOQPY-UHFFFAOYSA-N,PMHub:MS000230162,0.9999999999997294,0.9152323581250842,0.9406626506874778
27,"10alpha,14alpha-diacetoxy-7,8-epoxydolabella-3(E),18-dien-2alpha-ol",C24H36O6,C=C(C)C1CC(OC(C)=O)C2(C)C(O)C=C(C)CCC3OC3(C)CC(OC(C)=O)C12,VPIUMLVOOPBMDL-UHFFFAOYSA-N,PMHub:MS000126666,0.9999999999997294,0.9147763156445156,0.9403434209510797
28,"7alpha,17beta-dihydroxy-15,17-oxidospongian-16-one 7-butyrate|Aplyroseol 1",C24H36O6,CCCC(=O)OC1CC2C(C)(C)CCCC2(C)C2CCC3C(=O)OC4OC(O)C12C43,VDGDSNQYFYXHGB-UHFFFAOYSA-N,PMHub:MS000058638,0.9999999999997294,0.9134428515459921,0.9394099960821134
29,"15,16-Diacetoxy-12,13-15,16-diepoxy-ent-clerod-3-ene|Di-Ac-(ent-12S,13R,15S,16R)-12.13:15,16-Diepoxy-3-clerodene-15,16-diol",C24H36O6,CC(=O)OC1CC2(OC2CC2(C)C(C)CCC3(C)C(C)=CCCC32)C(OC(C)=O)O1,VSKPHEXLWDZWKU-UHFFFAOYSA-N,PMHub:MS000199939,0.9999999999997294,0.9111585180661632,0.937810962646233
30,,C24H36O6,CC(=O)OC1OC(OC(C)=O)C2C1C1OC1C1C2(C)CCC2C(C)(C)CCCC21C,VLPXRVWNHKOBDU-UHFFFAOYSA-N,PMHub:MS000216589,0.9999999999997294,0.9110320827381305,0.9377224579166101
31,,C24H36O6,CC(=O)OC1CC2(C)C(CCC(C)=CC(=O)O)C(C)=CCC2C(C)(C)C1OC(C)=O,RIVHNPMZWXZMQB-UHFFFAOYSA-N,PMHub:MS000218419,0.9999999999997294,0.9088429078563188,0.936190035499342
32,bakkenolide-M,C24H36O6,C=C1COC(=O)C12CC1(C)C(C)CCC(OC(=O)C(C)CC)C1C2OC(=O)C(C)C,QDFSKIHAXHAIPO-UHFFFAOYSA-N,PMHub:MS000063263,0.9999999999997294,0.9024027187706682,0.9316819031393866
33,"methyl 2alpha-abieta-11(12)-ene-9alpha,13alpha-endoperoxyl malonate",C24H36O6,COC(=O)CC(=O)OC1CC(C)(C)C2CCC3CC4(C(C)C)C=CC3(OO4)C2(C)C1,JLRPYFUFHRQCHP-UHFFFAOYSA-N,PMHub:MS000048291,0.9999999999997294,0.8998942927721938,0.9299260049404545
34,"16,17-Diacetoxy-16beta-(-)-kauran-19-saeure|16alpha,17-diacetoxy-ent-kauran-19-oic acid|19-Carboxylic acid,16,17-di-Ac-(ent-16betaOH)-16,17,19-Kauranetriol",C24H36O6,CC(=O)OCC1(OC(C)=O)CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3,PDMLWQRUTOFRTQ-UHFFFAOYSA-N,PMHub:MS000052909,0.9999999999997294,0.898540827980868,0.9289785795865264
35,"6beta,7beta-diacetoxy-15,16-epoxylabda-13(16),14-diene-9alpha-ol|lagopsin B",C24H36O6,CC(=O)OC1C(OC(C)=O)C(C)C(O)(CCc2ccoc2)C2(C)CCCC(C)(C)C12,JVNDWNJCKQLUBH-UHFFFAOYSA-N,PMHub:MS000144636,0.9999999999997294,0.8978705895532095,0.9285094126871654
36,palmonine D,C24H36O6,C=C1CC2OC(C3C(C(C)C)CCC(C)(OC(C)=O)C23)C(C)(OC(C)=O)CCC1=O,YGYFFBRNBRPDNU-UHFFFAOYSA-N,PMHub:MS000202592,0.9999999999997294,0.8971367606755639,0.9279957324728136
