,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,milrinone,C12H9N3O,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CHEBI:50693;;BloodExp:CID4197;;DB00235;;HMDB0014380;;C07224;;PMHub:MS000001788;;DTXSID5023324,1.0,0.9999999990074141,0.9999999993051898
1,"9H-Pyrido[3,4-b]indole-1-carboxamide",C12H9N3O,NC(=O)c1nccc2c1[nH]c1ccccc12,JUXJIYPXDYCRKZ-UHFFFAOYSA-N,PMHub:MS000197918,1.0,0.834827755736612,0.8843794290156284
2,caerulomycinonitrile,C12H9N3O,COc1cc(C#N)nc(-c2ccccn2)c1,UEBDZDZLEVYUEC-UHFFFAOYSA-N,CHEBI:69234;;NPA019561;;PMHub:MS000135627,1.0,0.7683347979811439,0.8378343585868007
3,"5,11-Dihydropyrido[2,3-b][1,4]benzodiazepin-6-one",C12H9N3O,O=C1Nc2cccnc2Nc2ccccc21,MIRBIZDDMSFTKY-UHFFFAOYSA-N,BloodExp:CID70169,1.0,0.75493457402292,0.8284542018160439
4,p-Aminophenazone,C12H9N3O,NC1=CCC(=O)c2nc3ccccc3nc21,JAVGYMFHSQVDFZ-UHFFFAOYSA-N,BloodExp:CID53249636;;HMDB0256031,1.0,0.733039285895336,0.8131275001267351
5,Centazolone,C12H9N3O,Nn1cnc2cc3ccccc3cc2c1=O,CZXUQBVMAUWSBX-UHFFFAOYSA-N,GNPS:4843,1.0,0.7301019358811561,0.8110713551168092
6,Hyrtinadine B,C12H9N3O,Oc1ccc2[nH]cc(-c3cncnc3)c2c1,IRHRRSCRAKUOPL-UHFFFAOYSA-N,PMHub:MS000138042,1.0,0.7002224022112172,0.7901556815478521
7,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,C12H9N3O,c1ccc(-c2cc(-c3cc[nH]n3)on2)cc1,SRSSTOPJERVMRZ-UHFFFAOYSA-N,DB07613,1.0,0.6812044292640683,0.7768431004848477
8,Angiogenesis,C12H9N3O,O=C1Nc2ccccc2C1=Cc1cnc[nH]1,VEEGZPWAAPPXRB-UHFFFAOYSA-N,BloodExp:CID6419833;;BloodExp:CID5714572;;HMDB0254807,1.0,0.6798564685253713,0.7758995279677599
9,2-(2-Hydroxyphenyl)-2h-benzotriazole,C12H9N3O,Oc1ccccc1-n1nc2ccccc2n1,FJGQBLRYBUAASW-UHFFFAOYSA-N,BloodExp:CID10198220,1.0,0.6782143189612304,0.7747500232728612
10,7-amino-phenazin-2-ol,C12H9N3O,Nc1ccc2nc3cc(O)ccc3nc2c1,KIUYYEJZZWKSLH-UHFFFAOYSA-N,PMHub:MS000210434,1.0,0.6707514627665281,0.7695260239365695
11,8-Amino-1-phenazineol,C12H9N3O,Nc1ccc2nc3cccc(O)c3nc2c1,UGHMMOVTJJZYMM-UHFFFAOYSA-N,NPA005370,1.0,0.6681338657438256,0.7676937060206779
12,"7-imino-7H,11H-pyrido[1,2-b][2,7]naphthyridin-6-one",C12H9N3O,N=C1C=CN2Cc3cnccc3C=C2C1=O,DDWMFMQUKUTZLG-UHFFFAOYSA-N,PMHub:MS000148989,1.0,0.6483104638981304,0.7538173247286912
