,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,,C32H44O10,CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(OC(C)=O)C3(C)C2CCC2(C)C(C4=CC(=O)OC4O)CC4OC423)C1(C)C,DSZHGIOAMQFBEO-UHFFFAOYSA-N,PMHub:MS000081053,0.9999999999998067,0.9999999992662508,0.9999999994863176
1,NP-023911,C32H44O10,CC(=O)OC1CC2[C@@H](CCC3=C[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@@]32C)[C@@]2(O)CCC(c3ccc(=O)oc3)[C@@]12C,XBOVCSNIOQPGAW-VKOHTARZSA-N,NIST:CASNone,0.9999999999998067,0.9370374785310065,0.9559262349716465
2,16beta-O-acetyl-proscillaridin A,C32H44O10,CC(=O)O[C@@H]1C[C@]2(O)[C@@H]3CCC4=C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1c1ccc(=O)oc1,VMLMEZINUVEFME-LORXWKFFSA-N,NANPDB:2053,0.9999999999998067,0.9352322882773386,0.954662601794079
3,elaeodendroside T,C32H44O10,CO[C@@H]1C[C@@H](C)O[C@H]2O[C@@H]3C=C4CC[C@@H]5[C@H](CC[C@]6(C)[C@@H](C7=CC(=O)OC7)[C@@H](OC(C)=O)C[C@]56O)[C@@]4(C)C[C@H]3O[C@]21O,CTLHRQFAFGUEQH-HAVIGHGVSA-N,CHEBI:65828,0.9999999999998067,0.8105074587076954,0.8673552210953287
4,"7-Hydroxy-10-(2-hydroxypropan-2-yl)-2,2a,4,7b,13a-pentamethyl-6-oxo-2a,3,4,6,7,7a,7b,8,9,10,11a,12,13,13a-tetradecahydro-2H-oxeto[2',3':1,5]cyclopenta[1,2-h]pyrano[3,2-a]xanthene-3,8-diyl diacetate",C32H44O10,CC(=O)OC1CC(C(C)(C)O)OC2CCC3(C)OC4=C(C(=O)C=C5C(C)C(OC(C)=O)C6(C)C(C)OC546)C(O)C3C12C,MPCIDUFOTGXABA-UHFFFAOYSA-N,NIST:CASNone,0.9999999999998067,0.7271928329041905,0.8090349830328752
5,Plantagiolide C,C32H44O10,CC(=O)OC1CC2C(C3OC3C3(O)CC4OC4C(OC(C)=O)C23C)C2CCC(C(C)C3CC(C)=C(CO)C(=O)O3)C12C,JUDIAROJRBXXRT-UHFFFAOYSA-N,PMHub:MS000199675,0.9999999999998067,0.7132379608124815,0.799266572568679
6,"12-CinnMOYL,20-Ac-Pregnane-3,5,6,8,12,14,17,20-octol",C32H44O10,CC(=O)OC(C)C1(O)CCC2(O)C3(O)CC(O)C4(O)CC(O)CCC4(C)C3CC(OC(=O)C=Cc3ccccc3)C12C,JLPGZVRQZAKKFS-UHFFFAOYSA-N,PMHub:MS000082404,0.9999999999998067,0.6967828659977722,0.7877480061983825
7,"5beta-hydroxyresiniferonol-6alpha,7alpha-epoxy-12beta-acetoxy-9,13,14-ortho-2E-decenoate",C32H44O10,C=C(C)C12OC3(C=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,AVXALIXBAQIOEG-UHFFFAOYSA-N,PMHub:MS000215490,0.9999999999998067,0.6953876783985022,0.7867713748788936
8,"1-(Acetyloxy)-9-[2-(acetyloxy)-1,3-dimethyl-3-penten-1-yl]-1,2,3,4a,5,6,6a,12,12a,12b-decahydro-12-hydroxy-3-(1-hydroxy-1-methylethyl)-6a,12b-dimethylpyrano[3,2-a]xanthene-8,11-dione",C32H44O10,C/C=C(\C)C(OC(C)=O)C(C)C1=CC(=O)C2=C(OC3(C)CCC4OC(C(C)(C)O)CC(OC(C)=O)C4(C)C3C2O)C1=O,LWGWBHJSZDTKRS-XNTDXEJSSA-N,NIST:CASNone,0.9999999999998067,0.678462219738403,0.7749235538168241
9,"(E)-9-(3-Acetoxy-4-methylhex-4-en-2-yl)-8,11-dihydroxy-3-(2-hydroxypropan-2-yl)-6a,12b-dimethyl-12-oxo-1,2,3,4a,5,6,6a,12,12a,12b-decahydropyrano[3,2-a]xanthen-1-yl acetate",C32H44O10,C/C=C(\C)C(OC(C)=O)C(C)c1cc(O)c2c(c1O)OC1(C)CCC3OC(C(C)(C)O)CC(OC(C)=O)C3(C)C1C2=O,GYVJFRLDMIVUOF-XNTDXEJSSA-N,NIST:CASNone,0.9999999999998067,0.6588046575160432,0.7611632602611722
10,"12β-acetoxy-3β,28-dihydroxy-7,11,15,23-tetraoxo-5α-lanosta-8-en-26-oic acid",C32H44O10,CC(=O)O[C@@H]1C(=O)C2=C(C(=O)C[C@H]3[C@](C)(CO)[C@@H](O)CC[C@]23C)[C@]2(C)C(=O)C[C@H](C(C)CC(=O)CC(C)C(=O)O)[C@@]12C,MHJXWOKOCVEOMZ-AJCXZUJNSA-N,NPA026273,0.9999999999998067,0.6556778919694578,0.7589745243785624
11,Scutegalin A,C32H44O10,CC=C(C)C(=O)OC1C(C)C(C)(C2CC3CCOC3O2)C2CC3CC4(CO4)C2(C(OC(=O)C(C)=CC)O3)C1OC(C)=O,ARYBSMLIWNBCCL-UHFFFAOYSA-N,PMHub:MS000046382,0.9999999999998067,0.6297341549822116,0.7408139084874901
