,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,5(6)-Dehydro-4(5)-dihydro D-(-)-Norgestrel,C21H28O2,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,LYRBZVWRTAFWPO-UHFFFAOYSA-N,BloodExp:CID91872973,1.0,0.9999999994843419,0.9999999996390394
1,TIBOLONE,C21H28O2,C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,AMSBRQDLADKBGS-UHFFFAOYSA-N,GNPS:1769,1.0,0.8422907387919121,0.8896035171543384
2,levonorgestrel,C21H28O2,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-XUDSTZEESA-N,CHEBI:6443;;DB00367;;HMDB0014511;;C08149;;C08153;;DTXSID3036496;;DTXSID3047477;;T3D4749,1.0,0.8167495167789774,0.8717246617452841
3,Ethisterone,C21H28O2,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,UPKJTHPZSTZJNH-UHFFFAOYSA-N,GNPS:1696,1.0,0.8038085201870052,0.8626659641309036
4,Dydrogesterone,C21H28O2,CC(=O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC12C,CCTOEXCQYMSSED-UHFFFAOYSA-N,GNPS:6112,1.0,0.7724277311081696,0.8406994117757187
5,"17-Ethynyl-17-hydroxy-7,13-dimethyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C21H28O2,C#CC1(O)CCC2C3C(C)CC4=CC(=O)CCC4C3CCC21C,WAOKMNBZWBGYIK-UHFFFAOYSA-N,BloodExp:CID22814761;;BloodExp:CID54420660;;HMDB0250982,1.0,0.7541855887260636,0.8279299121082444
6,ethisterone,C21H28O2,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHNXZKVNWQUJIB-CEGNMAFCSA-N,CHEBI:34749;;HMDB0060580;;C14487;;DTXSID2023016,1.0,0.7167435506502493,0.8017204854551745
7,tibolone,C21H28O2,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,WZDGZWOAQTVYBX-XOINTXKNSA-N,CHEBI:32223;;DB09070;;DTXSID5023667,1.0,0.7088439106334226,0.7961907374433957
8,"Pregna-4,16-diene-3,20-dione",C21H28O2,CC(=O)C1=CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,HUCNOYBFZPBCKM-UHFFFAOYSA-N,GNPS:2054,1.0,0.6968454442672325,0.7877918109870627
9,"Pregna-4,11-diene-3,20-dione;11-Dehydroprogesterone",C21H28O2,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C=C[C@]12C,XMUAORABVRJUDU-LEKSSAKUSA-N,C14646,1.0,0.6958137565713305,0.7870696295999313
10,"16,17-didehydroprogesterone",C21H28O2,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VRRHHTISESGZFN-RKFFNLMFSA-N,CHEBI:18204;;FDB022357;;HMDB0000995;;C03207,1.0,0.685969388073074,0.7801785716511518
11,Z/E-Guggulsterone,C21H28O2,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,WDXRGPWQVHZTQJ-UHFFFAOYSA-N,BloodExp:CID3084731;;BloodExp:CID6439929;;BloodExp:CID6450278;;BloodExp:CID53394010;;BloodExp:CID146898;;HMDB0252978;;PMHub:MS000054637,1.0,0.6639920660735624,0.7647944462514937
12,GUGGULSTERONE E,C21H28O2,CC=C1C(=O)CC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,IVLRQLIWEVLAQF-UHFFFAOYSA-N,GNPS:3863,1.0,0.6583689231538573,0.7608582462077
13,"(8R,9S,10R,13S,14S,17S)-2-ethynyl-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H28O2,C#CC1CC2(C)C(=CC1=O)CCC1C2CCC2(C)C(O)CCC12,IAIMXUPLBRRLGU-UHFFFAOYSA-N,BloodExp:CID20610834,1.0,0.644170489869956,0.7509193429089691
14,dydrogesterone,C21H28O2,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,CHEBI:31527;;DB00378;;HMDB0014522;;DTXSID1022974,1.0,0.6315947452691777,0.7421163216884243
15,Delta(1)-progesterone,C21H28O2,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,QIEPWCSVQYUPIY-LEKSSAKUSA-N,CHEBI:34073;;C14677,1.0,0.6289441550972193,0.7402609085680535
