structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.4153956075957372	-45.636325864178474	C11H14N4O4	[M + H]+	WKASGTGXOGALBG	InChI=1S/C11H14N4O4/c1-13-6-12-9-8(13)10(18)15(11(19)14(9)2)5-3-4-7(16)17/h6H,3-5H2,1-2H3,(H,16,17)	1-(3-Carboxypropyl)theobromine	CN1C=NC2=C1C(=O)N(C(=O)N2C)CCCC(=O)O	-0.0765469372	151419;58172404;71314528;138402750	NORMAN:(NS00010110);MeSH:(151419);database;PubChem:(151419 58172404 71314528 138402750);PubMed;additional	68720263238
2	1	N/A	-50.84663667169446	C11H14N4O4	[M + H]+	KCQMWMWEALWVLJ	InChI=1S/C11H14N4O4/c1-13-9-8(10(18)14(2)11(13)19)15(6-12-9)5-3-4-7(16)17/h6H,3-5H2,1-2H3,(H,16,17)	7-Theophyllinebutyricacid	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCC(=O)O	-0.0765469372	104071;7042632	PubChem:(104071 7042632);NORMAN:(NS00059672);database	68719738882
3	1	N/A	-78.98777794623848	C11H14N4O4	[M + H]+	SCSSPCLLVNFRSP	InChI=1S/C11H14N4O4/c1-6-12-8-9(13-6)14(2)11(19)15(10(8)18)5-3-4-7(16)17/h3-5H2,1-2H3,(H,12,13)(H,16,17)	null	CC1=NC2=C(N1)C(=O)N(C(=O)N2C)CCCC(=O)O	0.218346462	54298857	PubChem:(54298857);PubMed;database	68719476802
4	1	N/A	-163.23824224981465	C11H14N4O4	[M + H]+	HWXIGFIVGWUZAO	InChI=1S/C11H14N4O4/c1-13-9-8(10(16)14(2)11(13)17)15(6-12-9)5-7-18-3-4-19-7/h6-7H,3-5H2,1-2H3	Maxivent	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3	-0.447672248	50942;131668158;139073998	NORMAN:(NS00036989);COCONUT:(CNP0190340);database;PubChem:(50942 131668158 139073998);CHEBI:(94714);ZINC bio:(ZINC00003837);PubChem class - bio and metabolites;MeSH:(50942);PubChem class - safety and toxic;PubMed;PubChem class - drug	68839284838
5	1	N/A	-237.03082495084894	C11H14N4O4	[M + H]+	SJKUXIYTSZLADR	InChI=1S/C11H14N4O4/c1-2-5-7(16)8(17)11(19-5)15-4-14-6-9(15)12-3-13-10(6)18/h3-5,7-8,11,16-17H,2H2,1H3,(H,12,13,18)	null	CCC1C(C(C(O1)N2C=NC3=C2N=CNC3=O)O)O	-0.358496487	136602497;136633812;136654964	PubChem:(136602497 136633812 136654964);database;KEGG Mine	77309411330
6	1	N/A	-255.37788663048596	C11H14N4O4	[M + H]+	WJJOLBUDGLOYDT	InChI=1S/C11H14N4O4/c16-2-5-1-6(9(18)8(5)17)15-4-14-7-10(15)12-3-13-11(7)19/h3-6,8-9,16-18H,1-2H2,(H,12,13,19)	C-inosine	C1C(C(C(C1N2C=NC3=C2N=CNC3=O)O)O)CO	-1.5	135524463;136047621;135777638;135464871;135465369;136446712	MeSH:(135464871 135777638);KNApSAcK:(17104);database;PubChem:(135524463 136047621 135777638 135464871 135465369 136446712);PubMed	68719476822
7	1	N/A	-262.71133526723304	C11H14N4O4	[M + H]+	XFWCSGJOVUQCME	InChI=1S/C11H14N4O4/c16-9-2-1-7(14-9)10(17)15-8(11(18)19)3-6-4-12-5-13-6/h4-5,7-8H,1-3H2,(H,12,13)(H,14,16)(H,15,17)(H,18,19)	Oprea1_675279	C1CC(=O)NC1C(=O)NC(CC2=CN=CN2)C(=O)O	-1.03237677	3839181;7039228;7039229;12802406;25737810;25737813;104894259;108103837;108103838	MeSH:(3839181 7039229);database;PubChem:(3839181 7039228 7039229 12802406 25737810 25737813 104894259 108103837 108103838);PubMed;ZINC bio:(ZINC19505337);KEGG Mine	77309419590
8	1	N/A	-282.27144328020483	C11H14N4O4	[M + H]+	PNAAOYLIDNSLKV	InChI=1S/C11H14N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-6,8-9,16-17H,1-3H2,(H,12,13)	8-Oxodeoxycoformycin	C1C(C(OC1N2C=NC3=C2NC=NCC3=O)CO)O	-0.595906258	129638;439866;4477522;135233113	COCONUT:(CNP0034556);database;PubChem:(129638 439866 4477522 135233113);SuperNatural:(SN00213147);CHEBI:(27419);MeSH:(129638);KEGG:(C02957);PubMed	68722622822
9	1	N/A	-282.7141651836982	C11H14N4O4	[M + H]+	NVUDDRWKCUAERS	InChI=1S/C11H14N4O4/c12-5-1-2-13-10-7(5)14-4-15(10)11-9(18)8(17)6(3-16)19-11/h1-2,4,6,8-9,11,16-18H,3H2,(H2,12,13)	1-Deaza-A	C1=CN=C2C(=C1N)N=CN2C3C(C(C(O3)CO)O)O	-1.51531386	1373;159738;13384765;44271632;46936923;71000830;121260844;122173061	COCONUT:(CNP0020870);MeSH:(159738);database;PubChem:(1373 159738 13384765 44271632 46936923 71000830 121260844 122173061);PubMed;PubChem class - bio and metabolites	68738351174
10	1	N/A	-294.00171807925153	C11H14N4O4	[M + H]+	DBZQFUNLCALWDY	InChI=1S/C11H14N4O4/c12-10-7-5(1-2-13-10)15(4-14-7)11-9(18)8(17)6(3-16)19-11/h1-2,4,6,8-9,11,16-18H,3H2,(H2,12,13)	Deaza-Ado	C1=CN=C(C2=C1N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.60000002	1651;23190;688459;12769724;12769725;29976739;29976742;45038778;44367024;44386188;46873944;46937005;59036309;93055319;94199777;92852183;124423261;134692539	COCONUT:(CNP0020788);database;PubChem:(1651 23190 688459 12769724 12769725 29976739 29976742 45038778 44367024 44386188 46873944 46937005 59036309 93055319 94199777 92852183 124423261 134692539);ZINC bio:(ZINC12504404);additional;PubChem class - bio and metabolites;MeSH:(1651 23190 44367024 46873944 59036309 134692539);Training Set;PubMed	68738900038
