structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.6171721411342486	-123.65931514789466	C15H22N2O3	[M + H]+	HTOYBIILVCHURC	InChI=1S/C15H22N2O3/c1-2-20-15(19)17-11-6-9-14(18)16-12-10-13-7-4-3-5-8-13/h3-5,7-8H,2,6,9-12H2,1H3,(H,16,18)(H,17,19)	null	CCOC(=O)NCCCC(=O)NCCC1=CC=CC=C1	1.89999998	72946782	NORMAN:(NS00018315);COCONUT:(CNP0147916);Natural Products:(UNPD211098);database;PubChem:(72946782);additional;MeSH:(72946782);Training Set;PubMed	68722409542
2	1	N/A	-193.44657755253704	C15H22N2O3	[M + H]+	VNUNYEWQFJHQSI	InChI=1S/C15H22N2O3/c1-13(18)16-10-6-3-7-11-17(20)15(19)12-14-8-4-2-5-9-14/h2,4-5,8-9,20H,3,6-7,10-12H2,1H3,(H,16,18)	null	CC(=O)NCCCCCN(C(=O)CC1=CC=CC=C1)O	1.20000005	102461361	COCONUT:(CNP0289788);KNApSAcK:(29091);Natural Products:(UNPD138901);database;PubChem:(102461361);SuperNatural:(SN00289039)	68722655250
3	1	N/A	-216.40429487987916	C15H22N2O3	[M + H]+	DSOWRSXAAJKZSU	InChI=1S/C15H22N2O3/c1-12(18)16-9-5-2-6-10-17-15(20)11-13-7-3-4-8-14(13)19/h3-4,7-8,19H,2,5-6,9-11H2,1H3,(H,16,18)(H,17,20)	null	CC(=O)NCCCCCNC(=O)CC1=CC=CC=C1O	1.56893909	139591678	PubChem:(139591678);database	68719476738
4	1	N/A	-220.25936225274228	C15H22N2O3	[M + H]+	DANGKLACZOJVJD	InChI=1S/C15H22N2O3/c1-2-3-10-20-15(18)16-13-4-6-14(7-5-13)17-8-11-19-12-9-17/h4-7H,2-3,8-12H2,1H3,(H,16,18)	butyl (4-morpholinophenyl)carbamate	CCCCOC(=O)NC1=CC=C(C=C1)N2CCOCC2	2.59542394	1562746	database;PubChem:(1562746);PubMed;CHEBI:(109395)	68719476834
5	1	N/A	-221.5365646945919	C15H22N2O3	[M + H]+	YMABTXMPJQRLCQ	InChI=1S/C15H22N2O3/c1-4-17(5-2)10-11-20-15(19)13-6-8-14(9-7-13)16-12(3)18/h6-9H,4-5,10-11H2,1-3H3,(H,16,18)	Acetylprocaine	CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C	1.97183931	151400	MeSH:(151400);database;PubChem:(151400);PubMed	68719476806
6	1	N/A	-288.55212271496475	C15H22N2O3	[M + H]+	IAICQTPCAGUHHN	InChI=1S/C15H22N2O3/c1-3-16(9-10-17(11-12-18)13(2)19)15(20)14-7-5-4-6-8-14/h4-8,18H,3,9-12H2,1-2H3	null	CCN(CCN(CCO)C(C)=O)C(=O)c1ccccc1	0.9417380568046199	""	""	0
7	1	N/A	-310.4911963511081	C15H22N2O3	[M + H]+	WNIFWVAIYDYDNJ	InChI=1S/C15H22N2O3/c1-20-14-11-12(5-7-13(14)18)6-8-15(19)17-10-4-2-3-9-16/h5-8,11,18H,2-4,9-10,16H2,1H3,(H,17,19)	null	COC1=C(C=CC(=C1)C=CC(=O)NCCCCCN)O	1.50343704	44420470	PubChem:(44420470);database	68719476738
8	1	N/A	-337.34381878133945	C15H22N2O3	[M + H]+	PDMUULPVBYQBBK	InChI=1S/C15H22N2O3/c1-3-4-7-20-14-9-11(5-6-13(14)19-2)8-12-10-16-15(18)17-12/h5-6,9,12H,3-4,7-8,10H2,1-2H3,(H2,16,17,18)	Tocris-0415	CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC	2.4000001	5087;6603746;10564484;6998998	HMDB:(62483);SuperNatural:(SN00002676 SN00002677);ZINC bio:(ZINC02011307 ZINC02011308);additional;MeSH:(5087);PubMed;COCONUT:(CNP0334609);database;PubChem:(5087 6603746 10564484 6998998);CHEBI:(111173);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	68807057518
9	1	N/A	-342.1721284290364	C15H22N2O3	[M + H]+	LWWBHHPHFNSQMV	InChI=1S/C15H22N2O3/c1-16-5-7-17(8-6-16)9-10-20-14-4-3-13(12-18)11-15(14)19-2/h3-4,11-12H,5-10H2,1-2H3	3-methoxy-4-(2-(4-methylpiperazin-1-yl)ethoxy)benzaldehyde	CN1CCN(CC1)CCOC2=C(C=C(C=C2)C=O)OC	1.20000005	8043032;6504234	PubChem:(8043032 6504234);database	68719476738
10	1	N/A	-361.84112321232635	C15H22N2O3	[M + H]+	WMDZARSFSMZOQO	InChI=1S/C15H22N2O3/c1-3-10(2)13(16)14(18)17-12(15(19)20)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)	isoleucylphenylalanine	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.55695367	435728;7009595;7009596;61157146;61172429;61173061;61173761;92148279;92271644;92271645;93606401;93609399;103868989;104901996;129367332	HMDB:(28914);database;PubChem:(435728 7009595 7009596 61157146 61172429 61173061 61173761 92148279 92271644 92271645 93606401 93609399 103868989 104901996 129367332);CHEBI:(74075);ZINC bio:(ZINC02384816 ZINC05618679);additional;Training Set;PubMed	68720025706
11	1	N/A	-362.4547303116021	C15H22N2O3	[M + H]+	DUWSBJYHDRCLCG	InChI=1S/C15H22N2O3/c18-13-5-2-4-12-10-7-9(8-16(12)13)11-3-1-6-14(19)17(11)15(10)20/h9-12,14,19H,1-8H2	15-beta-Hydroxy-17-oxolupanine	C1CC2C3CC(C4CCCC(=O)N4C3)C(=O)N2C(C1)O	0.200000003	15939847;15939919;91752451;101678917	COCONUT:(CNP0267502);Natural Products:(UNPD172557);database;PubChem:(15939847 15939919 91752451 101678917);SuperNatural:(SN00343480)	68722655234
