structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08593346891133466	-66.14660994690827	C15H22O3	[M + H]+	MMLPRYWSGSVRRN	InChI=1S/C15H22O3/c1-9-5-4-6-15(3)8-13(16)11(7-12(9)15)10(2)14(17)18/h11,13,16H,2,4-8H2,1,3H3,(H,17,18)	null	CC1=C2CC(C(CC2(CCC1)C)O)C(=C)C(=O)O	2.29999995	24039358;26087992;26087994;38359203;38359208;133556433	COCONUT:(CNP0055830 CNP0138210);Natural Products:(UNPD193931);database;PubChem:(24039358 26087992 26087994 38359203 38359208 133556433);SuperNatural:(SN00020599 SN00029770 SN00277531 SN00020600 SN00029769);ZINC bio:(ZINC14451724 ZINC14451725 ZINC31165699 ZINC31165703);additional;Training Set	68723204098
2	1	N/A	-66.62535144094869	C15H22O3	[M + H]+	WBLTVUMJMJIOGQ	InChI=1S/C15H22O3/c1-8-4-5-10-9(13(17)18)6-11-12(16)14(2,3)7-15(8,10)11/h6,8,10-12,16H,4-5,7H2,1-3H3,(H,17,18)	pentalenate	CC1CCC2C13CC(C(C3C=C2C(=O)O)O)(C)C	2.70000005	10988713;15706640;45782787;51694453;51694455;51694457;70678937;71448994;90658739;90658740;92468395;98621382;98621386;101637937;124871104;124871105	SuperNatural:(SN00034330 SN00034328 SN00034329 SN00034331 SN00260103);ZINC bio:(ZINC35465669 ZINC35465671 ZINC35465673 ZINC35465675);PubMed;COCONUT:(CNP0047989 CNP0226928);KNApSAcK:(21800);Natural Products:(UNPD29846);database;PubChem:(10988713 15706640 45782787 51694453 51694455 51694457 70678937 71448994 90658739 90658740 92468395 98621382 98621386 101637937 124871104 124871105);CHEBI:(68649 68665);PubChem class - bio and metabolites;KEGG:(C20405);Training Set;Biocyc:(CPDMETA-13643)	68739459442
3	1	N/A	-66.74490954949356	C15H22O3	[M + H]+	OJYAVFSVHFLUKN	InChI=1S/C15H22O3/c1-9-6-12(16)8-15(3)5-4-11(7-13(9)15)10(2)14(17)18/h11-13,16H,1-2,4-8H2,3H3,(H,17,18)	2-(6-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl)acrylic acid	CC12CCC(CC1C(=C)CC(C2)O)C(=C)C(=O)O	2.79999995	386211;496072;13995524;92268204;92268205;92466161;95789911;95789912;124853441;124301106	COCONUT:(CNP0068253 CNP0296452);Natural Products:(UNPD52005);database;PubChem:(386211 496072 13995524 92268204 92268205 92466161 95789911 95789912 124853441 124301106);SuperNatural:(SN00041520 SN00036358 SN00252113 SN00036357 SN00041519);ZINC bio:(ZINC05539929 ZINC05539930 ZINC72319960 ZINC72319961);Training Set	68722679810
4	1	N/A	-67.36901823186534	C15H22O3	[M + H]+	XJNQXTISSHEQKD	InChI=1S/C15H22O3/c1-8-4-5-11(6-10(3)15(17)18)13-9(2)7-12(16)14(8)13/h6,8,11-12,14,16H,4-5,7H2,1-3H3,(H,17,18)	Valerenolic acid	CC1CCC(C2=C(CC(C12)O)C)C=C(C)C(=O)O	2.0999999	133673;6439586;6537505;17751016;58067885;91529610;92973822;91864424;123221979	HMDB:(36563);SuperNatural:(SN00402004 SN00030602 SN00016243 SN00016875 SN00024257 SN00030603);ZINC bio:(ZINC08586437 ZINC08632336 ZINC13783203 ZINC17263716 ZINC33954514 ZINC33954515);additional;MeSH:(6439586);PubMed;NORMAN:(NS00025280);COCONUT:(CNP0062430 CNP0310855);KNApSAcK:(21291);Natural Products:(UNPD30909);database;PubChem:(133673 6439586 6537505 17751016 58067885 91529610 92973822 91864424 123221979);PubChem class - bio and metabolites;Training Set;KEGG Mine	77330178142
5	1	N/A	-68.87076093003618	C15H22O3	[M + H]+	CUDLWLJJPCDTLE	InChI=1S/C15H22O3/c1-9-4-5-13(16)15(3)7-6-11(8-12(9)15)10(2)14(17)18/h4,11-13,16H,2,5-8H2,1,3H3,(H,17,18)	null	CC1=CCC(C2(C1CC(CC2)C(=C)C(=O)O)C)O	2.79832983	""	COCONUT:(CNP0236304);Natural Products:(UNPD108774);database;SuperNatural:(SN00404694)	68722655232
6	1	N/A	-70.3842077393592	C15H22O3	[M + H]+	QTSQCCVLTMKKDP	InChI=1S/C15H22O3/c1-9-5-4-7-15(3)8-6-11(10(2)14(17)18)13(16)12(9)15/h11-13,16H,1-2,4-8H2,3H3,(H,17,18)	null	CC12CCCC(=C)C1C(C(CC2)C(=C)C(=O)O)O	2.79999995	38357975;133556420	COCONUT:(CNP0052113 CNP0311222);database;PubChem:(38357975 133556420);SuperNatural:(SN00029598);ZINC bio:(ZINC31164533);additional;Training Set;KEGG Mine	77313105922
7	1	N/A	-76.17737457075964	C15H22O3	[M + H]+	IVXJMINCDWCCDL	InChI=1S/C15H22O3/c1-9-6-13(16)7-12-5-4-11(8-15(9,12)3)10(2)14(17)18/h5,9,11,13,16H,2,4,6-8H2,1,3H3,(H,17,18)	null	CC1CC(CC2=CCC(CC12C)C(=C)C(=O)O)O	2.79832983	""	COCONUT:(CNP0184401);KNApSAcK:(16982);Natural Products:(UNPD161219);database;SuperNatural:(SN00329722)	68722655248
8	1	N/A	-77.92917473401208	C15H22O3	[M + H]+	AXHPRYABDPDLCZ	InChI=1S/C15H22O3/c1-9-6-13(16)7-12-5-4-11(8-15(9,12)3)10(2)14(17)18/h7,9,11,13,16H,2,4-6,8H2,1,3H3,(H,17,18)	null	C=C(C(=O)O)[C@H]1CCC2=C[C@H](O)C[C@H](C)[C@@]2(C)C1	2.798572150795767	""	""	0
9	1	N/A	-78.79680742061603	C15H22O3	[M + H]+	KDLYDQTZNOWHRN	InChI=1S/C15H22O3/c1-9-5-4-6-15(3)12(9)7-11(8-13(15)16)10(2)14(17)18/h11,13,16H,2,4-8H2,1,3H3,(H,17,18)	null	CC1=C2CC(CC(C2(CCC1)C)O)C(=C)C(=O)O	2.0999999	101529315	COCONUT:(CNP0218735);KNApSAcK:(36670);Natural Products:(UNPD97461);database;PubChem:(101529315);SuperNatural:(SN00369449)	68722655250
10	1	N/A	-79.76802092927423	C15H22O3	[M + H]+	GQPJZGWMHPSVIQ	InChI=1S/C15H22O3/c1-9-4-5-13(16)15(3)7-6-11(8-12(9)15)10(2)14(17)18/h11-13,16H,1-2,4-8H2,3H3,(H,17,18)	null	CC12CCC(CC1C(=C)CCC2O)C(=C)C(=O)O	2.5999999	14633051	COCONUT:(CNP0419212);KNApSAcK:(12829);Natural Products:(UNPD168533 UNPD121515 UNPD144335 UNPD180420);database;PubChem:(14633051);SuperNatural:(SN00352926 SN00314708 SN00291750)	68722655250
11	1	N/A	-80.34937869002044	C15H22O3	[M + H]+	BPFONPLOHQYTOT	InChI=1S/C15H22O3/c1-9(14(17)18)11-4-6-15(3)7-5-13(16)10(2)12(15)8-11/h8,10-11,13,16H,1,4-7H2,2-3H3,(H,17,18)	null	CC1C(CCC2(C1=CC(CC2)C(=C)C(=O)O)C)O	2.79832983	""	COCONUT:(CNP0192926);Natural Products:(UNPD196672);database;SuperNatural:(SN00270235)	68722655232
12	1	N/A	-81.25410120950716	C15H22O3	[M + H]+	RTELBONKPYDHFO	InChI=1S/C15H22O3/c1-9-4-5-13(16)15(3)7-6-11(8-12(9)15)10(2)14(17)18/h8-9,11,13,16H,2,4-7H2,1,3H3,(H,17,18)	null	CC1CCC(C2(C1=CC(CC2)C(=C)C(=O)O)C)O	2.79832983	""	COCONUT:(CNP0117096);Natural Products:(UNPD135789);database;SuperNatural:(SN00311533)	68722655232
13	1	N/A	-82.47057631737725	C15H22O3	[M + H]+	IBJRJSQUSVUUDO	InChI=1S/C15H22O3/c1-9-5-4-6-15(3)12(9)7-11(8-13(15)16)10(2)14(17)18/h11-13,16H,1-2,4-8H2,3H3,(H,17,18)	2-(4-hydroxy-4a-methyl-8-methylenedecahydronaphthalen-2-yl)acrylic acid	CC12CCCC(=C)C1CC(CC2O)C(=C)C(=O)O	2.5999999	638208;22297892;51693493;51693495;51693497;51693499	COCONUT:(CNP0069785 CNP0213300);KNApSAcK:(12728);Natural Products:(UNPD195490 UNPD88238 UNPD13901);database;PubChem:(638208 22297892 51693493 51693495 51693497 51693499);SuperNatural:(SN00264117 SN00378651 SN00033306 SN00033305 SN00036841 SN00380892 SN00036843 SN00036840 SN00033308 SN00036842 SN00033307);ZINC bio:(ZINC14451784 ZINC14451786 ZINC14451788 ZINC14451790 ZINC35457709 ZINC35457712 ZINC35457715 ZINC35457718);additional	68723187730
14	1	N/A	-83.03906595994856	C15H22O3	[M + H]+	JWDQMIWFEHDIHC	InChI=1S/C15H22O3/c1-9(14(17)18)11-4-5-12-6-7-13(16)10(2)15(12,3)8-11/h5,10-11,13,16H,1,4,6-8H2,2-3H3,(H,17,18)	null	CC1C(CCC2=CCC(CC12C)C(=C)C(=O)O)O	2.79832983	""	COCONUT:(CNP0138776);KNApSAcK:(16983);Natural Products:(UNPD193336);database;SuperNatural:(SN00307295)	68722655248
15	1	N/A	-83.05859259866176	C15H22O3	[M + H]+	UEQIFFFWXPAQCB	InChI=1S/C15H22O3/c1-10-5-4-7-14(3)8-6-12(9-15(10,14)18)11(2)13(16)17/h12,18H,1-2,4-9H2,3H3,(H,16,17)	5beta-Hydroxtcostic acid	CC12CCCC(=C)C1(CC(CC2)C(=C)C(=O)O)O	2.5	637286;14705650;14705651;129316539;133562832;133562834	COCONUT:(CNP0277699);KNApSAcK:(38288);Natural Products:(UNPD32643 UNPD132604);database;PubChem:(637286 14705650 14705651 129316539 133562832 133562834);SuperNatural:(SN00372931)	68722655250
