structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07614192973156038	-47.88928229373777	C15H20O3	[M + H]+	JNHKVMWTQCZYHK	InChI=1S/C15H20O3/c1-9-4-7-13(16)10(2)5-6-12-11(3)15(17)18-14(12)8-9/h8,12-14,16H,2-7H2,1H3	Artemorin	CC1=CC2C(CCC(=C)C(CC1)O)C(=C)C(=O)O2	2.92425418	99962;442170;5281428;5358984;6436816;13895724;101316882	COCONUT:(CNP0227192);KNApSAcK:(3222);Natural Products:(UNPD68741 UNPD122274 UNPD175921);database;PubChem:(99962 442170 5281428 5358984 6436816 13895724 101316882);SuperNatural:(SN00305950 SN00350037 SN00250809);CHEBI:(2853);KEGG:(C09345);PubMed	68722655602
2	1	N/A	-50.02386299059705	C15H20O3	[M + H]+	KOZHGHBBKHOGEC	InChI=1S/C15H20O3/c1-9-5-4-6-10(2)13(16)8-12-11(3)15(17)18-14(12)7-9/h5,12-14,16H,2-4,6-8H2,1H3	null	CC1=CCCC(=C)C(CC2C(C1)OC(=O)C2=C)O	1.89999998	57335327;101324836	COCONUT:(CNP0112166);KNApSAcK:(12384);Natural Products:(UNPD144668 UNPD39704 UNPD226001);database;PubChem:(57335327 101324836);SuperNatural:(SN00303706 SN00280977)	68722655250
3	1	N/A	-51.98971312650458	C15H20O3	[M + H]+	AVFIYMSJDDGDBQ	InChI=1S/C15H20O3/c1-9-8-14-13(11(3)15(17)18-14)7-6-12(9)5-4-10(2)16/h6,9,13-14H,3-5,7-8H2,1-2H3	Tomentosin	CC1CC2C(CC=C1CCC(=O)C)C(=C)C(=O)O2	1.89999998	540288;155173;14109627;26183541;26183542;26183543;26183544;44453629;101423111;118701094	SuperNatural:(SN00230100 SN00020787 SN00389307 SN00020788 SN00020790 SN00343593 SN00020789);ZINC bio:(ZINC14620388 ZINC14620389 ZINC14620390 ZINC14620391);additional;MeSH:(155173 44453629);PubMed;COCONUT:(CNP0172039);KNApSAcK:(3376);Natural Products:(UNPD1267 UNPD83493 UNPD114748 UNPD13088 UNPD48795 UNPD64423);database;PubChem:(540288 155173 14109627 26183541 26183542 26183543 26183544 44453629 101423111 118701094);CHEBI:(9631);KEGG:(C09562);Training Set	68723204470
4	1	N/A	-55.16421407958288	C15H20O3	[M + H]+	GDAPCCXIJOBGFV	InChI=1S/C15H20O3/c1-9-4-5-13-11(3)15(17)18-14(13)8-10(2)7-12(16)6-9/h6,8,12-14,16H,3-5,7H2,1-2H3	Tamaulipin A	CC1=CC(CC(=CC2C(CC1)C(=C)C(=O)O2)C)O	2.84090924	281980;442305;5281502;5382247;23274800;46173780;101596857;101708805;118701730;131875620	COCONUT:(CNP0220796);KNApSAcK:(3371);Natural Products:(UNPD10990 UNPD166038 UNPD180443 UNPD108569);database;PubChem:(281980 442305 5281502 5382247 23274800 46173780 101596857 101708805 118701730 131875620);SuperNatural:(SN00327838 SN00340088 SN00262806 SN00356520);CHEBI:(9394);KEGG:(C09556);PubMed	68722655602
5	1	N/A	-56.48889513961501	C15H20O3	[M + H]+	NLZBDTSRJVCTCF	InChI=1S/C15H20O3/c1-9-4-7-13-11(3)15(17)18-14(13)8-12(9)6-5-10(2)16/h8-9,13-14H,3-7H2,1-2H3	6-methyl-3-methylidene-7-(3-oxobutyl)-4,5,6,8a-tetrahydro-3aH-cyclohepta[b]furan-2-one	CC1CCC2C(C=C1CCC(=O)C)OC(=O)C2=C	2.0	282784;14605949	COCONUT:(CNP0323683);Natural Products:(UNPD85756);database;PubChem:(282784 14605949);SuperNatural:(SN00387309);PubMed	68722655298
6	1	N/A	-56.65861601425875	C15H20O3	[M + H]+	ZGRRVGUCLIVGAJ	InChI=1S/C15H20O3/c1-8-4-10(16)6-15(3)7-13-11(5-12(8)15)9(2)14(17)18-13/h10-11,13,16H,2,4-7H2,1,3H3	(3aR,7S,8aR,9aR)-7-hydroxy-5,8a-dimethyl-3-methylidene-4,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one	CC1=C2CC3C(CC2(CC(C1)O)C)OC(=O)C3=C	1.70000005	14864226	COCONUT:(CNP0410439);Natural Products:(UNPD4393);database;PubChem:(14864226);SuperNatural:(SN00356716)	68722655234
7	1	N/A	-58.805963140752425	C15H20O3	[M + H]+	BGEGQRAHHFWWJT	InChI=1S/C15H20O3/c1-8-4-5-13(16)15(3)7-12-10(6-11(8)15)9(2)14(17)18-12/h10,12-13,16H,2,4-7H2,1,3H3	null	CC1=C2CC3C(CC2(C(CC1)O)C)OC(=O)C3=C	1.70000005	13895670;13895671;102032677	COCONUT:(CNP0261669);KNApSAcK:(12911);Natural Products:(UNPD44083 UNPD62611 UNPD127547);database;PubChem:(13895670 13895671 102032677);SuperNatural:(SN00332443 SN00289884 SN00275132);PubMed	68722655314
8	1	N/A	-59.01724424797965	C15H20O3	[M + H]+	SOMYKWKWRPHTMC	InChI=1S/C15H20O3/c1-8-10-6-11-9(2)12(16)4-5-15(11,3)7-13(10)18-14(8)17/h10,12-13,16H,1,4-7H2,2-3H3	null	CC1=C2CC3C(CC2(CCC1O)C)OC(=O)C3=C	2.59745383	""	COCONUT:(CNP0217708);KNApSAcK:(21101);Natural Products:(UNPD89856);database;SuperNatural:(SN00275320)	68722655248
9	1	N/A	-59.33276462067793	C15H20O3	[M + H]+	CHKPFVHCBRAVJP	InChI=1S/C15H20O3/c1-9-5-4-6-10(2)13(16)8-12-11(3)15(17)18-14(12)7-9/h6-7,12-14,16H,3-5,8H2,1-2H3	null	CC1=CC2C(CC(C(=CCC1)C)O)C(=C)C(=O)O2	2.84090924	101316961;101872098	COCONUT:(CNP0308692);KNApSAcK:(12197);Natural Products:(UNPD166011 UNPD86036 UNPD146718);database;PubChem:(101316961 101872098);SuperNatural:(SN00261144 SN00274292 SN00268575)	68722655250
10	1	N/A	-59.49530166621346	C15H20O3	[M + H]+	XQVSREKNQZKAKU	InChI=1S/C15H20O3/c1-9-4-6-12-11(3)15(17)18-14(12)8-10(2)13(16)7-5-9/h5,8,12-14,16H,3-4,6-7H2,1-2H3	Hanphyllin	CC1=CCC(C(=CC2C(CC1)C(=C)C(=O)O2)C)O	2.84090924	281981;5377194;5382248;12443214;12443215;12443216;23258667;23274801;90657225;92508503;98105427;101286183;101316778;101826413;124541845	COCONUT:(CNP0187759);KNApSAcK:(12183);Natural Products:(UNPD126711 UNPD138179 UNPD117315 UNPD140260 UNPD198919 UNPD82455 UNPD7191);database;PubChem:(281981 5377194 5382248 12443214 12443215 12443216 23258667 23274801 90657225 92508503 98105427 101286183 101316778 101826413 124541845);SuperNatural:(SN00309439 SN00286208 SN00305872 SN00370358 SN00155607 SN00320147);CHEBI:(144560);ZINC bio:(ZINC16027969);PubChem class - bio and metabolites;Plantcyc:(CPD-16771);PubMed;Biocyc:(CPD-16771)	68739573874
11	1	N/A	-59.62116641204556	C15H20O3	[M + H]+	XRMJVTYQUFNCJQ	InChI=1S/C15H20O3/c1-8-6-13-11(9(2)14(16)18-13)7-12-10(8)4-5-15(12,3)17/h4,8,11-13,17H,2,5-7H2,1,3H3	null	CC1CC2C(CC3C1=CCC3(C)O)C(=C)C(=O)O2	1.79999995	14021502	COCONUT:(CNP0387891);Natural Products:(UNPD36496);database;PubChem:(14021502);SuperNatural:(SN00256483);PubMed	68722655298
12	1	N/A	-61.18761410557553	C15H20O3	[M + H]+	HTRZJRPJJZZSSC	InChI=1S/C15H20O3/c1-7-4-5-10-8(2)6-11(16)13-9(3)15(17)18-14(13)12(7)10/h8,10-11,13-14,16H,3-6H2,1-2H3	null	CC1CC(C2C(C3=C(CCC13)C)OC(=O)C2=C)O	2.533571	""	COCONUT:(CNP0227736);Natural Products:(UNPD105011);database	68721606656
13	1	N/A	-62.96814440547347	C15H20O3	[M + H]+	TXXSOUFHWOHCLV	InChI=1S/C15H20O3/c1-9-4-5-13-11(3)15(17)18-14(13)8-10(2)7-12(16)6-9/h4,7,12-14,16H,3,5-6,8H2,1-2H3	null	CC1=CCC2C(CC(=CC(C1)O)C)OC(=O)C2=C	2.84090924	""	COCONUT:(CNP0375732);KNApSAcK:(12383);Natural Products:(UNPD84159);database	68721606672
14	1	N/A	-63.62711502100435	C15H20O3	[M + H]+	JOEBJGMBYIYVJI	InChI=1S/C15H20O3/c1-9-4-7-13(16)10(2)5-6-12-11(3)15(17)18-14(12)8-9/h4-5,12-14,16H,3,6-8H2,1-2H3	(3aR,5E,7S,9E,11aS)-7-hydroxy-6,10-dimethyl-3-methylidene-3a,4,7,8,11,11a-hexahydrocyclodeca[b]furan-2-one	CC1=CCC(C(=CCC2C(C1)OC(=O)C2=C)C)O	1.89999998	60125948;91163589	COCONUT:(CNP0251896);Natural Products:(UNPD132400);database;PubChem:(60125948 91163589);SuperNatural:(SN00324696)	68722655234
15	1	N/A	-64.14524949232307	C15H20O3	[M + H]+	IBYCSUBEDIAOOY	InChI=1S/C15H20O3/c1-8-6-10(16)7-15(3)5-4-11-9(2)14(17)18-13(11)12(8)15/h10-11,13,16H,2,4-7H2,1,3H3	(3aS,5aS,7S,9bR)-7-hydroxy-5a,9-dimethyl-3-methylidene-4,5,6,7,8,9b-hexahydro-3aH-benzo[g][1]benzofuran-2-one	CC1=C2C3C(CCC2(CC(C1)O)C)C(=C)C(=O)O3	1.70000005	14589092	COCONUT:(CNP0285198);KNApSAcK:(13042);Natural Products:(UNPD122750);database;PubChem:(14589092);SuperNatural:(SN00227090);KEGG Mine	77312589842
16	1	N/A	-64.2718434316181	C15H20O3	[M + H]+	YDOSHXAMLRSCKS	InChI=1S/C15H20O3/c1-9-4-7-13(16)10(2)5-6-12-11(3)15(17)18-14(12)8-9/h5,9,12,14H,3-4,6-8H2,1-2H3	(3aS,5E,10R,11aS)-6,10-dimethyl-3-methylidene-4,8,9,10,11,11a-hexahydro-3aH-cyclodeca[b]furan-2,7-dione	CC1CCC(=O)C(=CCC2C(C1)OC(=O)C2=C)C	2.79999995	9837799;23351788;71573977;102194603;100936141	COCONUT:(CNP0262890);Natural Products:(UNPD34049);database;PubChem:(9837799 23351788 71573977 102194603 100936141);SuperNatural:(SN00364474);MeSH:(102194603);PubMed	68722655302
17	1	N/A	-65.14777962894442	C15H20O3	[M + H]+	SGRJYGRCAPBLSW	InChI=1S/C15H20O3/c1-8-4-5-13(16)15(3)7-12-10(6-11(8)15)9(2)14(17)18-12/h4,10-13,16H,2,5-7H2,1,3H3	null	CC1=CCC(C2(C1CC3C(C2)OC(=O)C3=C)C)O	2.0	101614820;131751852	COCONUT:(CNP0214423);HMDB:(35708);KNApSAcK:(21698);Natural Products:(UNPD181206 UNPD41811);database;PubChem:(101614820 131751852);SuperNatural:(SN00257671);PubChem class - bio and metabolites	68739432474
18	1	N/A	-65.30158063592965	C15H20O3	[M + H]+	ACDBVOJKXAGTJM	InChI=1S/C15H20O3/c1-9-4-6-11-10(2)14(16)17-12(11)8-15(3)13(18-15)7-5-9/h4,11-13H,2,5-8H2,1,3H3	null	CC1=CCC2C(CC3(C(O3)CC1)C)OC(=O)C2=C	2.29999995	101673977;131751164	COCONUT:(CNP0236334);HMDB:(31387);Natural Products:(UNPD11441);database;PubChem:(101673977 131751164);PubChem class - bio and metabolites	68738383882
19	1	N/A	-65.50765387005761	C15H20O3	[M + H]+	PDEJECFRCJOMEN	InChI=1S/C15H20O3/c1-9-5-4-6-10(2)8-13-14(12(16)7-9)11(3)15(17)18-13/h5,8,12-14,16H,3-4,6-7H2,1-2H3	Eupatolide	CC1=CC2C(C(CC(=CCC1)C)O)C(=C)C(=O)O2	2.84090924	98949;442232;5281460;5382830;6436794;12299961;12299962;12299963;11528898;10399772;71586743;102184342;131676022;135397998;137706071	COCONUT:(CNP0218154);KNApSAcK:(3277);Natural Products:(UNPD148964 UNPD20650 UNPD160062 UNPD142271 UNPD226718 UNPD10167 UNPD119562 UNPD170921 UNPD6564);database;PubChem:(98949 442232 5281460 5382830 6436794 12299961 12299962 12299963 11528898 10399772 71586743 102184342 131676022 135397998 137706071);SuperNatural:(SN00399043 SN00403926 SN00338356 SN00258828 SN00300640 SN00159892 SN00237563 SN00385286);CHEBI:(4935);MeSH:(98949 5281460 5382830 10399772 12299963 71586743 135397998 137706071);KEGG:(C09440);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-21667)	68789766518
20	1	N/A	-65.57406945966787	C15H20O3	[M + H]+	RYQABBMOWVCVPW	InChI=1S/C15H20O3/c1-9-5-4-6-15(3)13(18-15)8-11-10(2)14(16)17-12(11)7-9/h5,11-13H,2,4,6-8H2,1,3H3	null	CC1=CCCC2(C(O2)CC3C(C1)OC(=O)C3=C)C	2.29999995	13817977;13817976;13817979;13817981;60163816;101207901	COCONUT:(CNP0277013);HMDB:(31386);KNApSAcK:(12344);Natural Products:(UNPD33767 UNPD36296 UNPD95220 UNPD39526 UNPD22038 UNPD29549);database;PubChem:(13817977 13817976 13817979 13817981 60163816 101207901);SuperNatural:(SN00303675 SN00027346 SN00373733 SN00230971 SN00262351 SN00257440);ZINC bio:(ZINC28537334);PubChem class - bio and metabolites	68739440666
21	1	N/A	-65.60586675295863	C15H20O3	[M + H]+	CHVGBCCDTOGAFF	InChI=1S/C15H20O3/c1-8-4-5-11-12(8)13-10(6-7-15(11,3)17)9(2)14(16)18-13/h10-11,13,17H,2,4-7H2,1,3H3	null	CC1=C2C(CC1)C(CCC3C2OC(=O)C3=C)(C)O	2.54479432	""	COCONUT:(CNP0132293);KNApSAcK:(20726);Natural Products:(UNPD176200 UNPD18236);database;SuperNatural:(SN00400791)	68722655248
22	1	N/A	-65.813422338682	C15H20O3	[M + H]+	WLJQSNNKIQSGBT	InChI=1S/C15H20O3/c1-8-10-4-6-15(3)7-5-11(16)9(2)12(15)13(10)18-14(8)17/h10-11,13,16H,1,4-7H2,2-3H3	(3aS,5aS,8S,9bS)-8-hydroxy-5a,9-dimethyl-3-methylidene-4,5,6,7,8,9b-hexahydro-3aH-benzo[g][1]benzofuran-2-one	CC1=C2C3C(CCC2(CCC1O)C)C(=C)C(=O)O3	1.60000002	11459313	COCONUT:(CNP0322772);Natural Products:(UNPD84439);database;PubChem:(11459313);SuperNatural:(SN00322478);KEGG Mine	77312589826
23	1	N/A	-66.84771667330378	C15H20O3	[M + H]+	CLYBLORMANTURF	InChI=1S/C15H20O3/c1-8-6-13-11(9(2)14(16)18-13)7-12-10(8)4-5-15(12,3)17/h11-13,17H,2,4-7H2,1,3H3	Pseudoivalin	CC1=C2CCC(C2CC3C(C1)OC(=O)C3=C)(C)O	1.29999995	257279;5042278;12314682;10966850;60125934	COCONUT:(CNP0174059);KNApSAcK:(3355);Natural Products:(UNPD47903 UNPD125753 UNPD149865);database;PubChem:(257279 5042278 12314682 10966850 60125934);SuperNatural:(SN00157088 SN00236909 SN00296404);CHEBI:(8606);KEGG:(C09534);PubMed	68722655602
24	1	N/A	-67.13666062801626	C15H20O3	[M + H]+	STUGAIDUQVESQE	InChI=1S/C15H20O3/c1-8-4-5-11(16)15(3)7-6-10-9(2)14(17)18-13(10)12(8)15/h10-11,13,16H,2,4-7H2,1,3H3	Magnolialide	CC1=C2C3C(CCC2(C(CC1)O)C)C(=C)C(=O)O3	1.60000002	636954;5319200;14414342;14414343;22297483	COCONUT:(CNP0422244);KNApSAcK:(13038);Natural Products:(UNPD93433 UNPD33912 UNPD179819);database;PubChem:(636954 5319200 14414342 14414343 22297483);SuperNatural:(SN00159978 SN00254821 SN00353192);MeSH:(636954);PubMed;KEGG Mine	77312589910
25	1	N/A	-67.29770553654207	C15H20O3	[M + H]+	RDJAFOWISVMOJY	InChI=1S/C15H20O3/c1-8-4-5-11-9(2)14(16)18-13(11)12-10(8)6-7-15(12,3)17/h11-13,17H,2,4-7H2,1,3H3	Mecheliolide	CC1=C2CCC(C2C3C(CC1)C(=C)C(=O)O3)(C)O	1.29999995	322515;442279;74221476;118701358;125039962;125039964;124604859;124355488;124355489;138392166	COCONUT:(CNP0104972);KNApSAcK:(3328);Natural Products:(UNPD45717);database;PubChem:(322515 442279 74221476 118701358 125039962 125039964 124604859 124355488 124355489 138392166);SuperNatural:(SN00157081);CHEBI:(6922);MeSH:(442279);KEGG:(C09507);PubMed	68722655606
26	1	N/A	-68.644160511565	C15H20O3	[M + H]+	IOJWURKVTYZJAN	InChI=1S/C15H20O3/c1-9-11-6-12-10(8-16)4-3-5-15(12,2)7-13(11)18-14(9)17/h11,13,16H,1,3-8H2,2H3	null	CC12CCCC(=C1CC3C(C2)OC(=O)C3=C)CO	2.5941453	""	COCONUT:(CNP0314943);KNApSAcK:(12928);Natural Products:(UNPD7403);database;SuperNatural:(SN00263795)	68722655248
27	1	N/A	-68.65966445725275	C15H20O3	[M + H]+	FWXQRJXNYYJTDY	InChI=1S/C15H20O3/c1-9-10-7-12-14(2,5-4-6-15(12,3)17)8-11(10)18-13(9)16/h7,10-11,17H,1,4-6,8H2,2-3H3	null	CC12CCCC(C1=CC3C(C2)OC(=O)C3=C)(C)O	2.48997641	""	COCONUT:(CNP0325926);Natural Products:(UNPD88784);database;SuperNatural:(SN00323547);KEGG Mine	77312589824
28	1	N/A	-69.12198606345822	C15H20O3	[M + H]+	WBBCIKNHTYTDRA	InChI=1S/C15H20O3/c1-9-4-6-12-11(3)15(17)18-14(12)8-10(2)13(16)7-5-9/h5,10,12,14H,3-4,6-8H2,1-2H3	6,10-dimethyl-3-methylidene-4,5,8,10,11,11a-hexahydro-3aH-cyclodeca[b]furan-2,9-dione	CC1CC2C(CCC(=CCC1=O)C)C(=C)C(=O)O2	2.29999995	3756496;5914306;6546104;14466572;14466573;101616110	COCONUT:(CNP0286933);Natural Products:(UNPD156218 UNPD160222 UNPD49875);database;PubChem:(3756496 5914306 6546104 14466572 14466573 101616110);SuperNatural:(SN00393312 SN00248927 SN00275643);PubMed	68722655298
29	1	N/A	-69.12697327386236	C15H20O3	[M + H]+	FRDLPOYYWWRSPZ	InChI=1S/C15H20O3/c1-9-5-4-6-10(2)8-13-14(12(16)7-9)11(3)15(17)18-13/h6-7,12-14,16H,3-5,8H2,1-2H3	deacetyl laurenobiolide	CC1=CC(C2C(CC(=CCC1)C)OC(=O)C2=C)O	1.89999998	6476653;20842290;44602442;90748753;101593553;101618844;101626566;102177117;131752050;139248075	COCONUT:(CNP0234575);HMDB:(36770);KNApSAcK:(12386);Natural Products:(UNPD144250 UNPD10201);database;PubChem:(6476653 20842290 44602442 90748753 101593553 101618844 101626566 102177117 131752050 139248075);SuperNatural:(SN00358104 SN00311456);CHEBI:(55349);PubChem class - bio and metabolites;PubMed;KEGG Mine	77329367162
