structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.28131316675368334	-29.11435012541823	C9H10O3	[M - H]-	GQXZUABNLSWQJA	InChI=1S/C9H10O3/c1-5-3-7(11)4-8(12)9(5)6(2)10/h3-4,11-12H,1-2H3	1-(2,4-dihydroxy-6-methylphenyl)ethanone	CC1=CC(=CC(=C1C(=O)C)O)O	1.79999995	254140	COCONUT:(CNP0142841);Natural Products:(UNPD188772);database;PubChem:(254140);SuperNatural:(SN00271341);ZINC bio:(ZINC01713872);PubChem class - safety and toxic	68789772290
2	1	N/A	-68.82089854936375	C9H10O3	[M - H]-	UENLHUMCIOWYQN	InChI=1S/C9H10O3/c1-6(10)9-7(11)4-3-5-8(9)12-2/h3-5,11H,1-2H3	1-acetyl-2-hydroxy-6-methoxybenzene	CC(=O)C1=C(C=CC=C1OC)O	1.79999995	69709;101320312	NORMAN:(NS00037046);COCONUT:(CNP0394493);Natural Products:(UNPD144761);database;PubChem:(69709 101320312);SuperNatural:(SN00290163);ZINC bio:(ZINC00164091);additional;PubChem class - safety and toxic;Training Set;PubMed	68790575170
3	1	N/A	-69.17446841318986	C9H10O3	[M - H]-	UCOPLHZKEWBGSP	InChI=1S/C9H10O3/c1-5-3-7(6(2)10)9(12)4-8(5)11/h3-4,11-12H,1-2H3	Ethanone, 1-(2,4-dihydroxy-5-methylphenyl)-	CC1=CC(=C(C=C1O)O)C(=O)C	1.79999995	13462844	COCONUT:(CNP0284124);Natural Products:(UNPD199199);database;PubChem:(13462844)	68721606658
4	1	N/A	-69.66767365313613	C9H10O3	[M - H]-	WNNFOAQKFKIJQP	InChI=1S/C9H10O3/c1-6-3-8(11)5-9(4-6)12-7(2)10/h3-5,11H,1-2H3	(3-hydroxy-5-methylphenyl) acetate	CC1=CC(=CC(=C1)OC(=O)C)O	1.70000005	22722640	COCONUT:(CNP0121903);Natural Products:(UNPD56478);database;PubChem:(22722640);KEGG Mine	77311541250
5	1	N/A	-85.67013331369775	C9H10O3	[M - H]-	UILPJVPSNHJFIK	InChI=1S/C9H10O3/c1-6(10)8-4-3-7(12-2)5-9(8)11/h3-5,11H,1-2H3	Paeonal	CC(=O)C1=C(C=C(C=C1)OC)O	1.2297591	11092;11816097;46702130;101320311	SuperNatural:(SN00000165);ZINC bio:(ZINC00001906);additional;MeSH:(11092);PubMed;NORMAN:(NS00033267);COCONUT:(CNP0076361 CNP0324617);KNApSAcK:(2704);Natural Products:(UNPD64073);database;PubChem:(11092 11816097 46702130 101320311);CHEBI:(69581);KEGG:(C10712);PubChem class - safety and toxic;Training Set	68790575478
6	1	N/A	-88.5412434896176	C9H10O3	[M - H]-	KMTLZBUHQPQFAV	InChI=1S/C9H10O3/c1-5-8(11)4-3-7(6(2)10)9(5)12/h3-4,11-12H,1-2H3	ACMC-20aocy	CC1=C(C=CC(=C1O)C(=O)C)O	1.79999995	592139	COCONUT:(CNP0289312);database;PubChem:(592139);SuperNatural:(SN00117551);ZINC bio:(ZINC00163302);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-18149)	68789741634
7	1	N/A	-90.17564228032528	C9H10O3	[M - H]-	XPHIPEXPAGCEBM	InChI=1S/C9H10O3/c1-6(10)8-4-3-7(11)5-9(8)12-2/h3-5,11H,1-2H3	Apocynin-d3	CC(=O)C1=C(C=C(C=C1)O)OC	1.2297591	529402;71312762	COCONUT:(CNP0146399);Natural Products:(UNPD23345);database;PubChem:(529402 71312762);SuperNatural:(SN00007275);ZINC bio:(ZINC04166509);additional;Training Set;PubMed;KEGG Mine	77313138754
8	1	N/A	-93.27233323903886	C9H10O3	[M - H]-	RDFDQSKPVOIWGZ	InChI=1S/C9H10O3/c1-6(10)2-7-3-8(11)5-9(12)4-7/h3-5,11-12H,2H2,1H3	2-Propanone, 1-(3,5-dihydroxyphenyl)-	CC(=O)CC1=CC(=CC(=C1)O)O	0.800000012	44715205	COCONUT:(CNP0215843);Natural Products:(UNPD66088);database;PubChem:(44715205);SuperNatural:(SN00297587)	68722655234
9	1	N/A	-107.47267119200832	C9H10O3	[M - H]-	QQYNGKGFOZQMHD	InChI=1S/C9H10O3/c1-7(10)12-9-5-3-4-8(6-9)11-2/h3-6H,1-2H3	m-Acetoxyanisole	CC(=O)OC1=CC=CC(=C1)OC	1.75196087	138507	database;PubChem class - safety and toxic;PubChem:(138507);KEGG Mine	77376520194
10	1	N/A	-112.43533123954312	C9H10O3	[M - H]-	LQIYIUJTJNQJTJ	InChI=1S/C9H10O3/c1-5-6(2)8(11)3-9(12)7(5)4-10/h3-4,11-12H,1-2H3	5-Methylorcylaldehyde	CC1=C(C(=C(C=C1O)O)C=O)C	2.0	254155	COCONUT:(CNP0130042);Natural Products:(UNPD207372);database;PubChem:(254155)	68721606658
