structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.6111145990372361	-23.431338307946014	C22H22O8	[M + H]+	YJGVMLPVUAXIQN	InChI=1S/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3	Condylox	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O	2.67267656	4865;10607;1549055;72435;105111;443013;7241904;5289185;6560202;6603968;6610290;6713258;6992058;9844665;12309630;12309632;10001823;10949711;11047943;11189174;11892032;11384429;16757887;42105884;44278883;54511257;54511258;58668020;59566132;59678040;59477004;71730582;71730583;71730584;70892013;70963379;92459999;89813206;101216382;122173190;133645837;132285176;135028493;138107780	HMDB:(15310 31452);SuperNatural:(SN00294736 SN00003190 SN00304106 SN00005951 SN00002194 SN00228296 SN00005704 SN00007002 SN00308960);ZINC bio:(ZINC01532026 ZINC02572657 ZINC03861806 ZINC03874715 ZINC04098919 ZINC04098920 ZINC04475321);additional;HSDB:(518-28-5);MeSH:(10607 72435 105111 443013);Plantcyc:(CPD-18758 CPD-8959);PubMed;NORMAN:(NS00009071);COCONUT:(CNP0213414);KNApSAcK:(610);Natural Products:(UNPD178173 UNPD76983 UNPD52338 UNPD144625 UNPD5174 UNPD100744 UNPD22316 UNPD139072);database;PubChem:(4865 10607 1549055 72435 105111 443013 7241904 5289185 6560202 6603968 6610290 6713258 6992058 9844665 12309630 12309632 10001823 10949711 11047943 11189174 11892032 11384429 16757887 42105884 44278883 54511257 54511258 58668020 59566132 59678040 59477004 71730582 71730583 71730584 70892013 70963379 92459999 89813206 101216382 122173190 133645837 132285176 135028493 138107780);CHEBI:(75251 50305 125371 94679);PubChem class - bio and metabolites;KEGG:(C10871 C10874);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-18758 CPD-8959)	68841040766
2	1	N/A	-61.53368093687895	C22H22O8	[M + H]+	HLBPOYVRLSXWJJ	InChI=1S/C22H22O8/c1-25-14-5-10(6-15(26-2)20(14)27-3)17-12-7-16-21(30-9-29-16)19(23)13(12)4-11-8-28-22(24)18(11)17/h5-7,11,17-18,23H,4,8-9H2,1-3H3	beta-Peltatin	COC1=CC(=CC(=C1OC)OC)C2C3C(CC4=C(C5=C(C=C24)OCO5)O)COC3=O	2.9000001	2363;92122;377768;466155;7059494;5320458;6713270;11862128;11864334	SuperNatural:(SN00036178 SN00036124 SN00318403 SN00036179 SN00036166);ZINC bio:(ZINC01615307 ZINC03132119 ZINC03871713 ZINC03871714 ZINC13783851);additional;Plantcyc:(CPD-8960);PubMed;COCONUT:(CNP0249641);KNApSAcK:(7208);Natural Products:(UNPD147419 UNPD107647);database;PubChem:(2363 92122 377768 466155 7059494 5320458 6713270 11862128 11864334);CHEBI:(74867);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-8960);KEGG Mine	77330049138
3	1	N/A	-61.7778908316158	C22H22O8	[M + H]+	OUBXNLHKULQZHY	InChI=1S/C22H22O8/c1-25-13-5-4-10(6-14(13)26-2)16-11-7-15-20(30-9-29-15)21(27-3)18(11)19(23)12-8-28-22(24)17(12)16/h4-7,12,16-17,19,23H,8-9H2,1-3H3	null	COC1=C(C=C(C=C1)C2C3C(COC3=O)C(C4=C(C5=C(C=C24)OCO5)OC)O)OC	2.67267656	15108762;90658525	COCONUT:(CNP0247047);Natural Products:(UNPD70792);database;PubChem:(15108762 90658525);SuperNatural:(SN00278873);PubChem class - bio and metabolites;Plantcyc:(CPD-16749);PubMed;Biocyc:(CPD-16749)	68739565634
4	1	N/A	-84.89665290685004	C22H22O8	[M + H]+	YDSHUGJNIUQDAY	InChI=1S/C22H22O8/c1-25-15-7-11-16(10-4-5-13-14(6-10)30-9-29-13)17-12(8-28-22(17)24)19(23)18(11)21(27-3)20(15)26-2/h4-7,12,16-17,19,23H,8-9H2,1-3H3	null	COC1=C(C(=C2C(C3COC(=O)C3C(C2=C1)C4=CC5=C(C=C4)OCO5)O)OC)OC	2.67267656	102478041	PubChem:(102478041);database	68719476738
5	1	N/A	-92.21528319498445	C22H22O8	[M + H]+	UYKJDDXZIMXQNB	InChI=1S/C22H22O8/c1-11-14(8-26-22(11)23)19(12-4-15(24-2)20-17(6-12)27-9-29-20)13-5-16(25-3)21-18(7-13)28-10-30-21/h4-7,11,14,19H,8-10H2,1-3H3	peperomin A	CC1C(COC1=O)C(C2=CC3=C(C(=C2)OC)OCO3)C4=CC5=C(C(=C4)OC)OCO5	3.5999999	11486787;101577343;135028114	COCONUT:(CNP0156936);KNApSAcK:(41080);Natural Products:(UNPD18895 UNPD208508);database;PubChem:(11486787 101577343 135028114);SuperNatural:(SN00228918);PubMed	68722655314
6	1	N/A	-108.0372119583245	C22H22O8	[M + H]+	IAKWMKANCIZAEF	InChI=1S/C22H22O8/c1-25-15-7-11-16(10-4-5-13-14(6-10)30-9-29-13)17-12(8-28-22(17)24)20(26-2)18(11)19(23)21(15)27-3/h4-7,12,16-17,20,23H,8-9H2,1-3H3	null	COc1cc2c(c(O)c1OC)C(OC)C1COC(=O)[C@@H]1[C@@H]2c1ccc2c(c1)OCO2	2.6727376603132376	""	""	0
7	1	N/A	-121.56594859073408	C22H22O8	[M + H]+	SPICWNPCROOQRU	InChI=1S/C22H22O8/c1-24-16-5-12(7-18-20(16)29-10-27-18)3-14-9-26-22(23)15(14)4-13-6-17(25-2)21-19(8-13)28-11-30-21/h5-8,14-15H,3-4,9-11H2,1-2H3	null	COC1=CC(=CC2=C1OCO2)CC3COC(=O)C3CC4=CC5=C(C(=C4)OC)OCO5	3.5999999	11154204;101267832	COCONUT:(CNP0268663);Natural Products:(UNPD36568);database;PubChem:(11154204 101267832);SuperNatural:(SN00350888);PubMed	68722655298
8	1	N/A	-123.17098209576739	C22H22O8	[M + H]+	KDZZYNRHNQOKQW	InChI=1S/C22H22O8/c1-23-15-3-11(5-17-21(15)29-9-27-17)19-13-7-26-20(14(13)8-25-19)12-4-16(24-2)22-18(6-12)28-10-30-22/h3-6,13-14,19-20H,7-10H2,1-2H3	(+)-Epiexcelsin	COC1=CC(=CC2=C1OCO2)C3C4COC(C4CO3)C5=CC6=C(C(=C5)OC)OCO6	2.5999999	489948;14707487;16215159;102090432	COCONUT:(CNP0271243);KNApSAcK:(36305);Natural Products:(UNPD35335 UNPD45456 UNPD110314 UNPD167011);database;PubChem:(489948 14707487 16215159 102090432);SuperNatural:(SN00347009 SN00400640 SN00364619 SN00379603);MeSH:(489948);PubMed	68722655318
9	1	N/A	-139.49594541771688	C22H22O8	[M + H]+	VLOMFQZOMYZLFI	InChI=1S/C22H22O8/c1-25-17-5-10-4-13-14(8-28-22(13)24)19(23)12-7-16-15(29-9-30-16)6-11(12)18(10)21(27-3)20(17)26-2/h5-7,13-14,19,23H,4,8-9H2,1-3H3	Steganol	COC1=C(C(=C2C(=C1)CC3C(COC3=O)C(C4=CC5=C(C=C42)OCO5)O)OC)OC	2.29999995	151579;162466;10962641;14776558;20839445;21772325;44368832;59779087;101008979	COCONUT:(CNP0278115);Natural Products:(UNPD142556 UNPD141832);database;PubChem:(151579 162466 10962641 14776558 20839445 21772325 44368832 59779087 101008979);SuperNatural:(SN00255280 SN00319386);PubMed;KEGG Mine	77312589890
10	1	N/A	-156.31804326502598	C22H22O8	[M + H]+	UGKOGWUDRSXQOZ	InChI=1S/C22H22O8/c1-11-14(9-28-22(11)24)19(12-5-15(25-2)20(23)16(6-12)26-3)13-7-17(27-4)21-18(8-13)29-10-30-21/h5-8,14,19,23H,1,9-10H2,2-4H3	(4S)-4-[(4-hydroxy-3,5-dimethoxyphenyl)-(7-methoxy-1,3-benzodioxol-5-yl)methyl]-3-methylideneoxolan-2-one	COC1=CC(=CC(=C1O)OC)C(C2COC(=O)C2=C)C3=CC4=C(C(=C3)OC)OCO4	3.29999995	11567816	COCONUT:(CNP0367905);Natural Products:(UNPD87367 UNPD52318);database;PubChem:(11567816);SuperNatural:(SN00225631 SN00228816);PubMed	68722655298
