structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.9418255119719855	-54.58036755546814	C21H26O6	[M - H]-	LFMVGCLSSWANEO	InChI=1S/C21H26O6/c1-12(5-4-6-13(2)8-10-17(22)23)7-9-15-19(24)14(3)16-11-27-21(26)18(16)20(15)25/h6-7,24-25H,4-5,8-11H2,1-3H3,(H,22,23)	null	C/C(=C\Cc1c(O)c(C)c2c(c1O)C(=O)OC2)CC/C=C(\C)CCC(=O)O	4.250281853320087	""	""	0
2	1	N/A	-237.29186398314107	C21H26O6	[M - H]-	NNMYUEIQQGJWFO	InChI=1S/C21H26O6/c1-14(5-3-7-15(2)13-22)6-4-8-16(21(26)27)11-20(25)18-12-17(23)9-10-19(18)24/h6-7,9-12,22-24H,3-5,8,13H2,1-2H3,(H,26,27)	null	CC(=CCCC(=CC(=O)C1=C(C=CC(=C1)O)O)C(=O)O)CCC=C(C)CO	4.0999999	139590273	PubChem:(139590273);database	68719476738
3	1	N/A	-247.6521139486153	C21H26O6	[M - H]-	ILNNCSSDKBHGFO	InChI=1S/C21H26O6/c1-5-12(2)10-18(22)26-16-9-13(3)7-6-8-15(20(23)24)11-17-19(16)14(4)21(25)27-17/h7,10-11,16-17,19H,4-6,8-9H2,1-3H3,(H,23,24)	Euserotin	CCC(=CC(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)C(=O)O)C)C	3.5999999	329296;5384171;54602158;92276668;98538671;98538673;98538675	COCONUT:(CNP0260794);KNApSAcK:(161);Natural Products:(UNPD198807 UNPD137171);database;PubChem:(329296 5384171 54602158 92276668 98538671 98538673 98538675);SuperNatural:(SN00333811)	68722655250
4	1	N/A	-256.09125256398994	C21H26O6	[M - H]-	DBSZDVZLFLCIOQ	InChI=1S/C21H26O6/c1-6-13(3)19(22)26-17-11-15(21(24)25-5)9-7-8-12(2)10-16-18(17)14(4)20(23)27-16/h6,9-10,16-18H,4,7-8,11H2,1-3,5H3	null	CC=C(C)C(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)C)C(=O)OC	3.29999995	10339382;102063123;101250075;101263249;101263250;131753040	COCONUT:(CNP0121108);HMDB:(41139);Natural Products:(UNPD139754 UNPD118984);database;PubChem:(10339382 102063123 101250075 101263249 101263250 131753040);SuperNatural:(SN00392972 SN00329990);PubChem class - bio and metabolites	68739432458
5	1	N/A	-261.1386731298821	C21H26O6	[M - H]-	KZNFJJBQPBZMNV	InChI=1S/C21H26O6/c1-5-11(2)8-16(22)14-7-6-12(3)9-17(23)19-13(4)21(26)27-18(19)10-15(14)20(24)25/h6,8,10,14,17-19,23H,4-5,7,9H2,1-3H3,(H,24,25)	null	CCC(=CC(=O)C1CC=C(CC(C2C(C=C1C(=O)O)OC(=O)C2=C)O)C)C	2.97705054	""	COCONUT:(CNP0115682);Natural Products:(UNPD208930 UNPD20652);database;SuperNatural:(SN00255511)	68722655232
6	1	N/A	-265.7073861410416	C21H26O6	[M - H]-	RIYSDQALFSNBHQ	InChI=1S/C21H26O6/c1-6-15(2)20(22)27-13-11-16(3)21(23)26-12-7-8-17-9-10-18(24-4)19(14-17)25-5/h6-11,14H,12-13H2,1-5H3	null	CC=C(C)C(=O)OCC=C(C)C(=O)OCC=CC1=CC(=C(C=C1)OC)OC	3.9000001	10619399	COCONUT:(CNP0162705);Natural Products:(UNPD88659);database;PubChem:(10619399);SuperNatural:(SN00260727)	68722655234
7	1	N/A	-267.51654307905847	C21H26O6	[M - H]-	ALCIXJMOMQJJQK	InChI=1S/C21H26O6/c1-13(2)18(23)9-7-14(3)5-4-6-15(21(26)27)11-20(25)17-12-16(22)8-10-19(17)24/h5-6,8,10,12,18,22-24H,1,4,7,9,11H2,2-3H3,(H,26,27)	null	C=C(C)[C@@H](O)CC/C(C)=C/C/C=C(/CC(=O)c1cc(O)ccc1O)C(=O)O	3.445460353976517	""	""	0
8	1	N/A	-280.1356007328393	C21H26O6	[M - H]-	JHFPPFNPDFTJSI	InChI=1S/C21H26O6/c1-14(5-3-7-15(2)13-22)6-4-8-16(21(26)27)11-20(25)18-12-17(23)9-10-19(18)24/h6-10,12,22-24H,3-5,11,13H2,1-2H3,(H,26,27)	null	CC(=CCC=C(CC(=O)C1=C(C=CC(=C1)O)O)C(=O)O)CCC=C(C)CO	3.9000001	139590276	PubChem:(139590276);database	68719476738
9	1	N/A	-288.66203236015696	C21H26O6	[M - H]-	JDJYGTTUJIPOEF	InChI=1S/C21H26O6/c1-12-4-9-19(25)21(2,3)16(12)7-5-13(20(26)27)10-18(24)15-11-14(22)6-8-17(15)23/h6,8,10-11,19,22-23,25H,4-5,7,9H2,1-3H3,(H,26,27)	null	CC1=C(CC/C(=C/C(=O)c2cc(O)ccc2O)C(=O)O)C(C)(C)[C@H](O)CC1	3.400306086771161	""	""	0
10	1	N/A	-291.62806944787917	C21H26O6	[M - H]-	PFALYUDCQYQBHE	InChI=1S/C21H26O6/c1-12(22)7-5-4-6-8-17(23)18-16-10-14-9-13(2)26-11-15(14)19(24)21(16,3)27-20(18)25/h9-12,19,22,24H,4-8H2,1-3H3	(9R,9aS)-9-hydroxy-3-[(7R)-7-hydroxyoctanoyl]-6,9a-dimethyl-9H-furo[3,2-g]isochromen-2-one	CC1=CC2=CC3=C(C(=O)OC3(C(C2=CO1)O)C)C(=O)CCCCCC(C)O	1.0	21774812	COCONUT:(CNP0117884);Natural Products:(UNPD23982);database;PubChem:(21774812);SuperNatural:(SN00253477)	68722655234
