structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.5026783469725703	-11.2341003568691	C12H12O5	[M + H]+	RAYQKHLZHPFYEJ	InChI=1S/C12H12O5/c1-14-8-6-7-4-5-9(13)17-10(7)12(16-3)11(8)15-2/h4-6H,1-3H3	Spectrum_000635	COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC	1.79999995	3083928	SuperNatural:(SN00002988);ZINC bio:(ZINC02516970);additional;MeSH:(3083928);PubMed;COCONUT:(CNP0384025);KNApSAcK:(32667);Natural Products:(UNPD100922);database;PubChem:(3083928);CHEBI:(93172);Training Set;KEGG Mine	77313138806
2	1	N/A	-41.73260846512108	C12H12O5	[M + H]+	MSFXSDYNQKVMTJ	InChI=1S/C12H12O5/c1-14-8-6-9(15-2)12(16-3)11-7(8)4-5-10(13)17-11/h4-6H,1-3H3	5,7,8-Trimethoxycoumarin	COC1=CC(=C(C2=C1C=CC(=O)O2)OC)OC	1.79999995	6482974	COCONUT:(CNP0417642);KNApSAcK:(44065);Natural Products:(UNPD166066);database;PubChem:(6482974);SuperNatural:(SN00332323);PubMed;KEGG Mine	77312589906
3	1	N/A	-56.5655439747006	C12H12O5	[M + H]+	FOBNRKTURPWTQX	InChI=1S/C12H12O5/c1-14-9-6-8-7(4-5-10(13)17-8)11(15-2)12(9)16-3/h4-6H,1-3H3	fraxinol methyl ether	COC1=C(C(=C2C=CC(=O)OC2=C1)OC)OC	1.79999995	148724	COCONUT:(CNP0309703);KNApSAcK:(2501);Natural Products:(UNPD67432);database;PubChem:(148724);SuperNatural:(SN00001827);CHEBI:(28126);ZINC bio:(ZINC00898345);additional;KEGG:(C09313);Training Set;PubMed	68723204466
4	1	N/A	-80.29940561638084	C12H12O5	[M + H]+	JPCDNRZQWAURND	InChI=1S/C12H12O5/c1-14-8-5-4-7-6-9(15-2)12(13)17-10(7)11(8)16-3/h4-6H,1-3H3	3,7,8-trimethoxychromen-2-one	COC1=C(C2=C(C=C1)C=C(C(=O)O2)OC)OC	2.0	5321163	COCONUT:(CNP0130306);KNApSAcK:(20020);Natural Products:(UNPD160625);database;PubChem:(5321163);SuperNatural:(SN00159204)	68722655250
5	1	N/A	-81.29455319668786	C12H12O5	[M + H]+	XSCMXPPEMQECFJ	InChI=1S/C12H12O5/c1-6-4-7-5-8(15-2)11(16-3)10(13)9(7)12(14)17-6/h4-5,13H,1-3H3	8-hydroxy-6,7-dimethoxy-3-methylisochromen-1-one	CC1=CC2=CC(=C(C(=C2C(=O)O1)O)OC)OC	2.4000001	5412904	COCONUT:(CNP0150365);Natural Products:(UNPD46874);database;PubChem:(5412904);SuperNatural:(SN00275388);PubMed	68722655298
6	1	N/A	-81.70348979017275	C12H12O5	[M + H]+	YDYSBQHTCBRBFV	InChI=1S/C12H12O5/c1-6-4-7-10(12(14)17-6)9(15-2)5-8(13)11(7)16-3/h4-5,13H,1-3H3	null	CC1=CC2=C(C(=CC(=C2C(=O)O1)OC)O)OC	1.89999998	139590610	PubChem:(139590610);database	68719476738
7	1	N/A	-84.1486226633152	C12H12O5	[M + H]+	JGHNBEMKZNMLRW	InChI=1S/C12H12O5/c1-14-9-6-7-8(13)4-5-17-10(7)12(16-3)11(9)15-2/h4-6H,1-3H3	null	COC1=C(C(=C2C(=C1)C(=O)C=CO2)OC)OC	1.5	135044991	COCONUT:(CNP0155080);Natural Products:(UNPD4517);database;PubChem:(135044991);SuperNatural:(SN00397949)	68722655234
8	1	N/A	-91.47792171758451	C12H12O5	[M + H]+	GVPQIONLQYKART	InChI=1S/C12H12O5/c1-6-4-9(14)17-10-7(6)5-8(13)11(15-2)12(10)16-3/h4-5,13H,1-3H3	null	CC1=CC(=O)OC2=C(C(=C(C=C12)O)OC)OC	1.39999998	12378991	COCONUT:(CNP0405522);Natural Products:(UNPD117905);database;PubChem:(12378991);SuperNatural:(SN00340503);ZINC bio:(ZINC14814622)	68722663426
9	1	N/A	-102.70227563248908	C12H12O5	[M + H]+	TWMGVZBLCUGXKW	InChI=1S/C12H12O5/c1-14-8-6-9(15-2)11(16-3)12-10(8)7(13)4-5-17-12/h4-6H,1-3H3	null	COC1=CC(=C(C2=C1C(=O)C=CO2)OC)OC	1.76594186	""	COCONUT:(CNP0253499);Natural Products:(UNPD33521);database;SuperNatural:(SN00263847)	68722655232
10	1	N/A	-112.71184561539462	C12H12O5	[M + H]+	BAGKGWDSYOMLNZ	InChI=1S/C12H12O5/c1-14-9-6-8-10(7(13)4-5-17-8)12(16-3)11(9)15-2/h4-6H,1-3H3	null	COC1=C(C(=C2C(=O)C=COC2=C1)OC)OC	1.5	118495967	COCONUT:(CNP0131618);Natural Products:(UNPD89458);database;PubChem:(118495967);SuperNatural:(SN00271613)	68722655234
11	1	N/A	-118.74835339989991	C12H12O5	[M + H]+	ZYJDYPZRRJTBMY	InChI=1S/C12H12O5/c1-6-5-17-12(14)9-7(6)4-8(13)10(15-2)11(9)16-3/h4-5,13H,1-3H3	null	CC1=COC(=O)C2=C(C(=C(C=C12)O)OC)OC	1.84009826	""	COCONUT:(CNP0102407);Natural Products:(UNPD55549);database;SuperNatural:(SN00337633)	68722655232
12	1	N/A	-125.67180124065952	C12H12O5	[M + H]+	ZSTVBYDGILIBAM	InChI=1S/C12H12O5/c1-6-4-7(13)11(16-3)12-10(6)8(15-2)5-9(14)17-12/h4-5,13H,1-3H3	2H-1-Benzopyran-2-one, 7-hydroxy-4,8-dimethoxy-5-methyl-	CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)OC)O	1.60000002	71361936	COCONUT:(CNP0198601);Natural Products:(UNPD105683);database;PubChem:(71361936);SuperNatural:(SN00396842)	68722655234
13	1	N/A	-127.66844127095135	C12H12O5	[M + H]+	ORWCVNGFNATXCY	InChI=1S/C12H12O5/c1-6-4-7(13)10-8(14)5-9(15-2)11(16-3)12(10)17-6/h4-5,14H,1-3H3	null	CC1=CC(=O)C2=C(O1)C(=C(C=C2O)OC)OC	2.0999999	85529857	COCONUT:(CNP0329416);Natural Products:(UNPD93525);database;PubChem:(85529857);SuperNatural:(SN00272058)	68722655234
14	1	N/A	-128.58385273699287	C12H12O5	[M + H]+	AYMSWLVOSROJFX	InChI=1S/C12H12O5/c1-14-7-4-5-8-9(6-7)17-12(13)11(16-3)10(8)15-2/h4-6H,1-3H3	Coumarin, 3,4,7-trimethoxy-	COC1=CC2=C(C=C1)C(=C(C(=O)O2)OC)OC	1.79999995	606454	PubChem:(606454);database	68719476738
