structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1539558550048335	-22.78060201104026	C45H72O16	[M + H]+	VNONINPVFQTJOC	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-36(52)34(50)32(48)22(4)56-41)37(53)38(29(17-46)58-42)59-40-35(51)33(49)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	Dioscine	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	1.29999995	119245;159860;271916;6324944;10509841;10653210;10795718;9988193;15950008;11968436;16072386;16204181;21550296;23304304;25072881;42622725;42622726;45358125;44429641;51019598;50990435;60165173;58661798;58661799;66509070;68304952;73265288;70795898;90657315;101082721;101097397;101615019;102204091;101377611;101896084;102571614;118014798;118014832;118018167;118018176;125463160;124859083;124906395;124906396;124906397;124934518;124934519;124934520;124934521;129010051;129010426;129317286;129629017;131705503;133564719;134612776;134688820;138106938;137706517	SuperNatural:(SN00403952 SN00258538 SN00291648 SN00340846 SN00239415 SN00308967 SN00290986 SN00329225);additional;MeSH:(119245 159860 271916 16072386 16204181 44429641 45358125 90657315 129010051 129317286 129629017 134612776 137706517);PubMed;COCONUT:(CNP0238858);KNApSAcK:(3575);Natural Products:(UNPD189445 UNPD18910 UNPD188360 UNPD19011 UNPD29096 UNPD109696 UNPD137297 UNPD114525 UNPD160385 UNPD187395);database;PubChem:(119245 159860 271916 6324944 10509841 10653210 10795718 9988193 15950008 11968436 16072386 16204181 21550296 23304304 25072881 42622725 42622726 45358125 44429641 51019598 50990435 60165173 58661798 58661799 66509070 68304952 73265288 70795898 90657315 101082721 101097397 101615019 102204091 101377611 101896084 102571614 118014798 118014832 118018167 118018176 125463160 124859083 124906395 124906396 124906397 124934518 124934519 124934520 124934521 129010051 129010426 129317286 129629017 131705503 133564719 134612776 134688820 138106938 137706517);CHEBI:(74023);PubChem class - bio and metabolites;KEGG:(C08897);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15438)	68807084406
2	1	N/A	-25.608852682775456	C45H72O16	[M + H]+	LEXYZULQYUZKOY	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(34(50)32(48)22(4)56-42)60-41-37(53)35(51)38(29(17-46)58-41)59-40-36(52)33(49)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	null	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)C)O)O)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)C)O)O)O)O)O)C)C)C)OC1	2.21132421	""	COCONUT:(CNP0230834);Natural Products:(UNPD159973);database;SuperNatural:(SN00306425)	68722655232
3	1	N/A	-35.06342411416662	C45H72O16	[M + H]+	SLKDWTBGYHJQNM	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-41-37(53)35(51)38(29(17-46)58-41)59-42-39(34(50)32(48)22(4)56-42)60-40-36(52)33(49)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	null	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)OC9C(C(C(C(O9)C)O)O)O)O)O)C)C)C)OC1	1.29999995	23900073;49777464	COCONUT:(CNP0303556);Natural Products:(UNPD109605);database;PubChem:(23900073 49777464);SuperNatural:(SN00388844);PubMed	68722655298
4	1	N/A	-35.794480692544624	C45H72O16	[M + H]+	CLBAIZZJADAEOT	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-37(53)34(50)39(29(17-46)58-42)60-41-36(52)33(49)38(22(4)56-41)59-40-35(51)32(48)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	null	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)O)C)C)C)OC1	1.29999995	16204068;21603983	COCONUT:(CNP0241874);KNApSAcK:(29838);Natural Products:(UNPD110835 UNPD5791);database;PubChem:(16204068 21603983);SuperNatural:(SN00347289 SN00371373)	68722655250
5	1	N/A	-56.776645045071064	C45H72O16	[M + H]+	LWMZJBVLZFGRJF	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-37(53)35(51)32(48)22(4)56-41)38(33(49)29(17-46)58-42)59-40-36(52)34(50)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	taccaoside	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)C)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	1.89999998	11828974;46238852;44429645;101082720;101598747	COCONUT:(CNP0199326);Natural Products:(UNPD194735 UNPD92712 UNPD173953);database;PubChem:(11828974 46238852 44429645 101082720 101598747);SuperNatural:(SN00335367 SN00362357 SN00321990);PubMed	68722655298
6	1	N/A	-74.12762601331038	C45H72O16	[M + H]+	CCXVHKYJWVDTGF	InChI=1S/C45H72O16/c1-19-9-14-45(55-17-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)58-42-39(60-41-38(53)35(50)32(47)22(4)57-41)36(51)33(48)29(59-42)18-54-40-37(52)34(49)31(46)21(3)56-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	null	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)COC8C(C(C(C(O8)C)O)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	1.29999995	101739513	COCONUT:(CNP0196653);Natural Products:(UNPD112164);database;PubChem:(101739513);SuperNatural:(SN00378640)	68722655234
7	1	N/A	-90.18788427558621	C45H72O16	[M + H]+	HYFQAGKASMDZDM	InChI=1S/C45H72O16/c1-19-9-14-45(55-17-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)58-42-38(53)35(50)39(60-41-37(52)34(49)32(47)22(4)57-41)29(59-42)18-54-40-36(51)33(48)31(46)21(3)56-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	null	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)COC8C(C(C(C(O8)C)O)O)O)OC9C(C(C(C(O9)C)O)O)O)O)O)C)C)C)OC1	2.21132421	""	COCONUT:(CNP0200617);Natural Products:(UNPD107810);database;SuperNatural:(SN00399732)	68722655232
8	1	N/A	-150.0450564382146	C45H72O16	[M + H]+	JSLMZMBIFMYPFY	InChI=1S/C45H72O16/c1-19(17-46)7-10-28-20(2)31-29(58-28)16-27-25-9-8-23-15-24(11-13-44(23,5)26(25)12-14-45(27,31)6)57-43-40(61-42-38(54)36(52)33(49)22(4)56-42)39(34(50)30(18-47)59-43)60-41-37(53)35(51)32(48)21(3)55-41/h8,19,21-22,24-27,29-43,46-54H,7,9-18H2,1-6H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C)O)O)O)OC4CCC5(C6CCC7(C(C6CC=C5C4)CC8C7C(=C(O8)CCC(C)CO)C)C)C)CO)O)O)O)O	2.36905909	""	COCONUT:(CNP0263539);Natural Products:(UNPD147865);database;SuperNatural:(SN00237861)	68722655232
9	1	N/A	-254.46937577490516	C45H72O16	[M + H]+	HVPKALQHGQMJER	InChI=1S/C45H72O16/c1-21(47)56-26-19-55-38(34(31(26)51)57-22(2)48)60-28-11-13-45-20-44(45)15-14-41(7)35(43(9)12-10-29(61-43)40(5,6)54)23(49)17-42(41,8)27(44)16-24(36(45)39(28,3)4)58-37-33(53)32(52)30(50)25(18-46)59-37/h23-38,46,49-54H,10-20H2,1-9H3	Isoastragaloside I	CC(=O)OC1COC(C(C1O)OC(=O)C)OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CCC(O8)C(C)(C)O)C)C	2.4000001	13800311;24948861;45380974;60148697;58773877;91239236;125181609;125181610;129607018;138114725;138392143	COCONUT:(CNP0181600);KEGG:(C17793);Natural Products:(UNPD68192 UNPD120330 UNPD141759);database;PubChem:(13800311 24948861 45380974 60148697 58773877 91239236 125181609 125181610 129607018 138114725 138392143);SuperNatural:(SN00373872 SN00274945 SN00276011)	68722655490
10	1	N/A	-258.6875867889563	C45H72O16	[M + H]+	NWLKARBSFUGLOG	InChI=1S/C45H72O16/c1-21(47)57-27-19-55-38(34(31(27)51)58-22(2)48)61-29-10-11-45-20-44(45)13-12-41(7)35(43(9)15-23(18-56-43)40(5,6)54)24(49)16-42(41,8)28(44)14-25(36(45)39(29,3)4)59-37-33(53)32(52)30(50)26(17-46)60-37/h23-38,46,49-54H,10-20H2,1-9H3	null	CC(=O)OC1COC(C(C1O)OC(=O)C)OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CC(CO8)C(C)(C)O)C)C	1.83372116	""	COCONUT:(CNP0188118);Natural Products:(UNPD80742);database;SuperNatural:(SN00273223)	68722655232
