structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08302522743608709	-148.6955990266152	C20H28O4	[M + Na]+	RWGKIVMZHPDMAP	InChI=1S/C20H28O4/c1-5-18(2)8-6-13-12(11-18)10-14(21)16-19(13,3)9-7-15(22)20(16,4)17(23)24/h5,10,13-14,16,21H,1,6-9,11H2,2-4H3,(H,23,24)	null	CC1(CCC2C(=CC(C3C2(CCC(=O)C3(C)C(=O)O)C)O)C1)C=C	3.15970445	""	COCONUT:(CNP0102568);Natural Products:(UNPD171014);database;SuperNatural:(SN00337185);KEGG Mine	77312589824
2	1	N/A	-164.85976866399338	C20H28O4	[M + Na]+	DQIYJABFJIVYHD	InChI=1S/C20H28O4/c1-6-19(4)16(23)11-7-8-12-18(2,3)13(21)9-10-20(12,5)14(11)15(22)17(19)24/h6,12,15,17,22,24H,1,7-10H2,2-5H3	null	CC1(C2CCC3=C(C2(CCC1=O)C)C(C(C(C3=O)(C)C=C)O)O)C	2.66768909	""	COCONUT:(CNP0186709);Natural Products:(UNPD217141);database	68721606656
3	1	N/A	-180.0341436086584	C20H28O4	[M + Na]+	VKEKGTDLIXNKKE	InChI=1S/C20H28O4/c1-13-10-16(22)18-19(2,3)8-5-9-20(18,4)15(13)7-6-14(12-21)11-17(23)24/h10-12,15,18H,5-9H2,1-4H3,(H,23,24)	null	CC1=CC(=O)C2C(CCCC2(C1CCC(=CC(=O)O)C=O)C)(C)C	3.93210459	""	COCONUT:(CNP0254416);Natural Products:(UNPD186537);database;SuperNatural:(SN00324361)	68722655232
4	1	N/A	-184.09310922723992	C20H28O4	[M + Na]+	YMDYUWHAQBYOMU	InChI=1S/C20H28O4/c1-11-8-20-9-12(11)4-5-14(20)18(2)7-6-15(22)19(3,17(23)24)16(18)13(20)10-21/h10,12-16,22H,1,4-9H2,2-3H3,(H,23,24)	GA14-aldehyde	CC12CCC(C(C1C(C34C2CCC(C3)C(=C)C4)C=O)(C)C(=O)O)O	3.0	443446;25246307	COCONUT:(CNP0085033);KNApSAcK:(7331);database;PubChem:(443446 25246307);SuperNatural:(SN00215507);CHEBI:(143960 29589);PubChem class - bio and metabolites;KEGG:(C11853);Plantcyc:(CPD-6227);Biocyc:(CPD-6227)	68739533106
5	1	N/A	-185.647496030055	C20H28O4	[M + Na]+	AZNDIKGKUJHYJB	InChI=1S/C20H28O4/c1-6-19(4)15(22)9-12-11(16(19)23)7-8-14-18(2,3)17(24)13(21)10-20(12,14)5/h6-7,9,13-14,16-17,21,23-24H,1,8,10H2,2-5H3	null	CC1(C2CC=C3C(C(C(=O)C=C3C2(CC(C1O)O)C)(C)C=C)O)C	1.5	56954823	COCONUT:(CNP0143064);Natural Products:(UNPD204030);database;PubChem:(56954823)	68721606658
6	1	N/A	-188.21843566503702	C20H28O4	[M + Na]+	UJFQJDAESQJXTG	InChI=1S/C20H28O4/c1-11-9-20-10-12(11)5-6-13(20)18(2)7-4-8-19(3,17(23)24)15(18)14(20)16(21)22/h12-15H,1,4-10H2,2-3H3,(H,21,22)(H,23,24)	C20 skeleton	CC12CCCC(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)(C)C(=O)O	3.9000001	443450;3081953;12310173;11724335;25202301;25244528;42619087;59892483;68368087;91281368;101371673;133562325;137326857	SuperNatural:(SN00401103);additional;MeSH:(443450 3081953);Plantcyc:(CPD1F-95);PubMed;COCONUT:(CNP0075946 CNP0249830);KNApSAcK:(12);Natural Products:(UNPD188201);database;PubChem:(443450 3081953 12310173 11724335 25202301 25244528 42619087 59892483 68368087 91281368 101371673 133562325 137326857);CHEBI:(30088 58627);PubChem class - bio and metabolites;KEGG:(C11857);Training Set;Biocyc:(CPD1F-95)	68740106614
7	1	N/A	-192.81777493432028	C20H28O4	[M + Na]+	RXKYDRDAPCHXPT	InChI=1S/C20H28O4/c1-12(2)13-9-16(22)14(10-15(13)21)20(5)8-6-7-19(3,4)17(20)11-18(23)24/h9-10,12,17H,6-8,11H2,1-5H3,(H,23,24)	null	CC(C)C1=CC(=O)C(=CC1=O)C2(CCCC(C2CC(=O)O)(C)C)C	4.0999999	102176246	COCONUT:(CNP0333431);Natural Products:(UNPD99183);database;PubChem:(102176246);SuperNatural:(SN00253098)	68722655234
8	1	N/A	-192.9876930010265	C20H28O4	[M + Na]+	DHEPJQQWDJWPJY	InChI=1S/C20H28O4/c1-12-9-19-11-20(12,24)8-5-14(19)17(2)6-4-7-18(3,16(22)23)15(17)13(19)10-21/h10,13-15,24H,1,4-9,11H2,2-3H3,(H,22,23)	Gibberellin A53 aldehyde	CC12CCCC(C1C(C34C2CCC(C3)(C(=C)C4)O)C=O)(C)C(=O)O	2.20000005	443494	COCONUT:(CNP0375701);KEGG:(C11905);database;PubChem:(443494);SuperNatural:(SN00213968);CHEBI:(29601)	68722622754
9	1	N/A	-195.6139544040795	C20H28O4	[M + Na]+	CUXCAMYFFUWHQV	InChI=1S/C20H28O4/c1-18(2,24)14-10-12-6-7-16-19(3,13(12)11-15(14)21)8-5-9-20(16,4)17(22)23/h6,10,13,16,24H,5,7-9,11H2,1-4H3,(H,22,23)	null	CC12CCCC(C1CC=C3C2CC(=O)C(=C3)C(C)(C)O)(C)C(=O)O	3.0	44715510;46230410;133567537	COCONUT:(CNP0068812 CNP0273941);Natural Products:(UNPD69730 UNPD145643);database;PubChem:(44715510 46230410 133567537);SuperNatural:(SN00038943 SN00038942 SN00290168 SN00231348 SN00036885 SN00036886);ZINC bio:(ZINC14496138 ZINC14496141 ZINC14496143 ZINC14496146 ZINC39560166 ZINC39560167);PubMed	68722663490
10	1	N/A	-197.45377993527077	C20H28O4	[M + Na]+	DPTWNVPCAHTXIV	InChI=1S/C20H28O4/c1-12(2)13-6-7-14-18(3)8-5-9-19(4,17(22)23)15(18)10-16(21)20(14,24)11-13/h7,13,15,24H,1,5-6,8-11H2,2-4H3,(H,22,23)	null	CC(=C)C1CC=C2C3(CCCC(C3CC(=O)C2(C1)O)(C)C(=O)O)C	3.20000005	15241152	COCONUT:(CNP0323636);Natural Products:(UNPD85684);database;PubChem:(15241152);SuperNatural:(SN00257969)	68722655234
