structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.12048132071959727	-266.44173417071977	C20H27NO3	[M + H]+	ZHDPLQKJJVUBDP	InChI=1S/C20H27NO3/c1-6-16(21-24-7-2)20-17(22)10-15(11-18(20)23)19-13(4)8-12(3)9-14(19)5/h8-9,15,20H,6-7,10-11H2,1-5H3	null	CCC(=NOCC)C1C(=O)CC(CC1=O)C2=C(C=C(C=C2C)C)C	3.79999995	54546894;91932632	database;PubChem:(54546894 91932632);PubMed;KEGG Mine	77309411394
2	1	N/A	-273.34140185988707	C20H27NO3	[M + H]+	KVJXBPDAXMEYOA	InChI=1S/C20H27NO3/c1-18-7-6-14-12(13(18)3-4-15(18)22)5-8-20-17(24-20)16(23)11(10-21)9-19(14,20)2/h12-15,17,22-23H,3-9H2,1-2H3	Desopan	CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C	2.9000001	535161;656583;51064132;51371308;57364426;57467687;73265349;88324690;99567656;99567657;99567658;125032773;125463079;124893093;124223423;124223424;124223425;124223426;126963580;129010354;131708439;134745288;138106910	HMDB:(15240);additional;MeSH:(535161 656583);PubMed;NORMAN:(NS00018304);COCONUT:(CNP0074360);database;PubChem:(535161 656583 51064132 51371308 57364426 57467687 73265349 88324690 99567656 99567657 99567658 125032773 125463079 124893093 124223423 124223424 124223425 124223426 126963580 129010354 131708439 134745288 138106910);CHEBI:(32260);PubChem class - bio and metabolites;KEGG:(C12580);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-13682 SMA-0000360)	68839819630
3	1	N/A	-291.35211704842106	C20H27NO3	[M + H]+	DQFPEYARZIQXRM	InChI=1S/C20H27NO3/c1-6-16(21-24-7-2)20-17(22)10-15(11-18(20)23)19-13(4)8-12(3)9-14(19)5/h8-9,15,22H,6-7,10-11H2,1-5H3	null	CCC(=NOCC)C1=C(CC(CC1=O)C2=C(C=C(C=C2C)C)C)O	4.0999999	135741327;135906007;137146966;137146967;136737972;135474890;135492483;136987103	NORMAN:(NS00002916 NS00010355);database;PubChem:(135741327 135906007 137146966 137146967 136737972 135474890 135492483 136987103);CHEBI:(81948);additional;PubChem class - bio and metabolites;HSDB:(87820-88-0);MeSH:(135474890 135492483 135741327);KEGG:(C18769);PubChem class - safety and toxic;Training Set;PubMed	68804166502
4	1	N/A	-296.1241055411292	C20H27NO3	[M + H]+	RLQVKDVIBJCQGE	InChI=1S/C20H27NO3/c1-18-7-6-14-12(13(18)3-4-15(18)22)5-8-20-17(24-20)16(23)11(10-21)9-19(14,20)2/h11-15,17,22H,3-9H2,1-2H3	Modrefen	CC12CCC3C(C1CCC2O)CCC45C3(CC(C(=O)C4O5)C#N)C	2.79999995	26163;5311487;6917849;20056714;44183055;57292610;73357611;76325919;76333115;88654274;87675196;88884994;88927021;124567829;129009890;129010020	database;PubChem:(26163 5311487 6917849 20056714 44183055 57292610 73357611 76325919 76333115 88654274 87675196 88884994 88927021 124567829 129009890 129010020);PubMed;ZINC bio:(ZINC21989209);KEGG Mine	77309419586
5	1	N/A	-330.4200765595634	C20H27NO3	[M + H]+	SNIBJKHIKIIGPR	InChI=1S/C20H27NO3/c1-2-21-15-9-10-16-24-19(22)20(23,17-11-5-3-6-12-17)18-13-7-4-8-14-18/h3,5-6,11-12,18,21,23H,2,4,7-8,13-16H2,1H3	Deethyloxybutynin	CCNCC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O	3.29999995	133577;9880555;9945371;44547650;44547651;45359057;46781132	MeSH:(133577);HMDB:(61042);database;PubChem:(133577 9880555 9945371 44547650 44547651 45359057 46781132);PubMed;KEGG Mine	77309411406
6	1	N/A	-346.3925008111812	C20H27NO3	[M + H]+	MESVHWNKLKGEMS	InChI=1S/C20H27NO3/c1-23-18-9-15-5-6-21(12-17(15)10-19(18)24-2)20(22)11-16-8-13-3-4-14(16)7-13/h9-10,13-14,16H,3-8,11-12H2,1-2H3	2-(bicyclo[2.2.1]hept-2-yl)-1-(6,7-dimethoxy-3,4-dihydroisoquinolin-2(1H)-yl)ethanone	COC1=C(C=C2CN(CCC2=C1)C(=O)CC3CC4CCC3C4)OC	3.5999999	667414;1975985;7008850;7167470;7167471;6585388;11887832;20023068;110206390	COCONUT:(CNP0400893);database;PubChem:(667414 1975985 7008850 7167470 7167471 6585388 11887832 20023068 110206390);PubMed;CHEBI:(112919)	68721573986
7	1	N/A	-350.17175615878233	C20H27NO3	[M + H]+	LFQHFBNBQFFFGO	InChI=1S/C20H27NO3/c1-18-6-5-15-13(8-17(23)21-15)14(18)4-7-19-9-12(2-3-16(18)19)20(24,10-19)11-22/h5,8,12,14,16,22,24H,2-4,6-7,9-11H2,1H3,(H,21,23)	null	CC12CC=C3C(=CC(=O)N3)C1CCC45C2CCC(C4)C(C5)(CO)O	1.70000005	16680828	COCONUT:(CNP0214149);KNApSAcK:(40546);Natural Products:(UNPD108156);database;PubChem:(16680828)	68721606674
8	1	N/A	-373.32149829185704	C20H27NO3	[M + H]+	JEAKQFBLRLFHPL	InChI=1S/C20H27NO3/c1-2-3-4-5-6-7-8-9-10-19-21-18(20(23)24-19)15-16-11-13-17(22)14-12-16/h11-15,22H,2-10H2,1H3	null	CCCCCCCCCCC1=NC(=Cc2ccc(O)cc2)C(=O)O1	5.826447082362884	""	""	0
9	1	N/A	-383.4690828001023	C20H27NO3	[M + H]+	SOTLWPHEAQOHHC	InChI=1S/C20H27NO3/c1-6-16(21-24-7-2)20-17(22)10-15(11-18(20)23)19-13(4)8-12(3)9-14(19)5/h8-9,15,21H,6-7,10-11H2,1-5H3	null	CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O	4.670402983150597	""	""	0
10	1	N/A	-387.0904827707667	C20H27NO3	[M + H]+	PXDVGFGXPVCNAB	InChI=1S/C20H27NO3/c1-5-15-12-20(24-4)16(13-19(15)23-3)10-11-21-14-17-8-6-7-9-18(17)22-2/h6-9,12-13,21H,5,10-11,14H2,1-4H3	null	CCC1=CC(=C(C=C1OC)CCNCC2=CC=CC=C2OC)OC	4.0	118796522	NORMAN:(NS00017235);database;PubChem:(118796522);additional	68720263170
