structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.33144087126342353	-12.046347542374333	C14H12O4	[M + H]+	CDRPUGZCRXZLFL	InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H	piceatanol	C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O	2.30657482	4813;667639;6603962	HMDB:(4215);SuperNatural:(SN00000270);ZINC bio:(ZINC00014036 ZINC05552326);additional;MeSH:(4813 667639);PubMed;NORMAN:(NS00014902);COCONUT:(CNP0171967);KNApSAcK:(2895);Natural Products:(UNPD209828 UNPD195128);database;PubChem:(4813 667639 6603962);CHEBI:(92460 76156 28814);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C05901);PubChem class - safety and toxic;YMDB:(1775);Training Set	85987287422
2	1	N/A	-24.753900915166184	C14H12O4	[M + H]+	DZYRGJKHEGXOCR	InChI=1S/C14H12O4/c15-11-5-3-9(7-13(11)17)1-2-10-4-6-12(16)14(18)8-10/h1-8,15-18H	4,4''-ethene-1,2-diyldibenzene-1,2-diol	C1=CC(=C(C=C1C=CC2=CC(=C(C=C2)O)O)O)O	2.79999995	385826;5468835	COCONUT:(CNP0218195);Natural Products:(UNPD20861);database;PubChem:(385826 5468835);SuperNatural:(SN00156341);PubMed	68722655298
3	1	N/A	-28.845427965387564	C14H12O4	[M + H]+	PDHAOJSHSJQANO	InChI=1S/C14H12O4/c15-11-4-3-10(14(18)8-11)2-1-9-5-12(16)7-13(17)6-9/h1-8,15-18H	Puag-haad	C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O	2.79999995	73197;5281717;92272165	HMDB:(128505);SuperNatural:(SN00157522 SN00001840);ZINC bio:(ZINC00899161);additional;MeSH:(73197 5281717);PubMed;COCONUT:(CNP0120440);KNApSAcK:(2893);Natural Products:(UNPD223246 UNPD33660);database;PubChem:(73197 5281717 92272165);YMDB Mine;CHEBI:(7870);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C10273);PubChem class - safety and toxic;Training Set;PubChem class - drug	120380252542
4	1	N/A	-37.026926706565234	C14H12O4	[M + H]+	DQULNTWGBBNZSC	InChI=1S/C14H12O4/c15-10-6-9(7-11(16)8-10)4-5-12-13(17)2-1-3-14(12)18/h1-8,15-18H	Gnetol	C1=CC(=C(C(=C1)O)C=CC2=CC(=CC(=C2)O)O)O	2.79999995	45382232;53395260;95479860	COCONUT:(CNP0184230);KNApSAcK:(15784);Natural Products:(UNPD113154);database;PubChem:(45382232 53395260 95479860);SuperNatural:(SN00280862);ZINC bio:(ZINC13340267);MeSH:(45382232);PubChem class - safety and toxic;PubMed	68789772374
5	1	N/A	-52.456398358391866	C14H12O4	[M + H]+	FYGGMKPYZVKINC	InChI=1S/C14H12O4/c15-11-6-9(7-12(16)8-11)4-5-10-2-1-3-13(17)14(10)18/h1-8,15-18H	null	C1=CC(=C(C(=C1)O)O)C=CC2=CC(=CC(=C2)O)O	2.79999995	102132636	COCONUT:(CNP0125695);Natural Products:(UNPD215023);database;PubChem:(102132636)	68721606658
6	1	N/A	-59.61629492839784	C14H12O4	[M + H]+	APWKNEXHUCDLQA	InChI=1S/C14H12O4/c15-11-5-3-9(13(17)7-11)1-2-10-4-6-12(16)8-14(10)18/h1-8,15-18H	null	C1=CC(=C(C=C1O)O)C=CC2=C(C=C(C=C2)O)O	2.79999995	9881314;53655904	PubChem:(9881314 53655904);database	68719476738
7	1	N/A	-73.62077068961217	C14H12O4	[M + H]+	MEDJQKYZJJLLGE	InChI=1S/C14H12O4/c15-11-5-1-3-9(13(11)17)7-8-10-4-2-6-12(16)14(10)18/h1-8,15-18H	3-[(E)-2-(2,3-dihydroxyphenyl)ethenyl]benzene-1,2-diol	C1=CC(=C(C(=C1)O)O)C=CC2=C(C(=CC=C2)O)O	2.79999995	17903585;73412916	COCONUT:(CNP0125559);KNApSAcK:(15198);Natural Products:(UNPD83041 UNPD225015);database;PubChem:(17903585 73412916);SuperNatural:(SN00274326)	68722655250
8	1	N/A	-73.93267041273337	C14H12O4	[M + H]+	WREAQMXXCUARJD	InChI=1S/C14H12O4/c15-11-5-2-9(3-6-11)1-4-10-7-12(16)8-13(17)14(10)18/h1-8,15-18H	1,2,4-Benzenetriol, 6-[(1E)-2-(4-hydroxyphenyl)ethenyl]-	C1=CC(=CC=C1C=CC2=C(C(=CC(=C2)O)O)O)O	2.79999995	56613837;89581069;129847973	HMDB:(128503);database;PubChem:(56613837 89581069 129847973);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	128865796170
9	1	N/A	-80.95061120133772	C14H12O4	[M + H]+	BTKIAQUFTPDMOW	InChI=1S/C14H12O4/c15-11-3-1-2-9(6-11)4-5-10-7-13(17)14(18)8-12(10)16/h1-8,15-18H	null	C1=CC(=CC(=C1)O)C=CC2=CC(=C(C=C2O)O)O	2.79999995	13915505;129685579	COCONUT:(CNP0153514);Natural Products:(UNPD178289);database;PubChem:(13915505 129685579);SuperNatural:(SN00285713)	68722655234
10	1	N/A	-140.30269487055176	C14H12O4	[M + H]+	OQYZHGAYVSAUQG	InChI=1S/C14H12O4/c15-11-3-1-10(2-4-11)14(18)7-9-5-12(16)8-13(17)6-9/h1-6,8,15-17H,7H2	Belamphenone	C1=CC(=CC=C1C(=O)CC2=CC(=CC(=C2)O)O)O	2.0999999	11817393	COCONUT:(CNP0139068);KNApSAcK:(42276);Natural Products:(UNPD48143);database;PubChem:(11817393);MeSH:(11817393);PubMed	68721606742
11	1	N/A	-149.0774819634163	C14H12O4	[M + H]+	FOWYXDHUQGHPRA	InChI=1S/C14H12O4/c15-12-7-3-1-5-10(12)9-18-14(17)11-6-2-4-8-13(11)16/h1-8,15-16H,9H2	(2-hydroxyphenyl)methyl 2-hydroxybenzoate	C1=CC=C(C(=C1)COC(=O)C2=CC=CC=C2O)O	3.0999999	21881965	COCONUT:(CNP0167837);Natural Products:(UNPD52172);database;PubChem:(21881965);SuperNatural:(SN00305620)	68722655234
