structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.25648039329871325	-157.3459176226246	C47H74O18	[M + H3N + H]+	IYBWYCXLYDMMAI	InChI=1S/C47H74O18/c1-20-10-15-46(42(59)65-39-36(56)33(53)32(52)25(18-48)62-39)16-17-47(41(57)58)23(29(46)21(20)2)8-9-27-44(6)13-12-28(43(4,5)26(44)11-14-45(27,47)7)63-40-37(34(54)30(50)22(3)61-40)64-38-35(55)31(51)24(49)19-60-38/h8,20-22,24-40,48-56H,9-19H2,1-7H3,(H,57,58)	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)OC7C(C(C(CO7)O)O)O)C)C)C2C1C)C(=O)O)C(=O)OC8C(C(C(C(O8)CO)O)O)O	1.5	101579934;102064892	COCONUT:(CNP0134255);Natural Products:(UNPD21426);database;PubChem:(101579934 102064892)	68721606658
2	1	N/A	-162.36245620059418	C47H74O18	[M + H3N + H]+	ALXSLRHPZIAZKS	InChI=1S/C47H74O18/c1-21-29(52)31(54)34(57)39(61-21)64-36-30(53)24(50)18-60-40(36)65-37-33(56)32(55)35(38(58)59)63-41(37)62-28-11-12-44(4)25(45(28,5)20-49)10-13-47(7)26(44)9-8-22-23-16-42(2,19-48)17-27(51)43(23,3)14-15-46(22,47)6/h8,21,23-26,28-37,39-41,48-50,52-57H,9-20H2,1-7H3,(H,58,59)	null	CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8=O)(C)CO)C)C)C)C)C(=O)O)O)O)O)O)O)O)O	0.699999988	101826547	COCONUT:(CNP0375125);Natural Products:(UNPD169408);database;PubChem:(101826547);SuperNatural:(SN00302665)	68722655234
3	1	N/A	-164.97889199311933	C47H74O18	[M + H3N + H]+	VXMFOIPWIXEWIH	InChI=1S/C47H74O18/c1-20-10-15-46(42(59)65-39-35(55)33(53)32(52)25(18-48)62-39)16-17-47(41(57)58)23(29(46)21(20)2)8-9-27-44(6)13-12-28(43(4,5)26(44)11-14-45(27,47)7)63-40-36(56)37(30(50)22(3)61-40)64-38-34(54)31(51)24(49)19-60-38/h8,20-22,24-40,48-56H,9-19H2,1-7H3,(H,57,58)	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)OC7C(C(C(CO7)O)O)O)O)C)C)C2C1C)C(=O)O)C(=O)OC8C(C(C(C(O8)CO)O)O)O	1.5	10260221	COCONUT:(CNP0170528);Natural Products:(UNPD37915);database;PubChem:(10260221);SuperNatural:(SN00232173)	68722655234
4	1	N/A	-176.46282633178953	C47H74O18	[M + H3N + H]+	KOGJUSNFOGMVBK	InChI=1S/C47H74O18/c1-20-10-15-46(41(57)58)16-17-47(42(59)65-39-36(56)33(53)32(52)25(18-48)62-39)23(29(46)21(20)2)8-9-27-44(6)13-12-28(43(4,5)26(44)11-14-45(27,47)7)63-40-37(34(54)30(50)22(3)61-40)64-38-35(55)31(51)24(49)19-60-38/h8,20-22,24-40,48-56H,9-19H2,1-7H3,(H,57,58)	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)OC7C(C(C(CO7)O)O)O)C)C)C2C1C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C(=O)O	2.06395006	""	COCONUT:(CNP0324188);Natural Products:(UNPD86359);database;SuperNatural:(SN00352852)	68722655232
5	1	N/A	-177.89353384508442	C47H74O18	[M + H3N + H]+	ULWZMRRGXJXQFY	InChI=1S/C47H74O18/c1-21-29(52)31(54)34(57)39(61-21)64-36-30(53)24(50)18-60-40(36)65-37-33(56)32(55)35(38(58)59)63-41(37)62-28-11-13-47(20-49)25(42(28,2)3)10-12-46(7)26(47)9-8-22-23-16-43(4,19-48)17-27(51)44(23,5)14-15-45(22,46)6/h16,20-22,24-37,39-41,48,50-57H,8-15,17-19H2,1-7H3,(H,58,59)	null	CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(C(OC3OC4CCC5(C6CCC7C8=CC(CC(C8(CCC7(C6(CCC5C4(C)C)C)C)C)O)(C)CO)C=O)C(=O)O)O)O)O)O)O)O)O	1.29999995	75368740;133562281	COCONUT:(CNP0017297);database;Training Set;PubChem:(75368740 133562281)	68721590274
6	1	N/A	-179.605996494101	C47H74O18	[M + H3N + H]+	MHEVSOKCKWZOOZ	InChI=1S/C47H74O18/c1-20-10-13-47(15-14-45(6)22(23(47)16-20)8-9-28-44(5)17-24(49)38(58)43(3,4)27(44)11-12-46(28,45)7)42(59)65-41-35(56)32(53)30(51)26(63-41)19-60-39-36(57)33(54)37(25(18-48)62-39)64-40-34(55)31(52)29(50)21(2)61-40/h8,21,23-41,48-58H,1,9-19H2,2-7H3	null	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(=C)CC4C6=CCC7C(C6(CC5)C)(CCC8C7(CC(C(C8(C)C)O)O)C)C)O)O)O)CO)O)O)O	-0.400000006	71472933	COCONUT:(CNP0182938);Natural Products:(UNPD216726);database;PubChem:(71472933)	68721606658
7	1	N/A	-186.12312017950353	C47H74O18	[M + H3N + H]+	SVZYIOROKNINRX	InChI=1S/C47H74O18/c1-42(2)14-16-47(41(59)65-39-33(55)30(52)29(51)24(19-48)61-39)17-15-45(6)21(22(47)18-42)8-9-26-44(5)12-11-27(43(3,4)25(44)10-13-46(26,45)7)62-40-34(56)31(53)35(36(64-40)37(57)58)63-38-32(54)28(50)23(49)20-60-38/h8,22-36,38-40,48-56H,9-20H2,1-7H3,(H,57,58)	Chikusetusaponin-IV	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(CO7)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C	2.29999995	10079499;11968348;21550247;23251217;23844065;23928149;44202888;73759012;101676656;127054569	COCONUT:(CNP0195259);KNApSAcK:(35738);Natural Products:(UNPD71830 UNPD157614 UNPD10200 UNPD26760 UNPD139927);database;PubChem:(10079499 11968348 21550247 23251217 23844065 23928149 44202888 73759012 101676656 127054569);SuperNatural:(SN00368531 SN00334236 SN00299698 SN00244033 SN00342290);PubMed	68722655314
8	1	N/A	-186.28708604712912	C47H74O18	[M + H3N + H]+	VBBJWWJIEYSVOZ	InChI=1S/C47H74O18/c1-42(2)13-15-47(41(59)65-39-35(57)33(55)31(53)25(18-48)61-39)16-14-45(5)22(23(47)17-42)7-8-28-43(3)11-10-29(44(4,21-50)27(43)9-12-46(28,45)6)63-40-36(58)37(32(54)26(19-49)62-40)64-38-34(56)30(52)24(51)20-60-38/h7,21,23-40,48-49,51-58H,8-20H2,1-6H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (4aS,6aR,6aS,6bR,8aR,9S,10S,12aR,14bS)-10-[(2R,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-9-formyl-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C=O)OC6C(C(C(C(O6)CO)O)OC7C(C(C(CO7)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C	1.20000005	16091954	COCONUT:(CNP0271650);Natural Products:(UNPD194548);database;PubChem:(16091954)	68721606658
9	1	N/A	-186.31655097121606	C47H74O18	[M + H3N + H]+	GPXPOTXKRUUMIP	InChI=1S/C47H74O18/c1-42(2)13-15-47(41(59)65-40-35(57)33(55)31(53)26(19-49)62-40)16-14-45(5)22(23(47)17-42)7-8-28-43(3)11-10-29(44(4,21-50)27(43)9-12-46(28,45)6)63-38-36(58)37(24(51)20-60-38)64-39-34(56)32(54)30(52)25(18-48)61-39/h7,21,23-40,48-49,51-58H,8-20H2,1-6H3	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C=O)OC6C(C(C(CO6)O)OC7C(C(C(C(O7)CO)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C	1.20000005	24970589	COCONUT:(CNP0157748);Natural Products:(UNPD122065);database;PubChem:(24970589);SuperNatural:(SN00269004)	68722655234
10	1	N/A	-189.94160833392397	C47H74O18	[M + H3N + H]+	FKYIYUNGKFJDJU	InChI=1S/C47H74O18/c1-42(2)14-16-47(41(58)59)17-15-45(6)21(22(47)18-42)8-9-26-44(5)12-11-27(43(3,4)25(44)10-13-46(26,45)7)62-40-35(64-39-32(54)30(52)29(51)24(19-48)61-39)33(55)34(36(65-40)37(56)57)63-38-31(53)28(50)23(49)20-60-38/h8,22-36,38-40,48-55H,9-20H2,1-7H3,(H,56,57)(H,58,59)	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(CO7)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C2C1)C)C(=O)O)C	2.5	10079498;101676657	COCONUT:(CNP0245341);Natural Products:(UNPD213407 UNPD211268);database;PubChem:(10079498 101676657)	68721606658
