structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1962810057508883	-74.0909416422651	C15H22O4	[M + H]+	WSMKPZGGGQUUQW	InChI=1S/C15H22O4/c1-8-9-6-11-10(4-5-14(11,2)17)15(3,18)7-12(9)19-13(8)16/h9-12,17-18H,1,4-7H2,2-3H3	4alpha,10alpha-Dihydroxy-1beta(H),5beta(H)-guai-11(13)-en-8alpha,12-olide	CC1(CCC2C1CC3C(CC2(C)O)OC(=O)C3=C)O	1.20000005	636769;10730473;11140059;15275589;15275590;15275591;22297379;60198108	COCONUT:(CNP0108622);Natural Products:(UNPD69158 UNPD101881 UNPD137825 UNPD210262 UNPD126607 UNPD131239 UNPD100866 UNPD87172);database;PubChem:(636769 10730473 11140059 15275589 15275590 15275591 22297379 60198108);SuperNatural:(SN00323939 SN00310718 SN00304864 SN00376429 SN00278207 SN00368731 SN00289180)	68722655234
2	1	N/A	-80.98455179377721	C15H22O4	[M + H]+	PPOQVDUBGKZVGB	InChI=1S/C15H22O4/c1-14(2)4-8-10(5-14)15(3,7-16)11-9(12(8)17)6-19-13(11)18/h8,10,12,16-17H,4-7H2,1-3H3	null	CC1(CC2C(C1)C(C3=C(C2O)COC3=O)(C)CO)C	1.0	25194989	COCONUT:(CNP0287808);Natural Products:(UNPD36902);database;PubChem:(25194989);SuperNatural:(SN00300195)	68722655234
3	1	N/A	-81.02792103832445	C15H22O4	[M + H]+	UUZWMJQAEYBHAO	InChI=1S/C15H22O4/c1-14(2)4-9-11(6-14)15(3,18)5-8-10(12(9)16)7-19-13(8)17/h9,11-12,16,18H,4-7H2,1-3H3	Lactarorufin A	CC1(CC2C(C1)C(CC3=C(C2O)COC3=O)(C)O)C	0.699999988	10869217;13995409;13995410;56842298;95790296;95790297;95790298;95790299;98769520;98769522;124853738;124355971	COCONUT:(CNP0126013);KNApSAcK:(21545);Natural Products:(UNPD133301 UNPD66177 UNPD165662);database;PubChem:(10869217 13995409 13995410 56842298 95790296 95790297 95790298 95790299 98769520 98769522 124853738 124355971);SuperNatural:(SN00041970 SN00041969 SN00247348 SN00041971 SN00331330 SN00296383 SN00041972);ZINC bio:(ZINC72320412 ZINC72320413 ZINC72320414 ZINC72320415);additional;Training Set;PubMed	68723204178
4	1	N/A	-81.09318285169218	C15H22O4	[M + H]+	ZFCRHGITKWEXDY	InChI=1S/C15H22O4/c1-7-4-12-9(8(2)14(18)19-12)6-15(3)10(7)5-11(16)13(15)17/h7,9-13,16-17H,2,4-6H2,1,3H3	cumanin	CC1CC2C(CC3(C1CC(C3O)O)C)C(=C)C(=O)O2	1.70000005	353378;3080634;4617986;5320260;12304241;23844091;44176868;60125930;92298799;93233121;101589931;133564754	COCONUT:(CNP0191333);KNApSAcK:(21031);Natural Products:(UNPD27537 UNPD168928 UNPD18504 UNPD34572 UNPD101854);database;PubChem:(353378 3080634 4617986 5320260 12304241 23844091 44176868 60125930 92298799 93233121 101589931 133564754);SuperNatural:(SN00352322 SN00380816 SN00340095 SN00241710 SN00358859);MeSH:(3080634);Training Set;PubMed	68722671702
5	1	N/A	-82.3112551911402	C15H22O4	[M + H]+	TZKBOHVMKZSNCG	InChI=1S/C15H22O4/c1-14(2)5-9-10(6-14)15(3,18)4-8-7-19-13(17)11(8)12(9)16/h9-10,12,16,18H,4-7H2,1-3H3	5,9-dihydroxy-5,7,7-trimethyl-4,5a,6,8,8a,9-hexahydro-3H-azuleno[5,6-c]furan-1-one	CC1(CC2C(C1)C(CC3=C(C2O)C(=O)OC3)(C)O)C	0.699999988	536545;46934148	COCONUT:(CNP0157044);Natural Products:(UNPD207883);database;PubChem:(536545 46934148)	68721606658
6	1	N/A	-83.65845506765514	C15H22O4	[M + H]+	VHFXPBHLQOPQHJ	InChI=1S/C15H22O4/c1-8-9-4-6-14(2,17)10-5-7-15(3,18)11(10)12(9)19-13(8)16/h9-12,17-18H,1,4-7H2,2-3H3	(3aS,6R,6aR,9R,9aS,9bS)-6,9-dihydroxy-6,9-dimethyl-3-methylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one	CC1(CCC2C(C3C1CCC3(C)O)OC(=O)C2=C)O	1.20000005	5319198;13305018;101128713;134867434	COCONUT:(CNP0234097);KNApSAcK:(20474);Natural Products:(UNPD58673);database;PubChem:(5319198 13305018 101128713 134867434);SuperNatural:(SN00160409);PubMed	68722655314
7	1	N/A	-84.61219414306875	C15H22O4	[M + H]+	BPUNWVGCTMEMKQ	InChI=1S/C15H22O4/c1-7-4-11-9(8(2)14(18)19-11)6-15(3)12(17)5-10(16)13(7)15/h7,9-13,16-17H,2,4-6H2,1,3H3	Pulchellin	CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2	1.70000005	98168;257280;366039;12309649;12309650;11969896;44177310;50915273;50990212;122361627;122401487	COCONUT:(CNP0316408);KNApSAcK:(21065);Natural Products:(UNPD137634 UNPD10108 UNPD44039 UNPD81096 UNPD144226 UNPD74561 UNPD122839);database;PubChem:(98168 257280 366039 12309649 12309650 11969896 44177310 50915273 50990212 122361627 122401487);SuperNatural:(SN00266311 SN00225146 SN00320631 SN00281250 SN00342608 SN00247367 SN00331423);PubMed	68722655314
8	1	N/A	-87.30650515792351	C15H22O4	[M + H]+	IYJVVMXASRXTET	InChI=1S/C15H22O4/c1-8-4-5-11(16)15(3)7-6-10(9(2)14(18)19)13(17)12(8)15/h10-13,16-17H,1-2,4-7H2,3H3,(H,18,19)	null	CC12CCC(C(C1C(=C)CCC2O)O)C(=C)C(=O)O	1.29999995	138990134	COCONUT:(CNP0227755);Natural Products:(UNPD136160);database;PubChem:(138990134);SuperNatural:(SN00318802)	68722655234
9	1	N/A	-89.26452927334346	C15H22O4	[M + H]+	SFYCHZOHMRIYJL	InChI=1S/C15H22O4/c1-8-6-11-10(9(2)13(16)19-11)7-12-14(3,17)4-5-15(8,12)18/h8,10-12,17-18H,2,4-7H2,1,3H3	null	CC1CC2C(CC3C1(CCC3(C)O)O)C(=C)C(=O)O2	1.39999998	101999878	COCONUT:(CNP0155546);Natural Products:(UNPD176480);database;PubChem:(101999878);SuperNatural:(SN00327013)	68722655234
10	1	N/A	-89.48735607142635	C15H22O4	[M + H]+	BKVXPJGDTWUKIM	InChI=1S/C15H22O4/c1-7-6-10-12(8(2)14(18)19-10)13(17)15(3)9(7)4-5-11(15)16/h7,9-13,16-17H,2,4-6H2,1,3H3	Carabrolactone B	CC1CC2C(C(C3(C1CCC3O)C)O)C(=C)C(=O)O2	1.70000005	53323205;76010526;129316739;137795073	COCONUT:(CNP0152907);Natural Products:(UNPD178865);database;PubChem:(53323205 76010526 129316739 137795073);SuperNatural:(SN00333821);MeSH:(53323205 76010526 129316739 137795073);PubMed	68722655302
