structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2688950142626439	-18.1519237275293	C53H86O21	[M + CH2O2 - H]-	NQRBYFOEONHHOP	InChI=1S/C53H86O21/c1-23-32(57)35(60)38(63)43(68-23)73-42-33(58)26(56)22-67-46(42)71-31-12-13-50(6)29(49(31,4)5)11-14-52(8)30(50)10-9-24-25-19-48(2,3)15-17-53(25,18-16-51(24,52)7)47(66)74-45-40(65)37(62)41(28(21-55)70-45)72-44-39(64)36(61)34(59)27(20-54)69-44/h9,23,25-46,54-65H,10-22H2,1-8H3	null	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)C)C)O)O)O)O)O	1.35334766	""	COCONUT:(CNP0276618);Natural Products:(UNPD151733 UNPD41850);database;SuperNatural:(SN00251954 SN00294354)	68722655232
2	1	N/A	-21.41343787561402	C53H86O21	[M + CH2O2 - H]-	NGKYAUZANWQMED	InChI=1S/C53H86O21/c1-23-32(56)36(60)40(64)44(69-23)73-42-33(57)26(55)21-67-46(42)72-31-12-13-50(6)29(49(31,4)5)11-14-52(8)30(50)10-9-24-25-19-48(2,3)15-17-53(25,18-16-51(24,52)7)47(66)74-45-41(65)38(62)35(59)28(71-45)22-68-43-39(63)37(61)34(58)27(20-54)70-43/h9,23,25-46,54-65H,10-22H2,1-8H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl] (4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tet	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O)O	0.899999976	10748626;21629979;101718869;137322526	COCONUT:(CNP0267079);KNApSAcK:(29690);Natural Products:(UNPD25813 UNPD11076 UNPD116913 UNPD153530 UNPD43486 UNPD75523);database;PubChem:(10748626 21629979 101718869 137322526);SuperNatural:(SN00320952 SN00316205 SN00323074 SN00313690 SN00313014);MeSH:(101718869);PubMed	68722655318
3	1	N/A	-30.69953938844596	C53H86O21	[M + CH2O2 - H]-	XPZZGRWYXQODIS	InChI=1S/C53H86O21/c1-23-32(56)35(59)39(63)45(69-23)73-42-27(20-54)70-43(41(65)37(42)61)68-22-28-34(58)36(60)40(64)46(71-28)74-47(66)53-17-15-48(2,3)19-25(53)24-9-10-30-50(6)13-12-31(72-44-38(62)33(57)26(55)21-67-44)49(4,5)29(50)11-14-52(30,8)51(24,7)16-18-53/h9,23,25-46,54-65H,10-22H2,1-8H3	ciwujianoside C3	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)C)OC9C(C(C(CO9)O)O)O)C)(C)C)O)O)O)CO)O)O)O	0.400000006	10629940;10975205;21626481;44585668;71661180;71661211;71697453;102596105;137795151	COCONUT:(CNP0228972);KNApSAcK:(35263);Natural Products:(UNPD176916 UNPD30965 UNPD80840 UNPD109278 UNPD172575 UNPD173533);database;PubChem:(10629940 10975205 21626481 44585668 71661180 71661211 71697453 102596105 137795151);SuperNatural:(SN00322999 SN00296335 SN00347129 SN00304111 SN00302989 SN00300041);MeSH:(21626481);PubMed;KEGG Mine	77312589910
4	1	N/A	-34.913448543934976	C53H86O21	[M + CH2O2 - H]-	PJJJZSMJLUFJIM	InChI=1S/C53H86O21/c1-23-32(56)36(60)39(63)43(68-23)73-42-35(59)28(71-44-40(64)37(61)33(57)26(20-54)69-44)22-67-46(42)72-31-12-13-50(6)29(49(31,4)5)11-14-52(8)30(50)10-9-24-25-19-48(2,3)15-17-53(25,18-16-51(24,52)7)47(66)74-45-41(65)38(62)34(58)27(21-55)70-45/h9,23,25-46,54-65H,10-22H2,1-8H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (4aS,6aS,6bR,10S,12aR)-10-[(2S,3R,4S,5S)-4-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecah	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)O	1.5	10819936;11263248;101028011;101358460	COCONUT:(CNP0159970);KNApSAcK:(32114);Natural Products:(UNPD172429 UNPD49772 UNPD177844);database;PubChem:(10819936 11263248 101028011 101358460);SuperNatural:(SN00267602 SN00332389 SN00286083)	68722655250
5	1	N/A	-36.084036541146375	C53H86O21	[M + CH2O2 - H]-	ULSOTXJNUTYKRK	InChI=1S/C53H86O21/c1-23-32(57)35(60)38(63)43(68-23)73-42-41(72-44-39(64)36(61)33(58)27(20-54)69-44)26(56)22-67-46(42)71-31-12-13-50(6)29(49(31,4)5)11-14-52(8)30(50)10-9-24-25-19-48(2,3)15-17-53(25,18-16-51(24,52)7)47(66)74-45-40(65)37(62)34(59)28(21-55)70-45/h9,23,25-46,54-65H,10-22H2,1-8H3	Ilekudinoside A	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O	1.5	10510310;9941479;11968688;21550449;21635821;25225509	COCONUT:(CNP0240495);KNApSAcK:(44271);Natural Products:(UNPD29162 UNPD122151 UNPD193643);database;PubChem:(10510310 9941479 11968688 21550449 21635821 25225509);SuperNatural:(SN00330041 SN00358529);MeSH:(21635821);PubMed	68722655318
6	1	N/A	-44.90206342195299	C53H86O21	[M + CH2O2 - H]-	FHUGCEZRPYATAM	InChI=1S/C53H86O21/c1-23-32(56)36(60)39(63)43(68-23)73-42-35(59)28(71-44-40(64)37(61)33(57)26(20-54)69-44)22-67-46(42)74-47(66)53-17-15-48(2,3)19-25(53)24-9-10-30-50(6)13-12-31(72-45-41(65)38(62)34(58)27(21-55)70-45)49(4,5)29(50)11-14-52(30,8)51(24,7)16-18-53/h9,23,25-46,54-65H,10-22H2,1-8H3	null	CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4)C)C)(C)C)OC8C(C(C(C(O8)CO)O)O)O)C)(C)C)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)O	1.5	24861897	COCONUT:(CNP0191073);Natural Products:(UNPD135048);database;PubChem:(24861897);SuperNatural:(SN00349378)	68722655234
7	1	N/A	-53.664814728249034	C53H86O21	[M + CH2O2 - H]-	ZDWUSLMVZZYUSI	InChI=1S/C53H86O21/c1-23-32(57)34(59)38(63)44(68-23)72-41-27(20-54)69-45(39(64)35(41)60)73-42-28(21-55)70-46(40(65)36(42)61)74-47(66)53-17-15-48(2,3)19-25(53)24-9-10-30-50(6)13-12-31(71-43-37(62)33(58)26(56)22-67-43)49(4,5)29(50)11-14-52(30,8)51(24,7)16-18-53/h9,23,25-46,54-65H,10-22H2,1-8H3	null	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)C)OC9C(C(C(CO9)O)O)O)C)(C)C)CO)CO)O)O)O	1.35334766	""	COCONUT:(CNP0287221);Natural Products:(UNPD114912 UNPD168778);database;SuperNatural:(SN00304823 SN00373721)	68722655232
8	1	N/A	-57.60579107702993	C53H86O21	[M + CH2O2 - H]-	CDWDAIGCOKEKSJ	InChI=1S/C53H86O21/c1-22-11-16-53(48(66)74-46-42(65)39(62)36(59)28(71-46)21-68-44-40(63)38(61)35(58)27(19-54)70-44)18-17-51(7)25(32(53)23(22)2)9-10-30-50(6)14-13-31(49(4,5)29(50)12-15-52(30,51)8)72-47-43(34(57)26(55)20-67-47)73-45-41(64)37(60)33(56)24(3)69-45/h9,22-24,26-47,54-65H,10-21H2,1-8H3	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)OC7C(C(C(C(O7)C)O)O)O)C)C)C2C1C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O	1.28946495	""	COCONUT:(CNP0266085);Natural Products:(UNPD140381);database;SuperNatural:(SN00393668)	68722655232
9	1	N/A	-57.739635200234666	C53H86O21	[M + CH2O2 - H]-	BAPQSGOZUURXBD	InChI=1S/C53H86O21/c1-23-32(56)36(60)40(64)44(69-23)73-42-38(62)35(59)28(22-68-43-39(63)33(57)26(55)21-67-43)71-46(42)74-47(66)53-17-15-48(2,3)19-25(53)24-9-10-30-50(6)13-12-31(72-45-41(65)37(61)34(58)27(20-54)70-45)49(4,5)29(50)11-14-52(30,8)51(24,7)16-18-53/h9,23,25-46,54-65H,10-22H2,1-8H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4)C)C)(C)C)OC8C(C(C(C(O8)CO)O)O)O)C)(C)C)COC9C(C(C(CO9)O)O)O)O)O)O)O)O	0.899999976	101447522	COCONUT:(CNP0225416);Natural Products:(UNPD211468);database;PubChem:(101447522)	68721606658
10	1	N/A	-62.40656486425723	C53H86O21	[M + CH2O2 - H]-	VDRZQZWUCOHKED	InChI=1S/C53H86O21/c1-23-32(57)41(73-44-38(63)36(61)40(28(21-55)70-44)72-43-37(62)35(60)34(59)27(20-54)69-43)39(64)45(68-23)74-42-33(58)26(56)22-67-46(42)71-31-12-13-50(6)29(49(31,4)5)11-14-52(8)30(50)10-9-24-25-19-48(2,3)15-17-53(25,47(65)66)18-16-51(24,52)7/h9,23,25-46,54-64H,10-22H2,1-8H3,(H,65,66)	oleanolic acid 3-O-[O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->3)-O-alpha-L-rhamnopyranosyl-(1->2)-alpha-L-arabinopyranoside]	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O)O	1.10000002	11766614;71697556	COCONUT:(CNP0126387);Natural Products:(UNPD34387 UNPD214017);database;PubChem:(11766614 71697556);SuperNatural:(SN00230930);CHEBI:(66818);PubMed	68722655330
