structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.5578966879947903	-136.71420393078077	C18H19NO4	[M + H]+	YYCRAERBSFHMPL	InChI=1S/C18H19NO4/c1-19-8-7-17-14-10-3-4-12(22-2)15(14)23-16(17)11(20)5-6-18(17,21)13(19)9-10/h3-6,13,16,21H,7-9H2,1-2H3	Hydroxycodeinone	CN1CCC23C4C(=O)C=CC2(C1CC5=C3C(=C(C=C5)OC)O4)O	1.10000002	521301;5359420;6999952;9926820;13096851;11862465;11862466;59116262;59130419;59738607;59866335;66587874;68025587;68342267;70950640;93112209;117617711;124301774;124306804;131707280;135158158;137551137	NORMAN:(NS00004739);COCONUT:(CNP0165400 CNP0190451);Natural Products:(UNPD103373);database;PubChem:(521301 5359420 6999952 9926820 13096851 11862465 11862466 59116262 59130419 59738607 59866335 66587874 68025587 68342267 70950640 93112209 117617711 124301774 124306804 131707280 135158158 137551137);SuperNatural:(SN00051740 SN00274644);ZINC bio:(ZINC02040402 ZINC14447051);MeSH:(521301 5359420 9926820 13096851);PubChem class - safety and toxic;PubMed;KEGG Mine	77379969094
2	1	N/A	-161.68044067767212	C18H19NO4	[M + H]+	JYZAYBRTZJWZDR	InChI=1S/C18H19NO4/c1-22-14-4-3-10-7-12-11-8-13(20)15(23-2)9-18(11,5-6-19-12)16(10)17(14)21/h3-4,8-9,12,19,21H,5-7H2,1-2H3	null	COC1=C(C2=C(CC3C4=CC(=O)C(=CC42CCN3)OC)C=C1)O	1.5	12313590;12313591	COCONUT:(CNP0142472);KNApSAcK:(27443);Natural Products:(UNPD44952 UNPD189140);database;PubChem:(12313590 12313591);SuperNatural:(SN00308818 SN00347859);KEGG Mine	77312589842
3	1	N/A	-171.02166309641152	C18H19NO4	[M + H]+	KDYWOWVAVXEYRU	InChI=1S/C18H19NO4/c1-19-8-7-17-10-18(19,22)14(20)9-12(17)5-3-11-4-6-13(23-2)16(21)15(11)17/h3-6,9,21-22H,7-8,10H2,1-2H3	null	CN1CCC23CC1(C(=O)C=C2C=CC4=C3C(=C(C=C4)OC)O)O	1.60000002	51041521	COCONUT:(CNP0148312);Natural Products:(UNPD183328);database;PubChem:(51041521);SuperNatural:(SN00318807);CHEBI:(68399);additional;MeSH:(51041521);Training Set;PubMed	68723196006
4	1	N/A	-175.17226916337063	C18H19NO4	[M + H]+	LVZDPEMKKFJEHH	InChI=1S/C18H19NO4/c1-22-16-6-10-5-13-12-8-15(21)17(23-2)9-18(12,3-4-19-13)11(10)7-14(16)20/h6-9,13,19-20H,3-5H2,1-2H3	null	COC1=C(C=C2C(=C1)CC3C4=CC(=O)C(=CC42CCN3)OC)O	1.5	15559249;101297596	COCONUT:(CNP0298811);Natural Products:(UNPD54634);database;PubChem:(15559249 101297596);SuperNatural:(SN00328201)	68722655234
5	1	N/A	-178.36906621672998	C18H19NO4	[M + H]+	QVVZUVOFOCDCTO	InChI=1S/C18H19NO4/c1-22-16-9-13-11(7-14(16)20)3-5-19-6-4-12-8-15(21)17(23-2)10-18(12,13)19/h7-10,20H,3-6H2,1-2H3	null	COC1=C(C=C2CCN3CCC4=CC(=O)C(=CC43C2=C1)OC)O	1.60000002	101277375	COCONUT:(CNP0165814);Natural Products:(UNPD69258 UNPD182388);database;PubChem:(101277375);SuperNatural:(SN00344053 SN00231801)	68722655234
6	1	N/A	-183.72109255912181	C18H19NO4	[M + H]+	UAILJXHNUWQNKQ	InChI=1S/C18H19NO4/c1-22-16-8-11-10(6-14(16)20)5-13-12-7-15(21)17(23-2)9-18(11,12)3-4-19-13/h6-9,13,19-20H,3-5H2,1-2H3	null	COC1=C(C=C2CC3C4=CC(=O)C(=CC4(C2=C1)CCN3)OC)O	1.5	23242558;101316818	COCONUT:(CNP0286044);KNApSAcK:(27442);Natural Products:(UNPD155321 UNPD181158);database;PubChem:(23242558 101316818);SuperNatural:(SN00346110)	68722655250
7	1	N/A	-189.06272611119823	C18H19NO4	[M + H]+	LBRUFSNOGWAARZ	InChI=1S/C18H19NO4/c1-19-6-5-17-10-18(19,22)16(21)8-12(17)4-3-11-7-14(20)15(23-2)9-13(11)17/h3-4,7-9,20,22H,5-6,10H2,1-2H3	null	CN1CCC23CC1(C(=O)C=C2C=CC4=CC(=C(C=C34)OC)O)O	1.60000002	51041522	COCONUT:(CNP0248669);Natural Products:(UNPD114356);database;PubChem:(51041522);SuperNatural:(SN00240460);CHEBI:(68400)	68722655266
8	1	N/A	-197.34936617469748	C18H19NO4	[M + H]+	QVMWIKOFPJHMAJ	InChI=1S/C18H19NO4/c1-19-9-18-8-17(23-3)15(21)6-12(18)13(19)4-10-5-14(20)16(22-2)7-11(10)18/h5-8,13,20H,4,9H2,1-3H3	null	CN1CC23C=C(C(=O)C=C2C1CC4=CC(=C(C=C34)OC)O)OC	1.73716915	""	COCONUT:(CNP0280011);Natural Products:(UNPD86906);database;SuperNatural:(SN00369332)	68722655232
9	1	N/A	-255.19073754424195	C18H19NO4	[M + H]+	POIRVLZGTSWEMG	InChI=1S/C18H19NO4/c1-22-12-4-3-9-7-11-14-10(5-6-19-11)8-13(23-2)18(21)16(14)15(9)17(12)20/h3-4,8,11,19-21H,5-7H2,1-2H3	null	COC1=C(C2=C(CC3C4=C2C(=C(C=C4CCN3)OC)O)C=C1)O	2.29999995	131750994	COCONUT:(CNP0313401);HMDB:(30288);Natural Products:(UNPD71936);database;PubChem:(131750994);SuperNatural:(SN00319826);PubChem class - bio and metabolites;KEGG Mine	77329367050
10	1	N/A	-255.45131043352382	C18H19NO4	[M + H]+	YEIGSYFTXGPBIB	InChI=1S/C18H19NO4/c1-11(20)23-13-2-3-18-4-5-19(17(18)7-13)9-12-6-15-16(8-14(12)18)22-10-21-15/h2-3,6,8,13,17H,4-5,7,9-10H2,1H3	Krepowine	CC(=O)OC1CC2C3(CCN2CC4=CC5=C(C=C43)OCO5)C=C1	2.29999995	541087;185262;22213227;101935954	COCONUT:(CNP0277039);KNApSAcK:(24416);Natural Products:(UNPD120057 UNPD140897);database;PubChem:(541087 185262 22213227 101935954);SuperNatural:(SN00277233 SN00236655)	68722655250
