structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2986992921880135	-91.11855237550046	C36H58O8	[M + H3N + H]+	BVBAYRAWOPYPGO	InChI=1S/C36H58O8/c1-19-10-15-36(31(42)44-30-29(41)28(40)27(39)22(18-37)43-30)17-16-34(6)21(26(36)20(19)2)8-9-24-33(5)13-12-25(38)32(3,4)23(33)11-14-35(24,34)7/h8,19-20,22-30,37-41H,9-18H2,1-7H3	Ursolic acid beta-D-glucopyranosyl ester, 19	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	5.5	24825672;44585935;56960942;69853470;90797657;91413397	COCONUT:(CNP0219840);Natural Products:(UNPD210388);database;PubChem:(24825672 44585935 56960942 69853470 90797657 91413397);PubMed	68721606722
2	1	N/A	-99.13543765170282	C36H58O8	[M + H3N + H]+	ZNFRITHWVZXJRK	InChI=1S/C36H58O8/c1-31(2)14-16-36(30(41)42)17-15-34(6)20(21(36)18-31)8-9-24-33(5)12-11-25(32(3,4)23(33)10-13-35(24,34)7)44-29-28(40)27(39)26(38)22(19-37)43-29/h8,21-29,37-40H,9-19H2,1-7H3,(H,41,42)	beta1-Fatsin	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)C2C1)C)C(=O)O)C	5.9000001	165117;385530;3424446;9986341;25008878;23844066;54556021;68475558;86574052;101589672;134819986	COCONUT:(CNP0200615);Natural Products:(UNPD22503 UNPD71640 UNPD125760 UNPD22097 UNPD75753 UNPD161420 UNPD135249);database;PubChem:(165117 385530 3424446 9986341 25008878 23844066 54556021 68475558 86574052 101589672 134819986);SuperNatural:(SN00316435 SN00225248 SN00268818 SN00224249 SN00228199 SN00337225 SN00308703);CHEBI:(142488);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-21330)	68789766242
3	1	N/A	-105.16803295454287	C36H58O8	[M + H3N + H]+	KMKFOIBUKYMVRJ	InChI=1S/C36H58O8/c1-31(2)14-16-36(30(42)44-29-28(41)27(40)26(39)22(19-37)43-29)17-15-34(6)20(21(36)18-31)8-9-24-33(5)12-11-25(38)32(3,4)23(33)10-13-35(24,34)7/h8,21-29,37-41H,9-19H2,1-7H3	Oleanolic acid beta-D-glucopyranosyl ester, 18	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	5.69999981	6325756;14189383;14189384;14189385;10416408;23304545;24825671;73347467;129371829;129373598;129601995;132939523	COCONUT:(CNP0235713);KNApSAcK:(30887);Natural Products:(UNPD119542 UNPD100746 UNPD164593);database;PubChem:(6325756 14189383 14189384 14189385 10416408 23304545 24825671 73347467 129371829 129373598 129601995 132939523);SuperNatural:(SN00178164 SN00353125 SN00327980 SN00167926);CHEBI:(67985);PubMed;KEGG Mine	77312589938
4	1	N/A	-124.37410207069202	C36H58O8	[M + H3N + H]+	KYLRIJXQHYZEKW	InChI=1S/C36H58O8/c1-19(2)20-10-15-36(31(41)42)17-16-34(6)21(26(20)36)8-9-24-33(5)13-12-25(32(3,4)23(33)11-14-35(24,34)7)44-30-29(40)28(39)27(38)22(18-37)43-30/h20-30,37-40H,1,8-18H2,2-7H3,(H,41,42)	(1R,3aS,5aR,5bR,7aR,9R,11aR,11bR,13aR,13bR)-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-9-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C(=O)O	6.5999999	14466880;25054348;44434897;44434900;44434901;70069130;70069471;70070358	COCONUT:(CNP0180016);Natural Products:(UNPD113007 UNPD166538);database;PubChem:(14466880 25054348 44434897 44434900 44434901 70069130 70069471 70070358);SuperNatural:(SN00307150);PubMed	68722655298
5	1	N/A	-140.3760761265838	C36H58O8	[M + H3N + H]+	ZTNOAHJHQOCVJC	InChI=1S/C36H58O8/c1-21(37)42-23-19-25-33(6)15-13-26(43-29(39)20-28(38)41-10)31(2,3)24(33)12-17-34(25,7)35(8)16-11-22(30(23)35)36(9)18-14-27(44-36)32(4,5)40/h22-27,30,40H,11-20H2,1-10H3	methyl papyriferate	CC(=O)OC1CC2C3(CCC(C(C3CCC2(C4(C1C(CC4)C5(CCC(O5)C(C)(C)O)C)C)C)(C)C)OC(=O)CC(=O)OC)C	7.0999999	11707132;42616285;44421653	COCONUT:(CNP0109932);Natural Products:(UNPD166803);database;PubChem:(11707132 42616285 44421653);SuperNatural:(SN00386555);PubMed;KEGG Mine	77312589890
6	1	N/A	-148.10924595503943	C36H58O8	[M + H3N + H]+	LLZJOFLILWAGTI	InChI=1S/C36H58O8/c1-31(2)14-15-32(3)16-17-34(5)21(22(32)18-31)8-9-24-33(4)11-7-12-36(30(41)42,25(33)10-13-35(24,34)6)20-43-29-28(40)27(39)26(38)23(19-37)44-29/h8,22-29,37-40H,7,9-20H2,1-6H3,(H,41,42)	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(COC6C(C(C(C(O6)CO)O)O)O)C(=O)O)C)C)C2C1)C)C)C	6.4000001	102150939	COCONUT:(CNP0291542);Natural Products:(UNPD50890);database;PubChem:(102150939);SuperNatural:(SN00225247)	68722655234
7	1	N/A	-150.66061485716773	C36H58O8	[M + H3N + H]+	CRXKYPFRPWFEJJ	InChI=1S/C36H58O8/c1-20-26(38)27(39)28(40)29(43-20)44-25-11-12-32(4)23(33(25,5)19-37)10-13-35(7)24(32)9-8-21-22-18-31(2,3)14-16-36(22,30(41)42)17-15-34(21,35)6/h8,20,22-29,37-40H,9-19H2,1-7H3,(H,41,42)	null	CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)O)C)C)C)O)O)O	5.19999981	101306766	COCONUT:(CNP0219905);Natural Products:(UNPD191813 UNPD112991);database;PubChem:(101306766);SuperNatural:(SN00266149 SN00294874)	68722655234
8	1	N/A	-152.74353806343177	C36H58O8	[M + H3N + H]+	NXLSNXUPEOMKCC	InChI=1S/C36H58O8/c1-20-11-16-36(30(41)44-29-27(40)26(39)25(38)22(19-37)43-29)18-17-33(5)21(28(36)35(20,7)42)9-10-24-32(4)14-8-13-31(2,3)23(32)12-15-34(24,33)6/h9,20,22-29,37-40,42H,8,10-19H2,1-7H3	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	5.69999981	54587251	PubChem:(54587251);PubMed;database	68719476802
9	1	N/A	-153.31161034872983	C36H58O8	[M + H3N + H]+	LESZSAQXPRFCAF	InChI=1S/C36H58O8/c1-20(2)23-11-9-21(3)24(35(23,7)18-16-29(38)39)12-13-25-22(4)10-14-27-34(5,6)28(15-17-36(25,27)8)44-33-32(42)31(41)30(40)26(19-37)43-33/h9,23-28,30-33,37,40-42H,1,4,10-19H2,2-3,5-8H3,(H,38,39)	3-[(1S,2S,6S)-2-[2-[(1S,4aR,6S,8aR)-5,5,8a-trimethyl-2-methylidene-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-1,3-dimethyl-6-prop-1-en-2-ylcyclohex-3-en-1-yl]propanoic acid	CC1=CCC(C(C1CCC2C(=C)CCC3C2(CCC(C3(C)C)OC4C(C(C(C(O4)CO)O)O)O)C)(C)CCC(=O)O)C(=C)C	5.69999981	21634997;73816950	COCONUT:(CNP0202578);HMDB:(35102);KNApSAcK:(35125);Natural Products:(UNPD143474);database;PubChem:(21634997 73816950);PubChem class - bio and metabolites	68738383898
10	1	N/A	-164.50453811524963	C36H58O8	[M + H3N + H]+	PWWSRMQRHVOIKE	InChI=1S/C36H58O8/c1-20(2)9-8-10-21(31(42)44-32-30(41)29(40)28(39)25(19-37)43-32)22-13-17-36(7)24-11-12-26-33(3,4)27(38)15-16-34(26,5)23(24)14-18-35(22,36)6/h9,21-22,25-30,32,37-41H,8,10-19H2,1-7H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (2R)-2-[(3S,5R,10S,13R,14R,17R)-3-hydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-enoate	CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)OC5C(C(C(C(O5)CO)O)O)O)C	5.69999981	11238960	COCONUT:(CNP0292716);Natural Products:(UNPD35051 UNPD162207);database;PubChem:(11238960);SuperNatural:(SN00290453 SN00291206)	68722655234
