structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.684326149438586	-7.279288171926088	C20H18O10	[M + H]+	RNVUDWOQYYWXBJ	InChI=1S/C20H18O10/c21-9-3-1-8(2-4-9)18-19(30-20-17(27)15(25)12(24)7-28-20)16(26)14-11(23)5-10(22)6-13(14)29-18/h1-6,12,15,17,20-25,27H,7H2	Kaempferol 3-xyloside	C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O	0.800000012	5481882;11625890;10223753;14749097;22838903;21310440;44258911;44258912;72193724;89864333;92980216;139033617	SuperNatural:(SN00028489 SN00038888 SN00374326 SN00249681 SN00255811 SN00160769);ZINC bio:(ZINC31155769 ZINC38396388);additional;MeSH:(5481882);PubMed;COCONUT:(CNP0135445 CNP0340474);KNApSAcK:(5133);Natural Products:(UNPD3310 UNPD98064 UNPD131520 UNPD170395 UNPD106859 UNPD146360);database;PubChem:(5481882 11625890 10223753 14749097 22838903 21310440 44258911 44258912 72193724 89864333 92980216 139033617);YMDB Mine;CHEBI:(76294 76272 136619);KEGG:(C20727);Training Set;Biocyc:(CPD-13436 CPD-15540)	103082944886
2	1	N/A	-33.0555241219041	C20H18O10	[M + H]+	POQICXMTUPVZMX	InChI=1S/C20H18O10/c21-7-13-15(25)17(27)20(29-13)30-19-16(26)14-11(24)5-10(23)6-12(14)28-18(19)8-1-3-9(22)4-2-8/h1-6,13,15,17,20-25,27H,7H2	Juglanin	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)CO)O)O)O	1.29999995	5748554;5318717;5318751;13245584;13245583;13245585;22524325;38358080;54200127;54200128;71366991;86326415;86328068;102421333	HMDB:(29261 29502);SuperNatural:(SN00160366 SN00320760 SN00161604 SN00160364 SN00029615);ZINC bio:(ZINC31164633);additional;MeSH:(5318717);PubMed;COCONUT:(CNP0101152 CNP0223975);KNApSAcK:(5132);Natural Products:(UNPD166450 UNPD180268 UNPD109717);database;PubChem:(5748554 5318717 5318751 13245584 13245583 13245585 22524325 38358080 54200127 54200128 71366991 86326415 86328068 102421333);PubChem class - bio and metabolites;Training Set	68739981406
3	1	N/A	-45.777625626994045	C20H18O10	[M + H]+	CCBSGQDAQUZKPI	InChI=1S/C20H18O10/c21-9-3-1-8(2-4-9)19-17(26)16(25)14-11(22)5-10(6-13(14)30-19)29-20-18(27)15(24)12(23)7-28-20/h1-6,12,15,18,20-24,26-27H,7H2	Kaempferol 7-xyloside	C1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)O)O)O	0.800000012	44258918;44258919	COCONUT:(CNP0299436);KNApSAcK:(5145);Natural Products:(UNPD55263);database;PubChem:(44258918 44258919);SuperNatural:(SN00293887)	68722655250
4	1	N/A	-78.55772407965844	C20H18O10	[M + H]+	KUCVMQMKRICXJC	InChI=1S/C20H18O10/c21-9-4-12(23)10-6-16(30-20-18(27)17(26)14(25)7-28-20)19(29-15(10)5-9)8-1-2-11(22)13(24)3-8/h1-6,14,17-18,20,25-27H,7H2,(H3-,21,22,23,24)/p+1	null	C1C(C(C(C(O1)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)O)O)O)O)O)O	1.39030671	12098017;12137509;10136838;23653101;74079809;71315023;101072174;133562440;133687893;131877329;134813616;137832350	COCONUT:(CNP0360006);KNApSAcK:(6650);Natural Products:(UNPD44445 UNPD16822 UNPD158521 UNPD156032 UNPD137669);PubChem:(12098017 12137509 10136838 23653101 74079809 71315023 101072174 133562440 133687893 131877329 134813616 137832350);SuperNatural:(SN00342071 SN00378494 SN00034373 SN00250552);ZINC bio:(ZINC13412840 ZINC35465764);additional;Training Set;PubMed	3727442
5	1	N/A	-92.63731593150636	C20H18O10	[M + H]+	DKVCLOWHUOSJGW	InChI=1S/C20H18O10/c21-10-2-1-8(3-11(10)22)15-6-13(24)17-12(23)4-9(5-16(17)30-15)29-20-19(27)18(26)14(25)7-28-20/h1-6,14,18-23,25-27H,7H2	Luteolin 7-xyloside	C1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O)O)O	0.600000024	44258064;101536942	COCONUT:(CNP0255469);KNApSAcK:(4264);Natural Products:(UNPD195125 UNPD121826 UNPD106271);database;PubChem:(44258064 101536942);SuperNatural:(SN00234626 SN00233656);KEGG Mine	77312589842
6	1	N/A	-117.75338160096459	C20H18O10	[M + H]+	ZUMPYZVELBOZDM	InChI=1S/C20H18O10/c21-9-4-11(23)17-12(24)6-14(29-16(17)5-9)8-1-2-10(22)15(3-8)30-20-19(27)18(26)13(25)7-28-20/h1-6,13,18-23,25-27H,7H2	Luteolin 3''-xyloside	C1C(C(C(C(O1)OC2=C(C=CC(=C2)C3=CC(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O	0.600000024	44258071;101675298	COCONUT:(CNP0245468);KNApSAcK:(4271);Natural Products:(UNPD36809 UNPD185755);database;PubChem:(44258071 101675298);SuperNatural:(SN00314552 SN00284058)	68722655250
7	1	N/A	-121.84552202526318	C20H18O10	[M + H]+	XCOCQBWHCJBRMO	InChI=1S/C20H18O10/c21-7-16-18(26)19(27)20(30-16)28-9-4-12(24)17-13(25)6-14(29-15(17)5-9)8-1-2-10(22)11(23)3-8/h1-6,16,18-24,26-27H,7H2	null	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(O4)CO)O)O)O)O)O	1.10000002	130234047	COCONUT:(CNP0299676);Natural Products:(UNPD55539);database;PubChem:(130234047);SuperNatural:(SN00269463)	68722655234
8	1	N/A	-136.57017192111243	C20H18O10	[M + H]+	LRTHDKCJFOCZMF	InChI=1S/C20H18O10/c21-9-3-1-8(2-4-9)13-5-10(22)15-11(23)6-14(17(26)19(15)29-13)30-20-18(27)16(25)12(24)7-28-20/h1-6,12,16,18,20-21,23-27H,7H2	Isoscutellarein 7-xyloside	C1C(C(C(C(O1)OC2=C(C3=C(C(=C2)O)C(=O)C=C(O3)C4=CC=C(C=C4)O)O)O)O)O	0.600000024	21589941;44258567	COCONUT:(CNP0351015);KNApSAcK:(4244);Natural Products:(UNPD34358 UNPD98688);database;PubChem:(21589941 44258567);SuperNatural:(SN00342084 SN00316341)	68722655250
9	1	N/A	-137.61056664297533	C20H18O10	[M + H]+	PEDUGBBOJJTYAQ	InChI=1S/C20H18O10/c21-7-13-15(24)18(27)20(30-13)29-12-6-10(23)5-11-14(12)16(25)17(26)19(28-11)8-1-3-9(22)4-2-8/h1-6,13,15,18,20-24,26-27H,7H2	null	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3OC4C(C(C(O4)CO)O)O)O)O)O	0.800000012	44633238	COCONUT:(CNP0285211);Natural Products:(UNPD154559);database;PubChem:(44633238);SuperNatural:(SN00234755)	68722655234
10	1	N/A	-150.46720768990872	C20H18O10	[M + H]+	VNOJYYDZLJTAKW	InChI=1S/C20H18O10/c21-7-16-18(26)19(27)20(30-16)29-14-3-8(1-2-10(14)23)13-6-12(25)17-11(24)4-9(22)5-15(17)28-13/h1-6,16,18-24,26-27H,7H2	null	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)CO)O)O)O	0.516932487	""	COCONUT:(CNP0287639);Natural Products:(UNPD156864);database;SuperNatural:(SN00313707)	68722655232
