structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.16673242679481468	-213.49010915599203	C20H26O10	[M + H]+	FNBCSEXPMDCZFO	InChI=1S/C20H26O10/c1-6-4-7(21)12(24)17(2)8(6)9(22)15-19-5-29-18(3,13(25)10(23)11(17)19)20(19,28)14(26)16(27)30-15/h4,8-15,22-26,28H,5H2,1-3H3	null	CC1=CC(=O)C(C2(C1C(C3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)C)O)O)O)C)O	-3.4000001	10025475;11796669;102585873;137324841	COCONUT:(CNP0120096);Natural Products:(UNPD22380);database;PubChem:(10025475 11796669 102585873 137324841);SuperNatural:(SN00370700);KEGG Mine	77312589826
2	1	N/A	-222.68606444008327	C20H26O10	[M + H]+	BYYBWPVSIOZRSD	InChI=1S/C20H26O10/c1-7-4-9(21)11(22)16(2)8(7)5-10-18-6-29-19(27,14(16)18)15(25)17(3,26)20(18,28)12(23)13(24)30-10/h4,8,10-12,14-15,22-23,25-28H,5-6H2,1-3H3	null	CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(C)O)O)(OC5)O)C)O	-2.19917059	""	COCONUT:(CNP0136971);Natural Products:(UNPD195310);database;SuperNatural:(SN00241933)	68722655232
3	1	N/A	-226.6833357077936	C20H26O10	[M + H]+	QXKKRGMRXXMDDP	InChI=1S/C20H26O10/c1-7-3-9(22)13(24)17(2)8(7)4-10-18-6-29-19(5-21,14(25)11(23)12(17)18)20(18,28)15(26)16(27)30-10/h3,8,10-15,21,23-26,28H,4-6H2,1-2H3	Bruceine H	CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)CO)O)O)C)O	-2.9000001	5315514;14379938;10320238;21811860;44584514;129462171;129462172;129462173;129462174	COCONUT:(CNP0207713);Natural Products:(UNPD26178);database;PubChem:(5315514 14379938 10320238 21811860 44584514 129462171 129462172 129462173 129462174);SuperNatural:(SN00163791);PubMed;KEGG Mine	77312589890
4	1	N/A	-244.5358371276418	C20H26O10	[M + H]+	WYMLQUXVTATHIE	InChI=1S/C20H26O10/c1-6-4-8(21)12(23)17(2)7(6)5-9-19-11(17)10(22)13(24)18(3,30-16(19)27)20(19,28)14(25)15(26)29-9/h4,7,9-14,16,22-25,27-28H,5H2,1-3H3	null	CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5O)C)O)O)C)O	-2.9000001	10071101;11304852	COCONUT:(CNP0111491);Natural Products:(UNPD158697);database;PubChem:(10071101 11304852);SuperNatural:(SN00162186);KEGG Mine	77312589826
5	1	N/A	-276.7602367159182	C20H26O10	[M + H]+	UKUDZBHSBMEUCJ	InChI=1S/C20H26O10/c1-7-3-9(22)13(24)17(2)8(7)4-10-18-6-29-19(5-21,14(25)11(23)12(17)18)20(18,28)15(26)16(27)30-10/h7-8,10-12,14-15,21,23,25-26,28H,3-6H2,1-2H3	null	CC1CC(=O)C(=O)C2(C)C1CC1OC(=O)C(O)C3(O)C4(CO)OCC13C2C(O)C4O	-2.314250375891771	""	""	0
6	1	N/A	-297.2213403371048	C20H26O10	[M + H]+	MMNBRQJCWMECEK	InChI=1S/C20H26O10/c1-11(26-12(2)21)16(27-13(3)22)9-10-18(28-14(4)23)20(29-15(5)24)17-7-6-8-19(25)30-17/h6,8-11,16-18,20H,7H2,1-5H3	null	CC(C(C=CC(C(C1CC=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.20000005	14757882;101587004	COCONUT:(CNP0294081);Natural Products:(UNPD163839);database;PubChem:(14757882 101587004);SuperNatural:(SN00381743)	68722655234
7	1	N/A	-304.32903050964177	C20H26O10	[M + H]+	IIGKKKGWVQSBLY	InChI=1S/C20H26O10/c1-11(26-12(2)21)19(28-14(4)23)20(29-15(5)24)17(27-13(3)22)10-9-16-7-6-8-18(25)30-16/h6,8-11,16-17,19-20H,7H2,1-5H3	spicigeroide	CC(C(C(C(C=CC1CC=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.20000005	433420;5477554;10960888;11048183;11683307;11729602;10251859;13888311;11373671;45028006;45028007;53468511;53468512;102210323;101808989;101808990;102381384;132579365	COCONUT:(CNP0238123);Natural Products:(UNPD107123 UNPD96319);database;PubChem:(433420 5477554 10960888 11048183 11683307 11729602 10251859 13888311 11373671 45028006 45028007 53468511 53468512 102210323 101808989 101808990 102381384 132579365);SuperNatural:(SN00403430 SN00294605);MeSH:(5477554 10251859 45028006 101808989);PubMed	68722655302
8	1	N/A	-315.75128520686593	C20H26O10	[M + H]+	GSUCEWKOLHTXCR	InChI=1S/C20H26O10/c1-11(26-12(2)21)10-19(29-15(5)24)18(28-14(4)23)7-6-17-16(27-13(3)22)8-9-20(25)30-17/h6-9,11,16-19H,10H2,1-5H3	null	CC(CC(C(C=CC1C(C=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.13877928	""	COCONUT:(CNP0348024);Natural Products:(UNPD81687);database;SuperNatural:(SN00338105)	68722655232
9	1	N/A	-325.31913858290727	C20H26O10	[M + H]+	BCAJCHXPKGTADB	InChI=1S/C20H26O10/c1-11(26-12(2)21)19(29-15(5)24)10-16(27-13(3)22)6-7-18-17(28-14(4)23)8-9-20(25)30-18/h6-9,11,16-19H,10H2,1-5H3	[(2S,3S)-6-oxo-2-[(Z,3S,5R,6S)-3,5,6-triacetyloxyhept-1-enyl]-2,3-dihydropyran-3-yl] Acetate	CC(C(CC(C=CC1C(C=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.0	11430236;91254339	COCONUT:(CNP0254912);KNApSAcK:(36193);Natural Products:(UNPD162713);database;PubChem:(11430236 91254339);SuperNatural:(SN00349423);PubMed	68722655314
10	1	N/A	-354.10932560830565	C20H26O10	[M + H]+	OCJHZOWMYWROBI	InChI=1S/C20H26O10/c1-10(2)14(23)8-29-20-19(27)18(26)17(25)15(30-20)9-28-16(24)6-4-11-3-5-12(21)13(22)7-11/h3-7,14-15,17-23,25-27H,1,8-9H2,2H3	null	CC(=C)C(COC1C(C(C(C(O1)COC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)O)O	0.0	71509755;71528827	COCONUT:(CNP0117953);Natural Products:(UNPD227442);database;PubChem:(71509755 71528827)	68721606658
