structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2269407853056145	-43.31155918607304	C19H26O12	[M + CH2O2 - H]-	AFHCRQREQZIDSI	InChI=1S/C19H26O12/c20-6-10-13(23)16(26)19(8-21,30-10)31-18-15(25)14(24)12(22)11(29-18)7-28-17(27)9-4-2-1-3-5-9/h1-5,10-16,18,20-26H,6-8H2	null	C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O	-2.46917486	10906400	COCONUT:(CNP0325734);KNApSAcK:(42164);Natural Products:(UNPD175732);database;PubChem:(10906400);SuperNatural:(SN00036721);ZINC bio:(ZINC13537964);additional;Training Set	68723204114
2	1	N/A	-53.98203673851387	C19H26O12	[M + CH2O2 - H]-	VHUNCYDAXJGCLO	InChI=1S/C19H26O12/c1-27-17(26)8-4-2-3-5-10(8)30-19-16(25)14(23)13(22)11(31-19)7-29-18-15(24)12(21)9(20)6-28-18/h2-5,9,11-16,18-25H,6-7H2,1H3	methyl 2-[(6-o-pentopyranosylhexopyranosyl)oxy]benzoate	COC(=O)C1=CC=CC=C1OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O	-2.5	10278;5315244;11719269;21770576;102574407;124915617;124915618;124915619;124915620	SuperNatural:(SN00241508 SN00028444 SN00169074);ZINC bio:(ZINC31155511);additional;MeSH:(5315244);PubMed;COCONUT:(CNP0260073);KNApSAcK:(34096);Natural Products:(UNPD109352 UNPD201534 UNPD168200 UNPD27307);database;PubChem:(10278 5315244 11719269 21770576 102574407 124915617 124915618 124915619 124915620);CHEBI:(139449);Training Set;Biocyc:(CPD-19215)	68723206262
3	1	N/A	-66.5365019114043	C19H26O12	[M + CH2O2 - H]-	ZOIVCDCWDFQVRB	InChI=1S/C19H26O12/c1-27-16(25)9-4-2-3-5-10(9)30-17-14(23)13(22)12(21)11(31-17)6-28-18-15(24)19(26,7-20)8-29-18/h2-5,11-15,17-18,20-24,26H,6-8H2,1H3	Canthoside A	COC(=O)C1=CC=CC=C1OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	-2.20000005	636824;6324880;22297417;23304283;101211852	COCONUT:(CNP0176735);KNApSAcK:(36875);Natural Products:(UNPD144052);database;PubChem:(636824 6324880 22297417 23304283 101211852);SuperNatural:(SN00396677)	68722655250
4	1	N/A	-67.89696256317944	C19H26O12	[M + CH2O2 - H]-	SYDJVRWZOWPNNO	InChI=1S/C19H26O12/c20-6-10-12(22)14(24)15(25)18(29-10)31-19(16(26)13(23)11(7-21)30-19)8-28-17(27)9-4-2-1-3-5-9/h1-5,10-16,18,20-26H,6-8H2	null	C1=CC=C(C=C1)C(=O)OCC2(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O	-2.46917486	10225582;131704667	COCONUT:(CNP0223546);Natural Products:(UNPD48342);database;PubChem:(10225582 131704667);SuperNatural:(SN00343503);PubMed	68722655298
5	1	N/A	-101.61249199639398	C19H26O12	[M + CH2O2 - H]-	DUZCTLMSDUOYAW	InChI=1S/C19H26O12/c20-9-6-28-18(14(24)11(9)21)29-7-10-12(22)13(23)15(25)19(30-10)31-16(17(26)27)8-4-2-1-3-5-8/h1-5,9-16,18-25H,6-7H2,(H,26,27)	null	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C3=CC=CC=C3)C(=O)O)O)O)O)O)O)O	-2.79999995	10765777;85260329	COCONUT:(CNP0216061);HMDB:(35007);Natural Products:(UNPD178026);database;PubChem:(10765777 85260329);PubChem class - bio and metabolites	68738383882
6	1	N/A	-101.78086711550857	C19H26O12	[M + CH2O2 - H]-	WLZWHPBEEULNDT	InChI=1S/C19H26O12/c20-6-9-11(21)13(23)15(25)18(29-9)28-7-10-12(22)14(24)16(26)19(30-10)31-17(27)8-4-2-1-3-5-8/h1-5,9-16,18-26H,6-7H2	null	C1=CC=C(C=C1)C(=O)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	-2.5	14542324	COCONUT:(CNP0149752);Natural Products:(UNPD181895);database;PubChem:(14542324);SuperNatural:(SN00278617)	68722655234
7	1	N/A	-134.1883584245321	C19H26O12	[M + CH2O2 - H]-	DORTUQCLYOHVKE	InChI=1S/C19H26O12/c20-6-9-10(21)15(14(25)18(29-9)28-7-8-4-2-1-3-5-8)30-19-13(24)11(22)12(23)16(31-19)17(26)27/h1-5,9-16,18-25H,6-7H2,(H,26,27)	null	C1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O	-2.25388622	""	COCONUT:(CNP0251150);Natural Products:(UNPD6790);database;SuperNatural:(SN00367873)	68722655232
8	1	N/A	-135.64695010178923	C19H26O12	[M + CH2O2 - H]-	WKYIZIWATBNICO	InChI=1S/C19H26O12/c1-27-16(25)9-3-2-4-10(5-9)30-17-14(23)13(22)12(21)11(31-17)6-28-18-15(24)19(26,7-20)8-29-18/h2-5,11-15,17-18,20-24,26H,6-8H2,1H3	Cinnacasolide A	COC(=O)C1=CC(=CC=C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	-2.20000005	70692598	COCONUT:(CNP0126184);Natural Products:(UNPD214396);database;PubChem:(70692598);PubMed	68721606722
9	1	N/A	-138.34822367814397	C19H26O12	[M + CH2O2 - H]-	FVKIBVYKSWGGPY	InChI=1S/C19H26O12/c20-5-9-11(22)13(24)15(26)17(29-9)7-1-3-8(4-2-7)18(28)31-19-16(27)14(25)12(23)10(6-21)30-19/h1-4,9-17,19-27H,5-6H2	null	C1=CC(=CC=C1C2C(C(C(C(O2)CO)O)O)O)C(=O)OC3C(C(C(C(O3)CO)O)O)O	-2.74782586	""	COCONUT:(CNP0096920);database	68721573888
10	1	N/A	-140.31175233193693	C19H26O12	[M + CH2O2 - H]-	AMBDNEPFBLXMFJ	InChI=1S/C19H26O12/c1-7-11(21)13(23)15(25)18(29-7)28-6-10-12(22)14(24)16(26)19(30-10)31-17(27)8-2-4-9(20)5-3-8/h2-5,7,10-16,18-26H,6H2,1H3	null	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(=O)C3=CC=C(C=C3)O)O)O)O)O)O)O	-1.72925854	""	COCONUT:(CNP0179976);Natural Products:(UNPD4222);database;SuperNatural:(SN00278756)	68722655232
