structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.439402491592345	-35.85761109643379	C7H15N	[M + H]+	AVKNGPAMCBSNSO	InChI=1S/C7H15N/c8-6-7-4-2-1-3-5-7/h7H,1-6,8H2	NCIStruc1_000612	C1CCC(CC1)CN	1.70000005	76688;448748	NORMAN:(NS00029228);COCONUT:(CNP0185023);database;PubChem:(76688 448748);ZINC bio:(ZINC00901180);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	77395664962
2	1	N/A	-42.00736678018448	C7H15N	[M + H]+	KSMVBYPXNKCPAJ	InChI=1S/C7H15N/c1-6-2-4-7(8)5-3-6/h6-7H,2-5,8H2,1H3	Ambcb3002871	CC1CCC(CC1)N	1.40257037	80604;36689723	NORMAN:(NS00020324);database;PubChem:(80604 36689723);ZINC bio:(ZINC01664886);additional;PubChem class - bio and metabolites;MeSH:(80604);PubChem class - safety and toxic;PubMed;KEGG Mine	77394092102
3	1	N/A	-64.51661024837699	C7H15N	[M + H]+	MOPQSUSRXWYFIU	InChI=1S/C7H15N/c1-2-3-7(6-8)4-5-7/h2-6,8H2,1H3	null	CCCC1(CC1)CN	1.29999995	54083256	PubChem:(54083256);database	68719476738
4	1	N/A	-67.39914041905277	C7H15N	[M + H]+	FEUISMYEFPANSS	InChI=1S/C7H15N/c1-6-4-2-3-5-7(6)8/h6-7H,2-5,8H2,1H3	2-Methylcyclohexanamine	CC1CCCCC1N	1.40257037	23432;638182;5324013;6993479;6993480;6993477;6993478;6993481;6993482;12714249;21572671;23517055;55288981;68048053	NORMAN:(NS00043448);database;PubChem class - safety and toxic;PubChem:(23432 638182 5324013 6993479 6993480 6993477 6993478 6993481 6993482 12714249 21572671 23517055 55288981 68048053);KEGG Mine;additional	77377306626
5	1	N/A	-72.65683226272606	C7H15N	[M + H]+	SDGKUVSVPIIUCF	InChI=1S/C7H15N/c1-6-4-3-5-7(2)8-6/h6-8H,3-5H2,1-2H3	Nanofina	CC1CCCC(N1)C	1.8775748	1550970;68843;641768;641769;3313384;7045687;6347614;6560360;44227247;55218997;59404487;69111824	NORMAN:(NS00032056);COCONUT:(CNP0277987);Natural Products:(UNPD102034 UNPD129538);database;PubChem:(1550970 68843 641768 641769 3313384 7045687 6347614 6560360 44227247 55218997 59404487 69111824);SuperNatural:(SN00239513 SN00339702);MeSH:(68843);PubChem class - safety and toxic;PubMed	68790026310
6	1	N/A	-79.10052437714577	C7H15N	[M + H]+	KWHPWBXOLZTZMJ	InChI=1S/C7H15N/c1-2-7-3-5-8-6-4-7/h7-8H,2-6H2,1H3	4-Ethylpiperidine	CCC1CCNCC1	1.60000002	76704;36691235	NORMAN:(NS00029252);database;PubChem:(76704 36691235);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed	68803641410
7	1	N/A	-81.75198611316151	C7H15N	[M + H]+	QOZOFODNIBQPGN	InChI=1S/C7H15N/c1-6-3-4-8-7(2)5-6/h6-8H,3-5H2,1-2H3	2,4-dimethylpiperidin	CC1CCNC(C1)C	1.5	95423;7229997;7229998;7229999;7230000;6993566;6993567;6993568;6993569;55302500;67813252	PubChem:(95423 7229997 7229998 7229999 7230000 6993566 6993567 6993568 6993569 55302500 67813252);database	68719476738
8	1	N/A	-90.58195183510709	C7H15N	[M + H]+	QXNDZONIWRINJR	InChI=1S/C7H15N/c1-2-4-6-8-7-5-3-1/h8H,1-7H2	Azocane	C1CCCNCCC1	1.5	14276;7045766	NORMAN:(NS00023607);database;PubChem:(14276 7045766);CHEBI:(38792);MeSH:(14276);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782438
9	1	N/A	-95.21620253164023	C7H15N	[M + H]+	XTUVJUMINZSXGF	InChI=1S/C7H15N/c1-8-7-5-3-2-4-6-7/h7-8H,2-6H2,1H3	Methylcyclohexylamine	CNC1CCCCC1	1.60000002	7514;4370253	NORMAN:(NS00039528);COCONUT:(CNP0404680);database;PubChem:(7514 4370253);SuperNatural:(SN00119450);CHEBI:(59018);ZINC bio:(ZINC01486612);additional;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77380477026
10	1	N/A	-120.99426588574474	C7H15N	[M + H]+	HTLZVHNRZJPSMI	InChI=1S/C7H15N/c1-2-8-6-4-3-5-7-8/h2-7H2,1H3	ethylpiperidine	CCN1CCCCC1	1.68448889	13007;6992606;59044931;101040239	NORMAN:(NS00005670);database;PubChem:(13007 6992606 59044931 101040239);CHEBI:(39017);MeSH:(13007);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782438
11	1	N/A	-151.90302175798533	C7H15N	[M + H]+	LBUPWCHXRSTTNO	InChI=1S/C7H15N/c1-7(2)5-3-4-6-8-7/h8H,3-6H2,1-2H3	2,2-Dimethylpiperidine	CC1(CCCCN1)C	1.29999995	3016856	PubChem:(3016856);NORMAN:(NS00032977);database	68719738882
