structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.192167178587421	-64.74473377049094	C20H22O7	[M + H]+	MIJKZXWOOXIEEU	InChI=1S/C20H22O7/c1-9-8-14(11(3)17(21)15(9)19(22)23)27-20(24)16-10(2)7-13(25-5)12(4)18(16)26-6/h7-8,21H,1-6H3,(H,22,23)	Barbatic acid	CC1=CC(=C(C(=C1C(=O)O)O)C)OC(=O)C2=C(C(=C(C=C2C)OC)C)OC	4.5	94870;54705590	COCONUT:(CNP0321839 CNP0382616);Natural Products:(UNPD83303);database;PubChem:(94870 54705590);SuperNatural:(SN00002483 SN00339968);CHEBI:(107634);ZINC bio:(ZINC01687273);additional;MeSH:(94870);PubChem class - safety and toxic;Training Set;PubMed	68790313062
2	1	N/A	-81.13595109500717	C20H22O7	[M + H]+	YBBZWHIIYJKMKV	InChI=1S/C20H22O7/c1-9-7-13(25-5)11(3)17(21)16(9)20(24)27-14-8-10(2)15(19(23)26-6)18(22)12(14)4/h7-8,21-22H,1-6H3	(3-hydroxy-4-methoxycarbonyl-2,5-dimethylphenyl) 2-hydroxy-4-methoxy-3,6-dimethylbenzoate	CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)OC)O)C)O)C)OC	5.0	14805236	COCONUT:(CNP0257208);Natural Products:(UNPD29847);database;PubChem:(14805236)	68721606658
3	1	N/A	-81.33753359313862	C20H22O7	[M + H]+	LTMJJMNIPUQFPU	InChI=1S/C20H22O7/c1-8-7-13(21)11(4)16(22)14(8)20(25)27-18-10(3)9(2)15(19(24)26-6)17(23)12(18)5/h7,21-23H,1-6H3	null	CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC)O)C)O)C)O	5.0	139590461	PubChem:(139590461);database	68719476738
4	1	N/A	-112.87025334156215	C20H22O7	[M + H]+	BEDDITQSLNWAOP	InChI=1S/C20H22O7/c1-23-13-10-15(22)19(16(11-13)24-2)14(21)7-6-12-8-17(25-3)20(27-5)18(9-12)26-4/h6-11,22H,1-5H3	2''-Hydroxy-3,4,4'',5,6''-pentamethoxychalcone	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC(=C(C(=C2)OC)OC)OC)O	3.70000005	602639;5374858;100962473	COCONUT:(CNP0299814);KNApSAcK:(6988);Natural Products:(UNPD55694);database;PubChem:(602639 5374858 100962473);SuperNatural:(SN00309041);PubMed	68722655314
5	1	N/A	-121.8537717414763	C20H22O7	[M + H]+	YYGVWBCOVUSNQT	InChI=1S/C20H22O7/c1-23-15-9-7-12(10-16(15)24-2)6-8-13(21)18-14(22)11-17(25-3)19(26-4)20(18)27-5/h6-11,22H,1-5H3	6''-Hydroxy-3,4,2'',3'',4''-pentamethoxychalcone	COC1=C(C=C(C=C1)C=CC(=O)C2=C(C(=C(C=C2O)OC)OC)OC)OC	3.70000005	13802644;73187685	COCONUT:(CNP0177986);KNApSAcK:(6989);Natural Products:(UNPD218376 UNPD142278);database;PubChem:(13802644 73187685);SuperNatural:(SN00255623);PubMed	68722655314
6	1	N/A	-130.89986631745	C20H22O7	[M + H]+	HJEVKPPOPFNTMA	InChI=1S/C20H22O7/c1-23-14-9-7-12(10-15(14)24-2)6-8-13(21)18-16(25-3)11-17(26-4)20(27-5)19(18)22/h6-11,22H,1-5H3	2''-Hydroxy-3'',4'',6'',3,4-pentamethoxychalcone	COC1=C(C=C(C=C1)C=CC(=O)C2=C(C(=C(C=C2OC)OC)OC)O)OC	3.70000005	10992375;85358721	COCONUT:(CNP0264106);KNApSAcK:(32628);Natural Products:(UNPD139122);database;PubChem:(10992375 85358721);SuperNatural:(SN00347747);PubMed	68722655314
7	1	N/A	-140.51970623336237	C20H22O7	[M + H]+	VJQOZRFYJNWSFO	InChI=1S/C20H22O7/c1-22-12-8-15(23-2)19-13(21)10-14(27-16(19)9-12)11-6-17(24-3)20(26-5)18(7-11)25-4/h6-9,14H,10H2,1-5H3	3'',4'',5,5'',7-Pentamethoxyflavanone	COC1=CC2=C(C(=O)CC(O2)C3=CC(=C(C(=C3)OC)OC)OC)C(=C1)OC	2.79999995	4692111;21721844;40429286	COCONUT:(CNP0348225);Natural Products:(UNPD75541);database;PubChem:(4692111 21721844 40429286);SuperNatural:(SN00341010);ZINC bio:(ZINC02576433 ZINC08472480)	68722663426
8	1	N/A	-144.77609240575805	C20H22O7	[M + H]+	VHCQVGQULWFQTM	InChI=1S/C20H22O7/c1-23-13-9-15(22)20(19(10-13)27-5)14(21)7-6-12-8-17(25-3)18(26-4)11-16(12)24-2/h6-11,22H,1-5H3	Rubone	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC(=C(C=C2OC)OC)OC)O	3.70000005	3899901;5951499;97303798	COCONUT:(CNP0193764);KNApSAcK:(6987);Natural Products:(UNPD188474);database;PubChem:(3899901 5951499 97303798);SuperNatural:(SN00007032);ZINC bio:(ZINC04104685);additional;MeSH:(5951499);Training Set;PubMed	68723204182
9	1	N/A	-147.98326240907332	C20H22O7	[M + H]+	KDAYBJYBUBBFCG	InChI=1S/C20H22O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-8,10,14H,9H2,1-5H3	null	COC1=C(C=C(C=C1)C2CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC	2.79999995	72703226	COCONUT:(CNP0306872);HMDB:(32869);Natural Products:(UNPD64164);database;PubChem:(72703226);SuperNatural:(SN00404736);PubChem class - bio and metabolites	68739432458
10	1	N/A	-148.58664228397438	C20H22O7	[M + H]+	HFKPIRGXRKMHJS	InChI=1S/C20H22O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-8,10,14H,9H2,1-5H3	(2S)-5,6,7,3'',4''-Pentamethoxyflavanone	COC1=C(C=C(C=C1)C2CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC	2.79999995	12405140;10937632;92468388	COCONUT:(CNP0388687);KNApSAcK:(32569);Natural Products:(UNPD29922);database;PubChem:(12405140 10937632 92468388);ZINC bio:(ZINC14643953 ZINC14643956);MeSH:(10937632);PubMed;KEGG Mine	77311549526
