structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.20056533097310109	-45.66940902408875	C27H24O18	[M + Cl]-	RNKMOGIPOMVCHO	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2	Tannic acid [JAN]	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O	0.400000006	250395;452707;9963515;14181022;11969003;54275928;92967418;92967419;100913499;100913500;124523973;124708122;124183493;124190722	SuperNatural:(SN00168970 SN00400691 SN00342475 SN00037405);ZINC bio:(ZINC28639308);additional;MeSH:(250395 452707);PubMed;NORMAN:(NS00066309);COCONUT:(CNP0107664);Natural Products:(UNPD3999 UNPD6111 UNPD58764);database;PubChem:(250395 452707 9963515 14181022 11969003 54275928 92967418 92967419 100913499 100913500 124523973 124708122 124183493 124190722);CHEBI:(24182);KEGG:(C17458);PubChem class - safety and toxic;Training Set	68790575462
2	1	N/A	-46.70261402843856	C27H24O18	[M + Cl]-	MACFXELYCBWKGT	InChI=1S/C27H24O18/c28-7-17-21(38)22(43-24(39)8-1-11(29)18(35)12(30)2-8)23(44-25(40)9-3-13(31)19(36)14(32)4-9)27(42-17)45-26(41)10-5-15(33)20(37)16(34)6-10/h1-6,17,21-23,27-38H,7H2	[(2R,3R,4S,5R,6S)-3-hydroxy-2-(hydroxymethyl)-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-4-yl] 3,4,5-trihydroxybenzoate	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(C(OC(C2OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)CO)O	0.899999976	5322038;13270010;11969001;22524535	COCONUT:(CNP0295504);Natural Products:(UNPD94176 UNPD167613);database;PubChem:(5322038 13270010 11969001 22524535);SuperNatural:(SN00168969 SN00042607 SN00310206);ZINC bio:(ZINC77269615);additional;Training Set;KEGG Mine	77313138690
3	1	N/A	-53.353495924055586	C27H24O18	[M + Cl]-	LLENXGNWVNSBQG	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)22(38)23(44-25(40)9-3-13(30)19(35)14(31)4-9)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2	1,2,6-Trigalloylglucose	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O	0.400000006	440308;3357644;12795682;12795683;11969002	HMDB:(39182);SuperNatural:(SN00249102 SN00036226 SN00159807);ZINC bio:(ZINC04096393);additional;MeSH:(12795683);Plantcyc:(CPD-8947);PubMed;COCONUT:(CNP0191641);Natural Products:(UNPD144202 UNPD62292 UNPD195949);database;PubChem:(440308 3357644 12795682 12795683 11969002);CHEBI:(27395);PubChem class - bio and metabolites;KEGG:(C04360);Training Set;Biocyc:(CPD-8947)	68740114798
4	1	N/A	-55.878454459146674	C27H24O18	[M + Cl]-	QIMAAFXJNKMZMG	InChI=1S/C27H24O18/c28-7-17-22(43-24(39)8-1-11(29)18(35)12(30)2-8)21(38)23(44-25(40)9-3-13(31)19(36)14(32)4-9)27(42-17)45-26(41)10-5-15(33)20(37)16(34)6-10/h1-6,17,21-23,27-38H,7H2	[(2R,3S,4S,5R,6R)-4-hydroxy-2-(hydroxymethyl)-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-3-yl] 3,4,5-trihydroxybenzoate	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(OC(C(C2O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)CO	0.400000006	15596071;15596072;88204715;129819655	COCONUT:(CNP0108548);HMDB:(31745);Natural Products:(UNPD180797 UNPD59089 UNPD63398);database;PubChem:(15596071 15596072 88204715 129819655);SuperNatural:(SN00290703 SN00262329 SN00376442);PubChem class - bio and metabolites;KEGG Mine	77329367050
5	1	N/A	-58.77402872599676	C27H24O18	[M + Cl]-	LMYPJDRBDUBCIH	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(38)42-7-17-22(44-25(39)9-3-13(30)19(35)14(31)4-9)21(37)23(27(41)43-17)45-26(40)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-37,41H,7H2	null	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	0.400000006	14188628;101460799	COCONUT:(CNP0202786);Natural Products:(UNPD22059 UNPD167697);database;PubChem:(14188628 101460799);SuperNatural:(SN00317854)	68722655234
6	1	N/A	-60.58630570486482	C27H24O18	[M + Cl]-	QNGJHYZWDAADHI	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(38)42-7-17-22(44-25(39)9-3-13(30)19(35)14(31)4-9)23(21(37)27(41)43-17)45-26(40)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-37,41H,7H2	[(2R,3R,4R,5R)-5,6-dihydroxy-3,4-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	0.400000006	14188640;14188641;102303745	COCONUT:(CNP0274277);Natural Products:(UNPD190913);database;PubChem:(14188640 14188641 102303745);SuperNatural:(SN00320896)	68722655234
7	1	N/A	-61.189539540821876	C27H24O18	[M + Cl]-	SUAXOYITDJNGFM	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-23(44-25(40)9-3-13(30)19(35)14(31)4-9)21(37)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2	[4,5-dihydroxy-3,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	0.400000006	10077822;14284610;10349127	COCONUT:(CNP0242534);HMDB:(39185);KNApSAcK:(35191);Natural Products:(UNPD110106 UNPD33461);database;PubChem:(10077822 14284610 10349127);SuperNatural:(SN00229188 SN00282043);PubChem class - bio and metabolites;PubMed	68739432538
8	1	N/A	-70.4650100320381	C27H24O18	[M + Cl]-	YYJNEVBVNQOVIM	InChI=1S/C27H24O18/c28-7-17-22(43-24(39)8-1-11(29)18(35)12(30)2-8)23(44-25(40)9-3-13(31)19(36)14(32)4-9)21(38)27(42-17)45-26(41)10-5-15(33)20(37)16(34)6-10/h1-6,17,21-23,27-38H,7H2	[(2R,3R,4R,5R,6S)-5-hydroxy-2-(hydroxymethyl)-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-3-yl] 3,4,5-trihydroxybenzoate	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(OC(C(C2OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)CO	0.400000006	16066749;73231196	COCONUT:(CNP0169296);HMDB:(31274);Natural Products:(UNPD109850);database;PubChem:(16066749 73231196);SuperNatural:(SN00312962);PubChem class - bio and metabolites;PubMed;KEGG Mine	77329367114
9	1	N/A	-77.48597701254184	C27H24O18	[M + Cl]-	HJERSDLXBDJXLB	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)33)25(39)43-16-6-10(5-15(32)20(16)35)24(38)42-7-17-21(36)22(37)23(27(41)44-17)45-26(40)9-3-13(30)19(34)14(31)4-9/h1-6,17,21-23,27-37,41H,7H2	null	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(C(C(OC2O)COC(=O)C3=CC(=C(C(=C3)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O)O	-0.391102195	""	COCONUT:(CNP0309655);Natural Products:(UNPD67379);database	68721606656
10	1	N/A	-81.88157149502156	C27H24O18	[M + Cl]-	MZQAYXAHWQEKFW	InChI=1S/C27H24O18/c28-7-17-21(43-24(38)8-1-11(29)18(35)12(30)2-8)22(44-25(39)9-3-13(31)19(36)14(32)4-9)23(27(41)42-17)45-26(40)10-5-15(33)20(37)16(34)6-10/h1-6,17,21-23,27-37,41H,7H2	null	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(OC(C(C2OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)CO	0.400000006	13270025	COCONUT:(CNP0157190);Natural Products:(UNPD174937);database;PubChem:(13270025);SuperNatural:(SN00243393);KEGG Mine	77312589826
