structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.230335613115346	-6.706037556789191	C21H20O11	[M + H]+	PLAPMLGJVGLZOV	InChI=1S/C21H20O11/c22-6-14-17(28)18(29)19(30)21(32-14)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7/h1-5,14,17-19,21-26,28-30H,6H2	Orientin	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O	-0.200000003	5281675;5320307;5382105;12004585;12313763;11968814;23757180;26183518;25202593;38348067;44257907;44257946;90658326;92244163;92244164;92244165;92244166;122173253;133554336;133602824;134758340	HMDB:(30614);SuperNatural:(SN00351447 SN00314703 SN00028594 SN00036300 SN00036301 SN00157187 SN00366773 SN00028593 SN00036303 SN00036302 SN00158473);ZINC bio:(ZINC04098560 ZINC04963987 ZINC04963988 ZINC04963990 ZINC04963991 ZINC31156576 ZINC31156581);additional;MeSH:(5281675 5382105 90658326);Plantcyc:(23-dihydrodipicolinate CPD-15083);PubMed;NORMAN:(NS00014643);COCONUT:(CNP0094697 CNP0221949);KNApSAcK:(1078);Natural Products:(UNPD41484 UNPD171134 UNPD39841 UNPD11024 UNPD158283 UNPD213353);database;PubChem:(5281675 5320307 5382105 12004585 12313763 11968814 23757180 26183518 25202593 38348067 44257907 44257946 90658326 92244163 92244164 92244165 92244166 122173253 133554336 133602824 134758340);CHEBI:(139456 7781);PubChem class - bio and metabolites;KEGG:(C10114);Training Set;Biocyc:(CPD-15083)	68740376958
2	1	N/A	-12.143338033493796	C21H20O11	[M + H]+	ODBRNZZJSYPIDI	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	Isoorientin	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	-0.200000003	114776;6426860;12311138;12311139;12311140;12311142;24211966;44257906;44257910;49852298;51521828;51402803;51405075;51405076;51405077;53393033;91200637;124708196;124870484;133685582	HMDB:(127356);SuperNatural:(SN00011307 SN00011090 SN00157296 SN00351156 SN00036482 SN00280898 SN00305502 SN00244113 SN00011308 SN00036479 SN00011309 SN00020206 SN00036480 SN00011089 SN00036481);ZINC bio:(ZINC04349248 ZINC04349261 ZINC04349262 ZINC04654605 ZINC04654606 ZINC04654607 ZINC08551389 ZINC08551390 ZINC08551391 ZINC08551392 ZINC13424721);additional;MeSH:(114776 6426860 12311139);Plantcyc:(ISOORIENTIN);PubMed;COCONUT:(CNP0075287 CNP0222527 CNP0416778);KNApSAcK:(1055);Natural Products:(UNPD29454 UNPD117721 UNPD178053 UNPD81821 UNPD168842);database;PubChem:(114776 6426860 12311138 12311139 12311140 12311142 24211966 44257906 44257910 49852298 51521828 51402803 51405075 51405076 51405077 53393033 91200637 124708196 124870484 133685582);CHEBI:(17965 139455 58333);PubChem class - bio and metabolites;KEGG:(C01821);Training Set;Biocyc:(ISOORIENTIN)	68740114814
3	1	N/A	-26.222105966792874	C21H20O11	[M + H]+	FONGWVNORDOJFQ	InChI=1S/C21H20O11/c22-5-13-17(28)18(29)19(30)21(32-13)15-12(26)4-11(25)14-16(27)8(6-31-20(14)15)7-1-2-9(23)10(24)3-7/h1-4,6,13,17-19,21-26,28-30H,5H2	8-C-Glucosylorobol	C1=CC(=C(C=C1C2=COC3=C(C2=O)C(=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O)O)O	-0.200000003	21676216;44257293	COCONUT:(CNP0228013);KNApSAcK:(6093);Natural Products:(UNPD93318 UNPD17790 UNPD177770);database;PubChem:(21676216 44257293);SuperNatural:(SN00232878 SN00328741 SN00270410);KEGG Mine	77312589842
4	1	N/A	-41.10464586682492	C21H20O11	[M + H]+	IBDHZQYGNNIQTP	InChI=1S/C21H20O11/c22-6-11-14(26)16(28)18(30)21(31-11)13-10(25)5-9(24)12-15(27)17(29)19(32-20(12)13)7-1-3-8(23)4-2-7/h1-5,11,14,16,18,21-26,28-30H,6H2	8-C-beta-D-Glucopyranosylkaempferol	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O	0.100000001	44258735;71679730	COCONUT:(CNP0131370);KNApSAcK:(14021);Natural Products:(UNPD204794);database;PubChem:(44258735 71679730);KEGG Mine	77311541266
5	1	N/A	-45.13192119727283	C21H20O11	[M + H]+	SUZADCRUSDZVCH	InChI=1S/C21H20O11/c22-6-11-14(25)17(28)19(30)21(32-11)12-9(24)5-10-13(15(12)26)16(27)18(29)20(31-10)7-1-3-8(23)4-2-7/h1-5,11,14,17,19,21-26,28-30H,6H2	6-C-Glucopyranosylkaempferol	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	0.100000001	24721625;44258734;56674291;91231902	COCONUT:(CNP0302458);KNApSAcK:(6090);Natural Products:(UNPD58694);database;PubChem:(24721625 44258734 56674291 91231902);SuperNatural:(SN00271776);PubMed;KEGG Mine	77312589906
6	1	N/A	-48.49958853699973	C21H20O11	[M + H]+	PLNWXFMMLGXLNL	InChI=1S/C21H20O11/c22-5-13-17(27)19(29)20(30)21(32-13)14-11(25)4-12-15(18(14)28)16(26)8(6-31-12)7-1-2-9(23)10(24)3-7/h1-4,6,13,17,19-25,27-30H,5H2	6-C-Glucosylorobol	C1=CC(=C(C=C1C2=COC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	-0.200000003	44257294;102023274;129684684	COCONUT:(CNP0299696);KNApSAcK:(6119);Natural Products:(UNPD55564);database;PubChem:(44257294 102023274 129684684);SuperNatural:(SN00369540)	68722655250
7	1	N/A	-73.08604568947403	C21H20O11	[M + H]+	HXZMIYTWLNHLCX	InChI=1S/C21H20O11/c22-5-13-17(28)18(29)19(30)21(32-13)15-12(26)4-11(25)14-16(27)9(6-31-20(14)15)8-2-1-7(23)3-10(8)24/h1-4,6,13,17-19,21-26,28-30H,5H2	null	C1=CC(=C(C=C1O)O)C2=COC3=C(C2=O)C(=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O	-0.200000003	129847945	KNApSAcK:(19447);database;PubChem:(129847945);KEGG Mine	77309411346
8	1	N/A	-75.54034728714826	C21H20O11	[M + H]+	RKEQWDAUYLDNEU	InChI=1S/C21H20O11/c22-6-11-14(25)17(28)19(30)21(32-11)13-15(26)12-9(24)5-10(7-1-3-8(23)4-2-7)31-20(12)18(29)16(13)27/h1-5,11,14,17,19,21-23,25-30H,6H2	Isoscutellarein 6-galactoside	C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)O)O)C4C(C(C(C(O4)CO)O)O)O)O)O	-0.200000003	133806;44258564;70697812	COCONUT:(CNP0270743);KNApSAcK:(6103);Natural Products:(UNPD85701 UNPD143412);database;PubChem:(133806 44258564 70697812);SuperNatural:(SN00230149 SN00357950);CHEBI:(66085);MeSH:(133806);PubMed;KEGG Mine	77312589942
9	1	N/A	-82.5802051650888	C21H20O11	[M + H]+	GVDZEEZFEKPWPL	InChI=1S/C21H20O11/c22-6-12-15(27)16(28)18(30)21(31-12)13-10(24)4-2-8-14(26)17(29)19(32-20(8)13)7-1-3-9(23)11(25)5-7/h1-5,12,15-16,18,21-25,27-30H,6H2	8-C-Glucosylfisetin	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	-0.5	5856742;5281615;11597534;44258677	COCONUT:(CNP0278425);KNApSAcK:(1039);Natural Products:(UNPD166580);database;PubChem:(5856742 5281615 11597534 44258677);SuperNatural:(SN00349149);CHEBI:(5065);KEGG:(C10042)	68722655538
10	1	N/A	-85.18397307332272	C21H20O11	[M + H]+	RBVAFYCFAFADAG	InChI=1S/C21H20O11/c22-6-14-17(28)19(30)21(32-14)18(29)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7/h1-5,14,17-19,21-26,28-30H,6H2	null	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C(C4C(C(C(O4)CO)O)O)O)O)O	-0.471908927	""	COCONUT:(CNP0325960);Natural Products:(UNPD88815);database;SuperNatural:(SN00309821)	68722655232
