structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.23234859279609507	-17.515615749631067	C16H12O6	[M + H]+	OBBCRPUNCUPUOS	InChI=1S/C16H12O6/c1-21-16-11(18)6-12-13(15(16)20)14(19)10(7-22-12)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3	Tectorigenin	COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O	2.5999999	5281811	HMDB:(42024);SuperNatural:(SN00001857);ZINC bio:(ZINC00899915);additional;MeSH:(5281811);PubMed;COCONUT:(CNP0224875 CNP0388134);KNApSAcK:(2577);Natural Products:(UNPD108275);database;PubChem:(5281811);CHEBI:(9429);PubChem class - bio and metabolites;KEGG:(C10534);PubChem class - safety and toxic	68807074174
2	1	N/A	-31.56998718206173	C16H12O6	[M + H]+	DXRCZIARKKLMLL	InChI=1S/C16H12O6/c1-21-9-4-2-8(3-5-9)10-7-22-12-6-11(17)15(19)16(20)13(12)14(10)18/h2-7,17,19-20H,1H3	null	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)O)O	2.5999999	9814826	COCONUT:(CNP0152127);HMDB:(129956);Natural Products:(UNPD179612);database;PubChem:(9814826);SuperNatural:(SN00377967);PubChem class - bio and metabolites;MeSH:(9814826);PubMed;KEGG Mine	77329367118
3	1	N/A	-32.04584874070783	C16H12O6	[M + H]+	SRXIDIOVDWRHPY	InChI=1S/C16H12O6/c1-21-16-11(18)6-12-13(15(16)20)14(19)9(7-22-12)8-4-2-3-5-10(8)17/h2-7,17-18,20H,1H3	5,7-dihydroxy-3-(2-hydroxyphenyl)-6-methoxychromen-4-one	COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=CC=C3O)O	2.5999999	5491551	COCONUT:(CNP0106702);KNApSAcK:(46035);Natural Products:(UNPD41867);database;PubChem:(5491551);SuperNatural:(SN00387448);MeSH:(5491551);PubMed	68722655318
4	1	N/A	-32.170879603156706	C16H12O6	[M + H]+	PVUYNAPZRICYPA	InChI=1S/C16H12O6/c1-21-12-6-11-13(16(20)15(12)19)14(18)10(7-22-11)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3	null	COC1=C(C(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O)O	2.5999999	14825802	COCONUT:(CNP0187447);KNApSAcK:(19366);Natural Products:(UNPD117655);database;PubChem:(14825802);SuperNatural:(SN00379664);KEGG Mine	77312589842
5	1	N/A	-32.2880746302771	C16H12O6	[M + H]+	IHFBPDAQLQOCBX	InChI=1S/C16H12O6/c1-21-16-11(19)7-13-14(15(16)20)10(18)6-12(22-13)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3	Dinatin	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O	2.22187972	5281628	HMDB:(128581);SuperNatural:(SN00013624);ZINC bio:(ZINC05732241);additional;MeSH:(5281628);PubMed;COCONUT:(CNP0096417 CNP0142251);KNApSAcK:(1050);Natural Products:(UNPD27109);database;PubChem:(5281628);CHEBI:(75902);PubChem class - bio and metabolites;KEGG:(C10058);PubChem class - safety and toxic;Training Set	68807090558
6	1	N/A	-40.26989454745469	C16H12O6	[M + H]+	VJJZJBUCDWKPLC	InChI=1S/C16H12O6/c1-21-16-14(20)13-11(19)6-10(18)7-12(13)22-15(16)8-2-4-9(17)5-3-8/h2-7,17-19H,1H3	Isokaempferide	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	2.19950652	5280862	SuperNatural:(SN00013625);ZINC bio:(ZINC05732268);additional;MeSH:(5280862);Plantcyc:(CPD-14950);PubMed;COCONUT:(CNP0099532 CNP0302990);KNApSAcK:(1062);Natural Products:(UNPD59371);database;PubChem:(5280862);YMDB Mine;CHEBI:(1579);PubChem class - bio and metabolites;KEGG:(C05902);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-14950)	103166962038
7	1	N/A	-46.94333848380283	C16H12O6	[M + H]+	UWARRXZVZDFPQU	InChI=1S/C16H12O6/c1-21-13-7-12-14(16(20)15(13)19)10(18)6-11(22-12)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3	Sorbifolin	COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)O	2.22187972	3084390	COCONUT:(CNP0290092);KNApSAcK:(3835);Natural Products:(UNPD21043);database;PubChem:(3084390);SuperNatural:(SN00374701);PubChem class - bio and metabolites;Plantcyc:(CPD-15630);PubMed;Biocyc:(CPD-15630);KEGG Mine	77329500242
8	1	N/A	-49.46053940838316	C16H12O6	[M + H]+	UYLQOGTYNFVQQX	InChI=1S/C16H12O6/c1-21-15-12(19)6-11(18)13-14(20)10(7-22-16(13)15)8-2-4-9(17)5-3-8/h2-7,17-19H,1H3	Isotectorigenin	COC1=C(C=C(C2=C1OC=C(C2=O)C3=CC=C(C=C3)O)O)O	2.5999999	5353911	COCONUT:(CNP0133753);KNApSAcK:(9460);Natural Products:(UNPD66254);database;PubChem:(5353911);SuperNatural:(SN00294036);ZINC bio:(ZINC03874807);MeSH:(5353911);PubChem class - safety and toxic;PubMed	68789772374
9	1	N/A	-49.856376923430695	C16H12O6	[M + H]+	HYBBOIHJQNYTGH	InChI=1S/C16H12O6/c1-21-16-9(17)7-10-11(13(16)19)12(18)14(20)15(22-10)8-5-3-2-4-6-8/h2-7,17,19-20H,1H3	alnusin	COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC=CC=C3)O	2.79999995	12305751	COCONUT:(CNP0379915);KNApSAcK:(4543);Natural Products:(UNPD174823);database;PubChem:(12305751);SuperNatural:(SN00401809);PubMed	68722655314
10	1	N/A	-51.318196493415364	C16H12O6	[M + H]+	FPIOBTBNRZPWJW	InChI=1S/C16H12O6/c1-21-13-3-2-8(4-11(13)18)10-7-22-14-6-9(17)5-12(19)15(14)16(10)20/h2-7,17-19H,1H3	pratensin	COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O	2.5999999	5281803;25201808	HMDB:(30617);SuperNatural:(SN00157843);additional;MeSH:(5281803);Plantcyc:(CPD-3622);PubMed;COCONUT:(CNP0086065 CNP0120850);KNApSAcK:(2563);Natural Products:(UNPD194637);database;PubChem:(5281803 25201808);CHEBI:(8359 61323);PubChem class - bio and metabolites;KEGG:(C10520);Training Set;Biocyc:(CPD-3622)	68740106622
