structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.12162173693792142	-19.218433436501574	C20H20O7	[M + H]+	GIKVSFNAEBQLGB	InChI=1S/C20H20O7/c1-22-12-8-15(23-2)19-13(21)10-14(27-16(19)9-12)11-6-17(24-3)20(26-5)18(7-11)25-4/h6-10H,1-5H3	Tricetin Pentamethyl Ether	COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC(=C(C(=C3)OC)OC)OC	3.0	493376	COCONUT:(CNP0278585);KNApSAcK:(3918);Natural Products:(UNPD100132);database;PubChem:(493376);SuperNatural:(SN00003144);ZINC bio:(ZINC02566193);additional;MeSH:(493376);Training Set;PubMed	68723204182
2	1	N/A	-19.907636286511703	C20H20O7	[M + H]+	LKMNXYDUQXAUCZ	InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-10H,1-5H3	Sinensetin	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC	3.0	145659;131668348	HMDB:(36633);SuperNatural:(SN00002183);ZINC bio:(ZINC01531698);additional;MeSH:(145659);PubMed;COCONUT:(CNP0172176 CNP0230475);KNApSAcK:(13596);Natural Products:(UNPD167586);database;PubChem:(145659 131668348);CHEBI:(9159);PubChem class - bio and metabolites;KEGG:(C10186);PubChem class - safety and toxic;Training Set	68807090558
3	1	N/A	-43.62253875170515	C20H20O7	[M + H]+	VECLBJNEVVVACD	InChI=1S/C20H20O7/c1-22-12-6-7-13-14(10-12)27-18(20(26-5)17(13)21)11-8-15(23-2)19(25-4)16(9-11)24-3/h6-10H,1-5H3	3,4,5-trimethoxyphenyl)-4H-chromen-4-one	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC(=C(C(=C3)OC)OC)OC)OC	3.20000005	16044716	COCONUT:(CNP0240449);Natural Products:(UNPD193575);database;PubChem:(16044716);SuperNatural:(SN00002995);ZINC bio:(ZINC02525201);additional;Training Set;PubMed	68723204162
4	1	N/A	-48.86907872420032	C20H20O7	[M + H]+	OWNRDLYPIYHOQK	InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-13(27-17)10-14(23-2)18(24-3)19(15)25-4/h6-10H,1-5H3	3,5,6,7-tetramethoxy-2-(4-methoxyphenyl)chromen-4-one	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC	3.20000005	521171	COCONUT:(CNP0175402);Natural Products:(UNPD178049);database;PubChem:(521171);SuperNatural:(SN00020816);ZINC bio:(ZINC14644997);additional;Training Set;PubMed	68723204162
5	1	N/A	-49.75648430880058	C20H20O7	[M + H]+	ALGDHWVALRSLBT	InChI=1S/C20H20O7/c1-22-12-9-15(25-4)17-16(10-12)27-19(20(26-5)18(17)21)11-6-7-13(23-2)14(8-11)24-3/h6-10H,1-5H3	Spectrum_001718	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)OC)OC	3.20000005	97332	COCONUT:(CNP0147332);KNApSAcK:(4655);Natural Products:(UNPD143350);database;PubChem:(97332);SuperNatural:(SN00002526);ZINC bio:(ZINC01705450);additional;MeSH:(97332);Training Set;PubMed	68723204182
6	1	N/A	-51.5568533230808	C20H20O7	[M + H]+	UYCWETIUOAGWIL	InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-10H,1-5H3	Isosinensetin	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC	3.0	632135	COCONUT:(CNP0103410 CNP0352193);HMDB:(37599);KNApSAcK:(3912);Natural Products:(UNPD49416);database;PubChem:(632135);SuperNatural:(SN00158917);PubChem class - bio and metabolites;Training Set;PubMed	68739448922
7	1	N/A	-53.64854208686721	C20H20O7	[M + H]+	YTBOOQTUFDPCCP	InChI=1S/C20H20O7/c1-22-13-7-6-11(8-14(13)23-2)12-10-27-15-9-16(24-3)19(25-4)20(26-5)17(15)18(12)21/h6-10H,1-5H3	4H-1-Benzopyran-4-one, 3-(3,4-dimethoxyphenyl)-5,6,7-trimethoxy-	COC1=C(C=C(C=C1)C2=COC3=CC(=C(C(=C3C2=O)OC)OC)OC)OC	3.0	11079228	COCONUT:(CNP0237007);KNApSAcK:(19026);Natural Products:(UNPD73835);database;PubChem:(11079228);SuperNatural:(SN00339606);PubMed	68722655314
8	1	N/A	-57.07490902660115	C20H20O7	[M + H]+	PKNYLIKZEGFYRC	InChI=1S/C20H20O7/c1-22-16-8-12-13(21)9-14(27-15(12)10-17(16)23-2)11-6-18(24-3)20(26-5)19(7-11)25-4/h6-10H,1-5H3	Prosogerin C	COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=CC(=C(C=C3O2)OC)OC	3.0	44257588	COCONUT:(CNP0230658);KNApSAcK:(3921);Natural Products:(UNPD27963);database;PubChem:(44257588);SuperNatural:(SN00362583);PubMed	68722655314
9	1	N/A	-57.50564708238379	C20H20O7	[M + H]+	HWCMJLHSVXCCRZ	InChI=1S/C20H20O7/c1-22-11-6-7-12-15(8-11)27-19(20(26-5)18(12)21)13-9-16(24-3)17(25-4)10-14(13)23-2/h6-10H,1-5H3	null	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC(=C(C=C3OC)OC)OC)OC	3.20000005	45933946	COCONUT:(CNP0301360);database;PubChem:(45933946);SuperNatural:(SN00035020);ZINC bio:(ZINC48057107);additional;Training Set	68723171330
10	1	N/A	-65.07331895091177	C20H20O7	[M + H]+	BZDNMWJCXMJWNR	InChI=1S/C20H20O7/c1-22-11-7-15(25-4)20(16(8-11)26-5)18-10-13(21)19-14(24-3)6-12(23-2)9-17(19)27-18/h6-10H,1-5H3	5,7,2'',4'',6''-Pentamethoxyflavone	COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=C(C=C(C=C3OC)OC)OC	3.0	5320479	COCONUT:(CNP0327481);KNApSAcK:(13327);Natural Products:(UNPD90875);database;PubChem:(5320479);SuperNatural:(SN00224090);PubMed	68722655314
