structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2141602537234235	-116.19086315506203	C31H46O5	[M + H]+	KVAQLXUMUVEKGR	InChI=1S/C31H46O5/c1-18(2)20(5)9-10-21(28(35)36)27-25(32)17-31(8)24-12-11-22(19(3)4)29(6,15-14-26(33)34)23(24)13-16-30(27,31)7/h12-13,18,21-22,25,27,32H,3,5,9-11,14-17H2,1-2,4,6-8H3,(H,33,34)(H,35,36)	Poricoic acid A	CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O	6.4000001	5320677;5471851;10028880;78385421;138114968	COCONUT:(CNP0109683 CNP0227559);KNApSAcK:(24069);Natural Products:(UNPD35358 UNPD86478);database;PubChem:(5320677 5471851 10028880 78385421 138114968);SuperNatural:(SN00157752 SN00160734 SN00269075 SN00261015);CHEBI:(68353);MeSH:(5471851);PubMed	68722655350
2	1	N/A	-144.58051180370106	C31H46O5	[M + H]+	HYCQUZBUDTVVSJ	InChI=1S/C31H46O5/c1-18(2)20(5)9-10-21(28(35)36)27-25(32)17-31(8)24-12-11-22(19(3)4)29(6,15-14-26(33)34)23(24)13-16-30(27,31)7/h11-12,18,21-22,25,27,32H,3,5,9-10,13-17H2,1-2,4,6-8H3,(H,33,34)(H,35,36)	null	CC(C)C(=C)CCC(C1C(CC2(C1(CCC3=C2C=CC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O	6.69999981	44556878;46882840	COCONUT:(CNP0044313 CNP0166017);KNApSAcK:(47680);Natural Products:(UNPD2128);database;PubChem:(44556878 46882840);SuperNatural:(SN00377188 SN00161216);PubMed	68722655314
3	1	N/A	-167.40900600365305	C31H46O5	[M + H]+	FMVCCUIGNAPOOQ	InChI=1S/C31H46O5/c1-25(2)21(33)15-20(32)23-29(6)10-9-18-19-16-27(4,24(35)36)12-11-26(19,3)13-14-28(18,5)30(29,7)17-22(34)31(23,25)8/h9-10,20-21,23,32-33H,11-17H2,1-8H3,(H,35,36)	null	CC1(C(CC(C2C1(C(=O)CC3(C2(C=CC4=C5CC(CCC5(CCC43C)C)(C)C(=O)O)C)C)C)O)O)C	5.16677952	""	COCONUT:(CNP0125653);Natural Products:(UNPD21507);database;SuperNatural:(SN00321511)	68722655232
4	1	N/A	-169.17241397594344	C31H46O5	[M + H]+	FKAYNRSZPIPSRC	InChI=1S/C31H46O5/c1-19-9-14-30(25(32)33)16-15-28(5)20(21(30)17-19)7-8-22-27(4)12-11-24-31(34,18-35-26(2,3)36-24)23(27)10-13-29(22,28)6/h7,21-24,34H,1,8-18H2,2-6H3,(H,32,33)	null	CC1(OCC2(C3CCC4(C(C3(CCC2O1)C)CC=C5C4(CCC6(C5CC(=C)CC6)C(=O)O)C)C)O)C	5.75334167	""	COCONUT:(CNP0068830 CNP0392461);Natural Products:(UNPD116647);database;SuperNatural:(SN00335512 SN00161436)	68722655232
5	1	N/A	-170.25436959080378	C31H46O5	[M + H]+	WMGIVNDVJFWFEU	InChI=1S/C31H46O5/c1-18(2)19(3)8-9-20(27(35)36)26-23(33)16-31(7)22-10-11-24-28(4,21(22)12-15-30(26,31)6)14-13-25(34)29(24,5)17-32/h10,12,18,20,23-24,26,32-33H,3,8-9,11,13-17H2,1-2,4-7H3,(H,35,36)	29-Hydroxypolyporenicacid C	CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)CO)C)C)C)O)C(=O)O	5.4000001	71462892;139585448	COCONUT:(CNP0106456 CNP0380940);Natural Products:(UNPD147907);database;PubChem:(71462892 139585448);SuperNatural:(SN00229175 SN00161391);PubMed	68722655298
6	1	N/A	-171.0458511655558	C31H46O5	[M + H]+	XLGDRQJDRPAHDF	InChI=1S/C31H46O5/c1-18(2)9-8-10-21(28(34)35)27-23-11-12-26-29(5)15-14-24(33)19(3)22(29)13-16-30(26,6)31(23,7)17-25(27)36-20(4)32/h9,12,19,22-25,33H,8,10-11,13-17H2,1-7H3,(H,34,35)	9,11-Anhydrofusidic Acid	CC1C2CCC3(C(=CCC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)C2(CCC1O)C)C	6.0999999	71313418;101596905;127256182;131698701	COCONUT:(CNP0295208);Natural Products:(UNPD165189);database;PubChem:(71313418 101596905 127256182 131698701);SuperNatural:(SN00246895)	68722655234
7	1	N/A	-172.53719879606103	C31H46O5	[M + H]+	NRSIOSASQDHZSI	InChI=1S/C31H46O5/c1-17(2)18(3)9-10-19(27(35)36)25-23(33)16-31(8)21-15-22(32)26-28(4,5)24(34)12-13-29(26,6)20(21)11-14-30(25,31)7/h11,15,17,19,22-23,25-26,32-33H,3,9-10,12-14,16H2,1-2,4-8H3,(H,35,36)	null	CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CC(C4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)O	4.9000001	101280198;132521373;137796450	COCONUT:(CNP0290184);Natural Products:(UNPD23587 UNPD15955);database;PubChem:(101280198 132521373 137796450);SuperNatural:(SN00323616 SN00290069)	68722655234
8	1	N/A	-175.8726616059987	C31H46O5	[M + H]+	SQDBINMAYPNYDY	InChI=1S/C31H46O5/c1-18(28(4,5)36)9-10-19(26(34)35)25-22(32)17-31(8)21-11-12-23-27(2,3)24(33)14-15-29(23,6)20(21)13-16-30(25,31)7/h11,13,19,22-23,25,32,36H,1,9-10,12,14-17H2,2-8H3,(H,34,35)	16-alpha,25-dihydroxydehydroeburiconic acid	CC1(C2CC=C3C(=CCC4(C3(CC(C4C(CCC(=C)C(C)(C)O)C(=O)O)O)C)C)C2(CCC1=O)C)C	4.5999999	16737365;102296333	COCONUT:(CNP0269513);Natural Products:(UNPD155362);database;PubChem:(16737365 102296333);SuperNatural:(SN00371367);PubMed	68722655298
9	1	N/A	-176.52814156057696	C31H46O5	[M + H]+	HHZQHKPGFJOQSU	InChI=1S/C31H46O5/c1-19(2)22-11-12-25-24(29(22,6)16-15-26(32)33)14-18-30(7)23(13-17-31(25,30)8)21(27(34)35)10-9-20(3)28(4,5)36/h12,14,21-23,36H,1,3,9-11,13,15-18H2,2,4-8H3,(H,32,33)(H,34,35)	null	CC(=C)C1CC=C2C(=CCC3(C2(CCC3C(CCC(=C)C(C)(C)O)C(=O)O)C)C)C1(C)CCC(=O)O	6.30000019	44556811;46882759	COCONUT:(CNP0116474);KNApSAcK:(47652);Natural Products:(UNPD99245);database;PubChem:(44556811 46882759);SuperNatural:(SN00385653);PubMed	68722655314
10	1	N/A	-177.49162625389246	C31H46O5	[M + H]+	BWKDMQFSIIGDOI	InChI=1S/C31H46O5/c1-25(2)23(34)20(32)15-21-29(6)10-9-18-19-16-27(4,24(35)36)12-11-26(19,3)13-14-28(18,5)30(29,7)17-22(33)31(21,25)8/h9-10,20-21,23,32,34H,11-17H2,1-8H3,(H,35,36)	null	CC1(C(C(CC2C1(C(=O)CC3(C2(C=CC4=C5CC(CCC5(CCC43C)C)(C)C(=O)O)C)C)C)O)O)C	5.16677952	""	COCONUT:(CNP0176122);Natural Products:(UNPD2744);database;SuperNatural:(SN00279130)	68722655232
