structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.771753033950832	-6.319178765061044	C15H10O2	[M + H]+	VHBFFQKBGNRLFZ	InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H	Cromaril	C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2	3.50333166	10680;157155;12261162;10082479;21535179;132522907;129684679	HMDB:(3075);SuperNatural:(SN00000559);ZINC bio:(ZINC00057674);additional;MeSH:(10680);PubMed;NORMAN:(NS00007856);COCONUT:(CNP0097214 CNP0216699);KNApSAcK:(1040);Natural Products:(UNPD33417);database;PubChem:(10680 157155 12261162 10082479 21535179 132522907 129684679);CHEBI:(42491);PubChem class - bio and metabolites;KEGG:(C15608 C10043);PubChem class - safety and toxic;Biocyc:(CPD-8485)	68807338366
2	1	N/A	-52.886456839402925	C15H10O2	[M + H]+	GDHDASZYFUIDMH	InChI=1S/C15H10O2/c16-15-13-9-5-4-8-12(13)10-14(17-15)11-6-2-1-3-7-11/h1-10H	3-phenylisochromen-1-one	C1=CC=C(C=C1)C2=CC3=CC=CC=C3C(=O)O2	3.5	334102	COCONUT:(CNP0192915);Natural Products:(UNPD54930);database;PubChem:(334102);SuperNatural:(SN00265188);ZINC bio:(ZINC00402011);PubChem class - safety and toxic;PubMed	68789772354
3	1	N/A	-58.97172512706465	C15H10O2	[M + H]+	SAZHWFFOFMSQPA	InChI=1S/C15H10O2/c16-15-10-13(11-6-2-1-3-7-11)12-8-4-5-9-14(12)17-15/h1-10H	phenylcoumarin	C1=CC=C(C=C1)C2=CC(=O)OC3=CC=CC=C32	3.0999999	613729	MeSH:(613729);database;PubChem:(613729);PubMed;CHEBI:(71972);Biocyc:(CPD-15822)	68719478886
4	1	N/A	-78.74147258928078	C15H10O2	[M + H]+	HWDSXZLYIKESML	InChI=1S/C15H10O2/c16-15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14(12)17-15/h1-10H	3-Phenylcoumarin	C1=CC=C(C=C1)C2=CC3=CC=CC=C3OC2=O	3.5	70385;10799109	NORMAN:(NS00040451);COCONUT:(CNP0131261);database;PubChem:(70385 10799109);SuperNatural:(SN00000837);ZINC bio:(ZINC00057995);additional;Training Set;PubMed;KEGG Mine	77313368130
5	1	N/A	-84.63850787441139	C15H10O2	[M + H]+	GOMNOOKGLZYEJT	InChI=1S/C15H10O2/c16-15-12-8-4-5-9-14(12)17-10-13(15)11-6-2-1-3-7-11/h1-10H	isoflavon	C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O	3.20000005	72304	SuperNatural:(SN00001758);ZINC bio:(ZINC00895390);PubMed;NORMAN:(NS00033715);COCONUT:(CNP0313419);Natural Products:(UNPD71962);database;PubChem:(72304);CHEBI:(18220);PubChem class - bio and metabolites;KEGG:(C00799);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(ISOFLAVONE)	68840368482
6	1	N/A	-91.00522024988439	C15H10O2	[M + H]+	IYLGOENUAIGTQA	InChI=1S/C15H10O2/c16-13-10-12-8-4-5-9-14(12)17-15(13)11-6-2-1-3-7-11/h1-10H/p+1	2-phenylchromenylium-3-ol	C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2O	4.37670612	414159	KEGG:(C21381);PubChem:(414159);PubMed;CHEBI:(36113)	354
7	1	N/A	-121.83359678327628	C15H10O2	[M + H]+	NFBAXHOPROOJAW	InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H	Danedion	C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O	2.88510513	4760;92044429;102124196;102124197;102124201;131674054	HMDB:(14641);SuperNatural:(SN00213500);additional;HSDB:(83-12-5);MeSH:(4760);PubMed;NORMAN:(NS00003441);COCONUT:(CNP0342752);database;PubChem:(4760 92044429 102124196 102124197 102124201 131674054);CHEBI:(8066);PubChem class - bio and metabolites;KEGG:(C07584);PubChem class - safety and toxic;Training Set;PubChem class - drug	68840866670
8	1	N/A	-139.08173375927313	C15H10O2	[M + H]+	FJSOVVPJGNGGAJ	InChI=1S/C15H10O2/c1-2-3-4-5-9-13-11-12-8-6-7-10-14(12)15(16)17-13/h6-8,10-11H,9H2,1H3	null	CC#CC#CCC1=CC2=CC=CC=C2C(=O)O1	3.69919419	""	COCONUT:(CNP0293982);Natural Products:(UNPD163703);database	68721606656
9	1	N/A	-151.55934396072323	C15H10O2	[M + H]+	RBGUKBSLNOTVCD	InChI=1S/C15H10O2/c1-9-5-4-8-12-13(9)15(17)11-7-3-2-6-10(11)14(12)16/h2-8H,1H3	9, 1-methyl-	CC1=C2C(=CC=C1)C(=O)C3=CC=CC=C3C2=O	3.20000005	70379;89349296;129772312	NORMAN:(NS00042010);COCONUT:(CNP0134985);Natural Products:(UNPD107022);database;PubChem:(70379 89349296 129772312);SuperNatural:(SN00357719);ZINC bio:(ZINC05699366);PubMed;KEGG Mine	77312860226
10	1	N/A	-157.58652979256703	C15H10O2	[M + H]+	CCFAKBRKTKVJPO	InChI=1S/C15H10O2/c16-15(17)13-7-3-6-12-8-10-4-1-2-5-11(10)9-14(12)13/h1-9H,(H,16,17)	1-Anthroic acid	C1=CC=C2C=C3C(=CC2=C1)C=CC=C3C(=O)O	3.3887403	150789;23435251	database;PubChem:(150789 23435251);CHEBI:(38994);ZINC bio:(ZINC02512240);MeSH:(150789);PubChem class - safety and toxic;PubMed	68786593894
