structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1729575567247906	-53.968757954431574	C12H20O4	[M + H]+	ZUNJWEGRDSXKIO	InChI=1S/C12H20O4/c1-10(12(15)16-2)8-6-4-3-5-7-9-11(13)14/h1,3-9H2,2H3,(H,13,14)	null	COC(=O)C(=C)CCCCCCCC(=O)O	3.0	23757109	COCONUT:(CNP0339919 CNP0406311);database;PubChem:(23757109);SuperNatural:(SN00028381);ZINC bio:(ZINC31154989);additional;Training Set	68723171330
2	1	N/A	-54.94110151693521	C12H20O4	[M + H]+	GUZMIGKKNGIWRT	InChI=1S/C12H20O4/c1-11(13)16-10-8-6-4-2-3-5-7-9-12(14)15/h7,9H,2-6,8,10H2,1H3,(H,14,15)	null	CC(=O)OCCCCCCCC=CC(=O)O	2.70000005	86301641;85968037	COCONUT:(CNP0241148);Natural Products:(UNPD165503);database;PubChem:(86301641 85968037);SuperNatural:(SN00394399);PubMed	68722655298
3	1	N/A	-62.84547702703999	C12H20O4	[M + H]+	MAZWDMBCPDUFDJ	InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)	Traumatate	C(CCCCC(=O)O)CCCC=CC(=O)O	2.94589257	22904;5283028;5354373;6992740;20849091;20849092	HMDB:(933);SuperNatural:(SN00401614 SN00002329);ZINC bio:(ZINC01586420 ZINC13507065 ZINC31702886);additional;MeSH:(5283028);PubMed;NORMAN:(NS00047422);COCONUT:(CNP0293905 CNP0388798);Natural Products:(UNPD211845 UNPD16363);database;PubChem:(22904 5283028 5354373 6992740 20849091 20849092);CHEBI:(545687);KEGG:(C16308);PubChem class - safety and toxic;Training Set	68790575470
4	1	N/A	-65.97815259960663	C12H20O4	[M + H]+	KOJGUMRURQVAIH	InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h5,7H,1-4,6,8-10H2,(H,13,14)(H,15,16)	3-Dodecenedioic acid	C(CCCC=CCC(=O)O)CCCC(=O)O	2.66430879	19037193;24041568;54005211	COCONUT:(CNP0042360 CNP0255782);Natural Products:(UNPD134458);database;PubChem:(19037193 24041568 54005211);SuperNatural:(SN00028914);ZINC bio:(ZINC31159201);KEGG Mine	77312598018
5	1	N/A	-81.24122888680719	C12H20O4	[M + H]+	WPHNPMDKEMPBAL	InChI=1S/C12H20O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h7,9H,3-6,8,10H2,1-2H3	Dimethyl 2-decenedioate	COC(=O)CCCCCCC=CC(=O)OC	2.5999999	523493;5463644;6429587	PubChem:(523493 5463644 6429587);database	68719476738
6	1	N/A	-88.08251373104073	C12H20O4	[M + H]+	UYWRIHKZMXRQPD	InChI=1S/C12H20O4/c1-4-5-6-7-8-10(12(15)16-3)9(2)11(13)14/h10H,2,4-8H2,1,3H3,(H,13,14)	hexylitaconic acid mono methyl ester	CCCCCCC(C(=C)C(=O)O)C(=O)OC	3.29999995	13644738;124388863;124388864	COCONUT:(CNP0132150);database;PubChem:(13644738 124388863 124388864);PubMed	68721573954
7	1	N/A	-98.39483252965391	C12H20O4	[M + H]+	VTWGIDKXXZRLGH	InChI=1S/C12H20O4/c1-2-3-4-5-6-7-10-16-12(15)9-8-11(13)14/h8-9H,2-7,10H2,1H3,(H,13,14)	Monooctyl Maleate	CCCCCCCCOC(=O)C=CC(=O)O	3.1698184	86918;6436466;6912121;53429782	PubChem:(86918 6436466 6912121 53429782);database	68719476738
8	1	N/A	-104.8575649192659	C12H20O4	[M + H]+	JBSLOWBPDRZSMB	InChI=1S/C12H20O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h7-8H,3-6,9-10H2,1-2H3	Stafex DBF	CCCCOC(=O)C=CC(=O)OCCCC	2.70000005	7774;5271569;5271570	NORMAN:(NS00009601);COCONUT:(CNP0070995);database;PubChem class - food;PubChem:(7774 5271569 5271570);additional;MeSH:(5271569 5271570);PubChem class - safety and toxic;PubMed;KEGG Mine	77513621574
9	1	N/A	-115.97305919756067	C12H20O4	[M + H]+	HGPJAQIBDADAEL	InChI=1S/C12H20O4/c1-8(7-12(2,3)4)5-9(11(15)16)6-10(13)14/h9H,1,5-7H2,2-4H3,(H,13,14)(H,15,16)	(2-Neopentylallyl)succinic acid	CC(C)(C)CC(=C)CC(CC(=O)O)C(=O)O	2.5999999	110696	PubChem:(110696);NORMAN:(NS00047419);database	68719738882
10	1	N/A	-119.47965698454608	C12H20O4	[M + H]+	FTGLKGVNAREEMU	InChI=1S/C12H20O4/c1-9(2)12(16-14)6-5-10(3)7-8-15-11(4)13/h7,12,14H,1,5-6,8H2,2-4H3	null	CC(=C)C(CCC(=CCOC(=O)C)C)OO	2.47170067	""	COCONUT:(CNP0331300);KNApSAcK:(22686);Natural Products:(UNPD96129);database;SuperNatural:(SN00383084)	68722655248
