structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.34926551287567204	-40.01948505611096	C42H70O12	[M + H]+	NJUXRKMKOFXMRX	InChI=1S/C42H70O12/c1-21(2)10-9-11-22(3)23-12-16-42(8)30(23)24(45)18-28-40(6)15-14-29(39(4,5)27(40)13-17-41(28,42)7)53-38-36(34(49)32(47)26(20-44)52-38)54-37-35(50)33(48)31(46)25(19-43)51-37/h10-11,23-38,43-50H,9,12-20H2,1-8H3	(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2Z)-6-methylhepta-2,5-dien-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C	5.4000001	11550001;10147169;11499199;20841359;44416768;59806994;58165293;72985464;102594524;117792248;125127488;125127489;125127490;125127491;123721072;122361584;123906918;129607043;131884587;137705465	COCONUT:(CNP0276674);HMDB:(31830);KNApSAcK:(33875);Natural Products:(UNPD165183 UNPD224648 UNPD147611 UNPD196298 UNPD215868);database;PubChem:(11550001 10147169 11499199 20841359 44416768 59806994 58165293 72985464 102594524 117792248 125127488 125127489 125127490 125127491 123721072 122361584 123906918 129607043 131884587 137705465);SuperNatural:(SN00389124 SN00275329 SN00252132);CHEBI:(67992);PubChem class - bio and metabolites;MeSH:(11499199 11550001 44416768 59806994 72985464 102594524 137705465);Training Set;PubMed	68739448958
2	1	N/A	-49.53135143564189	C42H70O12	[M + H]+	KWDWBAISZWOAHD	InChI=1S/C42H70O12/c1-21(2)10-9-11-22(3)23-12-16-42(8)30(23)24(45)18-28-40(6)15-14-29(39(4,5)27(40)13-17-41(28,42)7)53-38-36(34(49)32(47)26(20-44)52-38)54-37-35(50)33(48)31(46)25(19-43)51-37/h10,23-38,43-50H,3,9,11-20H2,1-2,4-8H3	Gisenoside Rk1	CC(=CCCC(=C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C	5.4000001	10123241;11499198;16112821;22748247;59806995;58165294;117792407;124202620;129460959;129460960;129460961;129460962;131704821;138114792	COCONUT:(CNP0240933);KNApSAcK:(33879);Natural Products:(UNPD155745 UNPD59858);database;PubChem:(10123241 11499198 16112821 22748247 59806995 58165294 117792407 124202620 129460959 129460960 129460961 129460962 131704821 138114792);SuperNatural:(SN00368488 SN00246138);MeSH:(11499198 59806995 138114792);PubMed	68722655318
3	1	N/A	-89.6159273767381	C42H70O12	[M + H]+	VNVVACHTDGQAHA	InChI=1S/C42H70O12/c1-20(2)10-9-11-21(3)23-12-14-42(8)30-22(4)16-28-40(5,6)29(13-15-41(28,7)24(30)17-25(45)31(23)42)53-39-37(35(49)33(47)27(19-44)52-39)54-38-36(50)34(48)32(46)26(18-43)51-38/h10-11,22-39,43-50H,9,12-19H2,1-8H3	Ginsenoside-Rg5	CC1CC2C(C(CCC2(C3C1C4(CCC(C4C(C3)O)C(=CCC=C(C)C)C)C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C	5.19999981	6450175;25199900;124226221;124226222;124226223;124226224;131707943	PubChem:(6450175 25199900 124226221 124226222 124226223 124226224 131707943);COCONUT:(CNP0075995);database	68721573890
4	1	N/A	-99.07762318523287	C42H70O12	[M + H]+	ZVTVWDXRNMHGNY	InChI=1S/C42H70O12/c1-20(2)11-10-12-21(3)23-13-16-41(8)29(23)24(44)17-27-40(7)15-14-28(45)39(5,6)36(40)25(18-42(27,41)9)52-38-35(33(49)31(47)26(19-43)53-38)54-37-34(50)32(48)30(46)22(4)51-37/h11,22-38,43-50H,3,10,12-19H2,1-2,4-9H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(=C)CCC=C(C)C)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O	4.5999999	46898011;75231332;91895489;117792320;126612657;129607081;137706296	COCONUT:(CNP0148495);HMDB:(39701);KNApSAcK:(33876);Natural Products:(UNPD54259 UNPD183119);database;PubChem:(46898011 75231332 91895489 117792320 126612657 129607081 137706296);SuperNatural:(SN00247235 SN00263971);PubChem class - bio and metabolites;MeSH:(75231332 91895489 137706296);PubMed	68739432542
5	1	N/A	-99.20902993419502	C42H70O12	[M + H]+	QOMBXPYXWGTFNR	InChI=1S/C42H70O12/c1-20(2)11-10-12-21(3)23-13-16-41(8)29(23)24(44)17-27-40(7)15-14-28(45)39(5,6)36(40)25(18-42(27,41)9)52-38-35(33(49)31(47)26(19-43)53-38)54-37-34(50)32(48)30(46)22(4)51-37/h11-12,22-38,43-50H,10,13-19H2,1-9H3	(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-2-[[(5R,8R,9R,10R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2Z)-6-methylhepta-2,5-dien-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(=CCC=C(C)C)C)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O	4.5	20839276;46705493;73717457;102004835;102179726;110208996;117792392;118987130;123696857;124839770;126612659;129254335;129431885;131751194;133561691;131801342;133613172	COCONUT:(CNP0376901);HMDB:(31831);KNApSAcK:(29310);Natural Products:(UNPD54357 UNPD109728 UNPD34256 UNPD84521);database;PubChem:(20839276 46705493 73717457 102004835 102179726 110208996 117792392 118987130 123696857 124839770 126612659 129254335 129431885 131751194 133561691 131801342 133613172);SuperNatural:(SN00402744 SN00285116 SN00383347 SN00393720);additional;PubChem class - bio and metabolites;MeSH:(73717457 102004835 102179726 118987130 131801342 133561691);Training Set;PubMed	68739973214
6	1	N/A	-106.75128115811223	C42H70O12	[M + H]+	IKBJJBUMCSZLLR	InChI=1S/C42H70O12/c1-37(2)14-16-42(21-45)17-15-40(6)22(23(42)18-37)8-9-27-39(5)12-11-28(38(3,4)26(39)10-13-41(27,40)7)53-36-34(32(49)30(47)25(20-44)52-36)54-35-33(50)31(48)29(46)24(19-43)51-35/h8,23-36,43-50H,9-21H2,1-7H3	(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,4aR,6aR,6bS,8aS,12aS,14aR,14bR)-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)CO)C	4.4000001	21626591	COCONUT:(CNP0118490);Natural Products:(UNPD71979);database;PubChem:(21626591);SuperNatural:(SN00380518)	68722655234
7	1	N/A	-114.13180250646865	C42H70O12	[M + H]+	QYWZIXLXNOFOAC	InChI=1S/C42H70O12/c1-20(2)11-10-12-21(3)23-13-16-41(8)29(23)24(44)17-27-40(7)15-14-28(45)39(5,6)36(40)25(18-42(27,41)9)52-38-35(33(49)30(46)22(4)51-38)54-37-34(50)32(48)31(47)26(19-43)53-37/h11-12,22-38,43-50H,10,13-19H2,1-9H3	null	CC1C(C(C(C(O1)OC2CC3(C(CC(C4C3(CCC4C(=CCC=C(C)C)C)C)O)C5(C2C(C(CC5)O)(C)C)C)C)OC6C(C(C(C(O6)CO)O)O)O)O)O	3.86436653	""	COCONUT:(CNP0284408);Natural Products:(UNPD153785);database;SuperNatural:(SN00300191)	68722655232
8	1	N/A	-134.42199185416467	C42H70O12	[M + H]+	XFXHBNMDIFAEJZ	InChI=1S/C42H70O12/c1-20(2)16-23(52-37-35(49)33(47)31(45)22(4)51-37)17-21(3)24-12-15-41(8)25-10-11-28-39(5,6)29(44)13-14-40(28,7)30(25)26(18-42(24,41)9)53-38-36(50)34(48)32(46)27(19-43)54-38/h10,16,21-24,26-38,43-50H,11-15,17-19H2,1-9H3	(2R,3R,4R,5R,6S)-2-[(4S,6R)-6-[(3R,5R,9R,10S,11R,13S,14S,17S)-3-hydroxy-4,4,10,13,14-pentamethyl-11-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-en-4-yl]oxy-6-methyloxane-3,4,5-triol	CC1C(C(C(C(O1)OC(CC(C)C2CCC3(C2(CC(C4C3=CCC5C4(CCC(C5(C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)C=C(C)C)O)O)O	3.9000001	21673493	COCONUT:(CNP0376273);Natural Products:(UNPD102009);database;PubChem:(21673493);SuperNatural:(SN00278297)	68722655234
9	1	N/A	-139.3223932520011	C42H70O12	[M + H]+	YCTQSBSHNMQDKH	InChI=1S/C42H70O12/c1-9-40(6)29(45)14-16-42(8)24-17-26(44)30-23(21(4)12-10-11-20(2)3)13-15-41(30,7)25(24)18-27(37(40)42)52-39-36(34(49)32(47)28(19-43)53-39)54-38-35(50)33(48)31(46)22(5)51-38/h11-12,22-39,43-50H,9-10,13-19H2,1-8H3	Ginsenoside RG4	CCC1(C(CCC2(C1C(CC3C2CC(C4C3(CCC4C(=CCC=C(C)C)C)C)O)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)C)O)O)O)C)O)C	4.5	6439252;78409934;124934615;124934616;124934617;124934618;131707268;137324018	PubChem:(6439252 78409934 124934615 124934616 124934617 124934618 131707268 137324018);COCONUT:(CNP0374143);database	68721573890
10	1	N/A	-147.50314386456662	C42H70O12	[M + H]+	KUEXJPVMVAKTBD	InChI=1S/C42H70O12/c1-21-34(54-36-32(49)30(47)29(46)24(19-43)52-36)31(48)33(50)35(51-21)53-28-12-13-39(6)25(38(28,4)5)11-14-40(7)26(39)10-9-22-23-17-37(2,3)15-16-42(23,20-44)27(45)18-41(22,40)8/h9,21,23-36,43-50H,10-20H2,1-8H3	null	CC1C(C(C(C(O1)OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CC(C6(C5CC(CC6)(C)C)CO)O)C)C)C)O)O)OC7C(C(C(C(O7)CO)O)O)O	3.56278491	""	COCONUT:(CNP0132613);Natural Products:(UNPD129101);database	68721606656
