structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3528980960660551	-66.59703614954458	C4H9NO	[M + H]+	KGGVGTQEGGOZRN	InChI=1S/C4H9NO/c1-2-3-4-5-6/h4,6H,2-3H2,1H3	Skino #1	CCCC=NO	0.800000012	8069;5324277;5324278;101835478;101835479	NORMAN:(NS00019867);COCONUT:(CNP0071145);database;PubChem:(8069 5324277 5324278 101835478 101835479);CHEBI:(59012);ZINC bio:(ZINC13514543);PubChem class - bio and metabolites;MeSH:(8069 5324277 5324278);PubChem class - safety and toxic;PubMed	68805730406
2	1	N/A	-75.71076875408434	C4H9NO	[M + H]+	WHIVNJATOVLWBW	InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3	Skino #2	CCC(=NO)C	0.699999988	7292;5324275;5324276;101835464;101835465;101835467	NORMAN:(NS00005722);database;PubChem:(7292 5324275 5324276 101835464 101835465 101835467);ZINC bio:(ZINC12359956);PubChem class - bio and metabolites;HSDB:(96-29-7);MeSH:(7292 5324275 5324276);PubChem class - safety and toxic;PubMed	68803633734
3	1	N/A	-92.27214168499819	C4H9NO	[M + H]+	XCVLYEYEVCLDGL	InChI=1S/C4H9NO/c6-5-3-1-2-4-5/h5H,1-4H2	null	[O-][NH+]1CCCC1	0.0	""	""	0
4	1	N/A	-97.80376984974673	C4H9NO	[M + H]+	SYJPAKDNFZLSMV	InChI=1S/C4H9NO/c1-4(2)3-5-6/h3-4,6H,1-2H3	valox	CC(C)C=NO	1.0	9023;5324281;5324282	SuperNatural:(SN00254954);ZINC bio:(ZINC13508087);Plantcyc:(2-METHYLPROPANAL-OXIME CPD-4861);NORMAN:(NS00024930);COCONUT:(CNP0180575);Natural Products:(UNPD28662);database;PubChem:(9023 5324281 5324282);CHEBI:(61144 17502 61143);PubChem class - bio and metabolites;KEGG:(C20315 C03219);PubChem class - safety and toxic;Biocyc:(CPD-4861 2-METHYLPROPANAL-OXIME)	68806945058
5	1	N/A	-112.28003736596851	C4H9NO	[M + H]+	DNSISZSEWVHGLH	InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)	Amide C4	CCCC(=O)N	0.286398649	10927;18998662;53769670;58679464;58788599;59400500	HMDB:(33870);PubChem class - food;ZINC bio:(ZINC01586734);HSDB:(541-35-5);MeSH:(10927);PubMed;NORMAN:(NS00022341);COCONUT:(CNP0115101);database;PubChem:(10927 18998662 53769670 58679464 58788599 59400500);YMDB Mine;CHEBI:(50724);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Biocyc:(BUTYRAMIDE);KEGG Mine	129069492846
6	1	N/A	-117.65150760692649	C4H9NO	[M + H]+	DZQLQEYLEYWJIB	InChI=1S/C4H9NO/c5-3-1-2-4-6/h4H,1-3,5H2	4-aminobutanal	C(CC=O)CN	-0.899999976	118;25245200	HMDB:(1080);SuperNatural:(SN00215923);ZINC bio:(ZINC01532682);MeSH:(118);Plantcyc:(4-AMINO-BUTYRALDEHYDE);PubMed;COCONUT:(CNP0083288 CNP0359033);KNApSAcK:(19656);database;PubChem:(118 25245200);CHEBI:(17769 58264);PubChem class - bio and metabolites;KEGG:(C02903 C00555);YMDB:(587);Biocyc:(4-AMINO-BUTYRALDEHYDE)	68739606910
7	1	N/A	-119.12749169798327	C4H9NO	[M + H]+	SUUDTPGCUKBECW	InChI=1S/C4H9NO/c1-2-3-5-4-6/h4H,2-3H2,1H3,(H,5,6)	N-Propylformamide	CCCNC=O	0.400000006	22686;57647968	database;PubChem class - safety and toxic;PubChem:(22686 57647968);PubMed	68786585666
8	1	N/A	-125.64681288644593	C4H9NO	[M + H]+	LUQZKEZPFQRRRK	InChI=1S/C4H9NO/c1-4(2,3)5-6/h1-3H3	tert-C4H9NO	CC(C)(C)N=O	0.5	23272;54053612	COCONUT:(CNP0030824);database;PubChem:(23272 54053612);SuperNatural:(SN00131224);ZINC bio:(ZINC04701625);MeSH:(23272);PubMed	68722630726
9	1	N/A	-136.37729280476904	C4H9NO	[M + H]+	YNAVUWVOSKDBBP	InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2	-oxazine	C1COCCN1	-0.475769609	8083;5020115;12196068;12196069;12723873;20267440;22759563;45785233;49849337;49849341;53732972;57301829;59080703;59740818;91199909;91530211;91334734;123722845;129723342	HMDB:(31581);PubChem class - food;SuperNatural:(SN00324374);ZINC bio:(ZINC01699948);additional;HSDB:(110-91-8);MeSH:(8083);PubMed;NORMAN:(NS00010190);COCONUT:(CNP0167865);Natural Products:(UNPD173529);database;PubChem:(8083 5020115 12196068 12196069 12723873 20267440 22759563 45785233 49849337 49849341 53732972 57301829 59080703 59740818 91199909 91530211 91334734 123722845 129723342);CHEBI:(34856);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C14452);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(MORPHOLINE)	86154996590
10	1	N/A	-139.02191385157502	C4H9NO	[M + H]+	JMIAPORGEDIDLT	InChI=1S/C4H9NO/c1-3-6-4(2)5/h5H,3H2,1-2H3	Ehtyl acetimidate	CCOC(=N)C	0.600000024	65066;13000589;11275005;25201841	NORMAN:(NS00042665);database;PubChem:(65066 13000589 11275005 25201841);PubChem class - bio and metabolites;MeSH:(65066 25201841);PubMed;Biocyc:(ETHYLACETIMIDATE)	68736518214
11	1	N/A	-151.35423558851403	C4H9NO	[M + H]+	PMDCZENCAXMSOU	InChI=1S/C4H9NO/c1-3-5-4(2)6/h3H2,1-2H3,(H,5,6)	Ethylacetamide	CCNC(=O)C	-0.100000001	12253;59113023;101438242	HMDB:(31215);SuperNatural:(SN00370809);MeSH:(12253);PubMed;NORMAN:(NS00035066);COCONUT:(CNP0260078);Natural Products:(UNPD84543);database;PubChem:(12253 59113023 101438242);YMDB Mine;CHEBI:(87370);PubChem class - bio and metabolites;KEGG:(C21404);PubChem class - safety and toxic;KEGG Mine	111756476782
12	1	N/A	-160.11939189031668	C4H9NO	[M + H]+	VYONOYYDEFODAJ	InChI=1S/C4H9NO/c6-4-3-5-1-2-5/h6H,1-4H2	1-Azirdineethanol	C1CN1CCO	-0.600000024	14074;6994109	NORMAN:(NS00021489);database;PubChem:(14074 6994109);CHEBI:(82393);ZINC bio:(ZINC01681819);HSDB:(1072-52-2);KEGG:(C19332);PubChem class - safety and toxic;PubMed	68786856802
13	1	N/A	-167.81880614854953	C4H9NO	[M + H]+	WFKAJVHLWXSISD	InChI=1S/C4H9NO/c1-3(2)4(5)6/h3H,1-2H3,(H2,5,6)	Isobutylamide	CC(C)C(=O)N	0.200000003	68424;20249141;45039886;60030397;59317331;59872545;58475037;139243840	ZINC bio:(ZINC01484944);MeSH:(68424);PubMed;NORMAN:(NS00033514);COCONUT:(CNP0226996);KNApSAcK:(43612);Natural Products:(UNPD147245);database;PubChem:(68424 20249141 45039886 60030397 59317331 59872545 58475037 139243840);YMDB Mine;PubChem class - bio and metabolites;PubChem class - safety and toxic;Biocyc:(ISOBUTYRAMIDE);KEGG Mine	111755438166
14	1	N/A	-175.87284475740938	C4H9NO	[M + H]+	JHHZLHWJQPUNKB	InChI=1S/C4H9NO/c6-4-1-2-5-3-4/h4-6H,1-3H2	3-Pyrrolidinol	C1CNCC1O	-0.699999988	98210;2733874;2759337;7003742;6992365;21643140;57539213;131869412	NORMAN:(NS00058029);database;PubChem:(98210 2733874 2759337 7003742 6992365 21643140 57539213 131869412);YMDB Mine;ZINC bio:(ZINC01574930 ZINC02140994);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(98210);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-7387);KEGG Mine	128933177414
15	1	N/A	-189.2904341490781	C4H9NO	[M + H]+	FXHOOIRPVKKKFG	InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3	Hallucinogen	CC(=O)N(C)C	-0.137408301	31374;5249682;22789542;22791243;54477624;59907894;71308854;71309844;90471383;102036264;102601040	ZINC bio:(ZINC01666602);HSDB:(127-19-5);MeSH:(31374);PubMed;NORMAN:(NS00006036);COCONUT:(CNP0083052);database;PubChem:(31374 5249682 22789542 22791243 54477624 59907894 71308854 71309844 90471383 102036264 102601040);CHEBI:(84254);PubChem class - bio and metabolites;KEGG:(C20339);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD0-1232)	68839287654
