structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.4075647409650366	-21.77716644009008	C7H10N2	[M + H]+	IAEGWXHKWJGQAZ	InChI=1S/C7H10N2/c1-5-4-8-6(2)7(3)9-5/h4H,1-3H3	Trimethyl-pyrazine	CC1=CN=C(C(=N1)C)C	1.75936282	26808;10103169;10374458;91130579	HMDB:(31844);PubChem class - food;SuperNatural:(SN00266040);ZINC bio:(ZINC00406999);additional;MeSH:(26808);PubMed;NORMAN:(NS00013306);COCONUT:(CNP0313440);Natural Products:(UNPD133617);database;PubChem:(26808 10103169 10374458 91130579);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1442)	68941619278
2	1	N/A	-28.373569553715008	C7H10N2	[M + H]+	OXCKCFJIKRGXMM	InChI=1S/C7H10N2/c1-3-7-5-8-6(2)4-9-7/h4-5H,3H2,1-2H3	2-Methyl-5-ethylpyrazine	CCC1=NC=C(N=C1)C	1.0	25915	NORMAN:(NS00021609);COCONUT:(CNP0183380);HMDB:(41568);Natural Products:(UNPD188054);database;PubChem class - food;PubChem:(25915);SuperNatural:(SN00325557);CHEBI:(141542);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68941021290
3	1	N/A	-32.81562322775843	C7H10N2	[M + H]+	LNIMMWYNSBZESE	InChI=1S/C7H10N2/c1-3-7-6(2)8-4-5-9-7/h4-5H,3H2,1-2H3	Pyrazine, ethylmethyl-	CCC1=NC=CN=C1C	1.57793903	27457;19831883	NORMAN:(NS00012435);COCONUT:(CNP0243820);HMDB:(41254);Natural Products:(UNPD142830);database;PubChem class - food;PubChem:(27457 19831883);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68940496970
4	1	N/A	-36.60694338513363	C7H10N2	[M + H]+	RAFHQTNQEZECFL	InChI=1S/C7H10N2/c1-3-7-5-8-4-6(2)9-7/h4-5H,3H2,1-2H3	ACMC-20anwg	CCC1=NC(=CN=C1)C	1.0	26332	NORMAN:(NS00021636);COCONUT:(CNP0156975);HMDB:(41569);Natural Products:(UNPD175149);database;PubChem class - food;PubChem:(26332);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68939972682
5	1	N/A	-52.22354766386982	C7H10N2	[M + H]+	GIMBKDZNMKTZMG	InChI=1S/C7H10N2/c1-6(2)7-5-8-3-4-9-7/h3-6H,1-2H3	ACMC-20anse	CC(C)C1=NC=CN=C1	1.23176932	34590	NORMAN:(NS00022001);COCONUT:(CNP0293152);HMDB:(41570);Natural Products:(UNPD40429);database;PubChem class - food;PubChem:(34590);SuperNatural:(SN00363203);ZINC bio:(ZINC02011524);PubChem class - bio and metabolites	68873920522
6	1	N/A	-65.87225136693473	C7H10N2	[M + H]+	DJLLTFRHLPVCEL	InChI=1S/C7H10N2/c1-2-3-7-6-8-4-5-9-7/h4-6H,2-3H2,1H3	Propylpyrazine	CCCC1=NC=CN=C1	1.45134103	87466	NORMAN:(NS00021775);COCONUT:(CNP0247099);HMDB:(41571);Natural Products:(UNPD113342);database;PubChem class - food;PubChem:(87466);YMDB Mine;PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	103299711050
7	1	N/A	-87.60115515375973	C7H10N2	[M + H]+	VHYFNPMBLIVWCW	InChI=1S/C7H10N2/c1-9(2)7-3-5-8-6-4-7/h3-6H,1-2H3	dmap	CN(C)C1=CC=NC=C1	0.929772198	14284;2735020;12170719;10942410;44890154;101383149	NORMAN:(NS00008104);COCONUT:(CNP0362397);database;PubChem:(14284 2735020 12170719 10942410 44890154 101383149);SuperNatural:(SN00024344);ZINC bio:(ZINC19075763);additional;PubChem class - bio and metabolites;MeSH:(14284);PubChem class - safety and toxic;PubMed	68807303238
8	1	N/A	-92.32610161593936	C7H10N2	[M + H]+	PSHKMPUSSFXUIA	InChI=1S/C7H10N2/c1-9(2)7-5-3-4-6-8-7/h3-6H,1-2H3	Dimethylaminopyridin	CN(C)C1=CC=CC=N1	1.3219707	21885;6950104;132919271	NORMAN:(NS00033587);database;PubChem class - safety and toxic;PubChem:(21885 6950104 132919271);PubMed;Maconda:(CON00028)	68786848834
9	1	N/A	-107.35178435910758	C7H10N2	[M + H]+	NZPFQOXRHLUPRT	InChI=1S/C7H10N2/c1-6-2-3-7(4-8)5-9-6/h2-3,5H,4,8H2,1H3	(6-methyl-3-pyridinyl)methanamine	CC1=NC=C(C=C1)CN	0.100000001	12214337	PubChem:(12214337);database;PubChem class - safety and toxic	68786585602
10	1	N/A	-113.89463830615809	C7H10N2	[M + H]+	DNBWGFKLIBQQSL	InChI=1S/C7H10N2/c1-8-6-7-2-4-9-5-3-7/h2-5,8H,6H2,1H3	methyl(4-pyridylmethyl)amine	CNCC1=CC=NC=C1	0.589100182	81436;6932650;59101494	NORMAN:(NS00036926);database;PubChem class - safety and toxic;PubChem:(81436 6932650 59101494)	68786847746
11	1	N/A	-118.6902187090202	C7H10N2	[M + H]+	MCSAQVGDZLPTBS	InChI=1S/C7H10N2/c1-8-5-7-3-2-4-9-6-7/h2-4,6,8H,5H2,1H3	3-Picolylmethylamine	CNCC1=CN=CC=C1	0.589100182	88393;6933713	NORMAN:(NS00026539);database;PubChem class - safety and toxic;PubChem:(88393 6933713);PubMed	68786847810
12	1	N/A	-126.67931035039884	C7H10N2	[M + H]+	NLDDLJBGRZJASZ	InChI=1S/C7H10N2/c1-5-3-6(2)7(8)9-4-5/h3-4H,1-2H3,(H2,8,9)	3,5-Dimethyl-2-pyridinamine	CC1=CC(=C(N=C1)N)C	1.20000005	3016310	NORMAN:(NS00031080);database;PubChem class - safety and toxic;PubChem:(3016310);PubMed	68786847810
13	1	N/A	-136.7480828887577	C7H10N2	[M + H]+	XPQIPUZPSLAZDV	InChI=1S/C7H10N2/c8-5-4-7-3-1-2-6-9-7/h1-3,6H,4-5,8H2	Lilly 04432	C1=CC=NC(=C1)CCN	0.466061592	75919;6933285	ZINC bio:(ZINC00164395);additional;MeSH:(75919);PubMed;NORMAN:(NS00015121);database;PubChem:(75919 6933285);CHEBI:(74024);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-10829);KEGG Mine	77427664998
