Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C37H40N2O6/c1-39-16-14-26-20-31(42-3)36(43-4)37-33(26)29(39)18-23-5-7-24(8-6-23)21-44-35-30(41-2)19-25-13-15-38-28(32(25)34(35)40)17-22-9-11-27(45-37)12-10-22/h5-12,19-20,25,29,32,40H,13-18,21H2,1-4H3",1201.0;1068.0;960.0;796.0,2,608.288637,410916,C37H40N2O6,N,COC1=CC2CCN=C3Cc4ccc(cc4)Oc4c(OC)c(OC)cc5c4C(Cc4ccc(cc4)COC1=C(O)C32)N(C)CC5,174.09127807617188:[C11H12NO]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H37N2O5]+H+,UHFFFAOYSA,YIGSZUNZXUQKLR,130.07753758560594,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,YIGSZUNZXUQKLR-UHFFFAOYSA-N,4,28
0.9299097490768525,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)41)13-15-39(2,3)29(35)17-23-8-11-30(40)31(18-23)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)",1729.0;808.0;1113.0;1013.0,2,608.288637,349029,C37H40N2O6,N,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H12NO3]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H36N2O5+H]+H+,UHFFFAOYSA,JFJZZMVDLULRGK,120.96037033676568,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,JFJZZMVDLULRGK-UHFFFAOYSA-N,4,28
0.9299097490768525,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-23-8-11-30(40)31(18-23)44-26-9-6-22(7-10-26)17-29-35-25(13-15-39(29,2)3)20-34(43-5)36(41)37(35)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)",1729.0;808.0;1113.0;1013.0,2,608.288637,353022,C37H40N2O6,N,COc1cc2c3cc1Oc1c([O-])c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)[N+](C)(C)CC4,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H12NO3]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H36N2O5+H]+H+,UHFFFAOYSA,MRNNKFDOEWDVRD,120.96037033676568,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,MRNNKFDOEWDVRD-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-20-32(42-4)34-21-27(24)28(38)17-23-8-11-31(41-3)33(18-23)44-26-9-6-22(7-10-26)16-29-35-25(13-15-39(29)2)19-30(40)36(43-5)37(35)45-34/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,352952,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(O)c(OC)c3Oc3cc4c(cc3OC)CCN(C)C4C2)CCN1C,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,VXPVPAHQYCJDTP,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,VXPVPAHQYCJDTP-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-31(42-4)33-21-27(24)28(38)17-23-8-11-30(41-3)32(18-23)44-26-9-6-22(7-10-26)16-29-35-25(13-15-39(29)2)20-34(43-5)36(40)37(35)45-33/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,365075,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(OC)c(O)c3Oc3cc4c(cc3OC)CCN(C)C4C2)CCN1C,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,YJRWQNIRFXVBRB,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,YJRWQNIRFXVBRB-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-39-15-13-24-19-31(41-3)33-21-27(24)29(39)17-22-6-9-26(10-7-22)44-32-18-23(8-11-30(32)40-2)16-28-35-25(12-14-38-28)20-34(42-4)36(43-5)37(35)45-33/h6-11,18-21,28-29,38H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,368239,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)NCC3,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,BIQLCSCFEQRHME,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,BIQLCSCFEQRHME-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-12-10-23-18-32(43-4)33-20-25(23)28(38)16-21-6-8-30(40)26(14-21)27-15-22(7-9-31(27)42-3)17-29-35-24(11-13-39(29)2)19-34(44-5)36(41)37(35)45-33/h6-9,14-15,18-20,28-29,40-41H,10-13,16-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,373028,C37H40N2O6,N,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(OC)c(c1)-c1cc(ccc1O)CC3N(C)CC2)N(C)CC4,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,MNNXIEANPHEHSB,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,MNNXIEANPHEHSB-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-31(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)40)13-15-39(2)29(35)17-23-8-11-30(41-3)32(18-23)45-33/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,400574,C37H40N2O6,N,COc1ccc2cc1Oc1cc3c(cc1OC)CCN(C)C3Cc1ccc(cc1)Oc1c(O)c(OC)cc3c1C(C2)N(C)CC3,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,MYHQIVSWYXBWOC,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,MYHQIVSWYXBWOC-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)34-20-27(24)29(38)16-22-6-9-25(10-7-22)44-33-18-23(8-11-31(33)41-3)17-30-28-21-35(43-5)36(40)37(45-34)26(28)13-15-39(30)2/h6-11,18-21,29-30,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,422091,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1CCN(C)C3C2,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,CLRFYZIIRGIXMT,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,CLRFYZIIRGIXMT-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-33-31(42-4)21-27(24)28(38)16-22-6-9-26(10-7-22)44-32-18-23(8-11-30(32)41-3)17-29-35-25(13-15-39(29)2)20-34(43-5)36(40)37(35)45-33/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,433368,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(OC)c(cc3CCN1C)Oc1c(O)c(OC)cc3c1C(C2)N(C)CC3,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,XHVRQOOXGBHNFA,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,XHVRQOOXGBHNFA-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-20-32(42-4)34-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(19-30(40)36(37)43-5)13-15-39(2)29(35)17-23-8-11-31(41-3)33(18-23)45-34/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,449901,C37H40N2O6,N,COc1ccc2cc1Oc1cc3c(cc1OC)CCN(C)C3Cc1ccc(cc1)Oc1c(OC)c(O)cc3c1C(C2)N(C)CC3,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,DQFIZQYILFTDPW,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,DQFIZQYILFTDPW-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-12-10-23-18-32(43-4)33-20-25(23)28(38)16-22-7-9-31(42-3)27(15-22)26-14-21(6-8-30(26)40)17-29-35-24(11-13-39(29)2)19-34(44-5)36(41)37(35)45-33/h6-9,14-15,18-20,28-29,40-41H,10-13,16-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,457631,C37H40N2O6,N,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(O)c(c1)-c1cc(ccc1OC)CC3N(C)CC2)N(C)CC4,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,YZGZHFUKHPDLOJ,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,YZGZHFUKHPDLOJ-UHFFFAOYSA-N,4,28
0.915673840001549,"InChI=1S/C37H40N2O6/c1-38-14-12-24-20-34-32(42-4)21-27(24)28(38)16-22-6-9-26(10-7-22)44-33-18-23(8-11-31(33)41-3)17-29-35-25(13-15-39(29)2)19-30(40)36(43-5)37(35)45-34/h6-11,18-21,28-29,40H,12-17H2,1-5H3",1729.0;808.0;1213.0;808.0,2,608.288637,459269,C37H40N2O6,N,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(OC)c(cc3CCN1C)Oc1c(OC)c(O)cc3c1C(C2)N(C)CC3,174.09127807617188:[C11H13NO-H]+;206.08255004882812:[C11H13NO3-H]+;535.2244873046875:[C33H33N2O5-2H]+;566.2754516601562:[C35H35N2O5+2H]+H+,UHFFFAOYSA,TYLYPJYYOHZIKK,119.10859833895762,174.09127807617188_999.0;206.08255004882812_144.3;535.2244873046875_140.7;566.2754516601562_309.5,TYLYPJYYOHZIKK-UHFFFAOYSA-N,4,28
