Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C16H16O4/c1-18-14-7-12(6-13(17)9-14)3-2-11-4-5-15-16(8-11)20-10-19-15/h4-9,17H,2-3,10H2,1H3",348.0;348.0;720.0,2,272.104859,379441,C16H16O4,N,COc1cc(O)cc(CCc2ccc3c(c2)OCO3)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H14O2]+,UHFFFAOYSA,WXLWYVQONUUBMT,43.532329089276445,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,WXLWYVQONUUBMT-UHFFFAOYSA-N,3,33
1.0,"InChI=1S/C16H16O4/c17-13-6-5-12(14(18)9-13)3-1-2-11-4-7-15-16(8-11)20-10-19-15/h4-9,17-18H,1-3,10H2",348.0;348.0;720.0,2,272.104859,479762,C16H16O4,N,Oc1ccc(CCCc2ccc3c(c2)OCO3)c(O)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H14O2]+,UHFFFAOYSA,GPQWKEMAMHFAFC,43.532329089276445,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,GPQWKEMAMHFAFC-UHFFFAOYSA-N,3,33
0.9746721349798713,"InChI=1S/C16H16O4/c1-20-16-10-14(18)8-4-12(16)5-9-15(19)11-2-6-13(17)7-3-11/h2-4,6-8,10,17-18H,5,9H2,1H3",348.0;348.0;820.0,2,272.104859,59189,C16H16O4,N,COc1cc(O)ccc1CCC(=O)c1ccc(O)cc1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,LCKRZXFBCWYAKU,42.429748134091426,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,LCKRZXFBCWYAKU-UHFFFAOYSA-N,3,33
0.9746721349798713,"InChI=1S/C16H16O4/c1-20-14-8-4-12(16(19)10-14)5-9-15(18)11-2-6-13(17)7-3-11/h2-4,6-8,10,17,19H,5,9H2,1H3",348.0;348.0;820.0,2,272.104859,86248,C16H16O4,N,COc1ccc(CCC(=O)c2ccc(O)cc2)c(O)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,RORZHTZYZDZJKG,42.429748134091426,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,RORZHTZYZDZJKG-UHFFFAOYSA-N,3,33
0.9746721349798713,"InChI=1S/C16H16O4/c1-20-16-10-14(18)6-5-12(16)9-15(19)8-11-3-2-4-13(17)7-11/h2-7,10,17-18H,8-9H2,1H3",348.0;348.0;820.0,2,272.104859,362955,C16H16O4,N,COc1cc(O)ccc1CC(=O)Cc1cccc(O)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,SCHKFOGQOYBCTK,42.429748134091426,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,SCHKFOGQOYBCTK-UHFFFAOYSA-N,3,33
0.9746721349798713,"InChI=1S/C16H16O4/c1-20-13-7-6-12(15(18)10-13)4-2-3-11-5-8-14(17)16(19)9-11/h2-3,5-10,17-19H,4H2,1H3",348.0;348.0;820.0,2,272.104859,461252,C16H16O4,N,COc1ccc(CC=Cc2ccc(O)c(O)c2)c(O)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,JIXOYGPEWODAPR,42.429748134091426,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,JIXOYGPEWODAPR-UHFFFAOYSA-N,3,33
0.9746721349798713,"InChI=1S/C16H16O4/c1-20-16-10-14(18)7-4-12(16)9-15(19)8-11-2-5-13(17)6-3-11/h2-7,10,17-18H,8-9H2,1H3",348.0;348.0;820.0,2,272.104859,472266,C16H16O4,N,COc1cc(O)ccc1CC(=O)Cc1ccc(O)cc1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H9O2]+H+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,MFOUUOIYBNKWEE,42.429748134091426,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,MFOUUOIYBNKWEE-UHFFFAOYSA-N,3,33
0.9701233911629402,"InChI=1S/C16H16O4/c17-15(12-4-2-1-3-5-12)20-10-13-7-6-11-8-9-19-16(18)14(11)13/h1-5,7-9,11,14,16,18H,6,10H2/t11-,14+,16+/m1/s1",348.0;460.0;708.0,2,272.104859,549149,C16H16O4,N,O=C(OCC1=CC[C@@H]2C=CO[C@H](O)[C@H]12)c1ccccc1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H11O2-H]+;226.10012817382812:[C15H14O2]+,WPGHFRTFSA,HMRHZHCKHUWIEO,42.23173072130997,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,HMRHZHCKHUWIEO-WPGHFRTFSA-N,3,33
0.9474383496733896,"InChI=1S/C16H16O4/c1-20-13-9-12(15(16(18)19)14(17)10-13)8-7-11-5-3-2-4-6-11/h2-6,9-10,17H,7-8H2,1H3,(H,18,19)",696.0;696.0;448.0,2,272.104859,555100,C16H16O4,N,COc1cc(O)c(C(=O)O)c(CCc2ccccc2)c1,137.06121826171875:[C8H8O2]+H+;150.0681610107422:[C9H10O2]+;226.10012817382812:[C15H15O2-H]+,UHFFFAOYSA,SKLSOJOIYMIFGM,41.244198029782964,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,SKLSOJOIYMIFGM-UHFFFAOYSA-N,3,33
0.9115987552469272,"InChI=1S/C16H16O4/c1-19-13-7-12(8-14(10-13)20-2)4-3-11-5-6-15(17)16(18)9-11/h3-10,17-18H,1-2H3",348.0;612.0;820.0,2,272.104859,56936,C16H16O4,N,COc1cc(C=Cc2ccc(O)c(O)c2)cc(OC)c1,137.06121826171875:[C8H9O2]+;150.0681610107422:[C9H10O2]+;226.10012817382812:[C15H12O2+H]+H+,UHFFFAOYSA,UQRBFXIUUDJHSN,39.68401701078401,137.06121826171875_53.9;150.0681610107422_33.7;226.10012817382812_36.3,UQRBFXIUUDJHSN-UHFFFAOYSA-N,3,33
