Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C21H18O8/c1-2-10-3-12(22)7-16(25)19(10)21(28)20-11(4-13(23)8-17(20)26)5-15-6-14(24)9-18(27)29-15/h3-4,6-9,22-26H,2,5H2,1H3",348.0;972.0,2,398.1001675,486190,C21H18O8,N,CCc1cc(O)cc(O)c1C(=O)c1c(O)cc(O)cc1Cc1cc(O)cc(=O)o1,273.0754089355469:[C15H13O5]+;315.08624267578125:[C17H15O6]+,UHFFFAOYSA,MHAHFNHLIXPZLL,164.61419373737812,273.0754089355469_536.0;315.08624267578125_564.9,MHAHFNHLIXPZLL-UHFFFAOYSA-N,2,15
0.924922379247219,"InChI=1S/C21H18O8/c1-25-19-14(22)4-9-3-12-13(7-27-21(12)24)18(23)11-6-16-15(28-8-29-16)5-10(11)17(9)20(19)26-2/h4-6,12-13,22H,3,7-8H2,1-2H3",696.0;696.0,2,398.1001675,395993,C21H18O8,N,COc1c(O)cc2c(c1OC)-c1cc3c(cc1C(=O)C1COC(=O)C1C2)OCO3,273.0754089355469:[C15H12O5]+H+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,WMYDPBCWNFPYSF,152.25535172943842,273.0754089355469_536.0;315.08624267578125_564.9,WMYDPBCWNFPYSF-UHFFFAOYSA-N,2,15
0.8411389622197986,"InChI=1S/C21H18O8/c1-25-15-3-9(4-16(26-2)20(15)23)17-10-5-13-14(29-8-28-13)6-11(10)19(22)12-7-27-21(24)18(12)17/h3-6,12,17-18,23H,7-8H2,1-2H3",1156.0;696.0,2,398.1001675,375067,C21H18O8,N,COc1cc(C2c3cc4c(cc3C(=O)C3COC(=O)C32)OCO4)cc(OC)c1O,273.0754089355469:[C15H11O5+H]+H+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,OJDRVIHXHQXFSH,138.46341208690708,273.0754089355469_536.0;315.08624267578125_564.9,OJDRVIHXHQXFSH-UHFFFAOYSA-N,2,15
0.8328922405735413,"InChI=1S/C21H18O8/c1-24-20-17-10(5-14-19(20)29-8-28-14)15(16-11(18(17)22)6-25-21(16)23)9-2-3-12-13(4-9)27-7-26-12/h2-5,11,15-16,18,22H,6-8H2,1H3",1224.0;696.0,2,398.1001675,436694,C21H18O8,N,COc1c2c(cc3c1C(O)C1COC(=O)C1C3c1ccc3c(c1)OCO3)OCO2,273.0754089355469:[C15H12O5]+H+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,GTFKUBXSHHHPRX,137.10588465213186,273.0754089355469_536.0;315.08624267578125_564.9,GTFKUBXSHHHPRX-UHFFFAOYSA-N,2,15
0.8180909607353499,"InChI=1S/C21H18O8/c1-25-15-8-10(3-4-14(15)22)7-12-17-21(29-19(12)24)6-5-11-13(18(23)26-2)9-27-20(28-17)16(11)21/h3-9,11,16-17,20,22H,1-2H3",1320.0;708.0,2,398.1001675,413182,C21H18O8,N,COC(=O)C1=COC2OC3C(=Cc4ccc(O)c(OC)c4)C(=O)OC34C=CC1C24,273.0754089355469:[C15H12O5]+H+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,TXGZCLZZWWAVDP,134.66938390528668,273.0754089355469_536.0;315.08624267578125_564.9,TXGZCLZZWWAVDP-UHFFFAOYSA-N,2,15
0.7982425940254797,"InChI=1S/C21H18O8/c1-9-5-12(10(2)22)20(27)14(19(9)26)7-13-16(24)8-18(29-21(13)28)11-3-4-15(23)17(25)6-11/h3-6,8,23-27H,7H2,1-2H3",708.0;1224.0,2,398.1001675,318059,C21H18O8,N,CC(=O)c1cc(C)c(O)c(Cc2c(O)cc(-c3ccc(O)c(O)c3)oc2=O)c1O,273.0754089355469:[C15H12O5]+H+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,DMQKBLQAFZIXPZ,131.4020610223376,273.0754089355469_536.0;315.08624267578125_564.9,DMQKBLQAFZIXPZ-UHFFFAOYSA-N,2,15
0.774657153437541,"InChI=1S/C21H18O8/c1-21(2,26)16-7-11-18(24)15(27-3)6-10(20(11)29-16)12-8-28-14-5-9(22)4-13(23)17(14)19(12)25/h4-8,22-24,26H,1-3H3",808.0;1224.0,2,398.1001675,370386,C21H18O8,N,COc1cc(-c2coc3cc(O)cc(O)c3c2=O)c2oc(C(C)(C)O)cc2c1O,273.0754089355469:[C15H14O5-H]+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,QOCRZTXBRNJBOO,127.51956273601323,273.0754089355469_536.0;315.08624267578125_564.9,QOCRZTXBRNJBOO-UHFFFAOYSA-N,2,15
0.774657153437541,"InChI=1S/C21H18O8/c1-4-10(2)21(26)29-20-18(25)17-14(24)8-12(22)9-16(17)28-19(20)11-5-6-13(23)15(7-11)27-3/h4-9,22-24H,1-3H3",808.0;1224.0,2,398.1001675,434762,C21H18O8,N,CC=C(C)C(=O)Oc1c(-c2ccc(O)c(OC)c2)oc2cc(O)cc(O)c2c1=O,273.0754089355469:[C15H14O5-H]+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,PATBKAIQPOQSRN,127.51956273601323,273.0754089355469_536.0;315.08624267578125_564.9,PATBKAIQPOQSRN-UHFFFAOYSA-N,2,15
0.774657153437541,"InChI=1S/C21H18O8/c1-10(2)6-17(25)29-21-19(26)18-14(24)8-12(22)9-16(18)28-20(21)11-4-5-13(23)15(7-11)27-3/h4-9,22-24H,1-3H3",808.0;1224.0,2,398.1001675,446996,C21H18O8,N,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC(=O)C=C(C)C)ccc1O,273.0754089355469:[C15H14O5-H]+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,ZOPQPGYSYRWKJY,127.51956273601323,273.0754089355469_536.0;315.08624267578125_564.9,ZOPQPGYSYRWKJY-UHFFFAOYSA-N,2,15
0.774657153437541,"InChI=1S/C21H18O8/c1-21(2)14(24)7-10-18-9(6-13(26-3)19(10)29-21)15-17(25)16-11(23)4-8(22)5-12(16)27-20(15)28-18/h4-6,14,22-24H,7H2,1-3H3",808.0;1224.0,2,398.1001675,483285,C21H18O8,N,COc1cc2c(oc3oc4cc(O)cc(O)c4c(=O)c32)c2c1OC(C)(C)C(O)C2,273.0754089355469:[C15H14O5-H]+;315.08624267578125:[C17H14O6]+H+,UHFFFAOYSA,DCNWEGSYZJCFSV,127.51956273601323,273.0754089355469_536.0;315.08624267578125_564.9,DCNWEGSYZJCFSV-UHFFFAOYSA-N,2,15
