Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-16(15(23)24)6-11(19)14(22)12(20)7-16/h1-5,11-12,14,17-20,22H,6-7H2,(H,23,24)/b4-2+",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,310158,C16H18O9,N,O=C(/C=C/c1ccc(O)c(O)c1)OC1(C(=O)O)CC(O)C(O)C(O)C1,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,DUXPYHPUSA,GWTUHAXUUFROTF,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,GWTUHAXUUFROTF-DUXPYHPUSA-N,7,20
1.0,"InChI=1S/C16H18O9/c17-9-3-8(4-10(18)5-9)1-2-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,360205,C16H18O9,N,O=C(C=Cc1cc(O)cc(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,UHFFFAOYSA,SNJMEIIRYSEQFZ,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,SNJMEIIRYSEQFZ-UHFFFAOYSA-N,7,20
1.0,"InChI=1S/C16H18O9/c1-16(15(22)23)7-11(19)13(21)14(25-16)24-12(20)5-3-8-2-4-9(17)10(18)6-8/h2-6,11,13-14,17-19,21H,7H2,1H3,(H,22,23)",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,370265,C16H18O9,N,CC1(C(=O)O)CC(O)C(O)C(OC(=O)C=Cc2ccc(O)c(O)c2)O1,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,UHFFFAOYSA,JYGULFKBNOEBGT,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,JYGULFKBNOEBGT-UHFFFAOYSA-N,7,20
1.0,"InChI=1S/C16H18O9/c17-9-3-1-7(5-10(9)18)2-4-12(19)25-11-6-8(16(23)24)13(20)15(22)14(11)21/h1-5,8,11,13-15,17-18,20-22H,6H2,(H,23,24)",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,460971,C16H18O9,N,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(C(=O)O)C(O)C(O)C1O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,UHFFFAOYSA,UGCJUFITGAQJDV,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,UGCJUFITGAQJDV-UHFFFAOYSA-N,7,20
1.0,"InChI=1S/C16H18O9/c17-9-3-1-2-8(13(9)21)4-5-12(20)25-14-10(18)6-16(24,15(22)23)7-11(14)19/h1-5,10-11,14,17-19,21,24H,6-7H2,(H,22,23)",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,463595,C16H18O9,N,O=C(C=Cc1cccc(O)c1O)OC1C(O)CC(O)(C(=O)O)CC1O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,UHFFFAOYSA,MUFNHZJDHKPFLB,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,MUFNHZJDHKPFLB-UHFFFAOYSA-N,7,20
1.0,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12+,14-,16+",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,522813,C16H18O9,N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@@H]1O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,UCEFVAKBSA,GYFFKZTYYAFCTR,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,GYFFKZTYYAFCTR-UCEFVAKBSA-N,7,20
1.0,"InChI=1S/C16H18O9/c1-15(13(21)11(19)7-16(15,24)14(22)23)25-12(20)5-3-8-2-4-9(17)10(18)6-8/h2-6,11,13,17-19,21,24H,7H2,1H3,(H,22,23)/b5-3+/t11-,13+,15-,16-/m0/s1",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,546715,C16H18O9,N,C[C@]1(OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)C[C@]1(O)C(=O)O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,LMFQFQOISA,CHDKTAZYKOLGGQ,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,CHDKTAZYKOLGGQ-LMFQFQOISA-N,7,20
1.0,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12+,14+,16-/m0/s1",1072.0;808.0;612.0;448.0;348.0;820.0;360.0,2,354.0950822,548260,C16H18O9,N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@H]1O,107.04914093017578:[C7H5O+H]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H6O2]+H+;134.03500366210938:[C8H7O2-H]+;135.04380798339844:[C8H7O2]+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H7O3]+,JURSRTDWSA,CWVRJTMFETXNAD,93.19037896034638,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,CWVRJTMFETXNAD-JURSRTDWSA-N,7,20
0.843809435276262,"InChI=1S/C16H18O9/c17-5-7-12(20)13(21)14(22)15(23)16(7)25-10-3-6-1-2-11(19)24-9(6)4-8(10)18/h1-4,7,12-18,20-23H,5H2",1532.0;1068.0;1532.0;1068.0;1168.0;720.0;460.0,2,354.0950822,444792,C16H18O9,N,O=c1ccc2cc(OC3C(O)C(O)C(O)C(O)C3CO)c(O)cc2o1,107.04914093017578:[C7H4O+2H]+H+;117.0329818725586:[C8H5O]+;123.04374694824219:[C7H4O2+2H]+H+;134.03500366210938:[C8H5O2]+H+;135.04380798339844:[C8H5O2+H]+H+;145.02828979492188:[C9H4O2]+H+;163.0386962890625:[C9H5O3+H]+H+,UHFFFAOYSA,PLXMOAALOJOTIY,78.63492104371072,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,PLXMOAALOJOTIY-UHFFFAOYSA-N,7,20
0.7860905262593924,"InChI=1S/C16H18O9/c1-23-11-6-8(2-4-9(11)17)3-5-12(19)24-7-10(18)15-13(20)14(21)16(22)25-15/h2-6,10,13-15,17-18,20-21H,7H2,1H3",708.0;808.0;348.0;708.0;708.0;820.0;720.0,2,354.0950822,442919,C16H18O9,N,COc1cc(C=CC(=O)OCC(O)C2OC(=O)C(O)C2O)ccc1O,107.04914093017578:[C7H6O]+H+;117.0329818725586:[C8H6O-H]+;123.04374694824219:[C7H7O2]+;134.03500366210938:[C8H6O2]+;135.04380798339844:[C8H6O2]+H+;145.02828979492188:[C9H6O2-H]+;163.0386962890625:[C9H6O3]+H+,UHFFFAOYSA,RQESGOWYIIHJON,73.25607403925089,107.04914093017578_13.9;117.0329818725586_35.5;123.04374694824219_28.0;134.03500366210938_16.5;135.04380798339844_116.7;145.02828979492188_84.9;163.0386962890625_999.0,RQESGOWYIIHJON-UHFFFAOYSA-N,7,20
