Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C17H14O7/c1-8(18)23-17-15(22)14-12(21)6-11(20)7-13(14)24-16(17)9-2-4-10(19)5-3-9/h2-7,16-17,19-21H,1H3",696.0;460.0;360.0;360.0;348.0;448.0,2,330.0739528,399119,C17H14O7,N,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,WJMRMTQQBTZCNV,453.14333530645774,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,WJMRMTQQBTZCNV-UHFFFAOYSA-N,6,15
0.9978416362086746,"InChI=1S/C17H14O7/c1-10(18)22-15-6-4-12(7-16(15)23-11(2)19)3-5-14-8-13(20)9-17(21)24-14/h3-9,20H,1-2H3",808.0;460.0;360.0;360.0;348.0;448.0,2,330.0739528,421261,C17H14O7,N,CC(=O)Oc1ccc(C=Cc2cc(O)cc(=O)o2)cc1OC(C)=O,259.0616455078125:[C14H12O5-H]+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,CBBOGUSFOYSFMI,452.16528713925186,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,CBBOGUSFOYSFMI-UHFFFAOYSA-N,6,15
0.9960831673875975,"InChI=1S/C17H14O7/c1-8(18)23-14-7-12-10(6-13(14)22-3)17(20)16-11(19)4-9(21-2)5-15(16)24-12/h4-7,19H,1-3H3",920.0;460.0;360.0;360.0;348.0;448.0,2,330.0739528,420792,C17H14O7,N,COc1cc(O)c2c(=O)c3cc(OC)c(OC(C)=O)cc3oc2c1,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,PLYMOHQSBQHXTR,451.36844871263656,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,PLYMOHQSBQHXTR-UHFFFAOYSA-N,6,15
0.9748497023315671,"InChI=1S/C17H14O7/c1-23-17(22)10-3-2-9-14(20)13-11(19)6-8(4-5-18)7-12(13)24-16(9)15(10)21/h2-3,6-7,18-19,21H,4-5H2,1H3",1144.0;448.0;348.0;448.0;360.0;460.0,2,330.0739528,326296,C17H14O7,N,COC(=O)c1ccc2c(=O)c3c(O)cc(CCO)cc3oc2c1O,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H9O6+H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,PGWSXWGXWVBBQB,441.7466455370338,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,PGWSXWGXWVBBQB-UHFFFAOYSA-N,6,15
0.9748497023315671,"InChI=1S/C17H14O7/c1-23-17(22)9-2-3-10(19)16-13(9)15(21)14-11(20)6-8(4-5-18)7-12(14)24-16/h2-3,6-7,18-20H,4-5H2,1H3",1144.0;448.0;348.0;448.0;360.0;460.0,2,330.0739528,442433,C17H14O7,N,COC(=O)c1ccc(O)c2oc3cc(CCO)cc(O)c3c(=O)c12,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H9O6+H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,JZQLBTXRWMDLPL,441.7466455370338,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,JZQLBTXRWMDLPL-UHFFFAOYSA-N,6,15
0.9548406873264261,"InChI=1S/C17H14O7/c1-8-4-11(19)14-12(5-8)24-17(15(14)20)10(16(21)23-3)6-9(18)7-13(17)22-2/h4-7,19H,1-3H3",896.0;448.0;348.0;908.0;348.0;448.0,2,330.0739528,11351,C17H14O7,N,COC(=O)C1=CC(=O)C=C(OC)C12Oc1cc(C)cc(O)c1C2=O,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,JCMPRFCVZKOFIT,432.6796937414073,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,JCMPRFCVZKOFIT-UHFFFAOYSA-N,6,15
0.9548406873264261,"InChI=1S/C17H14O7/c1-6-4-8(18)14-13-7(2)12(16(20)21)9(19)5-10(13)24-15(14)11(6)17(22)23-3/h4-5,18-19H,1-3H3,(H,20,21)",896.0;448.0;348.0;908.0;348.0;448.0,2,330.0739528,488509,C17H14O7,N,COC(=O)c1c(C)cc(O)c2c1oc1cc(O)c(C(=O)O)c(C)c12,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,ICRZCAGUPKCOFO,432.6796937414073,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,ICRZCAGUPKCOFO-UHFFFAOYSA-N,6,15
0.9548406873264261,"InChI=1S/C17H14O7/c1-6-4-8(18)14-13-7(2)12(17(22)23-3)9(19)5-10(13)24-15(14)11(6)16(20)21/h4-5,18-19H,1-3H3,(H,20,21)",896.0;448.0;348.0;908.0;348.0;448.0,2,330.0739528,558918,C17H14O7,N,COC(=O)c1c(O)cc2oc3c(C(=O)O)c(C)cc(O)c3c2c1C,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,ALNOHKWMHOGMDQ,432.6796937414073,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,ALNOHKWMHOGMDQ-UHFFFAOYSA-N,6,15
0.9533251477515532,"InChI=1S/C17H14O7/c1-7(18)16-14(8-2-3-11(20)12(21)4-8)15-10(17(23)24-16)5-9(19)6-13(15)22/h2-6,14,16,19-22H,1H3",708.0;708.0;708.0;348.0;348.0;448.0,2,330.0739528,432049,C17H14O7,N,CC(=O)C1OC(=O)c2cc(O)cc(O)c2C1c1ccc(O)c(O)c1,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,GQZNTVVDWGNHRK,431.9929370836604,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,GQZNTVVDWGNHRK-UHFFFAOYSA-N,6,15
0.9498363493173175,"InChI=1S/C17H14O7/c1-6-3-8(19)12-14-11(6)9(20)4-10(21)13(14)16(23)17(24,15(12)22)5-7(2)18/h3-4,19-21,24H,5H2,1-2H3",908.0;708.0;708.0;348.0;348.0;448.0,2,330.0739528,327834,C17H14O7,N,CC(=O)CC1(O)C(=O)c2c(O)cc(C)c3c(O)cc(O)c(c23)C1=O,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,TZARUQGWUTUJCN,430.41201132495894,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,TZARUQGWUTUJCN-UHFFFAOYSA-N,6,15
