Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C21H20O6/c1-12(2)8-9-26-14-6-4-13(5-7-14)15-11-27-17-10-16(22)21(25-3)20(24)18(17)19(15)23/h4-8,10-11,22,24H,9H2,1-3H3",360.0;348.0;808.0;460.0;696.0;460.0;360.0,2,368.1259884,388874,C21H20O6,N,COc1c(O)cc2occ(-c3ccc(OCC=C(C)C)cc3)c(=O)c2c1O,285.0738830566406:[C16H11O5+H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,LWYWLXANIDATEW,849.712285096699,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,LWYWLXANIDATEW-UHFFFAOYSA-N,7,50
1.0,"InChI=1S/C21H20O6/c1-12(2)8-9-26-14-6-4-13(5-7-14)15-11-27-21-18(19(15)24)16(22)10-17(23)20(21)25-3/h4-8,10-11,22-23H,9H2,1-3H3",360.0;348.0;808.0;460.0;696.0;460.0;360.0,2,368.1259884,424488,C21H20O6,N,COc1c(O)cc(O)c2c(=O)c(-c3ccc(OCC=C(C)C)cc3)coc12,285.0738830566406:[C16H11O5+H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,TVYVWMVAJHMVLX,849.712285096699,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,TVYVWMVAJHMVLX-UHFFFAOYSA-N,7,50
1.0,"InChI=1S/C21H20O6/c1-12(2)8-9-26-14-6-4-13(5-7-14)17-10-15(22)19-18(27-17)11-16(23)21(25-3)20(19)24/h4-8,10-11,23-24H,9H2,1-3H3",360.0;348.0;808.0;460.0;696.0;460.0;360.0,2,368.1259884,441823,C21H20O6,N,COc1c(O)cc2oc(-c3ccc(OCC=C(C)C)cc3)cc(=O)c2c1O,285.0738830566406:[C16H11O5+H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,ZEPPIMJETZCFFQ,849.712285096699,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,ZEPPIMJETZCFFQ-UHFFFAOYSA-N,7,50
1.0,"InChI=1S/C21H20O6/c1-12(2)8-9-26-15-10-16(22)18-17(11-15)27-21(20(24)19(18)23)13-4-6-14(25-3)7-5-13/h4-8,10-11,22,24H,9H2,1-3H3",360.0;348.0;808.0;460.0;696.0;460.0;360.0,2,368.1259884,444256,C21H20O6,N,COc1ccc(-c2oc3cc(OCC=C(C)C)cc(O)c3c(=O)c2O)cc1,285.0738830566406:[C16H11O5+H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,AUORCQISJDNDKJ,849.712285096699,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,AUORCQISJDNDKJ-UHFFFAOYSA-N,7,50
1.0,"InChI=1S/C21H20O6/c1-12(2)8-9-26-15-6-4-13(5-7-15)20-21(25-3)19(24)18-16(23)10-14(22)11-17(18)27-20/h4-8,10-11,22-23H,9H2,1-3H3",360.0;348.0;808.0;460.0;696.0;460.0;360.0,2,368.1259884,471456,C21H20O6,N,COc1c(-c2ccc(OCC=C(C)C)cc2)oc2cc(O)cc(O)c2c1=O,285.0738830566406:[C16H11O5+H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,GAHPANFILVQETL,849.712285096699,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,GAHPANFILVQETL-UHFFFAOYSA-N,7,50
0.9866273842677744,"InChI=1S/C21H20O6/c1-11(2)4-6-14-17(26-3)9-18-19(20(14)25)15(10-22)21(27-18)13-7-5-12(23)8-16(13)24/h4-5,7-10,23-25H,6H2,1-3H3",348.0;348.0;808.0;696.0;696.0;448.0;360.0,2,368.1259884,394550,C21H20O6,N,COc1cc2oc(-c3ccc(O)cc3O)c(C=O)c2c(O)c1CC=C(C)C,285.0738830566406:[C16H12O5]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,PXSWSGDFRGTMGP,838.3494092251495,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,PXSWSGDFRGTMGP-UHFFFAOYSA-N,7,50
0.9774806408922443,"InChI=1S/C21H20O6/c1-11(2)4-6-14-17(26-3)9-18-19(20(14)24)21(25)15(10-27-18)13-7-5-12(22)8-16(13)23/h4-5,7-10,22-24H,6H2,1-3H3",348.0;348.0;808.0;908.0;696.0;448.0;360.0,2,368.1259884,6032,C21H20O6,N,COc1cc2occ(-c3ccc(O)cc3O)c(=O)c2c(O)c1CC=C(C)C,285.0738830566406:[C16H10O5+2H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,AZPLXDBZIQMMMT,830.5773090103347,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,AZPLXDBZIQMMMT-UHFFFAOYSA-N,7,50
0.9774806408922443,"InChI=1S/C21H20O6/c1-11(2)4-6-14-18(24)10-19-16(20(14)26-3)9-15(21(25)27-19)13-7-5-12(22)8-17(13)23/h4-5,7-10,22-24H,6H2,1-3H3",348.0;348.0;808.0;908.0;696.0;448.0;360.0,2,368.1259884,26256,C21H20O6,N,COc1c(CC=C(C)C)c(O)cc2oc(=O)c(-c3ccc(O)cc3O)cc12,285.0738830566406:[C16H10O5+2H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,NZYSZZDSYIBYLC,830.5773090103347,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,NZYSZZDSYIBYLC-UHFFFAOYSA-N,7,50
0.9774806408922443,"InChI=1S/C21H20O6/c1-11(2)4-6-14-19(16(23)9-17(24)21(14)26-3)15-10-27-18-8-12(22)5-7-13(18)20(15)25/h4-5,7-10,22-24H,6H2,1-3H3",348.0;348.0;808.0;908.0;696.0;448.0;360.0,2,368.1259884,45054,C21H20O6,N,COc1c(O)cc(O)c(-c2coc3cc(O)ccc3c2=O)c1CC=C(C)C,285.0738830566406:[C16H10O5+2H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,CFMMELZRMVWLJB,830.5773090103347,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,CFMMELZRMVWLJB-UHFFFAOYSA-N,7,50
0.9774806408922443,"InChI=1S/C21H20O6/c1-11(2)4-9-14-15(22)10-16(23)17-18(24)19(25)20(27-21(14)17)12-5-7-13(26-3)8-6-12/h4-8,10,22-23,25H,9H2,1-3H3",348.0;348.0;808.0;908.0;696.0;448.0;360.0,2,368.1259884,52184,C21H20O6,N,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,285.0738830566406:[C16H10O5+2H]+H+;298.0469055175781:[C16H11O6-H]+;299.0547790527344:[C16H11O6]+;313.0707702636719:[C17H13O6]+;321.0742492675781:[C19H14O5-H]+;339.0869140625:[C19H14O6]+H+;351.1218566894531:[C21H19O5]+,UHFFFAOYSA,TUUXBSASAQJECY,830.5773090103347,285.0738830566406_378.3;298.0469055175781_544.3;299.0547790527344_346.1;313.0707702636719_999.0;321.0742492675781_339.3;339.0869140625_298.2;351.1218566894531_920.1,TUUXBSASAQJECY-UHFFFAOYSA-N,7,50
