Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C20H18O10/c21-8-2-1-7(3-9(8)22)13-4-10(23)15-14(30-13)5-11(24)16(18(15)27)20-19(28)17(26)12(25)6-29-20/h1-5,12,17,19-22,24-28H,6H2",1224.0;448.0,2,418.0899968,413111,C20H18O10,N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OCC(O)C(O)C3O)c(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,ZVCCGSLELLZAOZ,116.26601791065083,85.02958679199219_13.7;287.0545349121094_999.0,ZVCCGSLELLZAOZ-UHFFFAOYSA-N,2,12
1.0,"InChI=1S/C20H18O10/c21-8-2-1-7(3-9(8)22)14-5-12(25)15-10(23)4-11(24)16(19(15)30-14)20-18(28)17(27)13(26)6-29-20/h1-5,13,17-18,20-24,26-28H,6H2",1224.0;448.0,2,418.0899968,499057,C20H18O10,N,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OCC(O)C(O)C3O)c(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,GJHTVUOIDXUACV,116.26601791065083,85.02958679199219_13.7;287.0545349121094_999.0,GJHTVUOIDXUACV-UHFFFAOYSA-N,2,12
1.0,"InChI=1S/C20H18O10/c21-6-14-17(27)18(28)20(30-14)16-11(25)4-10(24)15-12(26)5-13(29-19(15)16)7-1-2-8(22)9(23)3-7/h1-5,14,17-18,20-25,27-28H,6H2/t14-,17-,18+,20-/m0/s1",1224.0;448.0,2,418.0899968,544804,C20H18O10,N,O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)c(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,DEYWJSPQSA,DMNPXIWAGBANTD,116.26601791065083,85.02958679199219_13.7;287.0545349121094_999.0,DMNPXIWAGBANTD-DEYWJSPQSA-N,2,12
0.999913362516273,"InChI=1S/C20H18O10/c21-9-2-1-8(20-18(28)17(27)13(25)6-29-20)19-15(9)10(22)5-14(30-19)7-3-11(23)16(26)12(24)4-7/h1-5,13,17-18,20-21,23-28H,6H2",1268.0;448.0,2,418.0899968,374330,C20H18O10,N,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2c(C3OCC(O)C(O)C3O)ccc(O)c12,85.02958679199219:[C4H7O2-2H]+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,HDAYHECFOVZYDI,116.2559449154161,85.02958679199219_13.7;287.0545349121094_999.0,HDAYHECFOVZYDI-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-10-2-1-8(3-11(10)22)15-6-13(24)17-12(23)4-9(5-16(17)30-15)29-20-19(27)18(26)14(25)7-28-20/h1-6,14,18-23,25-27H,7H2",1224.0;460.0,2,418.0899968,108775,C20H18O10,N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,DKVCLOWHUOSJGW,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,DKVCLOWHUOSJGW-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-9-4-12(23)10-6-16(30-20-18(27)17(26)14(25)7-28-20)19(29-15(10)5-9)8-1-2-11(22)13(24)3-8/h1-6,14,17-18,20,25-27H,7H2,(H3-,21,22,23,24)",1224.0;460.0,2,418.0899968,348143,C20H18O10,N,[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OCC(O)C(O)C2O)ccc1O,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,KUCVMQMKRICXJC,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,KUCVMQMKRICXJC-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-7-16-18(26)19(27)20(30-16)29-14-3-8(1-2-10(14)23)13-6-12(25)17-11(24)4-9(22)5-15(17)28-13/h1-6,16,18-24,26-27H,7H2",1224.0;460.0,2,418.0899968,400656,C20H18O10,N,O=c1cc(-c2ccc(O)c(OC3OC(CO)C(O)C3O)c2)oc2cc(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,VNOJYYDZLJTAKW,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,VNOJYYDZLJTAKW-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-9-4-11(23)17-12(24)6-14(29-16(17)5-9)8-1-2-10(22)15(3-8)30-20-19(27)18(26)13(25)7-28-20/h1-6,13,18-23,25-27H,7H2",1224.0;460.0,2,418.0899968,420656,C20H18O10,N,O=c1cc(-c2ccc(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,ZUMPYZVELBOZDM,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,ZUMPYZVELBOZDM-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-7-16-18(26)19(27)20(30-16)28-9-4-12(24)17-13(25)6-14(29-15(17)5-9)8-1-2-10(22)11(23)3-8/h1-6,16,18-24,26-27H,7H2",1224.0;460.0,2,418.0899968,466531,C20H18O10,N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C3O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,XCOCQBWHCJBRMO,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,XCOCQBWHCJBRMO-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-7-13-15(25)17(27)20(29-13)30-19-16(26)14-11(24)5-10(23)6-12(14)28-18(19)8-1-3-9(22)4-2-8/h1-6,13,15,17,20-25,27H,7H2",1224.0;460.0,2,418.0899968,521379,C20H18O10,N,O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,UHFFFAOYSA,POQICXMTUPVZMX,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,POQICXMTUPVZMX-UHFFFAOYSA-N,2,12
0.9877182040991082,"InChI=1S/C20H18O10/c21-9-3-1-8(2-4-9)18-19(30-20-17(27)15(25)12(24)7-28-20)16(26)14-11(23)5-10(22)6-13(14)29-18/h1-6,12,15,17,20-25,27H,7H2/t12-,15-,17+,20+/m1/s1",1224.0;460.0,2,418.0899968,550729,C20H18O10,N,O=c1c(O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,85.02958679199219:[C4H4O2]+H+;287.0545349121094:[C15H9O6+H]+H+,VHICIVCISA,RNVUDWOQYYWXBJ,114.83806240846278,85.02958679199219_13.7;287.0545349121094_999.0,RNVUDWOQYYWXBJ-VHICIVCISA-N,2,12
