Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C20H16O4/c1-10(2)17-8-14-16(23-17)6-5-12-15-9-22-18-7-11(21)3-4-13(18)20(15)24-19(12)14/h3-8,15,20-21H,1,9H2,2H3",1068.0;348.0;348.0,2,320.104859,480507,C20H16O4,N,C=C(C)c1cc2c3c(ccc2o1)C1COc2cc(O)ccc2C1O3,137.02301025390625:[C7H5O3]+;280.075439453125:[C17H11O4]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,BNHKKFCHFULPFL,152.66205802616457,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,BNHKKFCHFULPFL-UHFFFAOYSA-N,3,15
0.9656619630533387,"InChI=1S/C20H16O4/c1-20(2)8-7-13-9-12(3-6-17(13)24-20)16-11-23-18-10-14(21)4-5-15(18)19(16)22/h3-11,21H,1-2H3",708.0;808.0;348.0,2,320.104859,52594,C20H16O4,N,CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)ccc2O1,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,PWAACAMQKVIVPZ,147.4199426373088,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,PWAACAMQKVIVPZ-UHFFFAOYSA-N,3,15
0.9252600699480038,"InChI=1S/C20H16O4/c1-23-15-10-8-14(9-11-15)18-17(21)12-16(19(22)20(18)24-2)13-6-4-3-5-7-13/h3-12H,1-2H3",696.0;1324.0;360.0,2,320.104859,333409,C20H16O4,N,COC1=C(c2ccc(OC)cc2)C(=O)C=C(c2ccccc2)C1=O,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H13O4-H]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,FPNDEVDKQBPTGH,141.25210648769524,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,FPNDEVDKQBPTGH-UHFFFAOYSA-N,3,15
0.9100401381978861,"InChI=1S/C20H16O4/c1-11-4-3-7-20(2)15-9-13-12(17(21)5-6-18(13)22)8-14(15)19(23)24-10-16(11)20/h4-6,8-10H,3,7H2,1-2H3",2032.0;808.0;696.0;348.0,2,320.104859,408343,C20H16O4,N,CC1=CCCC2(C)C1=COC(=O)c1cc3c(cc12)C(=O)C=CC3=O,137.02301025390625:[C7H3O3+H]+H+;138.10255432128906:[C9H12O+H]+H+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,LOOXMSCVIBKMCM,138.92860038370452,137.02301025390625_999.0;138.10255432128906_32.9;280.075439453125_55.7;306.0873718261719_167.0,LOOXMSCVIBKMCM-UHFFFAOYSA-N,4,15
0.894525989402464,"InChI=1S/C20H16O4/c1-10-4-3-7-20(2)14-9-12-11(15(21)5-6-16(12)22)8-13(14)18(23)19(24)17(10)20/h4-6,8-9,24H,3,7H2,1-2H3",2548.0;796.0;696.0;348.0,2,320.104859,424756,C20H16O4,N,CC1=CCCC2(C)C1=C(O)C(=O)c1cc3c(cc12)C(=O)C=CC3=O,137.02301025390625:[C7H3O3+H]+H+;138.10255432128906:[C9H12O+H]+H+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,QDENTZCNQRGGAZ,136.56017850007123,137.02301025390625_999.0;138.10255432128906_32.9;280.075439453125_55.7;306.0873718261719_167.0,QDENTZCNQRGGAZ-UHFFFAOYSA-N,4,15
0.8805554150537971,"InChI=1S/C20H16O4/c1-20(2)9-8-13-16(24-20)11-17-18(19(13)22)14(21)10-15(23-17)12-6-4-3-5-7-12/h3-11,22H,1-2H3",1672.0;808.0;348.0,2,320.104859,460380,C20H16O4,N,CC1(C)C=Cc2c(cc3oc(-c4ccccc4)cc(=O)c3c2O)O1,137.02301025390625:[C7H3O3+H]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,ZJILWRZVDWUSAB,134.4274018681962,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,ZJILWRZVDWUSAB-UHFFFAOYSA-N,3,15
0.8785264749152499,"InChI=1S/C20H16O4/c1-20(2)6-5-11-7-14-15-10-22-17-8-12(21)3-4-13(17)19(15)23-18(14)9-16(11)24-20/h3-9,21H,10H2,1-2H3",1715.0;808.0;348.0,2,320.104859,372597,C20H16O4,N,CC1(C)C=Cc2cc3c4c(oc3cc2O1)-c1ccc(O)cc1OC4,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,JKBQWLWECJXFBS,134.1176596910337,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,JKBQWLWECJXFBS-UHFFFAOYSA-N,3,15
0.8709447450249911,"InChI=1S/C20H16O4/c1-10-8-11-6-7-13-18(16(11)14(21)9-10)20(23)12-4-3-5-15(24-2)17(12)19(13)22/h3-7,10H,8-9H2,1-2H3",1920.0;796.0;348.0,2,320.104859,380034,C20H16O4,N,COc1cccc2c1C(=O)c1ccc3c(c1C2=O)C(=O)CC(C)C3,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,ZUCWNLVDTXGGSU,132.9602172025883,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,ZUCWNLVDTXGGSU-UHFFFAOYSA-N,3,15
0.8693234005243915,"InChI=1S/C20H16O4/c1-20(2)10-9-14-17(24-20)8-7-15-18(22)16(11-23-19(14)15)12-3-5-13(21)6-4-12/h3-11,21H,1-2H3",1932.0;808.0;348.0,2,320.104859,466779,C20H16O4,N,CC1(C)C=Cc2c(ccc3c(=O)c(-c4ccc(O)cc4)coc23)O1,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,GDSRNXASWYVDMP,132.71269941435736,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,GDSRNXASWYVDMP-UHFFFAOYSA-N,3,15
0.8693234005243915,"InChI=1S/C20H16O4/c1-20(2)8-7-13-9-15-18(10-17(13)24-20)23-11-16(19(15)22)12-3-5-14(21)6-4-12/h3-11,21H,1-2H3",1932.0;808.0;348.0,2,320.104859,475667,C20H16O4,N,CC1(C)C=Cc2cc3c(=O)c(-c4ccc(O)cc4)coc3cc2O1,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H10O4+H]+H+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,GGGQCONNJCHXIR,132.71269941435736,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,GGGQCONNJCHXIR-UHFFFAOYSA-N,3,15
0.8366170848972337,"InChI=1S/C20H16O4/c1-22-13-8-9-17-14(10-13)15-11-16(21)18(12-6-4-3-5-7-12)20(23-2)19(15)24-17/h3-11,21H,1-2H3",1703.0;1324.0;360.0,2,320.104859,428445,C20H16O4,N,COc1ccc2oc3c(OC)c(-c4ccccc4)c(O)cc3c2c1,137.02301025390625:[C7H5O3]+;280.075439453125:[C17H13O4-H]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,JFKSRMROJWWOON,127.71968596026215,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,JFKSRMROJWWOON-UHFFFAOYSA-N,3,15
0.8366133287898608,"InChI=1S/C20H16O4/c1-10-8-11-6-7-15-18(16(11)13(21)9-10)19-12-4-3-5-14(22-2)17(12)20(23-15)24-19/h3-9,19-21H,1-2H3/t19-,20+/m1/s1",2032.0;1224.0;348.0,2,320.104859,332238,C20H16O4,N,COc1cccc2c1[C@H]1Oc3ccc4cc(C)cc(O)c4c3[C@@H]2O1,137.02301025390625:[C7H6O3-H]+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,UXHICEINSA,SKHJYEUBOHOWSK,127.71911254518044,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,SKHJYEUBOHOWSK-UXHICEINSA-N,3,15
0.8366133287898608,"InChI=1S/C20H16O4/c1-11-8-12-6-7-17-19(18(12)15(21)9-11)20(22)13-4-3-5-16(23-2)14(13)10-24-17/h3-9,21H,10H2,1-2H3",2032.0;1224.0;348.0,2,320.104859,336214,C20H16O4,N,COc1cccc2c1COc1ccc3cc(C)cc(O)c3c1C2=O,137.02301025390625:[C7H6O3-H]+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,KHZDBDLMYLWHPQ,127.71911254518044,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,KHZDBDLMYLWHPQ-UHFFFAOYSA-N,3,15
0.8366133287898608,"InChI=1S/C20H16O4/c1-10-8-11-6-7-13(21)18-16(11)15(9-10)23-20-17-12(19(18)24-20)4-3-5-14(17)22-2/h3-9,19-21H,1-2H3/t19-,20+/m0/s1",2032.0;1224.0;348.0,2,320.104859,341615,C20H16O4,N,COc1cccc2c1[C@@H]1Oc3cc(C)cc4ccc(O)c(c34)[C@H]2O1,137.02301025390625:[C7H6O3-H]+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,VQTJNVASSA,KIVKKAJOTMTBRY,127.71911254518044,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,KIVKKAJOTMTBRY-VQTJNVASSA-N,3,15
0.8366133287898608,"InChI=1S/C20H16O4/c1-11-8-12-6-7-15(22)19-18(12)17(9-11)24-20(19)13-4-3-5-16(23-2)14(13)10-21/h3-10,20,22H,1-2H3/t20-/m0/s1",2032.0;1224.0;348.0,2,320.104859,341617,C20H16O4,N,COc1cccc([C@@H]2Oc3cc(C)cc4ccc(O)c2c34)c1C=O,137.02301025390625:[C7H6O3-H]+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,FQEVSTJZSA,DYVQJETZJKRILF,127.71911254518044,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,DYVQJETZJKRILF-FQEVSTJZSA-N,3,15
0.8366133287898608,"InChI=1S/C20H16O4/c1-11-8-12-6-7-15(21)19-18(12)17(9-11)24-20(19)14-4-3-5-16(22-2)13(14)10-23-20/h3-9,21H,10H2,1-2H3",2032.0;1224.0;348.0,2,320.104859,434320,C20H16O4,N,COc1cccc2c1COC21Oc2cc(C)cc3ccc(O)c1c23,137.02301025390625:[C7H6O3-H]+;280.075439453125:[C17H12O4]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,XEOIJMSRWFEZRQ,127.71911254518044,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,XEOIJMSRWFEZRQ-UHFFFAOYSA-N,3,15
0.830729253018778,"InChI=1S/C20H16O4/c1-24-13-8-5-11(6-9-13)14-10-7-12-3-2-4-15-16(12)17(14)19(22)20(23)18(15)21/h2-10,19-20,22-23H,1H3",1836.0;1324.0;360.0,2,320.104859,108633,C20H16O4,N,COc1ccc(-c2ccc3cccc4c3c2C(O)C(O)C4=O)cc1,137.02301025390625:[C7H5O3]+;280.075439453125:[C17H13O4-H]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,GMMBTTCHJJMJKQ,126.82083742838503,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,GMMBTTCHJJMJKQ-UHFFFAOYSA-N,3,15
0.830729253018778,"InChI=1S/C20H16O4/c1-24-16-9-12-7-8-13(21)19-14(22)10-15(23)20(18(12)19)17(16)11-5-3-2-4-6-11/h2-9,15,21,23H,10H2,1H3",1836.0;1324.0;360.0,2,320.104859,417611,C20H16O4,N,COc1cc2ccc(O)c3c2c(c1-c1ccccc1)C(O)CC3=O,137.02301025390625:[C7H5O3]+;280.075439453125:[C17H13O4-H]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,MIHQNLYUIWQWJY,126.82083742838503,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,MIHQNLYUIWQWJY-UHFFFAOYSA-N,3,15
0.8273239880406443,"InChI=1S/C20H16O4/c1-23-19-15(13-9-5-3-6-10-13)18(22)20(24-2)16(17(19)21)14-11-7-4-8-12-14/h3-12H,1-2H3",1920.0;1324.0;360.0,2,320.104859,312958,C20H16O4,N,COC1=C(c2ccccc2)C(=O)C(OC)=C(c2ccccc2)C1=O,137.02301025390625:[C7H4O3]+H+;280.075439453125:[C17H13O4-H]+;306.0873718261719:[C19H13O4]+H+,UHFFFAOYSA,WEOWAYMMZVELOQ,126.30098266869874,137.02301025390625_999.0;280.075439453125_55.7;306.0873718261719_167.0,WEOWAYMMZVELOQ-UHFFFAOYSA-N,3,15
