structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.14779932527141457	-19.22455854699119	C17H14O7	[M + H]+	HRGUSFBJBOKSML	InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)17(14)21)12-7-11(20)16-10(19)5-9(18)6-13(16)24-12/h3-7,18-19,21H,1-2H3	Tricin	COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	2.20881319	5281702;46878516	HMDB:(124861);SuperNatural:(SN00157672);ZINC bio:(ZINC05998961);additional;MeSH:(5281702);Plantcyc:(CPD-12572);PubMed;COCONUT:(CNP0147465 CNP0167497 CNP0364189);KNApSAcK:(13329);Natural Products:(UNPD63101);database;PubChem:(5281702 46878516);CHEBI:(59979 60016);PubChem class - bio and metabolites;KEGG:(C10193);Training Set;Biocyc:(CPD-12572 A-DGAL-HEX-1:5_6:D A-LGLC-HEX-1:5_6:A)	68740114814
2	1	N/A	-22.236924764400694	C17H14O7	[M + H]+	FVFZGRNGSUVGKQ	InChI=1S/C17H14O7/c1-22-15-4-8(3-12(21)17(15)23-2)13-7-11(20)16-10(19)5-9(18)6-14(16)24-13/h3-7,18-19,21H,1-2H3	Apometzgerin	COC1=CC(=CC(=C1OC)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	2.20881319	5488643	COCONUT:(CNP0329906);HMDB:(124862);KNApSAcK:(3915);Natural Products:(UNPD94160);database;PubChem:(5488643);SuperNatural:(SN00301640);PubChem class - bio and metabolites;PubMed;KEGG Mine	77329367130
3	1	N/A	-41.26440796320893	C17H14O7	[M + H]+	MHALJYZRPGYQSI	InChI=1S/C17H14O7/c1-22-11-4-3-8(5-12(11)23-2)17-16(21)15(20)14-10(19)6-9(18)7-13(14)24-17/h3-7,18-19,21H,1-2H3	Dillenetin	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC	2.18643999	5487855	COCONUT:(CNP0229011);HMDB:(37354);KNApSAcK:(4644);Natural Products:(UNPD128919);database;PubChem:(5487855);SuperNatural:(SN00295772);YMDB Mine;PubChem class - bio and metabolites;PubMed;Biocyc:(CPD-14949);KEGG Mine	111689107546
4	1	N/A	-42.96879904109352	C17H14O7	[M + H]+	QYQKATWVSLIGOS	InChI=1S/C17H14O7/c1-22-9-5-10(18)16-11(19)7-14(24-15(16)6-9)8-3-12(20)17(23-2)13(21)4-8/h3-7,18,20-21H,1-2H3	5,3'',5''-Trihydroxy-7,4''-dimethoxyflavone	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C(=C3)O)OC)O)O	2.20881319	5496473	COCONUT:(CNP0281342);Natural Products:(UNPD56195);database;PubChem:(5496473);SuperNatural:(SN00327622)	68722655234
5	1	N/A	-44.07533439786662	C17H14O7	[M + H]+	ZSPZNFOLWQEVQJ	InChI=1S/C17H14O7/c1-22-12-4-3-8(5-10(12)19)16-17(23-2)15(21)14-11(20)6-9(18)7-13(14)24-16/h3-7,18-20H,1-2H3	Quercetin 3,4''-dimethyl ether	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O	2.79999995	5380905	SuperNatural:(SN00013568);ZINC bio:(ZINC05640267);additional;MeSH:(5380905);PubMed;COCONUT:(CNP0098542 CNP0255161);KNApSAcK:(4640);Natural Products:(UNPD134022);database;PubChem:(5380905);CHEBI:(70008);Training Set;KEGG Mine	77313138806
6	1	N/A	-51.64925239029163	C17H14O7	[M + H]+	HEJAFZFLVQINJF	InChI=1S/C17H14O7/c1-22-10-3-8(4-11(7-10)23-2)17-16(21)15(20)14-12(19)5-9(18)6-13(14)24-17/h3-7,18-19,21H,1-2H3	Morelosin	COC1=CC(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC	2.18643999	5492310	COCONUT:(CNP0105978);KNApSAcK:(4656);Natural Products:(UNPD124144);database;PubChem:(5492310);SuperNatural:(SN00297621);MeSH:(5492310)	68722655254
7	1	N/A	-53.060330411447715	C17H14O7	[M + H]+	BWORNNDZQGOKBY	InChI=1S/C17H14O7/c1-22-9-6-11(19)14-13(7-9)24-17(16(21)15(14)20)8-3-4-12(23-2)10(18)5-8/h3-7,18-19,21H,1-2H3	Ombuin	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)O	2.18643999	5320287	SuperNatural:(SN00156340);MeSH:(5320287);Plantcyc:(CPD-14948);PubMed;COCONUT:(CNP0293671 CNP0338501);KNApSAcK:(4643);Natural Products:(UNPD17113);database;PubChem:(5320287);CHEBI:(67493);PubChem class - bio and metabolites;Biocyc:(CPD-14948);KEGG Mine	77329500278
8	1	N/A	-55.51591736784955	C17H14O7	[M + H]+	FMEHGPQTMOPUGM	InChI=1S/C17H14O7/c1-22-12-5-8(3-4-10(12)19)16-17(23-2)15(21)14-11(20)6-9(18)7-13(14)24-16/h3-7,18-20H,1-2H3	Quercetin der.	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O	2.79999995	5316900	SuperNatural:(SN00330772);MeSH:(5316900);Plantcyc:(CPD-14946);PubMed;COCONUT:(CNP0304960);KNApSAcK:(4639);Natural Products:(UNPD61805);database;PubChem:(5316900);YMDB Mine;PubChem class - bio and metabolites;Biocyc:(CPD-14946);KEGG Mine	111689238614
9	1	N/A	-62.51026237625169	C17H14O7	[M + H]+	IDDMFNIRSJVBHE	InChI=1S/C17H14O7/c1-22-13-3-8(4-14(23-2)17(13)21)10-7-24-12-6-9(18)5-11(19)15(12)16(10)20/h3-7,18-19,21H,1-2H3	null	COC1=CC(=CC(=C1O)OC)C2=COC3=CC(=CC(=C3C2=O)O)O	2.5999999	15689643	COCONUT:(CNP0191746 CNP0217993);Natural Products:(UNPD181026);database;PubChem:(15689643);SuperNatural:(SN00158920);PubMed	68722655298
10	1	N/A	-64.50091338143068	C17H14O7	[M + H]+	MYMGKIQXYXSRIJ	InChI=1S/C17H14O7/c1-22-9-6-11(19)14-13(7-9)24-17(16(21)15(14)20)8-3-4-10(18)12(5-8)23-2/h3-7,18-19,21H,1-2H3	Rhamnazin	COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)OC)O	2.18643999	5320945	HMDB:(133830);SuperNatural:(SN00157829);ZINC bio:(ZINC06403375);additional;MeSH:(5320945);Plantcyc:(CPD-14947);PubMed;COCONUT:(CNP0237570);KNApSAcK:(4642);Natural Products:(UNPD148555);database;PubChem:(5320945);YMDB Mine;CHEBI:(133721);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-14947);KEGG Mine	111689787518
11	1	N/A	-65.21189516017434	C17H14O7	[M + H]+	CKAQGCVMFRCNPS	InChI=1S/C17H14O7/c1-22-9-3-4-10(12(7-9)23-2)17-16(21)15(20)14-11(19)5-8(18)6-13(14)24-17/h3-7,18-19,21H,1-2H3	4H-1-Benzopyran-4-one, 2-(2,4-dimethoxyphenyl)-3,5,7-trihydroxy-	COC1=CC(=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC	2.18643999	23110081	COCONUT:(CNP0159873);Natural Products:(UNPD144362);database;PubChem:(23110081);SuperNatural:(SN00287799)	68722655234
12	1	N/A	-68.14634912012966	C17H14O7	[M + H]+	QTUNBLFELCXAOU	InChI=1S/C17H14O7/c1-22-11-4-3-8(5-10(11)19)17-16(21)15(20)14-12(23-2)6-9(18)7-13(14)24-17/h3-7,18-19,21H,1-2H3	Quercetin 5,4''-dimethyl ether	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)O)O)O	2.18643999	15227607	COCONUT:(CNP0214218);KNApSAcK:(4604);Natural Products:(UNPD41269);database;PubChem:(15227607);SuperNatural:(SN00296590);KEGG Mine	77312589842
13	1	N/A	-72.75780503709011	C17H14O7	[M + H]+	BMCJATLPEJCACU	InChI=1S/C17H14O7/c1-22-9-5-10(17(21)15(6-9)23-2)13-7-12(20)16-11(19)3-8(18)4-14(16)24-13/h3-7,18-19,21H,1-2H3	null	COC1=CC(=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)OC	2.20881319	""	COCONUT:(CNP0344424);Natural Products:(UNPD217332);database	68721606656
14	1	N/A	-73.30222506654178	C17H14O7	[M + H]+	LUJAXSNNYBCFEE	InChI=1S/C17H14O7/c1-22-9-6-12(20)14-13(7-9)24-16(17(23-2)15(14)21)8-3-4-10(18)11(19)5-8/h3-7,18-20H,1-2H3	3,7-O-dimethylquercetin	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O	2.79999995	5280417;86289338	HMDB:(29263);SuperNatural:(SN00157528);MeSH:(5280417);Plantcyc:(345-TRIHYDROXY-37-DIMETHOXYFLAVONE);PubMed;NORMAN:(NS00045988);COCONUT:(CNP0386358 CNP0420448);KNApSAcK:(4638);Natural Products:(UNPD59868);database;PubChem:(5280417 86289338);CHEBI:(77710 18010);PubChem class - bio and metabolites;KEGG:(C01265);Biocyc:(345-TRIHYDROXY-37-DIMETHOXYFLAVONE)	68739828094
15	1	N/A	-79.58693209011264	C17H14O7	[M + H]+	NKJWZTPASPJYBA	InChI=1S/C17H14O7/c1-22-11-5-8(3-4-10(11)19)17-16(21)15(20)14-12(23-2)6-9(18)7-13(14)24-17/h3-7,18-19,21H,1-2H3	3'',5-O-dimethylquercetin	COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)OC)O)O	2.18643999	14162696	COCONUT:(CNP0401811);KNApSAcK:(4641);Natural Products:(UNPD114336);database;PubChem:(14162696);SuperNatural:(SN00332036);YMDB Mine;PubMed;KEGG Mine	111672328274
16	1	N/A	-79.67934984852914	C17H14O7	[M + H]+	FXGCMNIMMTVBFZ	InChI=1S/C17H14O7/c1-22-9-6-12(23-2)14-13(7-9)24-17(16(21)15(14)20)8-3-4-10(18)11(19)5-8/h3-7,18-19,21H,1-2H3	5,7-O-dimethylquercetin	COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O	2.18643999	26034	database;PubChem:(26034);PubMed;KEGG Mine	77309411394
