structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.28209543141781573	-161.7554371191307	C23H20O6	[M + Cl]-	INZGRPLRNMWDQV	InChI=1S/C23H20O6/c1-29-21-13-20(27)16(12-15-17(24)8-5-9-18(15)25)23(28)22(21)19(26)11-10-14-6-3-2-4-7-14/h2-11,13,24-25,27-28H,12H2,1H3	null	COC1=C(C(=C(C(=C1)O)CC2=C(C=CC=C2O)O)O)C(=O)C=CC3=CC=CC=C3	4.69999981	91614562	COCONUT:(CNP0209759);Natural Products:(UNPD194593);database;PubChem:(91614562);SuperNatural:(SN00386787);PubMed	68722655298
2	1	N/A	-186.71548308138935	C23H20O6	[M + Cl]-	SCYWNQTZQMNLGR	InChI=1S/C23H20O6/c1-28-20-12-21-22(23(27)16(20)10-14-4-2-3-5-17(14)25)18(26)11-19(29-21)13-6-8-15(24)9-7-13/h2-9,12,19,24-25,27H,10-11H2,1H3	(+)-Methylphelligrin A	COC1=C(C(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O)CC4=CC=CC=C4O	4.30000019	53248705;53248706	COCONUT:(CNP0356762);database;PubChem:(53248705 53248706);PubMed	68721573954
3	1	N/A	-198.61434199515338	C23H20O6	[M + Cl]-	BOEWXOMRJRXFIU	InChI=1S/C23H20O6/c1-28-21-12-19(27)22-18(26)11-20(13-6-8-15(24)9-7-13)29-23(22)16(21)10-14-4-2-3-5-17(14)25/h2-9,12,20,24-25,27H,10-11H2,1H3	Methylphelligrin B	COC1=C(C2=C(C(=O)CC(O2)C3=CC=C(C=C3)O)C(=C1)O)CC4=CC=CC=C4O	4.30000019	53248707;53248708	COCONUT:(CNP0356757);database;PubChem:(53248707 53248708);PubMed	68721573954
4	1	N/A	-204.09764341825917	C23H20O6	[M + Cl]-	WEHFIEZHFRETHH	InChI=1S/C23H20O6/c1-29-20-13-19(26)16(12-15-8-5-9-18(25)22(15)27)23(28)21(20)17(24)11-10-14-6-3-2-4-7-14/h2-11,13,25-28H,12H2,1H3	null	COC1=C(C(=C(C(=C1)O)CC2=C(C(=CC=C2)O)O)O)C(=O)C=CC3=CC=CC=C3	4.69999981	9930398;85069807	COCONUT:(CNP0134750);database;PubChem:(9930398 85069807);SuperNatural:(SN00006654);ZINC bio:(ZINC03979627);additional;Training Set	68723171330
5	1	N/A	-217.71575720864124	C23H20O6	[M + Cl]-	ZMJXZBDITYZMTK	InChI=1S/C23H20O6/c1-22(2)8-6-12-14(28-22)10-15-16(17(12)24)18(25)13-9-11-5-7-23(3,4)29-20(11)19(26)21(13)27-15/h5-10,24,26H,1-4H3	5,12-dihydroxy-2,2,10,10-tetramethyl-2H,6H,10H-dipyrano[3,2-b:2'',3''-i]xanthen-6-one	CC1(C=CC2=CC3=C(C(=C2O1)O)OC4=CC5=C(C=CC(O5)(C)C)C(=C4C3=O)O)C	4.69999981	15307925	COCONUT:(CNP0306828);KNApSAcK:(37708);Natural Products:(UNPD64120);database;PubChem:(15307925);SuperNatural:(SN00234283);CHEBI:(66302)	68722655282
6	1	N/A	-219.68378599444253	C23H20O6	[M + Cl]-	GSAPUFLPLOSGII	InChI=1S/C23H20O6/c1-22(2)8-6-12-15(28-22)10-14(24)16-17(25)13-9-11-5-7-23(3,4)29-19(11)18(26)21(13)27-20(12)16/h5-10,24,26H,1-4H3	null	CC1(C=CC2=CC3=C(C(=C2O1)O)OC4=C(C3=O)C(=CC5=C4C=CC(O5)(C)C)O)C	4.69999981	102060338	COCONUT:(CNP0094669);KNApSAcK:(34889);Natural Products:(UNPD80642);database;PubChem:(102060338);SuperNatural:(SN00318267)	68722655250
7	1	N/A	-229.7877630065682	C23H20O6	[M + Cl]-	CPBXNYZFGKIZDX	InChI=1S/C23H20O6/c1-22(2)7-5-11-14(28-22)10-16-18(19(11)25)20(26)17-12-6-8-23(3,4)29-21(12)13(24)9-15(17)27-16/h5-10,24-25H,1-4H3	Brasilixanthone B	CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(O3)C=C(C5=C4C=CC(O5)(C)C)O)C	4.69999981	5324261	COCONUT:(CNP0196917);KNApSAcK:(32105);Natural Products:(UNPD177868);database;PubChem:(5324261);SuperNatural:(SN00237158);MeSH:(5324261);PubMed	68722655318
8	1	N/A	-230.65229939601812	C23H20O6	[M + Cl]-	SVAULSXFOCUPQP	InChI=1S/C23H20O6/c1-22(2)7-5-11-15(28-22)9-13(24)18-19(26)17-12-6-8-23(3,4)29-20(12)14(25)10-16(17)27-21(11)18/h5-10,24-25H,1-4H3	null	CC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)C5=C(C(=C4)O)OC(C=C5)(C)C)O)C	4.69999981	11668301	COCONUT:(CNP0285110);KNApSAcK:(36836);Natural Products:(UNPD15213);database;PubChem:(11668301);SuperNatural:(SN00287730)	68722655250
9	1	N/A	-237.25141558639564	C23H20O6	[M + Cl]-	BBFIJCDLXSWNIO	InChI=1S/C23H20O6/c1-22(2)7-5-11-9-13-16(25)15-14(24)10-12-6-8-23(3,4)29-19(12)21(15)27-20(13)17(26)18(11)28-22/h5-10,24,26H,1-4H3	null	CC1(C=CC2=CC(=C3C(=C2O1)OC4=C(C5=C(C=CC(O5)(C)C)C=C4C3=O)O)O)C	4.05565453	""	COCONUT:(CNP0261711);Natural Products:(UNPD221162);database	68721606656
10	1	N/A	-239.1748342095393	C23H20O6	[M + Cl]-	KDOCRANJCODQMR	InChI=1S/C23H20O6/c1-22(2)7-5-11-15(28-22)10-16-17(18(11)25)19(26)13-9-14(24)21-12(20(13)27-16)6-8-23(3,4)29-21/h5-10,24-25H,1-4H3	null	CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=CC(=C5C(=C4O3)C=CC(O5)(C)C)O)C	4.69999981	21576572	COCONUT:(CNP0330394);KNApSAcK:(36184);Natural Products:(UNPD94868);database;PubChem:(21576572);SuperNatural:(SN00356816)	68722655250
11	1	N/A	-269.56260789342025	C23H20O6	[M + Cl]-	KAAYYZHXDKHIBG	InChI=1S/C23H20O6/c1-28-21-8-12(3-6-17(21)24)7-16-14-5-4-13-9-19(26)20(27)10-15(13)23(14)22(29-2)11-18(16)25/h3-6,8-11,24-27H,7H2,1-2H3	null	COC1=CC(=C(C2=C1C3=CC(=C(C=C3C=C2)O)O)CC4=CC(=C(C=C4)O)OC)O	4.29663801	""	COCONUT:(CNP0186901);Natural Products:(UNPD219371);database	68721606656
12	1	N/A	-272.4821071599491	C23H20O6	[M + Cl]-	AVSIAACNDNIRAQ	InChI=1S/C23H20O6/c1-22(2)8-6-13-16(28-22)10-17-19(20(13)25)21(26)18-12-7-9-23(3,11-24)29-14(12)4-5-15(18)27-17/h4-10,24-25H,11H2,1-3H3	null	CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(O3)C=CC5=C4C=CC(O5)(C)CO)C	3.53701806	""	COCONUT:(CNP0179401);Natural Products:(UNPD26693);database;SuperNatural:(SN00342332)	68722655232
13	1	N/A	-282.0786910389224	C23H20O6	[M + Cl]-	NGQVFILFHVPLFE	InChI=1S/C23H20O6/c1-23(2)8-7-12-15(29-23)6-5-13-21(24)20-14-9-17(25-3)18(26-4)10-16(14)27-11-19(20)28-22(12)13/h5-10H,11H2,1-4H3	Dehydrodeguelin	CC1(C=CC2=C(O1)C=CC3=C2OC4=C(C3=O)C5=CC(=C(C=C5OC4)OC)OC)C	3.5999999	3083803	COCONUT:(CNP0296914);KNApSAcK:(9601);Natural Products:(UNPD5254);database;PubChem:(3083803);SuperNatural:(SN00158407);PubMed;KEGG Mine	77312589906
