structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3052305084015467	-39.99977650171602	C20H18O3	[M - H]-	BRPSWMCDEYMRPE	InChI=1S/C20H18O3/c1-20(14-2-8-17(21)9-3-14,15-4-10-18(22)11-5-15)16-6-12-19(23)13-7-16/h2-13,21-23H,1H3	Tris(4-hydroxyphenyl)ethane	CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O	4.36670923	93118;5232423;59119031;101767282	NORMAN:(NS00019386);database;PubChem class - safety and toxic;PubChem:(93118 5232423 59119031 101767282);PubMed	68786847810
2	1	N/A	-79.04734422247589	C20H18O3	[M - H]-	YQOVRUAPWCGSLC	InChI=1S/C20H18O3/c21-18-6-1-14(2-7-18)11-16-5-10-20(23)17(13-16)12-15-3-8-19(22)9-4-15/h1-10,13,21-23H,11-12H2	Bis(hobz)phenol	C1=CC(=CC=C1CC2=CC(=C(C=C2)O)CC3=CC=C(C=C3)O)O	4.69999981	193195	COCONUT:(CNP0300124);Natural Products:(UNPD56145);database;PubChem:(193195);SuperNatural:(SN00370214);ZINC bio:(ZINC03650484);MeSH:(193195);PubMed	68722663494
3	1	N/A	-88.79929272922541	C20H18O3	[M - H]-	WCHBAHFFGLVTBI	InChI=1S/C20H18O3/c21-18-8-5-14(6-9-18)11-17-13-15(7-10-20(17)23)12-16-3-1-2-4-19(16)22/h1-10,13,21-23H,11-12H2	null	Oc1ccc(Cc2cc(Cc3ccccc3O)ccc2O)cc1	4.776060779341563	""	""	0
4	1	N/A	-185.68756820395436	C20H18O3	[M - H]-	CREICILGVGNQBH	InChI=1S/C20H18O3/c21-13-16-3-1-2-4-19(16)20(14-5-9-17(22)10-6-14)15-7-11-18(23)12-8-15/h1-12,20-23H,13H2	Normolax	C1=CC=C(C(=C1)CO)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O	3.70000005	66495	NORMAN:(NS00007058);database;PubChem:(66495);PubMed;CHEBI:(135302)	68719738978
5	1	N/A	-303.12587989663825	C20H18O3	[M - H]-	CKUKKYUXVNQTKK	InChI=1S/C20H18O3/c1-22-17-13-16(14-9-5-3-6-10-14)19(21)20(23-2)18(17)15-11-7-4-8-12-15/h3-13,21H,1-2H3	null	COC1=C(C(=C(C(=C1)C2=CC=CC=C2)O)OC)C3=CC=CC=C3	4.80000019	53244205	PubChem:(53244205);COCONUT:(CNP0352856);database	68721573890
6	1	N/A	-309.5335660751745	C20H18O3	[M - H]-	QRVNGFCZEIHNOJ	InChI=1S/C20H18O3/c1-22-17-13-16(14-9-5-3-6-10-14)20(23-2)19(21)18(17)15-11-7-4-8-12-15/h3-13,21H,1-2H3	null	COC1=C(C(=C(C(=C1)C2=CC=CC=C2)OC)O)C3=CC=CC=C3	4.80000019	53244204	PubChem:(53244204);COCONUT:(CNP0198999);database	68721573890
7	1	N/A	-312.39934439783514	C20H18O3	[M - H]-	PKGPVVFVJPDDHE	InChI=1S/C20H18O3/c1-13-9-14(2)20(15-7-5-4-6-8-15)17(10-13)18-11-16(22-3)12-19(21)23-18/h4-12H,1-3H3	nigerapyrone A	CC1=CC(=C(C(=C1)C2=CC(=CC(=O)O2)OC)C3=CC=CC=C3)C	4.5	53493727	COCONUT:(CNP0103672);Natural Products:(UNPD203070);database;PubChem:(53493727);PubMed;CHEBI:(69256)	68721606754
8	1	N/A	-319.72412106108635	C20H18O3	[M - H]-	HOXANYZGDSXVJG	InChI=1S/C20H18O3/c1-14(2)10-11-22-16-8-9-17-18(21)13-19(23-20(17)12-16)15-6-4-3-5-7-15/h3-10,12-13H,11H2,1-2H3	null	CC(=CCOC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3)C	4.77103853	""	COCONUT:(CNP0175936);Natural Products:(UNPD108511);database	68721606656
9	1	N/A	-322.1828874386157	C20H18O3	[M - H]-	JHTNJHNPJNNQPI	InChI=1S/C20H18O3/c1-5-6-15-18(21)14-8-7-13-12(4)10(2)9-11(3)16(13)17(14)20(23)19(15)22/h5,7-9,22H,1,6H2,2-4H3	null	C=CCC1=C(O)C(=O)c2c(ccc3c(C)c(C)cc(C)c23)C1=O	4.651298421236198	""	""	0
10	1	N/A	-326.3123517939752	C20H18O3	[M - H]-	CNLAZDIEZZHARW	InChI=1S/C20H18O3/c1-5-6-14-18(21)15-9-11(3)16-12(4)10(2)7-8-13(16)17(15)20(23)19(14)22/h5,7-9,22H,1,6H2,2-4H3	null	C=CCC1=C(O)C(=O)c2c(cc(C)c3c(C)c(C)ccc23)C1=O	4.6512984212361985	""	""	0
11	1	N/A	-327.4705273982149	C20H18O3	[M - H]-	CYTXOCMWCXYAKS	InChI=1S/C20H18O3/c1-5-6-14-18(21)16-11(3)9-15-12(4)10(2)7-8-13(15)17(16)20(23)19(14)22/h5,7-9,22H,1,6H2,2-4H3	null	C=CCC1=C(O)C(=O)c2c(c(C)cc3c(C)c(C)ccc23)C1=O	4.651298421236198	""	""	0
12	1	N/A	-330.36943375905173	C20H18O3	[M - H]-	JUALUQSCKLUXDY	InChI=1S/C20H18O3/c1-12(2)6-5-7-13-10-11-16-17(18(13)21)20(23)15-9-4-3-8-14(15)19(16)22/h3-4,6,8-11,21H,5,7H2,1-2H3	9,10-Anthracenedione, 1-hydroxy-2-(4-methyl-3-pentenyl)-	CC(=CCCC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)O)C	5.30000019	21576544	COCONUT:(CNP0206918);KNApSAcK:(36037);Natural Products:(UNPD113524);database;PubChem:(21576544);SuperNatural:(SN00235562)	68722655250
13	1	N/A	-333.80530989756556	C20H18O3	[M - H]-	SZIWZGXOWBSPTO	InChI=1S/C20H18O3/c1-9-11-5-3-4-6-12(11)10(2)15-13(9)7-8-14-16(15)19-20(23-19)18(22)17(14)21/h3-8,17-22H,1-2H3	7,12-Dimethylbenz(a)anthracene anti-diolepoxide	CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C5C(O5)C(C3O)O	2.70000005	135583;146482;174597;13661380;13661381;21122647;21125229	KEGG:(C19559);HMDB:(62223);database;PubChem:(135583 146482 174597 13661380 13661381 21122647 21125229);CHEBI:(82558)	68719477034
14	1	N/A	-340.93802734021403	C20H18O3	[M - H]-	HKIGNPHXMNCBCA	InChI=1S/C20H18O3/c1-12-8-15-9-18-19(23-11-22-18)10-17(15)20(13(12)2)14-4-6-16(21-3)7-5-14/h4-10H,11H2,1-3H3	pycnanthulignene C	CC1=CC2=CC3=C(C=C2C(=C1C)C4=CC=C(C=C4)OC)OCO3	5.30000019	46186377	COCONUT:(CNP0224471);Natural Products:(UNPD123998);database;PubChem:(46186377);SuperNatural:(SN00239839);MeSH:(46186377);PubMed	68722655302
15	1	N/A	-343.1723033135472	C20H18O3	[M - H]-	SACCSROMZNBAMO	InChI=1S/C20H18O3/c1-23-17-11-13-7-9-15(21)14-8-10-16(22)20(18(13)14)19(17)12-5-3-2-4-6-12/h2-7,9,11,16,21-22H,8,10H2,1H3	null	COC1=C(C2=C3C(=C(C=CC3=C1)O)CCC2O)C4=CC=CC=C4	4.0	102484716	COCONUT:(CNP0289334);Natural Products:(UNPD179939);database;PubChem:(102484716);SuperNatural:(SN00234652)	68722655234
16	1	N/A	-351.8519794124175	C20H18O3	[M - H]-	ODQZHPOPWADRMD	InChI=1S/C20H18O3/c1-12(2)10-11-23-17-9-8-16-18(13(17)3)20(22)15-7-5-4-6-14(15)19(16)21/h4-10H,11H2,1-3H3	Aegle marmelos Correa extract	CC1=C(C=CC2=C1C(=O)C3=CC=CC=C3C2=O)OCC=C(C)C	4.69999981	46201020	COCONUT:(CNP0308142);Natural Products:(UNPD65656);database;PubChem:(46201020);SuperNatural:(SN00388850);PubMed	68722655298
17	1	N/A	-352.40765229841435	C20H18O3	[M - H]-	FAHKBORAJWJSSJ	InChI=1S/C20H18O3/c1-23-17-11-13-7-10-16(21)15-9-8-14(12-5-3-2-4-6-12)19(18(13)15)20(17)22/h2-7,10-11,14,21-22H,8-9H2,1H3	null	COC1=C(C2=C3C(=C(C=CC3=C1)O)CCC2C4=CC=CC=C4)O	4.69999981	90758678	COCONUT:(CNP0240097);Natural Products:(UNPD70523);database;PubChem:(90758678);SuperNatural:(SN00227012);PubMed	68722655298
18	1	N/A	-360.4681063821473	C20H18O3	[M - H]-	UEXPKLJRGIWQBF	InChI=1S/C20H18O3/c1-20(2)13-12-16-18(23-20)11-9-15(19(16)22)17(21)10-8-14-6-4-3-5-7-14/h3-13,22H,1-2H3	lonchocarpin	CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)C=CC3=CC=CC=C3)C	4.80000019	321236;6283743	COCONUT:(CNP0143569);KNApSAcK:(7050);Natural Products:(UNPD187992 UNPD222653);database;PubChem:(321236 6283743);SuperNatural:(SN00013647);ZINC bio:(ZINC05734356);additional;MeSH:(6283743);Training Set;PubMed	68723204182
19	1	N/A	-362.92663555866574	C20H18O3	[M - H]-	ROQRYDSBEWKMJK	InChI=1S/C20H18O3/c1-20(22)10-14-7-6-13-8-15-12(4-3-5-18(15)23-2)9-16(13)19(14)17(21)11-20/h3-9,22H,10-11H2,1-2H3	null	CC1(CC2=C(C(=O)C1)C3=C(C=C2)C=C4C(=C3)C=CC=C4OC)O	3.70000005	102450568;123798143	COCONUT:(CNP0131989);Natural Products:(UNPD203690);database;PubChem:(102450568 123798143);PubMed	68721606722
20	1	N/A	-368.72597537552195	C20H18O3	[M - H]-	VPLORIOKXLHOFS	InChI=1S/C20H18O3/c1-10-4-6-13-11(2)20(3)17(9-15(10)13)18(22)16-8-12(21)5-7-14(16)19(20)23/h5,7-9,21H,4,6H2,1-3H3	null	CC1=C2C=C3C(=O)C4=C(C=CC(=C4)O)C(=O)C3(C(=C2CC1)C)C	3.55027318	""	COCONUT:(CNP0251864);Natural Products:(UNPD66573);database;SuperNatural:(SN00236007)	68722655232
