structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1339629349076713	-39.79643349846154	C18H16O6	[M + H]+	MWFLTXAQDCOKEK	InChI=1S/C18H16O6/c1-21-13-8-10(9-14(22-2)18(13)23-3)17-16(20)15(19)11-6-4-5-7-12(11)24-17/h4-9,20H,1-3H3	3'',4'',5''-Trimethoxyflavonol	COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=CC=CC=C3O2)O	3.01896358	688827	COCONUT:(CNP0350048);database;PubChem:(688827);SuperNatural:(SN00000726);ZINC bio:(ZINC00057874);additional;MeSH:(688827);Training Set;PubMed	68723171398
2	1	N/A	-41.94441149208662	C18H16O6	[M + H]+	ZRXPNKGQYPKANN	InChI=1S/C18H16O6/c1-21-10-7-8-11-14(9-10)24-18(16(20)15(11)19)12-5-4-6-13(22-2)17(12)23-3/h4-9,20H,1-3H3	2-(2,3-dimethoxyphenyl)-3-hydroxy-7-methoxychromen-4-one	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=C(C(=CC=C3)OC)OC)O	2.9000001	688728	COCONUT:(CNP0031148);database;PubChem:(688728);SuperNatural:(SN00000624);ZINC bio:(ZINC00057767);additional;Training Set	68723171330
3	1	N/A	-42.661149742786236	C18H16O6	[M + H]+	QCDYOIZVELGOLZ	InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)13-8-12(19)16-14(24-13)9-15(22-2)18(23-3)17(16)20/h4-9,20H,1-3H3	Salvigenin	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O	3.04133677	161271	HMDB:(128577);SuperNatural:(SN00156696);ZINC bio:(ZINC02561268);MeSH:(161271);Plantcyc:(CPD-15477);PubMed;COCONUT:(CNP0218442 CNP0228777);KNApSAcK:(3840);Natural Products:(UNPD85894);database;PubChem:(161271);PubChem class - bio and metabolites;Biocyc:(CPD-15477);KEGG Mine	77329508446
4	1	N/A	-48.76735391770887	C18H16O6	[M + H]+	ORDQOXHASRORDG	InChI=1S/C18H16O6/c1-21-11-6-4-5-10(7-11)13-8-12(19)16-14(24-13)9-15(22-2)18(23-3)17(16)20/h4-9,20H,1-3H3	null	COC1=CC=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O	3.04133677	""	COCONUT:(CNP0222198);Natural Products:(UNPD176747);database	68721606656
5	1	N/A	-48.96078275265178	C18H16O6	[M + H]+	UJHNTLLNAQELQO	InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)14-8-12(19)16-15(24-14)9-13(20)17(22-2)18(16)23-3/h4-9,20H,1-3H3	7-hydroxy-5,6-dimethoxy-2-(4-methoxyphenyl)chromen-4-one	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3OC)OC)O	2.70000005	13844748	COCONUT:(CNP0280601);HMDB:(128575);Natural Products:(UNPD160195);database;PubChem:(13844748);PubChem class - bio and metabolites;KEGG Mine	77328318474
6	1	N/A	-49.6067271767212	C18H16O6	[M + H]+	PJRWXHDCKWSIRU	InChI=1S/C18H16O6/c1-21-15-9-14-16(18(23-3)17(15)22-2)12(20)8-13(24-14)10-4-6-11(19)7-5-10/h4-9,19H,1-3H3	4''-Hydroxy-5,6,7-trimethoxyflavone	COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)OC)OC	3.04133677	243759	HMDB:(128578);database;PubChem:(243759);CHEBI:(79510);ZINC bio:(ZINC01684833);PubChem class - bio and metabolites;KEGG:(C14986);PubMed	68736262506
7	1	N/A	-51.20822275066885	C18H16O6	[M + H]+	XTFPORCSCKBAHV	InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)16-15(20)14(19)12-8-9-13(22-2)18(23-3)17(12)24-16/h4-9,20H,1-3H3	3-Hydroxy-4'',7,8-trimethoxyflavone	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3)OC)OC)O	2.9000001	42553051	KNApSAcK:(4578);database;PubChem:(42553051);additional	68720001042
8	1	N/A	-52.28432710718703	C18H16O6	[M + H]+	OAFFXIGVFHSWTA	InChI=1S/C18H16O6/c1-21-15-7-10(8-16(22-2)18(15)23-3)14-9-12(20)17-11(19)5-4-6-13(17)24-14/h4-9,19H,1-3H3	4H-1-Benzopyran-4-one, 5-hydroxy-2-(3,4,5-trimethoxyphenyl)-	COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(C=CC=C3O2)O	3.29999995	13302209	COCONUT:(CNP0111165);HMDB:(140451);Natural Products:(UNPD32265);database;PubChem:(13302209);PubChem class - bio and metabolites	68738383882
9	1	N/A	-53.65548107633988	C18H16O6	[M + H]+	CPSQIOPVWINXFH	InChI=1S/C18H16O6/c1-21-10-5-7-13(14(8-10)23-3)18-17(20)16(19)12-6-4-11(22-2)9-15(12)24-18/h4-9,20H,1-3H3	3-Hydroxy-2'',4'',7-trimethoxyflavone	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=C(C=C(C=C3)OC)OC)O	3.01896358	688717	COCONUT:(CNP0350046);database;PubChem:(688717);SuperNatural:(SN00000613);ZINC bio:(ZINC00057755);additional;Training Set	68723171330
10	1	N/A	-57.7741219501218	C18H16O6	[M + H]+	YLVZGZIVTFFDMJ	InChI=1S/C18H16O6/c1-21-12-7-5-4-6-10(12)16-15(20)14(19)11-8-9-13(22-2)18(23-3)17(11)24-16/h4-9,20H,1-3H3	3-Hydroxy-2'',7,8-trimethoxyflavone	COC1=C(C2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3OC)O)OC	2.9000001	24721238	COCONUT:(CNP0040765);database;PubChem:(24721238);SuperNatural:(SN00017909);ZINC bio:(ZINC12359336);additional;Training Set	68723171330
11	1	N/A	-58.81512660263222	C18H16O6	[M + H]+	QJFQLNMOCUCXPY	InChI=1S/C18H16O6/c1-21-11-6-4-5-10(9-11)16-15(20)14(19)12-7-8-13(22-2)18(23-3)17(12)24-16/h4-9,20H,1-3H3	3-Hydroxy-3'',7,8-trimethoxyflavone	COC1=C(C2=C(C=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)OC)O)OC	2.9000001	24721532	database;Training Set;PubChem:(24721532);additional	68720017410
12	1	N/A	-59.85555294947165	C18H16O6	[M + H]+	NUJCNNARSCKFIJ	InChI=1S/C18H16O6/c1-21-13-5-4-10(6-15(13)22-2)14-9-12(20)18-16(23-3)7-11(19)8-17(18)24-14/h4-9,19H,1-3H3	2-(3,4-dimethoxyphenyl)-7-hydroxy-5-methoxychromen-4-one	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)O)OC	3.04133677	13964544	COCONUT:(CNP0415679);Natural Products:(UNPD211511);database;PubChem:(13964544);PubMed	68721606722
13	1	N/A	-60.84388346758526	C18H16O6	[M + H]+	KVFOZJPYRDSYGP	InChI=1S/C18H16O6/c1-21-10-4-5-12-15(8-10)24-9-13(16(12)19)11-6-7-14(22-2)18(23-3)17(11)20/h4-9,20H,1-3H3	2''-Hydroxy-7,3'',4''-trimethoxyisoflavone	COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=C(C(=C(C=C3)OC)OC)O	2.70000005	44257240	COCONUT:(CNP0194825);KNApSAcK:(9414);Natural Products:(UNPD113832);database;PubChem:(44257240);SuperNatural:(SN00400723)	68722655250
14	1	N/A	-61.00530288230265	C18H16O6	[M + H]+	GJNBMHAJVZLBEQ	InChI=1S/C18H16O6/c1-21-12-9-11-13(14(19)17(12)22-2)15(20)18(23-3)16(24-11)10-7-5-4-6-8-10/h4-9,19H,1-3H3	Alnustin	COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=CC=C3)O)OC	3.5	14138832	COCONUT:(CNP0244558);KNApSAcK:(4549);Natural Products:(UNPD108222);database;PubChem:(14138832);PubMed	68721606738
15	1	N/A	-61.60392382701432	C18H16O6	[M + H]+	UQCFFWBHEHCUQF	InChI=1S/C18H16O6/c1-21-10-7-12(19)17-13(20)9-15(24-16(17)8-10)11-5-4-6-14(22-2)18(11)23-3/h4-9,19H,1-3H3	null	COC1=CC=CC(=C1OC)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O	3.04133677	12135219	COCONUT:(CNP0296172);Natural Products:(UNPD156101);database;PubChem:(12135219);SuperNatural:(SN00342362);PubMed	68722655298
16	1	N/A	-62.91111351005983	C18H16O6	[M + H]+	GTTYINPAUAIFMI	InChI=1S/C18H16O6/c1-21-11-5-7-13-12(9-11)16(19)17(20)18(24-13)10-4-6-14(22-2)15(8-10)23-3/h4-9,20H,1-3H3	2-(3,4-dimethoxyphenyl)-3-hydroxy-6-methoxychromen-4-one	COC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)OC)OC	2.9000001	688730	COCONUT:(CNP0050740);database;PubChem:(688730);SuperNatural:(SN00000626);ZINC bio:(ZINC00057769);additional;Training Set	68723171330
17	1	N/A	-63.28227352914089	C18H16O6	[M + H]+	XYHIVQHSXGOAQP	InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)13-8-12(19)16-14(24-13)9-15(22-2)17(20)18(16)23-3/h4-9,20H,1-3H3	6-Hydroxy-4'',5,7-trimethoxyflavone	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)O)OC	2.70000005	243760	COCONUT:(CNP0272638);HMDB:(128576);KNApSAcK:(13301);Natural Products:(UNPD144746);database;PubChem:(243760);SuperNatural:(SN00344665);CHEBI:(79509);ZINC bio:(ZINC01684834);PubChem class - bio and metabolites;KEGG:(C14985);PubMed	68739441018
18	1	N/A	-66.34497286960206	C18H16O6	[M + H]+	PNJGDTYPNBFBKT	InChI=1S/C18H16O6/c1-21-11-7-16(23-3)18-13(20)9-14(24-17(18)8-11)10-4-5-12(19)15(6-10)22-2/h4-9,19H,1-3H3	2-(4-hydroxy-3-methoxyphenyl)-5,7-dimethoxychromen-4-one	COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC(=C(C=C3)O)OC	3.04133677	13964546	COCONUT:(CNP0281146);Natural Products:(UNPD184718);database;PubChem:(13964546);SuperNatural:(SN00297852);PubMed	68722655298
19	1	N/A	-66.81300445079319	C18H16O6	[M + H]+	JXSYQDXUXXSGDH	InChI=1S/C18H16O6/c1-21-10-7-8-13-12(9-10)15(19)16(20)18(24-13)11-5-4-6-14(22-2)17(11)23-3/h4-9,20H,1-3H3	2-(2,3-dimethoxyphenyl)-3-hydroxy-6-methoxychromen-4-one	COC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=C(C(=CC=C3)OC)OC	2.9000001	688732	COCONUT:(CNP0049805);database;PubChem:(688732);SuperNatural:(SN00000628);ZINC bio:(ZINC00057771);additional	68723154946
20	1	N/A	-66.98412859007738	C18H16O6	[M + H]+	RRZRJBICWWNHRB	InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)14-8-12(19)16-13(20)9-15(22-2)17(23-3)18(16)24-14/h4-9,20H,1-3H3	5-Hydroxy-7,8,4''-trimethoxyflavone	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC	3.29999995	14353376	COCONUT:(CNP0234222);HMDB:(37458);KNApSAcK:(3854);Natural Products:(UNPD163881);database;PubChem:(14353376);SuperNatural:(SN00299954);PubChem class - bio and metabolites;PubMed	68739432538
