structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.32029420877323095	-25.742280835522077	C20H30O5	[M + H]+	BOJKULTULYSRAS	InChI=1S/C20H30O5/c1-12-4-7-16-19(2,9-8-17(23)20(16,3)11-21)14(12)6-5-13-15(22)10-25-18(13)24/h5,14-17,21-23H,1,4,6-11H2,2-3H3	Andrographis	CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O	2.20000005	65153;1777572;1777573;1268030;343585;452937;7061132;7061133;7061134;7061135;7067322;7067323;7067324;7067325;7067837;5318517;5351335;5458931;6436016;6572456;6708647;6713120;6857767;6875366;9998023;11078630;11869596;11869597;11870303;11870301;11870302;11876149;15922987;15922990;11382524;10450540;16758033;20054828;16394566;16401724;16406675;23239822;24206412;25566761;28362188;28362190;24957530;24980082;40561086;42556578;42556579;46917415;53298396;59070369;59741075;59897192;72166961;71590622;73265376;71308151;92215519;92218179;91032405;91358749;95359254;95359255;98803586;98803587;99719588;99719589;91938222;102173547;117673341;118566340;118122636;123516411;123179837;123197430;124604719;124677506;123377869;124338905;129010070;129010368;129316784;129360331;129360344;131706270;132223104;132342635;138059743;139258927;138481435	SuperNatural:(SN00007450 SN00155630 SN00006126 SN00155647 SN00006051 SN00006052 SN00006534 SN00088101 SN00013581 SN00011140 SN00013582 SN00006129 SN00155664 SN00320190 SN00006127 SN00072304 SN00155665 SN00006128);ZINC bio:(ZINC03881797 ZINC03881799 ZINC03947465 ZINC03947466 ZINC03947467 ZINC03947468 ZINC03978598 ZINC04081946 ZINC04211957 ZINC04349845 ZINC04349847 ZINC04349849 ZINC05664615 ZINC05664617 ZINC12870988 ZINC13424750 ZINC13424751 ZINC13424752 ZINC13424753 ZINC13813151 ZINC13813154 ZINC13813157 ZINC13813160 ZINC34169003 ZINC36378005 ZINC48016692 ZINC48016695);additional;MeSH:(343585 5318517 7067324 92215519 129010368);PubMed;NORMAN:(NS00018311);COCONUT:(CNP0286108);KNApSAcK:(23362);Natural Products:(UNPD216284 UNPD49046 UNPD50436 UNPD34770 UNPD211929 UNPD220206 UNPD116360);database;PubChem:(65153 1777572 1777573 1268030 343585 452937 7061132 7061133 7061134 7061135 7067322 7067323 7067324 7067325 7067837 5318517 5351335 5458931 6436016 6572456 6708647 6713120 6857767 6875366 9998023 11078630 11869596 11869597 11870303 11870301 11870302 11876149 15922987 15922990 11382524 10450540 16758033 20054828 16394566 16401724 16406675 23239822 24206412 25566761 28362188 28362190 24957530 24980082 40561086 42556578 42556579 46917415 53298396 59070369 59741075 59897192 72166961 71590622 73265376 71308151 92215519 92218179 91032405 91358749 95359254 95359255 98803586 98803587 99719588 99719589 91938222 102173547 117673341 118566340 118122636 123516411 123179837 123197430 124604719 124677506 123377869 124338905 129010070 129010368 129316784 129360331 129360344 131706270 132223104 132342635 138059743 139258927 138481435);CHEBI:(65408);PubChem class - bio and metabolites;KEGG:(C20214);PubChem class - safety and toxic;Training Set;PubChem class - drug	68840907126
2	1	N/A	-38.672324051782326	C20H30O5	[M + H]+	KHQNSSJNIXVKMK	InChI=1S/C20H30O5/c1-12-4-5-16-19(2,8-6-17(23)20(16,3)11-21)14(12)10-15(22)13-7-9-25-18(13)24/h7,14-17,21-23H,1,4-6,8-11H2,2-3H3	3-(1-Hydroxy-2-(6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydro-1-naphthalenyl)ethyl)-2(5H)-furanone	CC12CCC(C(C1CCC(=C)C2CC(C3=CCOC3=O)O)(C)CO)O	2.70000005	363866;10360534;23757050;38350563;38350572;59070286;59070294;137704907	COCONUT:(CNP0270153);Natural Products:(UNPD14305 UNPD73078);database;PubChem:(363866 10360534 23757050 38350563 38350572 59070286 59070294 137704907);SuperNatural:(SN00028806 SN00028807 SN00227385);ZINC bio:(ZINC31158491 ZINC31158497);additional;Training Set;PubMed	68723204162
3	1	N/A	-53.561005756334865	C20H30O5	[M + H]+	RQPNDCVTRUVOKO	InChI=1S/C20H30O5/c1-13-3-6-16-19(2,9-7-17(23)20(16,11-21)12-22)15(13)5-4-14-8-10-25-18(14)24/h8,15-17,21-23H,1,3-7,9-12H2,2H3	null	CC12CCC(C(C1CCC(=C)C2CCC3=CCOC3=O)(CO)CO)O	2.20000005	102153335	COCONUT:(CNP0146463);Natural Products:(UNPD1851);database;PubChem:(102153335);SuperNatural:(SN00289194)	68722655234
4	1	N/A	-56.189127651547096	C20H30O5	[M + H]+	BNLCOXWUZAOLDT	InChI=1S/C20H30O5/c1-12-4-5-15-19(2,8-6-16(23)20(15,3)11-21)17(12)14(22)10-13-7-9-25-18(13)24/h7,14-17,21-23H,1,4-6,8-11H2,2-3H3	4-[(2R)-2-[(1R,5R,6R,8aR)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-2-hydroxyethyl]-2H-furan-5-one	CC12CCC(C(C1CCC(=C)C2C(CC3=CCOC3=O)O)(C)CO)O	2.29999995	11725448;73074617;91884987;137795372	COCONUT:(CNP0193016);Natural Products:(UNPD6621);database;PubChem:(11725448 73074617 91884987 137795372);SuperNatural:(SN00390759)	68722655234
5	1	N/A	-68.84882755047344	C20H30O5	[M + H]+	QSNYSKXZUCQDIE	InChI=1S/C20H30O5/c1-12-4-7-16-19(2,9-8-17(23)20(16,3)11-21)14(12)6-5-13-15(22)10-25-18(13)24/h5,15-17,21-23H,4,6-11H2,1-3H3	null	CC1=C(C2(CCC(C(C2CC1)(C)CO)O)C)CC=C3C(COC3=O)O	1.89999998	72191643	PubChem:(72191643);database	68719476738
6	1	N/A	-78.08085480106594	C20H30O5	[M + H]+	KNCLIXUHDVRNQB	InChI=1S/C20H30O5/c1-12-14(5-4-13-7-9-25-18(13)24)19(2)8-6-17(23)20(3,11-21)16(19)10-15(12)22/h7,14-17,21-23H,1,4-6,8-11H2,2-3H3	null	CC12CCC(C(C1CC(C(=C)C2CCC3=CCOC3=O)O)(C)CO)O	2.0999999	24879275;24879276	COCONUT:(CNP0280530);KNApSAcK:(38325);Natural Products:(UNPD27792 UNPD46939);database;PubChem:(24879275 24879276);SuperNatural:(SN00161031 SN00161034);PubMed	68722655314
7	1	N/A	-90.6302017064485	C20H30O5	[M + H]+	YQZCSRAURNLCEK	InChI=1S/C20H30O5/c1-18-8-6-16(22)19(2,11-21)14(18)5-9-20(12-25-20)15(18)4-3-13-7-10-24-17(13)23/h7,14-16,21-22H,3-6,8-12H2,1-2H3	null	CC12CCC(C(C1CCC3(C2CCC4=CCOC4=O)CO3)(C)CO)O	2.4000001	44575263;57391835;101127101	COCONUT:(CNP0367759);Natural Products:(UNPD127117);database;PubChem:(44575263 57391835 101127101);SuperNatural:(SN00162332 SN00161082);PubMed	68722655298
8	1	N/A	-95.20626751023329	C20H30O5	[M + H]+	GJLXKDUVDSBYLG	InChI=1S/C20H30O5/c1-12-9-19(2,11-21)17-8-13(22)6-7-20(17,3)15(12)5-4-14-16(23)10-25-18(14)24/h4,13,15-17,21-23H,1,5-11H2,2-3H3	null	C=C1C[C@@](C)(CO)[C@@H]2C[C@H](O)CC[C@]2(C)[C@@H]1C/C=C1\C(=O)OC[C@@H]1O	2.4670361097022755	""	""	0
9	1	N/A	-100.0829612239997	C20H30O5	[M + H]+	RAQQINDVFHKETO	InChI=1S/C20H30O5/c1-18(2)14-6-9-20(11-25-20)15(19(14,3)8-7-16(18)22)5-4-12-13(21)10-24-17(12)23/h4,13-16,21-22H,5-11H2,1-3H3	(3E)-3-[2-[(1R,2S,4aR,6S,8aS)-6-hydroxy-5,5,8a-trimethylspiro[3,4,4a,6,7,8-hexahydro-1H-naphthalene-2,2''-oxirane]-1-yl]ethylidene]-4-hydroxyoxolan-2-one	CC1(C2CCC3(CO3)C(C2(CCC1O)C)CC=C4C(COC4=O)O)C	2.0	11717280	COCONUT:(CNP0220113);KNApSAcK:(34920);Natural Products:(UNPD29263);database;PubChem:(11717280);SuperNatural:(SN00334144)	68722655250
10	1	N/A	-104.79044597600827	C20H30O5	[M + H]+	CKZDDLBOPCFVJG	InChI=1S/C20H30O5/c1-12-4-7-16-19(2,9-8-17(23)20(16,3)11-21)14(12)6-5-13-15(22)10-25-18(13)24/h5-6,13-17,21-23H,1,4,7-11H2,2-3H3	Andrographolide:2(3H)-Furanone,3-[2-[(1R,4aS,5R,6R,8aS)-decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl]ethylidene]dihydro-4-hydroxy-, (3E,4S)-,	CC12CCC(C(C1CCC(=C)C2C=CC3C(COC3=O)O)(C)CO)O	2.29999995	29927573;29927575;29927576;29927578;45358107;137833635	COCONUT:(CNP0297574);Natural Products:(UNPD53275);database;PubChem:(29927573 29927575 29927576 29927578 45358107 137833635);SuperNatural:(SN00396274);KEGG Mine	77312589826
