structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13795627490447268	-138.68045934291368	C19H28O3	[M + H]+	TUUQUPXXMYBMMH	InChI=1S/C19H28O3/c1-10(2)17(21)22-13-7-8-19(6)14-11(3)9-12(20)15(19)16(14)18(13,4)5/h9-10,13-16H,7-8H2,1-6H3	null	CC1=CC(=O)C2C3C1C2(CCC(C3(C)C)OC(=O)C(C)C)C	3.8380785	""	COCONUT:(CNP0129098);Natural Products:(UNPD21794);database;SuperNatural:(SN00377720)	68722655232
2	1	N/A	-145.5991848408586	C19H28O3	[M + H]+	VZOXRQGMYHJLGM	InChI=1S/C19H28O3/c1-11(2)15-10-19(6)13(5)17(22-18(21)12(3)4)8-7-14(19)9-16(15)20/h9,12-13,17H,7-8,10H2,1-6H3	null	CC1C(CCC2=CC(=O)C(=C(C)C)CC12C)OC(=O)C(C)C	4.4000001	101928823	COCONUT:(CNP0120034);Natural Products:(UNPD115752 UNPD144880);database;PubChem:(101928823);SuperNatural:(SN00310863 SN00355561)	68722655234
3	1	N/A	-153.49033000259968	C19H28O3	[M + H]+	BKZPCUPKVCPRQW	InChI=1S/C19H28O3/c1-12-3-7-18-14(9-12)5-4-13(2)17(18)8-6-16-10-15(20)11-19(21)22-16/h4-5,9,12-13,15-18,20H,3,6-8,10-11H2,1-2H3	Monacolin L	CC1CCC2C(C(C=CC2=C1)C)CCC3CC(CC(=O)O3)O	3.94167233	3080952;9948413;15294098;68397640;70898683;91528700;91417068;117877760	COCONUT:(CNP0158735);KNApSAcK:(18633);Natural Products:(UNPD173583);database;PubChem:(3080952 9948413 15294098 68397640 70898683 91528700 91417068 117877760);CHEBI:(50130);MeSH:(3080952 9948413 15294098);PubMed;Biocyc:(CPD-16904);KEGG Mine	77311543414
4	1	N/A	-157.13628861835528	C19H28O3	[M + H]+	SDBKDAAGTOZJDV	InChI=1S/C19H28O3/c1-11(2)15-10-19(6)13(5)17(22-18(21)12(3)4)8-7-14(19)9-16(15)20/h9,12-13,15,17H,1,7-8,10H2,2-6H3	null	CC1C(CCC2=CC(=O)C(CC12C)C(=C)C)OC(=O)C(C)C	4.4000001	101928824	COCONUT:(CNP0268672);Natural Products:(UNPD22554 UNPD98629);database;PubChem:(101928824);SuperNatural:(SN00369835)	68722655234
5	1	N/A	-157.3116240662567	C19H28O3	[M + H]+	RSQKILYTRHKUIJ	InChI=1S/C19H28O3/c1-18-8-7-12(20)9-11(18)3-4-13-14-5-6-16(22)19(14,2)10-15(21)17(13)18/h11,13-14,16-17,22H,3-10H2,1-2H3	5.beta.-Androstane-3,11-dione, 17.beta.-hydroxy-	CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4O)C	2.29999995	627590;11197479;22296014;129685252;139531715;137699896	database;PubChem:(627590 11197479 22296014 129685252 139531715 137699896);KEGG Mine;additional	77309935618
6	1	N/A	-159.73385608661263	C19H28O3	[M + H]+	YLTCTXBDDHSLCS	InChI=1S/C19H28O3/c1-18-8-7-16-14(15(18)4-5-17(18)22)3-2-12-10-13(21)6-9-19(12,16)11-20/h10,14-17,20,22H,2-9,11H2,1H3	Oprea1_863778	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34CO	2.97686219	623740;1149869;150968;1778898;1778899;1778901;928578;7076413;6546064;11872739;11872740;16395893;22849351;57244639;134688370;135639033	HMDB:(6769 60089);SuperNatural:(SN00067382 SN00067379 SN00216760 SN00067380 SN00067381);ZINC bio:(ZINC04026293 ZINC04026294 ZINC04026295 ZINC04026296);additional;MeSH:(150968);Plantcyc:(19-HYDROXYTESTOSTERONE);PubMed;COCONUT:(CNP0363621);database;PubChem:(623740 1149869 150968 1778898 1778899 1778901 928578 7076413 6546064 11872739 11872740 16395893 22849351 57244639 134688370 135639033);CHEBI:(798);PubChem class - bio and metabolites;KEGG:(C05294);PubChem class - safety and toxic;Biocyc:(19-HYDROXYTESTOSTERONE)	68807174510
7	1	N/A	-160.07268240856195	C19H28O3	[M + H]+	AUTVTNCDYFBFDW	InChI=1S/C19H28O3/c1-3-4-5-9-12-15-19(21)16-13-10-7-6-8-11-14-17-22-18(2)20/h13,16,19,21H,3-5,9,11-12,14-15,17H2,1-2H3	null	CCCCCCCC(C=CC#CC#CCCCOC(=O)C)O	4.94705868	""	COCONUT:(CNP0196747);Natural Products:(UNPD51342);database	68721606656
8	1	N/A	-160.17686782475153	C19H28O3	[M + H]+	YCQDVOSJDLDWRO	InChI=1S/C19H28O3/c1-18-8-7-14-12(13(18)5-6-17(18)22)4-3-11-9-15(20)16(21)10-19(11,14)2/h11-14,17,22H,3-10H2,1-2H3	null	CC12CCC3C(C1CCC2O)CCC4C3(CC(=O)C(=O)C4)C	3.23280525	54501333	database;PubChem:(54501333);PubMed;KEGG Mine	77309411394
9	1	N/A	-161.47388214043033	C19H28O3	[M + H]+	SOQWQZZNPGBTQR	InChI=1S/C19H28O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h12-15,17,22H,3-10H2,1-2H3	6-Ketodihydrotestosterone	CC12CCC3C(C1CCC2O)CC(=O)C4C3(CCC(=O)C4)C	2.0999999	627600;246485;10892055;11877423;11877424;11877425;21139745;22296023;22296024;70987802;89511057;91279392;99572486;124784660;124902273;133550424	COCONUT:(CNP0345931);database;PubChem:(627600 246485 10892055 11877423 11877424 11877425 21139745 22296023 22296024 70987802 89511057 91279392 99572486 124784660 124902273 133550424);SuperNatural:(SN00155369 SN00155368 SN00155366 SN00215128 SN00155367);CHEBI:(79917);ZINC bio:(ZINC04104750 ZINC04104751 ZINC04104752 ZINC04104753);KEGG:(C15416);PubMed	68722631010
10	1	N/A	-163.0049192326847	C19H28O3	[M + H]+	XSEGWEUVSZRCBC	InChI=1S/C19H28O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h9,12-14,16-17,21-22H,3-8,10H2,1-2H3	6|A-Hydroxytestosterone	CC12CCC3C(C1CCC2O)CC(C4=CC(=O)CCC34C)O	2.98017049	65543;222794;12073407;13833945;16219473;45039532;49849355;57004718;54485736;57351760;59806889;71749363;70987741;76973615;76973908;99567791;117065207;119077690;117909138;118311305;121225339;124226370;124301664;124429333;126969197;133126452;131705366;131705596;131706049;131709008;133688551;133688552;133688553;133688554;134688274	HMDB:(6259);SuperNatural:(SN00292654);ZINC bio:(ZINC05764534);additional;MeSH:(65543 222794 16219473 57351760 126969197 133688551 134688274);PubMed;NORMAN:(NS00014769);COCONUT:(CNP0141157);Natural Products:(UNPD190659);database;PubChem:(65543 222794 12073407 13833945 16219473 45039532 49849355 57004718 54485736 57351760 59806889 71749363 70987741 76973615 76973908 99567791 117065207 119077690 117909138 118311305 121225339 124226370 124301664 124429333 126969197 133126452 131705366 131705596 131706049 131709008 133688551 133688552 133688553 133688554 134688274);CHEBI:(34477);PubChem class - bio and metabolites;KEGG:(C14497);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-11570 CPD-11583)	68807354734
