structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3853112735710668	-49.12834050627748	C15H12O	[M + H]+	DQFBYFPFKXHELB	InChI=1S/C15H12O/c16-15(14-9-5-2-6-10-14)12-11-13-7-3-1-4-8-13/h1-12H	Chalcone	C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	3.75873995	7189;637760;5358548;10608478;12031880;12206733;12206734;11183469;16213773;21722049;88236296;123677132;122429265;129788317;129890040	HMDB:(3066 135598);SuperNatural:(SN00158067 SN00034660);ZINC bio:(ZINC12349443 ZINC38139289);additional;MeSH:(637760);PubMed;NORMAN:(NS00015146);COCONUT:(CNP0130067);Natural Products:(UNPD148220 UNPD137462);database;PubChem:(7189 637760 5358548 10608478 12031880 12206733 12206734 11183469 16213773 21722049 88236296 123677132 122429265 129788317 129890040);CHEBI:(27618 48965 48966);PubChem class - bio and metabolites;KEGG:(C15589 C01484);PubChem class - safety and toxic;Training Set;Biocyc:(CHALCONE-CMPD)	68807354734
2	1	N/A	-65.71547978218766	C15H12O	[M + H]+	BMVWCPGVLSILMU	InChI=1S/C15H12O/c16-15-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)15/h1-8H,9-10H2	Dibenzsuberone	C1CC2=CC=CC=C2C(=O)C3=CC=CC=C31	3.96486521	14589;10798497;23255717;134862982	NORMAN:(NS00009313);database;PubChem:(14589 10798497 23255717 134862982);MeSH:(14589);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782406
3	1	N/A	-85.25304219234235	C15H12O	[M + H]+	ORJNLUXHBUSOKL	InChI=1S/C15H12O/c16-15-10-9-11-5-1-2-6-12(11)13-7-3-4-8-14(13)15/h1-8H,9-10H2	2,3:4,5-Dibenzotropone;NSC 647348	C1CC(=O)C2=CC=CC=C2C3=CC=CC=C31	3.29999995	281775	MeSH:(281775);database;PubChem:(281775);PubMed	68719476806
4	1	N/A	-98.52522526982666	C15H12O	[M + H]+	KFDJRBSJHWTGSL	InChI=1S/C15H12O/c1-9-3-5-11-12-6-4-10(2)8-14(12)15(16)13(11)7-9/h3-8H,1-2H3	2,7-dimethyl-9-fluorenone	CC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)C	4.03319407	246694	PubChem:(246694);database	68719476738
5	1	N/A	-100.6217272670719	C15H12O	[M + H]+	LJYATQRMZUCOSJ	InChI=1S/C15H12O/c1-9-5-3-7-11-12-8-4-6-10(2)14(12)15(16)13(9)11/h3-8H,1-2H3	1,8-Dimethylfluoren-9-one	CC1=C2C(=CC=C1)C3=CC=CC(=C3C2=O)C	3.79999995	162451	MeSH:(162451);database;PubChem:(162451);PubMed	68719476806
6	1	N/A	-119.47352607985812	C15H12O	[M + H]+	IZXJEMNYOPILPT	InChI=1S/C15H12O/c16-15-13(11-7-3-1-4-8-11)14(15)12-9-5-2-6-10-12/h1-10,13-14H	Cyclopropanone, 2,3-diphenyl-	C1=CC=C(C=C1)C2C(C2=O)C3=CC=CC=C3	3.0999999	13434407	PubChem:(13434407);PubMed;database	68719476802
7	1	N/A	-132.82036533796224	C15H12O	[M + H]+	ONMKCYMMGBIVPT	InChI=1S/C15H12O/c1-16-15-8-4-7-13-12-6-3-2-5-11(12)9-10-14(13)15/h2-10H,1H3	1-Methoxyphenanthrene	COC1=CC=CC2=C1C=CC3=CC=CC=C32	3.90194058	43547	COCONUT:(CNP0105201);HMDB:(60323);database;PubChem:(43547);CHEBI:(27753);PubChem class - bio and metabolites;KEGG:(C11433);PubMed	68738351466
8	1	N/A	-143.523497219436	C15H12O	[M + H]+	JYVONCAJVKBEGI	InChI=1S/C15H12O/c16-12-15(14-9-5-2-6-10-14)11-13-7-3-1-4-8-13/h1-12H	2,3-diphenylprop-2-enal	C1=CC=C(C=C1)C=C(C=O)C2=CC=CC=C2	3.4000001	139550;5375846;5383391	COCONUT:(CNP0287078);Natural Products:(UNPD174820);database;PubChem:(139550 5375846 5383391);SuperNatural:(SN00272550);PubMed	68722655298
9	1	N/A	-156.52859157121452	C15H12O	[M + H]+	XXDNQIGMWSPXAO	InChI=1S/C15H12O/c16-10-12-5-3-7-15-13-6-2-1-4-11(13)8-9-14(12)15/h1-9,16H,10H2	Phenanthrenemethanol	C1=CC=C2C(=C1)C=CC3=C(C=CC=C32)CO	3.45695281	20293786	database;PubChem:(20293786);PubMed;KEGG Mine	77309411394
10	1	N/A	-164.26125737733247	C15H12O	[M + H]+	JCJNNHDZTLRSGN	InChI=1S/C15H12O/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-9,16H,10H2	9-Anthrylcarbinol	C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CO	3.45695281	73848	NORMAN:(NS00024812);MeSH:(73848);database;PubChem class - safety and toxic;PubChem:(73848);PubMed	68786847814
