structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.8082072571634107	-9.101357562602251	C31H38O11	[M + H]+	OVMSOCFBDVBLFW	InChI=1S/C31H38O11/c1-15-19(34)13-31(38)26(41-27(37)18-10-8-7-9-11-18)24-29(6,20(35)12-21-30(24,14-39-21)42-17(3)33)25(36)23(40-16(2)32)22(15)28(31,4)5/h7-11,19-21,23-24,26,34-35,38H,12-14H2,1-6H3	Baccatin V	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C	1.51155436	65366;332624;2733529;4357887;7157253;5321416;6713218;9938327;11103870;14476343;11801539;11886864;11970037;16757809;21992969;23636617;23307885;25199938;25200042;45138816;45360039;49827070;53783414;53298528;58633655;58651585;58003697;59904713;59997513;71816153;92222534;92222535;92222536;92222537;101406648;101425797;125039678;125039679;125039680;125039681;126550706;138107788	SuperNatural:(SN00036265 SN00074379 SN00038878);ZINC bio:(ZINC04102268 ZINC04262477 ZINC38152760);additional;MeSH:(65366);Plantcyc:(BACCATIN-III);PubMed;COCONUT:(CNP0358369);KNApSAcK:(40892);database;PubChem:(65366 332624 2733529 4357887 7157253 5321416 6713218 9938327 11103870 14476343 11801539 11886864 11970037 16757809 21992969 23636617 23307885 25199938 25200042 45138816 45360039 49827070 53783414 53298528 58633655 58651585 58003697 59904713 59997513 71816153 92222534 92222535 92222536 92222537 101406648 101425797 125039678 125039679 125039680 125039681 126550706 138107788);CHEBI:(32898);PubChem class - bio and metabolites;KEGG:(C11900);PubChem class - safety and toxic;Training Set;Biocyc:(BACCATIN-III)	68807190902
2	1	N/A	-106.65069755433481	C31H38O11	[M + H]+	GERGUKHEZFJMEB	InChI=1S/C31H38O11/c1-15-19(34)13-31(38)26(41-27(37)18-10-8-7-9-11-18)24-29(6,20(35)12-21-30(24,14-39-21)42-17(3)33)25(36)23(40-16(2)32)22(15)28(31,4)5/h7-11,20-21,23-26,35-36,38H,12-14H2,1-6H3	null	CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1=O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)OC(=O)C	0.899999976	5321736;101425795	COCONUT:(CNP0080013);KNApSAcK:(49536);database;PubChem:(5321736 101425795);PubMed	68721573970
3	1	N/A	-151.07579634054827	C31H38O11	[M + H]+	VZKYMUDKBYLYJH	InChI=1S/C31H38O11/c1-15-19(34)13-31(38)26(41-27(37)18-10-8-7-9-11-18)24-29(6,20(35)12-21-30(24,14-39-21)42-17(3)33)25(36)23(40-16(2)32)22(15)28(31,4)5/h7-11,15,19-21,24,26,34-35,38H,12-14H2,1-6H3	null	CC1C(CC2(C(C3C(C(CC4C3(CO4)OC(=O)C)O)(C(=O)C(=C1C2(C)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O)O	1.5	54418934;54418935;54418936;91079430;91093365;91208112;91268067;91287046;91451744;123743423	PubChem:(54418934 54418935 54418936 91079430 91093365 91208112 91268067 91287046 91451744 123743423);database;KEGG Mine	77309411330
4	1	N/A	-248.35889878992205	C31H38O11	[M + H]+	ZBWYGKOCHHWJEQ	InChI=1S/C31H38O11/c1-14(2)30-23(39-25(35)18-11-9-8-10-12-18)16(4)31-19-13-15(3)21(33)29(19,37)26(38-17(5)32)27(6,36)22(34)20(31)24(30)40-28(7,41-30)42-31/h8-13,16,19-24,26,33-34,36-37H,1H2,2-7H3	null	CC1C(C2(C3C4C1(C5C=C(C(C5(C(C(C4O)(C)O)OC(=O)C)O)O)C)OC(O3)(O2)C)C(=C)C)OC(=O)C6=CC=CC=C6	1.0404402	""	COCONUT:(CNP0386761);Natural Products:(UNPD215453);database	68721606656
5	1	N/A	-248.48488660000595	C31H38O11	[M + H]+	FXKHDWHXSDKVTN	InChI=1S/C31H38O11/c1-14(2)30-23(39-25(34)18-11-9-8-10-12-18)16(4)31-19-13-15(3)22(38-17(5)32)29(19,37)26(35)27(6,36)21(33)20(31)24(30)40-28(7,41-30)42-31/h8-13,16,19-24,26,33,35-37H,1H2,2-7H3	null	CC1C(C2(C3C4C1(C5C=C(C(C5(C(C(C4O)(C)O)O)O)OC(=O)C)C)OC(O3)(O2)C)C(=C)C)OC(=O)C6=CC=CC=C6	0.899999976	49817852	COCONUT:(CNP0287050);Natural Products:(UNPD156317);database;PubChem:(49817852);SuperNatural:(SN00335680);PubMed	68722655298
6	1	N/A	-250.257903979458	C31H38O11	[M + H]+	BOTZVRMMHUBKCT	InChI=1S/C31H38O11/c1-15(32)40-20-13-29(5)19(10-23(35)42-25(29)17-8-9-39-14-17)18-12-31(37)26(36)30(6,24(18)20)21(11-22(34)38-7)28(3,4)27(31)41-16(2)33/h8-9,14,20-21,24-25,27,37H,10-13H2,1-7H3	null	CC(=O)OC1CC2(C(OC(=O)CC2=C3C1C4(C(C(C(C(C3)(C4=O)O)OC(=O)C)(C)C)CC(=O)OC)C)C5=COC=C5)C	1.5	46210593;101515901	COCONUT:(CNP0177678);Natural Products:(UNPD61357);database;PubChem:(46210593 101515901);SuperNatural:(SN00277409)	68722655234
7	1	N/A	-280.54957369463136	C31H38O11	[M + H]+	IIMNVYONHWBCNL	InChI=1S/C31H38O11/c1-15(32)40-22(25(35)38-7)23-28(3,4)27(41-16(2)33)31(37)13-18-19(30(23,6)26(31)36)8-10-29(5)20(18)12-21(34)42-24(29)17-9-11-39-14-17/h9,11,14,19,22-24,27,37H,8,10,12-13H2,1-7H3	null	CC(=O)OC1C(C(C2(C3CCC4(C(OC(=O)CC4=C3CC1(C2=O)O)C5=COC=C5)C)C)C(C(=O)OC)OC(=O)C)(C)C	2.0999999	46210592;138107651	COCONUT:(CNP0277244);Natural Products:(UNPD148073);database;PubChem:(46210592 138107651);SuperNatural:(SN00337708)	68722655234
8	1	N/A	-286.99168547870454	C31H38O11	[M + H]+	JKLCUPWPSAVXMO	InChI=1S/C31H38O11/c1-15(32)40-20-13-29(5)19(10-23(35)42-25(29)17-8-9-39-14-17)18-12-31(37)26(36)30(6,24(18)20)21(11-22(34)38-7)28(3,4)27(31)41-16(2)33/h8-9,12,14,19-21,24-25,27,37H,10-11,13H2,1-7H3	null	CC(=O)OC1CC2(C(CC(=O)OC2C3=COC=C3)C4=CC5(C(C(C(C(C14)(C5=O)C)CC(=O)OC)(C)C)OC(=O)C)O)C	1.79999995	44470604	COCONUT:(CNP0278957);KNApSAcK:(48951);database;PubChem:(44470604);PubMed	68721573970
9	1	N/A	-306.6279023211272	C31H38O11	[M + H]+	CJRRTSUMKVNBCH	InChI=1S/C31H38O11/c1-15(32)40-22(25(35)38-7)23-28(3,4)27(41-16(2)33)31(37)13-18-19(30(23,6)26(31)36)8-10-29(5)20(18)12-21(34)42-24(29)17-9-11-39-14-17/h9,11,13-14,19-20,22-24,27,37H,8,10,12H2,1-7H3	null	CC(=O)OC1C(C(C2(C3CCC4(C(C3=CC1(C2=O)O)CC(=O)OC4C5=COC=C5)C)C)C(C(=O)OC)OC(=O)C)(C)C	2.4000001	10257769	COCONUT:(CNP0108703);KNApSAcK:(41002);Natural Products:(UNPD3757);database;PubChem:(10257769);SuperNatural:(SN00367332)	68722655250
10	1	N/A	-318.34598575175505	C31H38O11	[M + H]+	APQTZEKIVBVDFJ	InChI=1S/C31H38O11/c1-15-19-12-29(6)25(18-9-10-38-14-18)41-22(35)13-31(15,29)42-27-23(39-16(2)32)26(40-17(3)33)28(4,5)20(11-21(34)37-8)30(27,7)24(19)36/h9-10,14,19-20,23,25-27H,1,11-13H2,2-8H3	null	CC(=O)OC1C2C(C(C(C1OC(=O)C)(C)C)CC(=O)OC)(C(=O)C3CC4(C(OC(=O)CC4(C3=C)O2)C5=COC=C5)C)C	2.0	101505032	COCONUT:(CNP0291969);Natural Products:(UNPD191038);database;PubChem:(101505032);SuperNatural:(SN00230356)	68722655234
