structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.32545334104760615	-15.704847037290167	C9H11NO	[M + H]+	YICAMJWHIUMFDI	InChI=1S/C9H11NO/c1-7-3-5-9(6-4-7)10-8(2)11/h3-6H,1-2H3,(H,10,11)	4-Acetotoluide	CC1=CC=C(C=C1)NC(=O)C	1.80386519	7684;11686932;134867159;135037308	NORMAN:(NS00023266);database;PubChem:(7684 11686932 134867159 135037308);CHEBI:(143108);ZINC bio:(ZINC00080878);MeSH:(7684);PubChem class - safety and toxic;PubMed;KEGG Mine	77376790630
2	1	N/A	-18.45076851067098	C9H11NO	[M + H]+	BPEXTIMJLDWDTL	InChI=1S/C9H11NO/c1-7-5-3-4-6-9(7)10-8(2)11/h3-6H,1-2H3,(H,10,11)	o-Acetotoluide	CC1=CC=CC=C1NC(=O)C	1.80386519	8443;138396015	NORMAN:(NS00014370);COCONUT:(CNP0306028);Natural Products:(UNPD218393);database;PubChem:(8443 138396015);additional;PubChem class - bio and metabolites;HSDB:(120-66-1);MeSH:(8443);PubChem class - safety and toxic;PubMed;KEGG Mine	77396214342
3	1	N/A	-73.27930973264586	C9H11NO	[M + H]+	JOFDPSBOUCXJCC	InChI=1S/C9H11NO/c1-7-3-4-9(10-6-11)8(2)5-7/h3-6H,1-2H3,(H,10,11)	2'',4''-Formoxylidide	CC1=CC(=C(C=C1)NC=O)C	2.24627948	92363	NORMAN:(NS00000458);database;PubChem:(92363);additional;MeSH:(92363);Training Set;PubMed;KEGG Mine	77310214214
4	1	N/A	-90.42148152047271	C9H11NO	[M + H]+	ZTHRQJQJODGZHV	InChI=1S/C9H11NO/c1-2-9(11)10-8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H,10,11)	Propionanilide-d3	CCC(=O)NC1=CC=CC=C1	1.91348839	12107;71751636;71772190	NORMAN:(NS00034902);COCONUT:(CNP0215971);Natural Products:(UNPD228901);database;PubChem:(12107 71751636 71772190);ZINC bio:(ZINC00399967);PubChem class - safety and toxic;PubMed	68788985922
5	1	N/A	-93.39227577586205	C9H11NO	[M + H]+	LMTGCJANOQOGPI	InChI=1S/C9H11NO/c1-8(11)10(2)9-6-4-3-5-7-9/h3-7H,1-2H3	Exalgin	CC(=O)N(C)C1=CC=CC=C1	1.49877048	11364;11019080;102383156;102383158	NORMAN:(NS00005621);database;PubChem:(11364 11019080 102383156 102383158);MeSH:(11364);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782406
6	1	N/A	-104.06791811739996	C9H11NO	[M + H]+	FSWXOANXOQPCFF	InChI=1S/C9H11NO/c1-2-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3	USAF uctl-1856	CCC(=O)C1=CC=C(C=C1)N	1.64116454	6270	NORMAN:(NS00037092);COCONUT:(CNP0245250);Natural Products:(UNPD118859);database;PubChem:(6270);PubChem class - bio and metabolites;HSDB:(70-69-9);MeSH:(6270);PubChem class - safety and toxic;PubMed;PubChem class - drug	68839309894
7	1	N/A	-109.75042188093457	C9H11NO	[M + H]+	UZJLYRRDVFWSGA	InChI=1S/C9H11NO/c1-8(11)10-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,10,11)	Benzylacetamide	CC(=O)NCC1=CC=CC=C1	1.19055164	11500;12226143;12226145;10080576;10261283;10397007;10464514;20638614;54380236;102039652;101848298	NORMAN:(NS00034026);database;PubChem class - safety and toxic;PubChem:(11500 12226143 12226145 10080576 10261283 10397007 10464514 20638614 54380236 102039652 101848298);PubMed;ZINC bio:(ZINC00061519)	68786856002
8	1	N/A	-121.31905841840059	C9H11NO	[M + H]+	BFYCFODZOFWWAA	InChI=1S/C9H11NO/c1-6-4-7(2)10-8(3)9(6)5-11/h4-5H,1-3H3	null	CC1=CC(=NC(=C1C=O)C)C	1.5	11051833	PubChem:(11051833);database	68719476738
9	1	N/A	-142.20466600185117	C9H11NO	[M + H]+	VYIBCOSBNVFEIW	InChI=1S/C9H11NO/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H2,10,11)	Benzenepropanamide	C1=CC=C(C=C1)CCC(=O)N	1.45275354	7625;101557084	COCONUT:(CNP0190126);Natural Products:(UNPD149758);database;PubChem:(7625 101557084);SuperNatural:(SN00267588);ZINC bio:(ZINC00074758);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(7625);PubChem class - safety and toxic;PubMed;KEGG Mine	94576353350
10	1	N/A	-142.98501743204721	C9H11NO	[M + H]+	BGNGWHSBYQYVRX	InChI=1S/C9H11NO/c1-10(2)9-5-3-8(7-11)4-6-9/h3-7H,1-2H3	Ehrlich EO(1/4)A	CN(C)C1=CC=C(C=C1)C=O	1.59411263	7479;53680852;53680853;101608444;101720972;101946788;101946789;101946790;101946791;101946792;139244503	NORMAN:(NS00020551);COCONUT:(CNP0077269);database;PubChem:(7479 53680852 53680853 101608444 101720972 101946788 101946789 101946790 101946791 101946792 139244503);SuperNatural:(SN00119934);CHEBI:(91114);ZINC bio:(ZINC01686989);MeSH:(7479);PubChem class - safety and toxic;PubMed;KEGG Mine	77379936358
11	1	N/A	-145.15259625538326	C9H11NO	[M + H]+	NXDXMSTXCYCUGG	InChI=1S/C9H11NO/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3,(H2,10,11)	2,6-dimethylbenzamide	CC1=C(C(=CC=C1)C)C(=O)N	1.80865729	136406	PubChem:(136406);PubMed;database	68719476802
12	1	N/A	-152.64439290201852	C9H11NO	[M + H]+	FZIOOTTWDRFBKU	InChI=1S/C9H11NO/c1-7-3-5-8(6-4-7)9(11)10-2/h3-6H,1-2H3,(H,10,11)	N-Methyl-p-toluamide	CC1=CC=C(C=C1)C(=O)NC	1.67425239	140377;59280507	COCONUT:(CNP0126468);Natural Products:(UNPD2193);database;PubChem:(140377 59280507);SuperNatural:(SN00373580);ZINC bio:(ZINC00407936);PubMed	68722663490
13	1	N/A	-153.431047900435	C9H11NO	[M + H]+	DGPBVJWCIDNDPN	InChI=1S/C9H11NO/c1-10(2)9-6-4-3-5-8(9)7-11/h3-7H,1-2H3	2-dimethylaminobenzaldehyde	CN(C)C1=CC=CC=C1C=O	1.5	34289	database;PubChem class - safety and toxic;PubChem:(34289);PubMed	68786585666
14	1	N/A	-155.18640439362622	C9H11NO	[M + H]+	RKEXPBCMGJAOLM	InChI=1S/C9H11NO/c1-10-9(11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3,(H,10,11)	methylphenylacetamide	CNC(=O)CC1=CC=CC=C1	1.35251296	81274;13429519	NORMAN:(NS00036531);COCONUT:(CNP0400808);Natural Products:(UNPD168665);database;PubChem:(81274 13429519);SuperNatural:(SN00259836);ZINC bio:(ZINC00168784);PubMed;KEGG Mine	77312860226
15	1	N/A	-158.9954477672708	C9H11NO	[M + H]+	VVFCJVLORNFVHI	InChI=1S/C9H11NO/c1-10-7-9(11)8-5-3-2-4-6-8/h2-6,10H,7H2,1H3	methyl(phenacyl)azanium	CNCC(=O)C1=CC=CC=C1	1.20000005	416157;7350226	COCONUT:(CNP0199751);Natural Products:(UNPD52619);database;PubChem:(416157 7350226);SuperNatural:(SN00314131);ZINC bio:(ZINC04763126);KEGG Mine	77312598018
16	1	N/A	-161.68273174081247	C9H11NO	[M + H]+	DOZZSWAOPDYVLH	InChI=1S/C9H11NO/c1-7(9(10)11)8-5-3-2-4-6-8/h2-7H,1H3,(H2,10,11)	Hydratropamide	CC(C1=CC=CC=C1)C(=O)N	1.29999995	223465;12399234;12399235;59887394;138973334	MeSH:(223465);database;PubChem:(223465 12399234 12399235 59887394 138973334);PubMed;ZINC bio:(ZINC01712735 ZINC02044229)	68719484998
17	1	N/A	-166.12366976541543	C9H11NO	[M + H]+	PUAQLLVFLMYYJJ	InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3	Catinona	CC(C(=O)C1=CC=CC=C1)N	1.10000002	62258;107786;149798;21577905;25203656;46780200;71492796;76973762;76974144;76974145;133687799	SuperNatural:(SN00255732);ZINC bio:(ZINC00001101 ZINC00402794);additional;HSDB:(5265-18-9);MeSH:(62258 107786);Plantcyc:(CPD-9950);PubMed;NORMAN:(NS00001122);COCONUT:(CNP0277529);KNApSAcK:(1406);Natural Products:(UNPD131656 UNPD141964);database;PubChem:(62258 107786 149798 21577905 25203656 46780200 71492796 76973762 76974144 76974145 133687799);CHEBI:(59332 4110);PubChem class - bio and metabolites;KEGG:(C08301);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-9950)	68841024374
18	1	N/A	-167.31724023433932	C9H11NO	[M + H]+	GOEASVSGVVOTLQ	InChI=1S/C9H11NO/c1-6-3-4-7(2)8(5-6)9(10)11/h3-5H,1-2H3,(H2,10,11)	2,5-dimethylbenzamide	CC1=CC(=C(C=C1)C)C(=O)N	1.5	925459	COCONUT:(CNP0373420);Natural Products:(UNPD139731);database;PubChem:(925459);SuperNatural:(SN00328732)	68722655234
19	1	N/A	-174.02449582040512	C9H11NO	[M + H]+	CQIUZHAQYHXKRY	InChI=1S/C9H11NO/c10-9(7-11)6-8-4-2-1-3-5-8/h1-5,7,9H,6,10H2	2-amino-3-phenylpropanal	C1=CC=C(C=C1)CC(C=O)N	0.800000012	446207;3300397;18598772;54505431;54505432;58265263;118329938	COCONUT:(CNP0334850);EcoCyc Mine;database;PubChem:(446207 3300397 18598772 54505431 54505432 58265263 118329938);PubMed;PubChem class - bio and metabolites	85918220354
20	1	N/A	-177.9276716006636	C9H11NO	[M + H]+	OPPJOYDMQXHCFS	InChI=1S/C9H11NO/c1-7(2)9(11)8-5-3-4-6-10-8/h3-7H,1-2H3	Isopropyl 2-pyridyl ketone	CC(C)C(=O)C1=CC=CC=N1	1.84454644	101083	PubChem:(101083);NORMAN:(NS00034187);database	68719738882
21	1	N/A	-185.25360549231937	C9H11NO	[M + H]+	INGCXEIJXKQPJH	InChI=1S/C9H11NO/c1-6-3-4-8(9(10)11)5-7(6)2/h3-5H,1-2H3,(H2,10,11)	ACMC-20anek	CC1=C(C=C(C=C1)C(=O)N)C	1.80865729	21755	COCONUT:(CNP0387935);Natural Products:(UNPD79131);database;PubChem:(21755);SuperNatural:(SN00284619)	68722655234
22	1	N/A	-197.68127223557687	C9H11NO	[M + H]+	WSTRHGOVAOUOJW	InChI=1S/C9H11NO/c11-10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8,11H,4,7H2	Benzenepropanal, oxime	C1=CC=C(C=C1)CCC=NO	2.12937093	5163160;6288367;10534827;9610218	COCONUT:(CNP0251852);Natural Products:(UNPD177548);database;PubChem:(5163160 6288367 10534827 9610218);SuperNatural:(SN00215386);CHEBI:(80978);ZINC bio:(ZINC05773267);KEGG:(C17236);Plantcyc:(CPD-12328);Biocyc:(CPD-12328)	68722796834
23	1	N/A	-201.1240528739233	C9H11NO	[M + H]+	NWSCEJHRUVCUSX	InChI=1S/C9H11NO/c1-7(11)9-5-4-8-3-2-6-10(8)9/h4-5H,2-3,6H2,1H3	5-acetyl-2,3-1H-pyrrolizine	CC(=O)C1=CC=C2N1CCC2	1.0	526559	COCONUT:(CNP0174678);HMDB:(40051);database;PubChem:(526559);PubChem class - bio and metabolites	68738351114
24	1	N/A	-223.73144086335526	C9H11NO	[M + H]+	NWFQKPJYEJRQRI	InChI=1S/C9H11NO/c1-7-5-8-3-2-4-10(8)9(7)6-11/h5-6H,2-4H2,1H3	5-Formyl-6-methyl-2,3-dihydro-1H-pyrrolizine	CC1=C(N2CCCC2=C1)C=O	1.20000005	6429126	COCONUT:(CNP0185144);HMDB:(40047);database;PubChem:(6429126);PubChem class - bio and metabolites	68738351114
25	1	N/A	-228.1015445678907	C9H11NO	[M + H]+	WYKWUPMZBGOFOV	InChI=1S/C9H11NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1,3,5,10-11H,2,4,6H2	Oprea1_810842	C1CC2=C(C(=CC=C2)O)NC1	1.89999998	241490	database;PubChem class - safety and toxic;PubChem:(241490);PubMed	68786585666
26	1	N/A	-235.6006128529381	C9H11NO	[M + H]+	SGKURJURKCHGJG	InChI=1S/C9H11NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h5-6H,1-4H2,(H,10,11)	Ambcb5190669	C1CCC2=C(C1)C=CC(=O)N2	1.0	264106	database;PubChem:(264106);ZINC bio:(ZINC17379464);additional	68720009218
27	1	N/A	-237.07497913729432	C9H11NO	[M + H]+	LNXCMFJNJNUFNW	InChI=1S/C9H11NO/c1-7-5-8(6-11)9-3-2-4-10(7)9/h5-6H,2-4H2,1H3	null	CC1=CC(=C2N1CCC2)C=O	0.899999976	45083652	COCONUT:(CNP0335600);HMDB:(40029);database;PubChem:(45083652);PubChem class - bio and metabolites	68738351114
28	1	N/A	-252.31877685739562	C9H11NO	[M + H]+	BSDVKBWLRCKPFB	InChI=1S/C9H11NO/c1-7-6-11-9-5-3-2-4-8(9)10-7/h2-5,7,10H,6H2,1H3	3-methyl-2H,3H,4H-benzo[e]1,4-oxazine	CC1COC2=CC=CC=C2N1	2.0999999	2763760;7062200;6933911	database;PubChem class - safety and toxic;PubChem:(2763760 7062200 6933911);KEGG Mine	77376520194
29	1	N/A	-277.08409899480444	C9H11NO	[M + H]+	MIOTXFNRNVNXDP	InChI=1S/C9H11NO/c1-11-9-4-2-3-8-7(9)5-6-10-8/h2-4,10H,5-6H2,1H3	4-methoxyindoline	COC1=CC=CC2=C1CCN2	1.89999998	16244441	PubChem:(16244441);database	68719476738
30	1	N/A	-299.5062122486771	C9H11NO	[M + H]+	SCMZIFSYPJICCV	InChI=1S/C9H11NO/c11-9-2-1-8-6-10-4-3-7(8)5-9/h1-2,5,10-11H,3-4,6H2	1,2,3,4-Tetrahydro-6-isoquinolinol	C1CNCC2=C1C=C(C=C2)O	1.0	26698;7055294	COCONUT:(CNP0194768 CNP0337583);Natural Products:(UNPD114407);database;PubChem:(26698 7055294);SuperNatural:(SN00282656 SN00125513);ZINC bio:(ZINC03847388);PubChem class - safety and toxic;PubMed	68789772354
31	1	N/A	-300.8293481290691	C9H11NO	[M + H]+	RADQTHXRZJGDQI	InChI=1S/C9H11NO/c11-9-2-1-7-3-4-10-6-8(7)5-9/h1-2,5,10-11H,3-4,6H2	1,2,3,4-Tetrahydro-7-isoquinolinol	C1CNCC2=C1C=CC(=C2)O	1.0	419268;7055295	COCONUT:(CNP0240536 CNP0284580);Natural Products:(UNPD153901);database;PubChem:(419268 7055295);SuperNatural:(SN00333486 SN00125514);ZINC bio:(ZINC03847389);PubChem class - safety and toxic;PubMed	68789772354
32	1	N/A	-301.33565061857155	C9H11NO	[M + H]+	UHEOSCFYXMSUPR	InChI=1S/C9H11NO/c11-9-3-1-2-7-4-5-10-6-8(7)9/h1-3,10-11H,4-6H2	1,2,3,4-tetrahydroisoquinolin-8-ol	C1CNCC2=C1C=CC=C2O	1.0	13635214	COCONUT:(CNP0142475);Natural Products:(UNPD189134);database;PubChem:(13635214);SuperNatural:(SN00371981);ZINC bio:(ZINC14724196);PubMed	68722663490
33	1	N/A	-311.53869751559057	C9H11NO	[M + H]+	SXBLTZRJXSRDQD	InChI=1S/C9H11NO/c11-9(7-3-4-7)8-2-1-5-10-6-8/h1-2,5-7,9,11H,3-4H2	Cyclopropyl(pyridin-3-yl)methanol	C1CC1C(C2=CN=CC=C2)O	1.31996083	19374862;86311348;86311349	PubChem:(19374862 86311348 86311349);database	68719476738
34	1	N/A	-311.5784522294548	C9H11NO	[M + H]+	HDVHFHONOKCUHQ	InChI=1S/C9H11NO/c1-2-4-9-8(3-1)7-10-5-6-11-9/h1-4,10H,5-7H2	2,3,4,5-tetrahydro-1,4-benzoxazepine	C1COC2=CC=CC=C2CN1	1.0	21882775	database;PubChem class - safety and toxic;PubChem:(21882775);PubMed	68786585666
35	1	N/A	-332.3443525392819	C9H11NO	[M + H]+	FCHSRBDFHOMGQE	InChI=1S/C9H11NO/c1-7-4-5-9(11-7)8-3-2-6-10-8/h4-5H,2-3,6H2,1H3	null	CC1=CC=C(O1)C2=NCCC2	1.5	85575719	COCONUT:(CNP0002554);HMDB:(40050);database;PubChem:(85575719);PubChem class - bio and metabolites	68738351114
36	1	N/A	-337.44655464733296	C9H11NO	[M + H]+	RGIWMFASVSUDLJ	InChI=1S/C9H11NO/c1-2-6-10-8(4-1)9-5-3-7-11-9/h3,5,7H,1-2,4,6H2	null	C1CCN=C(C1)C2=CC=CO2	1.39999998	91748327	COCONUT:(CNP0002566);HMDB:(40016);database;PubChem:(91748327);PubChem class - bio and metabolites	68738351114
37	1	N/A	-339.36163721315734	C9H11NO	[M + H]+	YCQHYOBSOVFBEB	InChI=1S/C9H11NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h2,4,6,8,11H,1,3,5H2	5,6,7,8-tetrahydroquinolin-8-ol	C1CC(C2=C(C1)C=CC=N2)O	0.800000012	2778127;10582947;10678409;11171065;11815939;11480532	PubChem:(2778127 10582947 10678409 11171065 11815939 11480532);database;PubChem class - safety and toxic	68786585602
38	1	N/A	-342.7925986228148	C9H11NO	[M + H]+	HDXFCPZKMFTOLH	InChI=1S/C9H11NO/c10-9(11)6-5-7-3-1-2-4-8(7)9/h1-4,11H,5-6,10H2	1-amino-2,3-dihydroinden-1-ol	C1CC(C2=CC=CC=C21)(N)O	0.400000006	19357388;21032378;34178363	MeSH:(19357388);database;PubChem:(19357388 21032378 34178363);PubMed	68719476806
39	1	N/A	-343.6700332764347	C9H11NO	[M + H]+	HGKSXIDVUZUHNI	InChI=1S/C9H11NO/c11-8-5-4-7-3-1-2-6-10-9(7)8/h1,3,10H,2,4-6H2	2,3,6,7-tetrahydro-1H-cyclopenta[b]azepin-8-one	C1CNC2=C(CCC2=O)C=C1	1.10000002	6428846	COCONUT:(CNP0002631);HMDB:(39662);database;PubChem:(6428846);PubChem class - bio and metabolites	68738351114
40	1	N/A	-346.2796467469616	C9H11NO	[M + H]+	LKFYWEGWCBDTTB	InChI=1S/C9H11NO/c11-9-8-4-2-1-3-7(8)5-6-10-9/h1-4,7-8H,5-6H2,(H,10,11)	3,4,4a,8a-tetrahydro-2H-isoquinolin-1-one	C1CNC(=O)C2C1C=CC=C2	1.10000002	19976059;124506394;124506395;124506396;124506397	PubChem:(19976059 124506394 124506395 124506396 124506397);PubMed;database	68719476802
41	1	N/A	-347.1852575532488	C9H11NO	[M + H]+	HRWCWYGWEVVDLT	InChI=1S/C9H11NO/c10-8-5-6-3-1-2-4-7(6)9(8)11/h1-4,8-9,11H,5,10H2	2-Aminoindan-1-ol	C1C(C(C2=CC=CC=C21)O)N	0.536900043	85794;10558784;10582937;10898857;11008081;11137330;11205854;25240074;57128565;53893097;69890839;71776085	NORMAN:(NS00051317);database;PubChem:(85794 10558784 10582937 10898857 11008081 11137330 11205854 25240074 57128565 53893097 69890839 71776085);PubMed	68719738946
42	1	N/A	-360.9608716438319	C9H11NO	[M + H]+	PRVIGUZMXLBANS	InChI=1S/C9H11NO/c10-8-5-9(11)7-4-2-1-3-6(7)8/h1-4,8-9,11H,5,10H2	1H-Inden-1-ol, 3-amino-2,3-dihydro-	C1C(C2=CC=CC=C2C1O)N	0.100000001	12013033;12013034;12013035;12013036;9855521;117734362;130674221	database;PubChem class - safety and toxic;PubChem:(12013033 12013034 12013035 12013036 9855521 117734362 130674221);PubMed;KEGG Mine	77376520258
43	1	N/A	-370.4394321399362	C9H11NO	[M + H]+	PNXWYJGINUMYJQ	InChI=1S/C9H11NO/c1-2-9(11-5-1)6-8-3-4-10-7-8/h1-2,5-6,10H,3-4,7H2	null	C1CNCC1=CC2=CC=CO2	0.699999988	91748326	COCONUT:(CNP0002557);HMDB:(40043);database;PubChem:(91748326);PubChem class - bio and metabolites	68738351114
44	1	N/A	-381.38878656790115	C9H11NO	[M + H]+	WPVFTFDSKREJTP	InChI=1S/C9H11NO/c1-6-8-2-3-10-5-7(8)4-9(6)11/h2-3,5-6,9,11H,4H2,1H3	null	CC1C(CC2=C1C=CN=C2)O	0.899999976	130124452	COCONUT:(CNP0245234);Natural Products:(UNPD169368);database;PubChem:(130124452);SuperNatural:(SN00370569)	68722655234
45	1	N/A	-385.3750014266258	C9H11NO	[M + H]+	IOIGOIPHPUCFOB	InChI=1S/C9H11NO/c1-6-8-5-10-3-2-7(8)4-9(6)11/h2-3,5-6,9,11H,4H2,1H3	(6R-cis)-6,7-Dihydro-7-methyl-5H-2-pyrindin-6-ol	CC1C(CC2=C1C=NC=C2)O	0.899999976	5315179;56842090;91982732;131018300	COCONUT:(CNP0103482);HMDB:(30175);Natural Products:(UNPD140926 UNPD36948 UNPD158853 UNPD149247);database;PubChem:(5315179 56842090 91982732 131018300);SuperNatural:(SN00301120 SN00158052);PubChem class - bio and metabolites	68739432458
