structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.25338293352822844	-12.284151307125054	C23H36O7	[M - H]-	TUZYXOIXSAXUGO	InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)	Pravator	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O	2.97407246	4889;54687;4636596;6728942;12086658;9846407;9873102;10071008;15052649;11786203;10366284;22833647;23259251;23259252;25209408;25255147;25255251;25256541;25256632;25256634;28058764;24849132;24870828;35028359;35028367;40552916;40552917;45101261;49771252;46782774;52194198;52194200;51650467;51730847;60013127;60022685;60104979;60132052;59045625;57621332;58592289;58595720;59639261;59456115;59792955;66577513;66694433;67356838;71684613;71751740;69496107;76973564;76973931;76974393;92209314;92209315;92209316;92209317;89674953;89674955;91515276;91525289;91928735;121225268;124524148;124918537;129010246;133556215;133655497;134693169;134366194;138402695	HMDB:(5022);SuperNatural:(SN00018469 SN00021331 SN00290605 SN00356725 SN00021332 SN00003484);ZINC bio:(ZINC03798763 ZINC12496501 ZINC15449307 ZINC15449309);additional;HSDB:(81093-37-0);MeSH:(54687);PubMed;NORMAN:(NS00000420);COCONUT:(CNP0074407 CNP0196911);KNApSAcK:(565);Natural Products:(UNPD117912 UNPD21853 UNPD105304);database;PubChem:(4889 54687 4636596 6728942 12086658 9846407 9873102 10071008 15052649 11786203 10366284 22833647 23259251 23259252 25209408 25255147 25255251 25256541 25256632 25256634 28058764 24849132 24870828 35028359 35028367 40552916 40552917 45101261 49771252 46782774 52194198 52194200 51650467 51730847 60013127 60022685 60104979 60132052 59045625 57621332 58592289 58595720 59639261 59456115 59792955 66577513 66694433 67356838 71684613 71751740 69496107 76973564 76973931 76974393 92209314 92209315 92209316 92209317 89674953 89674955 91515276 91525289 91928735 121225268 124524148 124918537 129010246 133556215 133655497 134693169 134366194 138402695);CHEBI:(63618 94554 94322 91841 63660);PubChem class - bio and metabolites;KEGG:(C01844);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-16945)	68840909694
2	1	N/A	-33.8790323745379	C23H36O7	[M - H]-	HIZIJHNJVQOXLO	InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-7-5-6-15-10-19(26)14(3)18(22(15)20)9-8-16(24)11-17(25)12-21(27)28/h5-6,10,13-14,16-20,22,24-26H,4,7-9,11-12H2,1-3H3,(H,27,28)	3,5-dihydroxy-7-[3-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,3,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid	CCC(C)C(=O)OC1CC=CC2=CC(C(C(C12)CCC(CC(CC(=O)O)O)O)C)O	2.20000005	132744;157787;182844;13224261;14402193;71749282;95198789;95198796;132528488;131667797;131708967;133688527;133688529	database;PubChem:(132744 157787 182844 13224261 14402193 71749282 95198789 95198796 132528488 131667797 131708967 133688527 133688529);additional;MeSH:(132744 157787);Training Set;PubMed;PubChem class - drug	68753571910
3	1	N/A	-161.4849044297985	C23H36O7	[M - H]-	XDZLKLVDXRPOQO	InChI=1S/C23H36O7/c1-4-12(2)23(28)30-20-8-7-18(25)17-11-19(26)13(3)16(22(17)20)6-5-15-9-14(24)10-21(27)29-15/h11-16,18-20,22,24-26H,4-10H2,1-3H3	[(1S,4S,6S,7R,8S,8aR)-4,6-dihydroxy-8-[2-[(4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,4,6,7,8,8a-octahydronaphthalen-1-yl] (2S)-2-methylbutanoate	CCC(C)C(=O)OC1CCC(C2=CC(C(C(C12)CCC3CC(CC(=O)O3)O)C)O)O	1.79999995	23259250	COCONUT:(CNP0179711);Natural Products:(UNPD121377);database;PubChem:(23259250);SuperNatural:(SN00302829)	68722655234
4	1	N/A	-258.2292249946191	C23H36O7	[M - H]-	JLXMRUGZMLTQJG	InChI=1S/C23H36O7/c1-13(24)21(27)9-10-23(29)20(21,4)18(26)12-17-19(3)7-6-16(30-14(2)25)11-15(19)5-8-22(17,23)28/h5,13,16-18,24,26-29H,6-12H2,1-4H3	null	CC(C1(CCC2(C1(C(CC3C2(CC=C4C3(CCC(C4)OC(=O)C)C)O)O)C)O)O)O	1.25719666	""	COCONUT:(CNP0264746);Natural Products:(UNPD162130);database;SuperNatural:(SN00382942)	68722655232
5	1	N/A	-260.1693240521599	C23H36O7	[M - H]-	FPWNQXCUDWQVAY	InChI=1S/C23H36O7/c1-6-14(25)29-17-11-7-8-12-21(5,27)16-15-18(30-15)19(2,3)23(16,28)13(24)9-22(12,17)10-20(11,4)26/h11-13,15-18,24,26-28H,6-10H2,1-5H3	null	CCC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)C5C(C4(C)C)O5)O)O)CC2(C)O	0.699999988	101592384	COCONUT:(CNP0368524);Natural Products:(UNPD98467);database;PubChem:(101592384);SuperNatural:(SN00295295)	68722655234
6	1	N/A	-260.36186483554667	C23H36O7	[M - H]-	HYGQABJPKDJZNQ	InChI=1S/C23H36O7/c1-15(20(25)28-6)17-8-13-22(4,27)18(29-16(2)24)9-12-21(3,26)10-7-11-23(5)19(14-17)30-23/h7,10,17-19,26-27H,1,8-9,11-14H2,2-6H3	null	CC(=O)OC1CCC(C=CCC2(C(O2)CC(CCC1(C)O)C(=C)C(=O)OC)C)(C)O	2.29999995	46193471;46193473;101494497;101494498	COCONUT:(CNP0191723);Natural Products:(UNPD115649 UNPD84840);database;PubChem:(46193471 46193473 101494497 101494498);SuperNatural:(SN00275368 SN00282373)	68722655234
7	1	N/A	-263.8824754714351	C23H36O7	[M - H]-	CABZVBYPLVSONM	InChI=1S/C23H36O7/c1-12(24)16-7-10-23(29)21(16,4)19(27)17(30-13(2)25)18-20(3)8-6-15(26)11-14(20)5-9-22(18,23)28/h5,12,15-19,24,26-29H,6-11H2,1-4H3	null	CC(C1CCC2(C1(C(C(C3C2(CC=C4C3(CCC(C4)O)C)O)OC(=O)C)O)C)O)O	1.24597347	""	COCONUT:(CNP0140686);Natural Products:(UNPD142946);database;SuperNatural:(SN00303323)	68722655232
8	1	N/A	-282.2805200628173	C23H36O7	[M - H]-	XMEGXHDYCSUOJC	InChI=1S/C23H36O7/c1-5-21-18(13-25)10-14(2)6-7-19(26)15(3)11-17(8-9-24)23(29)16(4)20(27)12-22(28)30-21/h6-7,9-10,15-18,20-21,23,25,27,29H,5,8,11-13H2,1-4H3	null	CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)O)CC=O)C)C)CO	1.29999995	89597142;101285962	COCONUT:(CNP0245778);Natural Products:(UNPD112688);database;PubChem:(89597142 101285962);SuperNatural:(SN00349885);Biocyc:(CPD-15957);KEGG Mine	77312591874
9	1	N/A	-292.8143119726518	C23H36O7	[M - H]-	AZMYPPRBOSDBMG	InChI=1S/C23H36O7/c1-15(24)30-13-16(7-6-10-21(2,3)27)17-8-11-22(4)14-23(28,12-9-18(22)25)19(17)20(26)29-5/h6-7,10,17-19,25,27-28H,8-9,11-14H2,1-5H3	blumicin-A	CC(=O)OCC(=CC=CC(C)(C)O)C1CCC2(CC(C1C(=O)OC)(CCC2O)O)C	2.4000001	11718794;21574284;101772505	COCONUT:(CNP0302883);KNApSAcK:(42290);Natural Products:(UNPD59265);database;PubChem:(11718794 21574284 101772505);SuperNatural:(SN00336012);PubMed	68722655314
10	1	N/A	-303.35089357140987	C23H36O7	[M - H]-	UPYARILZUZMXKV	InChI=1S/C23H36O7/c1-5-20-17(12-24)8-13(2)6-7-18(25)14(3)9-16-10-21(27)30-23(16)15(4)19(26)11-22(28)29-20/h6-8,14-17,19-21,23-24,26-27H,5,9-12H2,1-4H3	Tylonolide hemiacetal	CCC1C(C=C(C=CC(=O)C(CC2CC(OC2C(C(CC(=O)O1)O)C)O)C)C)CO	2.0	6443575;13819363;23259862	COCONUT:(CNP0199933);MeSH:(6443575);Natural Products:(UNPD43219);database;PubChem:(6443575 13819363 23259862);SuperNatural:(SN00361112)	68722655238
