structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.5614558659654844	-53.25133934887405	C30H42O7	[M + H]+	NISPVUDLMHQFRQ	InChI=1S/C30H42O7/c1-25(2,36)12-11-21(33)30(8,37)23-19(32)14-27(5)20-10-9-16-17(13-18(31)24(35)26(16,3)4)29(20,7)22(34)15-28(23,27)6/h9,11-13,17,19-20,23,31-32,36-37H,10,14-15H2,1-8H3	Neuro_000053	CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C	2.70000005	2888;3246697;5281321;5352059;5353548;6712967;10255912;10414126;11972255;11972634;16677981;16760379;17750994;21159505;23615652;25245009;23975062;24721411;44559728;44119890;49769402;53298349;58747349;125037473;125037474;125037475;125039412;125039415;125125099;125125100;129607089;133612478;132201211;137324027;137324028;137324029;138107616;137706116	SuperNatural:(SN00269308 SN00259080 SN00327843 SN00295910 SN00156969);additional;MeSH:(5281321);PubMed;COCONUT:(CNP0242459 CNP0407089);KNApSAcK:(3689);Natural Products:(UNPD165272 UNPD82686 UNPD212257 UNPD46299 UNPD40706 UNPD184755 UNPD210646);database;PubChem:(2888 3246697 5281321 5352059 5353548 6712967 10255912 10414126 11972255 11972634 16677981 16760379 17750994 21159505 23615652 25245009 23975062 24721411 44559728 44119890 49769402 53298349 58747349 125037473 125037474 125037475 125039412 125039415 125125099 125125100 129607089 133612478 132201211 137324027 137324028 137324029 138107616 137706116);CHEBI:(3947);PubChem class - bio and metabolites;KEGG:(C08800);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-5303)	68807084406
2	1	N/A	-130.83876732021903	C30H42O7	[M + H]+	RVRNJZAQXDIPCI	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h11,15,17-18,21,23,31,35H,8-10,12-14H2,1-7H3,(H,36,37)	null	CC(CC(C=C(C)C(=O)O)O)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O	2.79999995	139587845	PubChem:(139587845);COCONUT:(CNP0295180);database	68721573890
3	1	N/A	-130.9404586518136	C30H42O7	[M + H]+	XSFQMCIHWDTDLZ	InChI=1S/C30H42O7/c1-25(2,36)12-11-21(33)30(8,37)23-19(32)14-27(5)20-10-9-16-17(13-18(31)24(35)26(16,3)4)29(20,7)22(34)15-28(23,27)6/h9-13,16-17,19-20,23,31-32,36-37H,14-15H2,1-8H3	null	CC1(C2C=CC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C	3.08777046	""	COCONUT:(CNP0303064);Natural Products:(UNPD112372);database;SuperNatural:(SN00261840)	68722655232
4	1	N/A	-145.68321363875268	C30H42O7	[M + H]+	YVIVANDTNNUXRH	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h11,15,17-19,21,31-32H,8-10,12-14H2,1-7H3,(H,36,37)	Ganoderic Acid Lm2	CC(CC(C=C(C)C(=O)O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C	2.0999999	5317494;11813266;73113647;102004910;125181907	COCONUT:(CNP0333153);MeSH:(11813266 73113647 102004910);Natural Products:(UNPD98711);database;PubChem:(5317494 11813266 73113647 102004910 125181907);PubMed	68721606726
5	1	N/A	-150.20791797804915	C30H42O7	[M + H]+	KIJCKCLHIXLFEW	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h15-16,18,21,23,35H,8-14H2,1-7H3,(H,36,37)	Ganoderic Acid J	CC(CC(=O)CC(C)C(=O)O)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O	2.5999999	14109407;20055991	COCONUT:(CNP0354771);HMDB:(39641);KNApSAcK:(23829);Natural Products:(UNPD177902);database;PubChem:(14109407 20055991);SuperNatural:(SN00377435);PubChem class - bio and metabolites;PubMed	68739432538
6	1	N/A	-151.95317033771485	C30H42O7	[M + H]+	OVUOUFPIPZJGME	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h10,16,18-19,21,23,32,35H,8-9,11-14H2,1-7H3,(H,36,37)	Ganoderenic Acid A	CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)O	2.29999995	6442088;14193987;49870871;72728371;102004775;101600077;102422092;125039682;125039683;125113068;124928656;124928657;124223443;124223444;124397031;131751730;138112871	COCONUT:(CNP0044772 CNP0168741);HMDB:(35381);KNApSAcK:(30349);Natural Products:(UNPD128687 UNPD227776);database;PubChem:(6442088 14193987 49870871 72728371 102004775 101600077 102422092 125039682 125039683 125113068 124928656 124928657 124223443 124223444 124397031 131751730 138112871);SuperNatural:(SN00160707 SN00233320);PubChem class - bio and metabolites;MeSH:(6442088 14193987 72728371 101600077 102004775 102422092 124928656 131751730 138112871);PubMed	68739432542
7	1	N/A	-153.0738993970851	C30H42O7	[M + H]+	FELIGGHUKPABHF	InChI=1S/C30H42O7/c1-16(25(35)36)9-8-11-29(6,37)20-14-22(34)30(7)24-17(31)13-19-26(2,3)21(33)10-12-27(19,4)23(24)18(32)15-28(20,30)5/h9,19-21,33,37H,8,10-15H2,1-7H3,(H,35,36)	null	CC(=CCCC(C)(C1CC(=O)C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C)O)C(=O)O	2.70000005	131752702;139583420	COCONUT:(CNP0183782);HMDB:(39649);KNApSAcK:(35104);Natural Products:(UNPD176062);database;PubChem:(131752702 139583420);SuperNatural:(SN00283880);PubChem class - bio and metabolites	68739432474
8	1	N/A	-161.216248164781	C30H42O7	[M + H]+	GYRZOSZQWPIJBT	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h10,16-19,21,31-32H,8-9,11-14H2,1-7H3,(H,36,37)	null	CC(CC(C=C(C)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)O	2.0999999	11191532;139586157	COCONUT:(CNP0177696);Natural Products:(UNPD122428 UNPD160210);database;PubChem:(11191532 139586157);SuperNatural:(SN00386578 SN00314449)	68722655234
9	1	N/A	-162.84655358686513	C30H42O7	[M + H]+	PRJBNEAPLDQWLQ	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h11,15,17-18,21-22,31,34H,8-10,12-14H2,1-7H3,(H,36,37)	(E,6R)-4-hydroxy-6-[(3S,14R)-3-hydroxy-4,4,10,13,14-pentamethyl-7,11,15-trioxo-1,2,3,5,6,12,16,17-octahydrocyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid	CC(CC(C=C(C)C(=O)O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C	2.79999995	5317508;10601916;102004911;102306794;125181750;124396480;124488034;131751952;133542988	COCONUT:(CNP0253737 CNP0399120);HMDB:(36308);Natural Products:(UNPD133181 UNPD176886);database;PubChem:(5317508 10601916 102004911 102306794 125181750 124396480 124488034 131751952 133542988);SuperNatural:(SN00163701 SN00282402 SN00294186);PubChem class - bio and metabolites	68739432458
10	1	N/A	-162.98622500963214	C30H42O7	[M + H]+	ABBJCZDQCWRNMS	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h11,17-19,21,23,31-32,35H,1,8-10,12-14H2,2-7H3,(H,36,37)	null	C=C(CC(O)/C=C(/C)C(=O)O)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O	3.4660991154873684	""	""	0
11	1	N/A	-163.40876264335125	C30H42O7	[M + H]+	YTVGSCZIHGRVAV	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h15-16,18-19,21,32H,8-14H2,1-7H3,(H,36,37)	Ambap95311-97-0	CC(CC(=O)CC(C)C(=O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C	1.89999998	471004;5317489;14109405;14109406;10481601;102004379;102004816;125041030;125041031;125041032;125041033;124928696;124488039;133143481;138115164	COCONUT:(CNP0232165 CNP0323618);HMDB:(35627);KNApSAcK:(23823);Natural Products:(UNPD195770 UNPD33749 UNPD215165 UNPD34632);database;PubChem:(471004 5317489 14109405 14109406 10481601 102004379 102004816 125041030 125041031 125041032 125041033 124928696 124488039 133143481 138115164);SuperNatural:(SN00163715 SN00238931 SN00298087 SN00258820);PubChem class - bio and metabolites;MeSH:(5317489 14109405 14109406 102004379 138115164);PubMed	68739432542
12	1	N/A	-166.60830982690538	C30H42O7	[M + H]+	ADSMOOAVCKVHQK	InChI=1S/C30H42O7/c1-14(8-16(31)9-15(2)25(35)36)17-10-22(34)29(7)23-18(32)11-19-26(3,4)21(33)12-20-28(19,6)24(23)30(20,37)13-27(17,29)5/h14-15,17-20,32,37H,8-13H2,1-7H3,(H,35,36)	null	CC(CC(=O)CC(C)C(=O)O)C1CC(=O)C2(C1(CC3(C4CC(=O)C(C5C4(C3=C2C(C5)O)C)(C)C)O)C)C	1.0	46197715	COCONUT:(CNP0302040);Natural Products:(UNPD582);database;PubChem:(46197715);SuperNatural:(SN00298530)	68722655234
13	1	N/A	-169.00961008171603	C30H42O7	[M + H]+	OXPOITNFZZPVLK	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h10,16,18,21-23,34-35H,8-9,11-14H2,1-7H3,(H,36,37)	null	CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C)O)C(=O)O	3.47915888	""	COCONUT:(CNP0393773);Natural Products:(UNPD192534);database;SuperNatural:(SN00329817)	68722655232
14	1	N/A	-179.07692559992606	C30H42O7	[M + H]+	RDMQPKIDHAFXKA	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h15-16,18,21-22,34H,8-14H2,1-7H3,(H,36,37)	Ganoderic Acid Am1	CC(CC(=O)CC(C)C(=O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C	2.5999999	10346401;78075359;71461264;101416469;124408588;124408589;124408590;133542987	COCONUT:(CNP0294118);KNApSAcK:(45318);Natural Products:(UNPD115367);database;PubChem:(10346401 78075359 71461264 101416469 124408588 124408589 124408590 133542987);PubMed	68721606738
15	1	N/A	-188.79143651474539	C30H42O7	[M + H]+	QECQJYAIIIIKJB	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h10,16,18-19,21-22,32,34H,8-9,11-14H2,1-7H3,(H,36,37)	Ganoderenic Acid B	CC(CC(=O)C=C(C)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)C(=O)O	2.4000001	78074039;71457627;91884884;101600078;131676086;131751853;134715204;139584158;137705294	COCONUT:(CNP0198271);HMDB:(35709);KNApSAcK:(30350);Natural Products:(UNPD142840);database;PubChem:(78074039 71457627 91884884 101600078 131676086 131751853 134715204 139584158 137705294);SuperNatural:(SN00385950);PubChem class - bio and metabolites;PubMed	68739432538
16	1	N/A	-193.00764504434582	C30H42O7	[M + H]+	LYTOFEWEKDWPNE	InChI=1S/C30H42O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h12,15-16,21-23,34-35H,8-11,13-14H2,1-7H3,(H,36,37)	null	CC(CC(=O)C[C@@H](C)C1=C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)C(=O)O	3.1980040529797074	""	""	0
17	1	N/A	-224.82413511587333	C30H42O7	[M + H]+	MSBQEQDLFWWWMV	InChI=1S/C30H42O7/c1-19-12-13-34-23(15-19)10-11-25(31)27-18-28-30(37-28)26(32)17-21(3)14-20(2)16-24-8-4-6-22(35-24)7-5-9-29(33)36-27/h4-6,9-12,20,22-28,30-32H,3,7-8,13-18H2,1-2H3	Laulimalide	CC1CC2CC=CC(O2)CC=CC(=O)OC(CC3C(O3)C(CC(=C)C1)O)C(C=CC4CC(=CCO4)C)O	3.20000005	6918457;12166494;11249304;11443695;23426023;23426369;24883778;24883779;44369863;59026916;59026941;59813132;59813133;59813136;59899348;87545130;90832403;90911562;89223956;89223963;89242391;91045975;91074831;91186023;91585431;91379175;101241167;102505130;129631882;135028892	COCONUT:(CNP0186014);KNApSAcK:(44855);Natural Products:(UNPD86869 UNPD122674);database;PubChem:(6918457 12166494 11249304 11443695 23426023 23426369 24883778 24883779 44369863 59026916 59026941 59813132 59813133 59813136 59899348 87545130 90832403 90911562 89223956 89223963 89242391 91045975 91074831 91186023 91585431 91379175 101241167 102505130 129631882 135028892);SuperNatural:(SN00287025 SN00365434);CHEBI:(69134);PubChem class - bio and metabolites;MeSH:(6918457);PubMed	68739432566
